"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Athyrium","Betula","Boraginaceae.undiff.","Brasenia.schreberi","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","cf..Rhamnus","cf..Rhus","cf..Rumex","cf..Sanguisorba","cf..Verbena","Cheilanthes","Cornus","Corylus","Cupressaceae.undiff.","Cyperaceae","Dryopteris","Epilobium","Equisetum","Ericaceae","Fabaceae.undiff.","Fagus","Fagus.Nyssa","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Gentianella","Heliotropium","Hypericum","Ilex","Impatiens","Indeterminable","Isoëtes","Iva","Jasione","Juglans","Larix","Liquidambar","Lycopodiaceae.undiff.","Lycopodium.clavatum","Magnolia","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Parnassia","Parthenocissus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantaginaceae.cf..Littorella","Plantaginaceae.undiff.","Plantago","Platanus","Poaceae","Polygala","Polygonella","Polygonum.persicaria.type","Polygonum.undiff.","Polypodiaceae","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae","Sagittaria","Salix","Selaginella","Taxodium","Thalictrum","Tilia","Trifolium","Tsuga","Typha","Ulmus","Unknown","Utricularia","Vitis","Xanthium"
472,10500,0,0,0,0,2,1,0,2,0,0,0,0,0,3,0,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,8,0,0,0,0,0,7,0,0,0,0,0,1,12,0,0,3,0,0,0,6,0,96,0,0,0,0,38,0,0,3,0,1,0,0,0,174,0,0,8,0,0,0,0,0,0,0,0,9,0,1,0,0
476,10638,0,1,0,0,3,1,0,0,0,2,0,0,0,2,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,12,0,0,0,1,0,10,0,0,0,0,0,0,16,1,0,1,0,0,0,3,0,69,0,0,0,1,38,0,0,0,0,0,0,0,0,185,2,0,2,2,0,0,1,0,0,1,0,3,0,2,0,0
484,10912,0,1,0,0,3,1,2,0,0,7,0,0,0,5,1,4,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1,0,13,0,0,0,1,0,0,0,2,0,11,0,0,0,0,0,9,1,0,0,0,0,1,16,2,0,5,0,0,1,0,0,28,0,0,0,4,52,0,0,0,0,2,1,0,0,226,1,0,2,2,0,0,0,0,0,0,1,7,0,0,0,0
488,11049,0,0,0,0,2,0,2,0,1,7,0,0,0,5,0,6,0,14,0,0,0,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,11,0,0,0,3,0,0,0,5,0,26,0,0,0,0,0,15,0,0,0,0,0,0,15,5,0,9,0,1,0,0,0,36,0,0,0,2,64,0,0,1,0,0,6,0,0,299,0,1,2,1,0,0,0,0,0,1,0,11,3,0,0,0
492,11184,0,1,0,1,4,1,0,0,2,8,0,0,0,4,1,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,29,0,0,0,1,0,0,0,6,0,26,19.5,0,0,0,0,9,0,0,1,0,0,1,19,1,0,9,0,0,2,1,0,34.5,0,0,0,1,80,0,0,0,0,1,2,0,0,260,0,1,0,0,0,1,0,0,0,0,0,6,0,1,1,0
496,11319,0,0,0,2,3,3,3,1,0,9,0,0,0,6,1,12,0,21,0,1,1,0,0,1,0,0,0,0,0,0,4,18,0,0,0,0,2,20,0,0,0,1,0,0,0,4,0,29,0,0,0,0,0,14,0,0,0,0,2,2,19,1,0,11,0,0,1,0,0,20,0,0,0,1,77,0,0,0,0,0,0,0,1,233,8,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0
500,11452,0,0,0,1,32,1,2,10,1,44,1,0,0,3,0,0,0,23,0,19,0,2,0,0,0,0,0,1,0,2,13,19,0,0,1,1,0,110.4,0,0,0,11,0,0,0,29,0,68,82,0,0,1,0,17,2,0,0,2,9,4,7,4.6,1,50,0,0,0,14,0,25.5,0,0,0,0,147,0,0,0,0,1,9,0,0,318,0,2,0,1,0,0,0,0,0,0,2,17,0,0,3,0
504,11585,0,0,0,2,8,0,3,6,1,17,0,0,0,7,1,1,0,16,0,4,1,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,76,0,0,0,5,0,0,0,12,0,11,0,0,0,0,0,10,2,0,0,0,2,4,1,0,0,15,0,0,1,0,0,15,0,0,0,3,29,0,0,0,0,0,0,0,0,147,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0
512,11849,0,1,0,1,10,0,4,0,2,14,2,0,0,4,0,5,0,24,1,0,0,2,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,54,0,0,0,2,0,0,0,12,0,13,940,0,0,1,0,7,0,0,0,0,1,4,1,2,0,18,0,1,2,1,0,20.5,1,0,0,2,59,0,0,2,0,0,0,0,0,117,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0
516,11980,0,0,0,3,13,1,3,0,1,24,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,75,2,0,0,4,0,1,0,13,0,45,38,0,0,1,0,7,0,0,0,0,6,1,1,0,0,21,0,0,1,1.5,0,7.5,0,0,0,0,36,0,1,0,0,0,3,0,0,301,1,2,0,2,0,0,0,0,0,0,0,1,3,0,2,0
520,12110,0,2,0,2,9,0,1,2,0,10,0,0,0,5,0,7,0,22,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,62,0,0,0,9,0,0,0,13,0,21,38.2,0,0,0,0,5,0,0,0,0,1,1,0,3,0,22,0,0,0,1,0,12,0,0,0,1,26,0,0,0,0,0,0,0,0,138,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0
524,12239,0,1,0,1,12,1,3,2,0,10,0,0,0,4,0,8,0,15,0,2,0,0,0,1,0,0,0,0,0,1,2,5,0,0,0,1,0,104,0,0,0,10,0,0,0,20,0,19,295.1,0,0,0,0,2,1,0,1,0,0,1,0,1,0,12,0,1,0,1,0,28.5,0,0,0,4,29,0,0,2,0,0,1,0,0,183,0,0,0,0,0,0,0,0,1,1,0,5,1,0,1,0
528,12368,0,0,0,0,16,0,2,5,2,36,0,0,0,11,0,2,5,18,0,3,0,0,0,0,0,0,1,0,0,0,7,5,0,0,0,0,0,130,0,0,0,7,0,1,0,8,0,24,245,0,0,0,0,7,0,0,0,0,2,5,0,0,3,30,0,0,0,7,0,41,0,0,0,1,35,0,0,0,0,0,1,0,0,249,0,3,0,2,0,0,1,0,0,1,0,6,0,0,2,0
532,12495,0,2,0,0,3,0,5,2,0,19,0,0,0,7,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,48,0,0,0,1,0,0,0,15,0,12,731.5,0,0,0,0,1,0,0,0,2,3,5,1,1,0,17,0,1,0,1,0,81.5,0,0,0,6,20,0,0,1,0,2,1,0,0,157,2,0,1,0,0,0,0,0,0,2,0,7,0,0,1,0
536,12622,0,0,0,0,9,0,2,0,0,17,0,0,0,2,0,3,0,8,1,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,84,0,0,0,5,0,0,0,8,0,36,537.6,0,0,0,0,5,0,0,1,0,0,4,3,0,0,19,0,3,1,0,0,18,0,0,0,4,22,0,0,2,0,0,0,0,0,172,3,0,0,2,0,0,1,0,0,1,0,6,4,0,7,0
544,12874,0,0,0,1,8,0,5,1,0,15,0,0,0,5,0,2,0,10,0,3,0,1,2,2,0,0,0,0,0,0,2,5,0,0,0,0,0,68,0,0,0,10,0,0,0,15,0,6,1643.3,1,0,0,0,3,0,0,0,0,2,2,1,3,0,23,0,0,0,0,0,18.5,2,0,0,0,40,0,0,1,0,1,2,0,0,150,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0
548,12999,0,0,0,2,14,2,1,1,1,13,0,0,0,4,0,4,0,24,0,2,0,0,4,0,0,0,0,0,0,0,1,13,0,0,0,0,1,73,0,0,0,6,0,0,0,21,0,10,427.2,2,0,1,0,8,0,0,0,1,2,2,1,2,0,15,0,0,0,0.5,0,14.5,0,0,0,1,24,0,0,1,0,0,1,0,0,147,1,1,1,0,0,0,0,0,0,0,0,7,1,0,4,0
552,13123,0,0,0,0,11,0,5,2,1,15,0,0,0,3,0,1,0,11,0,2,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,19.2,0,0,0,5,0,0,0,8,0,41,209.3,0,0,1,0,7,0,0,0,0,4,6,2,1,0,11,0,0,0.5,2,0,13,0,0,0,0,20,0,0,0,0,0,1,0,1,137,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0
556,13246,0,2,0,1,16,1,1,4,0,18,0,0,0,7,2,3,0,12,2,0,0,0,3,1,0,0,0,0,0,2,5,7,0,0,0,0,0,105,0,0,0,6,0,0,0,20,0,28,579.9,0,0,0,0,9,0,0,0,0,2,1,2,2,0,21,0,0,0,0,0,19,0,0,0,7,32,0,0,0,0,3,2,0,0,192,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0
560,13368,0,0,0,0,16,1,4,3,1,30,0,0,0,5,0,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,5,4,0,0,0,0,0,72,0,0,0,3,0,0,0,8,0,10,13026,0,0,0,0,2,0,0,0,0,1,2,2,9,0,20,0,0,0,0,0,14.5,0,0,0,0,21,0,1,1,0,2,0,0,0,181,1,0,0,2,0,0,0,0,0,0,0,8,1,0,2,0
564,13490,0,1,0,0,8,0,5,0,0,25,1,0,0,6,0,4,0,8,1,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2,84,0,0,0,3,0,0,0,16,0,14,567.6,0,0,1,0,4,0,0,1,0,1,2,2,5,0,22,0,0,1,0,0,15.5,0,0,0,1,34,0,0,1,0,1,0,0,0,171,1,0,0,2,0,0,0,0,0,0,0,6,1,0,1,0
568,13611,0,0,0,0,9,0,6,4,3,23,0,0,0,7,0,5,0,16,2,1,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,1,0,65,0,0,0,6,0,0,0,13,0,18,892.9,0,0,0,0,4,0,0,0,0,0,2,0,1,0,26,0,1,0.5,2,0,10.5,0,0,0,1,29,0,0,0,0,0,0,0,0,145,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
576,13850,0,0,2,1,6,2,2,3,0,13,1,0,0,4,0,6,0,5,1,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,70,0,0,0,10,0,0,0,17,0,13,319.1,0,0,0,0,4,0,0,0,0,0,1,1,2,0,17,0,0,0.5,0,0,9.5,0,0,0,1,24,0,0,0,0,0,0,0,3,151,1,0,1,0,0,0,0,0,0,1,0,6,1,0,4,0
580,13969,0,1,0,1,11,0,6,2,1,21,0,0,0,5,0,3,0,12,0,2,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,73,0,0,0,4,0,0,0,16,0,22,116.6,0,0,0,0,2,1,0,0,0,0,5,4,1,0,25,0,0,0,0,0,10.5,0,0,0,8,38,0,0,0,0,0,0,0,0,132,2,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0
584,14086,0,0,0,2,9,2,8,2,1,28,0,0,0,5,0,0,0,14,1,1,0,1,0,1,0,0,0,0,0,1,3,2,0,0,0,1,0,59,0,0,0,5,0,0,0,22,0,17,1973.7,1,0,1,0,1,0,0,0,0,0,1,1,7,0,24,0,1,0,2,0,15.5,0,0,0,2,32,0,0,0,0,0,2,0,0,144,1,0,1,0,1,0,0,0,0,1,0,7,1,0,2,0
588,14203,0,1,0,2,13,0,6,2,1,24,0,0,0,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,77,0,0,0,3,0,0,0,16,0,14,630,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,1,0.5,0,0,11.5,0,0,0,2,12,0,0,0,0,1,0,0,0,149,2,0,0,1,0,0,1,0,0,0,0,11,0,0,1,0
592,14320,0,0,0,2,22,0,0,2,0,37,0,0,0,4,3,2,0,11,2,0,0,0,0,2,0,1,0,0,0,0,4,4,0,0,0,0,5,64,0,0,0,16,0,0,0,9,0,20,1272,1,0,1,0,1,0,0,0,0,1,2,1,3,0,30,0,0,1,1,0,26.5,0,0,0,1,30,0,0,0,0,1,0,0,0,186,2,0,0,1,0,0,1,0,0,1,0,5,1,1,0,0
596,14435,1.5,0,0,0,35,3,1,13,2,53,2,0,0,7,0,5,0,18,2,9,1,4,2,0,0,0,0,0,0,3,26,10,5,0,0,1,0,101.8,0,0,0,17,0,2,0,32,0,37,860,0,0,1,0,4,2,0,0,2,7,2,2,4.2,1,38,0,1,1,1,0,31,0,0,0,1,187,0,0,0,0,4,10,0,0,310,0,0,0,2,0,0,2,3,0,1,0,10,1,2,2,0
600,14550,0,1,0,0,6,0,6,3,0,18,0,0,0,4,1,2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,63,0,0,0,9,0,0,0,15,0,20,1683.3,0,0,1,0,1,1,0,1,0,1,1,1,0,0,38,0,0,5,1,0,20.5,0,0,0,3,27,0,1,0,0,1,0,0,0,145,2,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0
612,14890,0.5,0,0,0,10,1,11,3,5,22,0,0,0,12,0,4,0,9,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,65,0,0,0,10,0,0,0,22,0,30,1448.7,0,0,1,0,0,0,0,0,1,0,1,0,1,0,35,0,0,0,0,0,19.5,0,0,0,0,38,0,0,0,0,1,1,0,0,234,3,0,0,1,0,0,0,0,0,1,0,4,0,1,2,0
616,15001,0.5,0,0,4,14,1,11,5,5,42,0,0,0,7,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,47,0,2,5,0,0,0,0,6,0,23,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3.5,5,0,12,0,0,0,0,99,0,1,0,0,0,5,0,0,164,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0
620,15112,0,1,0,1,8,0,4,1,2,23,0,0,0,2,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,33,0,0,0,3,0,0,0,13,0,16,1412.9,0,0,0,0,0,0,0,0,0,1,1,1,3,0,29,0,0,3.5,0,0,37.5,0,0,0,6,28,0,0,0,0,1,0,0,0,146,3,0,0,1,0,0,0,0,0,1,0,4,0,0,2,0
624,15222,0,0,0,2,14,0,11,1,4,22,0,0,0,9,1,0,1,7,2,5,0,1,0,2,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,17,0,20,1995,0,0,1,0,0,0,0,0,1,1,3,0,0,0,25,0,2,0,0,0,23,0,0,0,7,38,0,0,0,0,0,0,0,0,172,3,0,0,2,0,0,0,0,0,0,0,4,1,0,1,0
628,15332,0,0,0,1,9,1,6,0,0,21,0,0,0,2,0,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,3,16,0,0,0,0,2,70,0,0,0,3,0,0,0,14,0,16,2100,1,0,0,0,0,1,0,0,0,1,3,1,1,0,24,0,0,1.5,0,0,21.5,0,1,0,2,34,0,0,0,0,0,0,0,0,135,2,0,0,2,0,0,0,0,0,1,0,9,0,0,2,0
632,15441,0,0,0,0,6,0,15,0,6,32,0,0,0,2,0,0,1,11,3,1,0,0,0,0,0,1,0,0,0,0,7,4,0,0,0,2,0,16,0,0,0,14,0,0,0,6,0,25,2821.5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,30,0,0,0,2,0,25.5,0,0,0,0,23,0,0,0,0,1,0,0,0,177,1,0,1,1,0,0,1,0,0,0,0,6,3,0,1,0
636,15548,0,0,0,3,22,1,11,3,1,41,1,0,0,8,2,0,0,21,2,0,0,0,1,0,0,0,0,0,0,0,4,8,0,0,1,2,1,21,0,0,0,9,0,0,0,2,0,24,8475,0,0,0,0,1,0,0,0,0,1,0,1,3,0,43,0,0,2.5,0,0,49,0,0,0,6,40,0,0,0,0,3,1,0,0,211,8,0,0,2,0,0,2,0,0,0,0,5,1,0,2,0
640,15656,0,0,0,2,18,0,21,1,6,46,0,0,0,11,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,1,2,8,0,0,0,13,0,0,0,4,0,13,2183.6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,36,0,0,3,0,0,44.5,0,0,1,6,34,0,0,1,0,2,0,0,0,173,6,0,1,1,0,0,1,0,0,1,0,9,0,0,0,0
641,15682,0,0,1,2,25,2,27,5,9,68,0,0,0,14,0,2,2,12,5,4,0,1,0,0,0,0,0,0,0,1,6,3,0,0,0,4,0,9,0,0,0,17,0,0,0,10,0,23,9995,0,0,1,0,4,1,0,0,1,3,0,2,4,0,51,1,0,0.5,2,0,53.5,0,0,0,0,50,0,0,0,0,1,1,0,0,295,0,3,0,2,0,0,3,0,0,2,0,10,2,0,1,0
642,15709,0,1,0,2,12,1,10,1,1,55,0,0,0,10,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,5,12,0,0,0,1,1,4,0,0,0,3,0,0,0,0,0,15,2850,0,0,0,0,0,0,0,0,0,2,2,0,2,0,28,0,1,1.5,0,0,30,0,0,0,5,41,0,0,0,0,1,0,0,0,171,1,0,1,2,0,0,0,0,0,1,0,9,1,0,0,0
644,15762,0,0,0,1,16,2,13,1,2,43,0,0,0,14,1,0,0,17,4,0,0,0,0,0,0,0,0,0,0,1,9,15,0,0,0,1,2,13,0,0,0,6,0,0,0,5,0,34,3030,0,0,1,0,1,0,0,0,0,1,0,1,2,0,27,1,0,3.5,1,0,48.5,0,0,0,3,50,0,0,0,0,0,0,0,0,185,6,1,0,1,0,0,1,0,0,3,0,8,1,0,0,0
648,15867,0,0,0,0,19,0,9,5,6,48,0,0,0,5,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,5,0,0,0,7,0,12,3452.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0,0,0.5,3,0,27.5,0,0,0,4,28,0,1,0,1,1,0,0,0,192,2,0,0,0,0,0,1,0,0,1,0,11,0,0,0,0
652,15972,0,0,0,0,20,0,10,0,12,66,0,0,0,10,0,0,0,13,5,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,30,2121,0,0,4,0,1,0,0,0,0,9,1,1,1,0,9,0,0,3,0,0,85,0,0,0,1,89,0,0,0,0,5,0,0,0,171,3,0,5,2,0,0,0,0,0,0,0,7,0,0,0,0
654,16024,0,0,0,1,14,2,15,1,4,48,0,0,0,7,0,0,0,12,8,1,0,1,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,23,2760.7,0,0,0,0,0,0,0,0,0,3,1,0,1,0,9,0,0,0.5,0,0,46.5,0,0,0,4,49,0,0,0,0,1,1,0,0,131,5,0,1,0,0,0,1,0,0,0,0,5,1,2,0,0
655,16050,2,0,0,2,26,0,10,1,8,56,0,0,0,3,0,0,0,22,2,1,0,0,0,0,0,1,0,0,0,3,0,9,0,0,0,0,0,5,0,0,0,8,0,0,0,1,0,23,10933.3,0,0,2,0,0,0,0,0,1,1,2,1,1,0,10,0,0,4.5,1,0,50,0,1,0,1,39,0,0,0,0,2,1,0,0,124,5,0,0,2,0,0,4,0,0,0,0,2,2,0,0,0
656,16076,0,0,0,4,14,1,12,0,10,54,0,0,0,5,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,7571,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,4.5,0,0,45.5,0,0,0,4,40,0,0,0,0,1,0,0,0,110,4,0,0,2,0,0,1,0,0,0,0,11,0,0,0,0
660,16180,0,0,0,0,23,1,11,1,9,63,0,0,0,10,0,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,12,3277,0,0,0,0,2,0,0,0,0,3,1,2,0,0,6,0,0,4,0,0,51,0,1,0,2,43,0,0,0,0,3,0,0,0,140,3,0,2,0,0,0,3,0,0,1,0,4,2,0,0,0
664,16282,1,0,0,0,17,0,21,2,16,65,0,0,0,9,0,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0,0,0,8,0,0,0,0,0,18,5391.6,0,0,0,0,0,0,0,0,1,1,2,0,2,0,13,0,0,0,4,0,56,0,0,0,4,42,0,0,0,0,1,0,0,0,163,7,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0
668,16384,0,0,0,2,15,0,6,2,17,51,0,0,0,10,0,0,0,12,2,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1,0,5,0,0,0,1,0,0,0,1,0,9,17052,0,0,0,0,1,0,0,0,0,3,0,0,1,0,12,0,0,4.5,0,0,68.5,1,0,0,5,42,0,0,0,0,2,0,0,0,123,7,0,1,0,0,0,1,0,0,0,2,6,0,0,0,0
672,16485,0,0,0,1,14,1,11,0,5,47,4,0,0,12,0,1,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,3,1,4,0,0,0,1,0,0,0,1,0,7,2316.9,0,0,1,0,0,0,0,0,0,3,0,1,0,0,7,0,0,6,2,0,50,0,0,0,4,35,0,0,0,0,3,0,0,0,100,4,1,1,0,0,0,1,0,0,0,0,4,0,0,1,0
676,16585,7,0,0,4,29,2,19,3,22,91,0,0,0,11,0,3,1,24,15,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,32,13005,0,0,1,0,0,0,0,0,0,10,1,0,1,0,30,0,0,3,11,0,124,0,0,0,2,61,0,0,0,0,4,0,0,0,185,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0
680,16685,0,0,1,0,8,0,14,1,5,57,0,0,0,11,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,15,6426,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,2,0,0,79,0,1,0,2,62,0,0,0,0,1,1,0,0,112,1,0,2,0,0,0,1,0,0,0,2,6,0,0,0,0
684,16783,0,0,0,1,16,0,4,0,14,56,0,0,0,4,0,0,0,11,3,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,26,10523.8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,0,0,4.5,2,0,63,0,0,0,0,38,0,0,0,0,3,3,0,0,115,11,0,1,1,0,0,0,0,0,0,1,9,1,0,1,0
688,16881,0.5,0,0,0,14,0,14,1,6,61,1,0,0,7,0,5,0,9,2,0,0,0,0,0,0,1,0,0,0,0,2,24,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,12,35164,0,0,0,0,0,0,0,0,1,8,1,1,0,0,6,0,0,2.5,3,0,72,0,0,1,5,39,0,1,0,0,0,0,0,0,128,6,2,0,2,0,0,0,0,0,2,0,6,1,0,0,0
692,16979,0,0,0,0,11,0,12,1,3,53,0,0,0,10,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,7,27846,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,4.5,0,0,72,0,0,0,2,39,0,1,0,0,7,0,0,0,109,3,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
696,17075,0,0,0,0,21,2,27,1,12,114,2,0,0,3,0,0,1,9,4,1,0,0,0,0,0,0,0,0,0,1,4,13,0,0,0,3,0,0,0,0,0,7,0,0,0,2,0,18,15357,0,0,1,0,0,0,1,0,2,11,1,1,0,0,13,0,0,2,39.5,0,126,0,2,2,0,115,0,0,0,0,5,1,0,0,142,0,0,0,2,0,0,0,0,0,1,2,1,3,1,0,0
700,17171,0,0,0,0,18,0,10,1,8,68,0,0,0,5,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19602,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,6.5,0,0,118,0,0,0,0,44,0,0,0,0,4,1,0,0,70,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0
710,17407,0,0,0,1,5,0,19,2,13,81,1,0,0,2,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,13356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0.5,5,0,132.5,0,0,0,3,66,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
714,17500,3,0,0,2,15,1,12,1,10,97,0,0,0,2,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,34,8881.3,0,0,0,0,2,0,0,0,0,5,1,0,1,0,5,0,0,4,21.5,0,95,0,0,0,0,112,0,1,0,0,1,0,0,0,75,0,2,0,4,0,0,0,0,0,1,0,1,1,0,0,0
718,17592,0,0,0,0,5,0,16,1,3,83,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,142,0,0,0,0,43,0,1,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
722,17683,0,0,1,0,9,2,28,2,8,78,2,0,0,11,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,17,26429,0,0,1,0,0,0,0,0,0,2,1,0,1,0,10,0,0,6.5,17.5,0,243.5,0,0,0,0,111,0,0,0,0,3,1,0,0,75,1,1,0,2,0,0,1,0,0,0,0,2,1,0,1,0
726,17774,0,0,0,0,4,1,16,1,5,56,1,0,0,1,0,0,0,4,7,3,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,99600,0,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,5,1,0,240.5,0,0,0,0,56,0,0,0,0,0,0,0,0,23,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
730,17864,0,0,0,0,17,1,22,8,10,152,0,0,0,5,0,0,0,3,5,5,0,0,0,0,0,4,0,0,0,2,1,12,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,21,49994,0,0,0,0,0,0,0,0,0,5,1,2,1,0,4,0,0,6,21,0,197.5,0,0,1,0,86,0,0,0,0,0,8,0,0,64,0,1,0,2,0,0,6,0,0,0,0,1,0,0,0,0
734,17953,0,0,0,0,10,0,15,1,11,108,0,0,0,3,0,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,33150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,1,0,174,0,0,0,0,55,0,1,0,0,0,1,0,0,44,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
