"sample.depths","sample.ages","Picea.undiff.","Picea.mariana","Picea.glauca","Pinus.undiff.","Pinus.strobus","Pinus.banksiana.P..divaricata","Abies.undiff.","Tsuga.undiff.","Larix.undiff.","Betula","Populus","Quercus","Ulmus","Fagus.undiff.","Carya","Acer.undiff.","Acer.saccharum","Acer.rubrum","Acer.pensylvanicum","Acer.spicatum","Acer.nigrum","Fraxinus.undiff.","Fraxinus.nigra","Fraxinus.pennsylvanica","Tilia","Ostrya.Carpinus","Juglans","Juniperus","Alnus.undiff.","Alnus.viridis.subsp..crispa","Alnus.incana.type","Salix","Corylus","Shepherdia.canadensis","Myrica.undiff.","Myrica.gale","Viburnum","Cornus","Castanea","Ericaceae","Taxus.undiff.","Poaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Ambrosia","Artemisia","Chenopodiineae","Rosaceae.undiff.","Polygonaceae.undiff.","Caryophyllaceae","Ranunculaceae.undiff.","Thalictrum","Potentilla","Saxifragaceae","Impatiens","Epilobium","Androsace","Rumex","Urticaceae","Campanulaceae","Fabaceae","Dryas","Apiaceae","Rubiaceae","Cyperaceae","Oxyria.digyna","Ilex.Nemopanthus","Abies.Balsamea","Larix.Laricina","Tsuga.canadensis","Fagus.Grandifolia","Taxus.canadensis","Plantaginaceae","Cerealia"
595,10758,0.157068062827225,0,0,0.00261780104712042,0.0130890052356021,0.0183246073298429,0.024869109947644,0.00130890052356021,0.00130890052356021,0.395287958115183,0.0392670157068063,0.00261780104712042,0.00130890052356021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0.320680628272251,0.00130890052356021,0.00261780104712042,0.00130890052356021,0,0,0,0,0,0,0,0.00130890052356021,0.00261780104712042,0.00130890052356021,0.00130890052356021,0,0.00130890052356021,0,0,0.00130890052356021,0,0,0.00130890052356021,0,0,0,0,0,0,0,0,0,0,0,0,0.00392670157068063,0,0,0,0,0,0,0,0,0
605,10870,0.204838709677419,0,0,0.0112903225806452,0.0193548387096774,0.0306451612903226,0.00483870967741936,0.0032258064516129,0,0.27741935483871,0.0774193548387097,0.00161290322580645,0.00161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0.0064516129032258,0,0.338709677419355,0,0,0,0,0.00161290322580645,0,0,0,0,0,0,0.00161290322580645,0.00161290322580645,0,0.0032258064516129,0,0,0,0,0.00161290322580645,0.00483870967741936,0,0,0.00161290322580645,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0
610,10926,0.197339246119734,0,0,0.00443458980044346,0.00443458980044346,0.0376940133037694,0.00221729490022173,0,0,0.11529933481153,0.0465631929046563,0.00221729490022173,0.00443458980044346,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0.00221729490022173,0.00665188470066519,0,0.00443458980044346,0,0.501108647450111,0.0177383592017738,0.00221729490022173,0.00221729490022173,0,0.00221729490022173,0,0,0,0,0,0,0.00886917960088692,0.00221729490022173,0,0,0.00221729490022173,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0.0288248337028825,0,0,0,0,0,0,0,0,0
615,10982,0.483173076923077,0,0,0.0192307692307692,0.0192307692307692,0.0168269230769231,0.0144230769230769,0.00240384615384615,0,0.199519230769231,0.0504807692307692,0.00480769230769231,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0.0120192307692308,0.00240384615384615,0,0,0.129807692307692,0.00240384615384615,0.0144230769230769,0.00240384615384615,0,0,0,0,0,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0,0,0.0120192307692308,0,0,0,0,0,0,0,0,0
625,11094,0.567934782608696,0,0,0.00815217391304348,0.0108695652173913,0.0244565217391304,0.00815217391304348,0.00271739130434783,0,0.135869565217391,0.0815217391304348,0.0190217391304348,0.00271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0,0.0135869565217391,0,0.0271739130434783,0,0.0135869565217391,0.00543478260869565,0,0.00543478260869565,0,0,0,0,0,0.00271739130434783,0.00815217391304348,0.00815217391304348,0,0.00271739130434783,0.00543478260869565,0.00271739130434783,0.00271739130434783,0,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0,0,0,0.016304347826087,0,0,0,0,0,0,0,0,0
630,11150,0.211822660098522,0,0,0,0.00656814449917898,0.0279146141215107,0,0.00164203612479475,0,0.175697865353038,0.494252873563218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656814449917898,0,0,0.0180623973727422,0,0,0,0.0114942528735632,0.00164203612479475,0.00164203612479475,0,0,0,0,0,0,0.00492610837438424,0.00492610837438424,0,0,0.00492610837438424,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262725779967159,0,0,0,0,0,0,0,0,0
635,11206,0.0607142857142857,0,0,0.00714285714285714,0,0.025,0.00714285714285714,0,0,0.357142857142857,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321428571428571,0,0.0142857142857143,0,0.0214285714285714,0,0.075,0,0.0178571428571429,0,0,0,0,0,0,0,0.00357142857142857,0,0,0,0.0107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107142857142857,0,0,0,0,0,0,0,0,0
640,11262,0.0433734939759036,0,0,0.0120481927710843,0.0120481927710843,0.0481927710843374,0.00481927710843374,0.00240963855421687,0.00240963855421687,0.539759036144578,0.0313253012048193,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0.00481927710843374,0,0.0433734939759036,0.0265060240963855,0.101204819277108,0,0.0168674698795181,0,0,0,0.00240963855421687,0,0,0.00240963855421687,0.00963855421686747,0.00481927710843374,0,0,0.0144578313253012,0,0.00240963855421687,0,0.00240963855421687,0,0.00240963855421687,0,0,0,0,0,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00481927710843374,0,0,0,0.0506024096385542,0,0,0,0,0,0,0,0,0
645,11318,0.04,0,0,0.0142857142857143,0.0114285714285714,0.102857142857143,0,0,0,0.428571428571429,0.0171428571428571,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0.00857142857142857,0,0.0228571428571429,0,0.16,0,0,0.00571428571428571,0,0,0,0,0.00285714285714286,0,0.0228571428571429,0.00857142857142857,0,0,0.02,0,0,0,0,0.00285714285714286,0.00857142857142857,0,0,0,0,0,0.00285714285714286,0.00571428571428571,0,0,0,0,0,0.0971428571428571,0,0,0,0,0,0,0,0,0
650,11375,0,0.0144578313253012,0.0313253012048193,0.00963855421686747,0.00963855421686747,0.0650602409638554,0.00240963855421687,0.00481927710843374,0,0.289156626506024,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072289156626506,0,0.036144578313253,0.00240963855421687,0.216867469879518,0,0,0,0.00240963855421687,0,0,0,0.00240963855421687,0,0.0481927710843374,0.0168674698795181,0,0.00240963855421687,0.036144578313253,0,0.00240963855421687,0,0.00240963855421687,0,0,0,0,0,0,0,0.00240963855421687,0.0120481927710843,0,0.00240963855421687,0,0,0,0.175903614457831,0,0,0,0,0,0,0,0,0
655,NA,0.0440528634361234,0,0,0.00881057268722467,0.0286343612334802,0.107929515418502,0,0,0.00220264317180617,0.224669603524229,0.00220264317180617,0.00440528634361234,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0.00440528634361234,0,0.00440528634361234,0,0.039647577092511,0,0.13215859030837,0,0,0,0,0,0,0,0,0,0.0374449339207048,0.0066079295154185,0,0,0.0198237885462555,0,0,0,0,0.013215859030837,0.00440528634361234,0,0,0,0,0,0.00881057268722467,0.0110132158590308,0,0.00881057268722467,0.00440528634361234,0,0,0.279735682819383,0,0,0,0,0,0,0,0,0
660,NA,0.0394190871369295,0,0,0.012448132780083,0.00829875518672199,0.0622406639004149,0,0.00829875518672199,0,0.0995850622406639,0,0,0.004149377593361,0,0,0,0,0,0,0,0,0,0.0020746887966805,0,0,0.004149377593361,0,0.00622406639004149,0,0.0352697095435685,0.00622406639004149,0.0228215767634855,0,0,0.0020746887966805,0,0,0,0,0.0020746887966805,0,0.114107883817427,0.004149377593361,0,0,0.0394190871369295,0.0020746887966805,0,0,0.00622406639004149,0.004149377593361,0.016597510373444,0,0,0,0,0,0.0186721991701245,0.00829875518672199,0,0.004149377593361,0.0020746887966805,0,0,0.464730290456432,0,0,0,0,0,0,0,0,0
670,NA,0.08,0,0,0.04,0.00266666666666667,0.133333333333333,0.00266666666666667,0,0,0.104,0.00266666666666667,0.00266666666666667,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.0826666666666667,0.016,0.024,0.00266666666666667,0,0.00266666666666667,0,0,0,0,0,0,0.0613333333333333,0.0106666666666667,0,0.00266666666666667,0.0613333333333333,0.00266666666666667,0,0,0.008,0,0.008,0,0,0,0,0,0,0.008,0,0,0.0106666666666667,0,0,0.205333333333333,0.114666666666667,0,0,0,0,0,0,0,0
685,NA,0.0703703703703704,0,0,0.0481481481481481,0,0.122222222222222,0,0,0.0037037037037037,0.1,0,0.0037037037037037,0.0037037037037037,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0,0.0666666666666667,0.0740740740740741,0.0259259259259259,0,0,0,0,0,0,0,0,0,0.0259259259259259,0.0296296296296296,0.0037037037037037,0,0.0777777777777778,0.0111111111111111,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203703703703704,0.1,0,0,0,0,0,0,0,0
700,NA,0.00928792569659443,0,0.0557275541795666,0.0154798761609907,0,0.219814241486068,0,0,0,0.0340557275541796,0,0,0.00928792569659443,0.00619195046439629,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0.00619195046439629,0,0.00619195046439629,0,0.0464396284829721,0.00619195046439629,0.021671826625387,0.00309597523219814,0,0,0,0,0,0,0,0,0.117647058823529,0.0185758513931889,0,0,0.0619195046439628,0,0.00309597523219814,0,0.0247678018575851,0.00619195046439629,0,0,0.00309597523219814,0,0,0,0,0,0.00309597523219814,0.00309597523219814,0.00619195046439629,0,0,0.179566563467492,0.130030959752322,0,0,0,0,0,0,0,0
712,NA,0.114107883817427,0,0,0.0020746887966805,0.0020746887966805,0.163900414937759,0.004149377593361,0.0020746887966805,0,0.132780082987552,0.0020746887966805,0,0.00622406639004149,0,0,0,0,0,0,0,0,0,0,0,0,0.00622406639004149,0,0.004149377593361,0,0.00829875518672199,0,0.033195020746888,0,0,0.0020746887966805,0,0,0,0,0,0,0.130705394190871,0.0145228215767635,0,0.0020746887966805,0.0269709543568465,0,0.00829875518672199,0,0.0103734439834025,0.0020746887966805,0.0020746887966805,0,0,0,0,0,0,0,0,0.004149377593361,0.004149377593361,0,0,0.265560165975104,0.045643153526971,0,0,0,0,0,0,0,0
720,NA,0.046195652173913,0,0,0.00543478260869565,0,0.171195652173913,0.00543478260869565,0,0.00271739130434783,0.138586956521739,0.00815217391304348,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.00543478260869565,0,0.00815217391304348,0,0.00271739130434783,0.00271739130434783,0.0298913043478261,0.00271739130434783,0,0.00271739130434783,0,0,0,0,0,0,0.0869565217391304,0.046195652173913,0,0.00815217391304348,0.0597826086956522,0,0,0,0.0108695652173913,0.00543478260869565,0,0,0,0,0,0,0,0,0,0.00271739130434783,0.0108695652173913,0.00271739130434783,0,0.326086956521739,0.00271739130434783,0,0,0,0,0,0,0,0
735,NA,0.180851063829787,0,0,0.138297872340426,0,0.138297872340426,0.0106382978723404,0,0,0.170212765957447,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0,0.138297872340426,0,0,0,0,0,0,0,0,0,0,0,0,0.0638297872340425,0.0106382978723404,0,0,0.0212765957446809,0,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957446808510638,0,0,0,0,0,0,0,0,0
