"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Acer.undiff.","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Betula","Carya","Celtis","Cornus.sericea.type","Cornus.undiff.","Corylus","Ephedra","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Juniperus.Thuja","Larix","Morus","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides.type","Prunus.type","Quercus","Rhus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Viburnum","Vitis","Ambrosia.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Bidens.type","Brassicaceae","Caryophyllaceae","Chenopodiaceae.undiff.","Comarum.type","Cyperaceae","Dalea.purpurea","Epilobium","Fabaceae.undiff.","Galium","Humulus.Cannabis.sativa","Iva.annua.type","Iva.xanthifolia.type","Lycopus.type","Malvaceae","Poaceae","Polygonaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba.canadensis","Spiraea.type","Thalictrum","Urtica","Xanthium"
660,5484,0,0.00218340611353712,0,0,0,0,0.00655021834061135,0,0.00218340611353712,0.0458515283842795,0,0,0.00218340611353712,0,0.0196506550218341,0.00218340611353712,0,0.00218340611353712,0.00218340611353712,0,0,0.00218340611353712,0,0.0152838427947598,0,0,0,0.0131004366812227,0,0.0283842794759825,0.00655021834061135,0.0283842794759825,0,0,0,0,0.399563318777293,0,0.0152838427947598,0.00218340611353712,0,0.00218340611353712,0,0,0.0152838427947598,0,0,0.0720524017467249,0.0109170305676856,0,0.0873362445414847,0.00655021834061135,0,0,0,0,0.0327510917030568,0,0.0458515283842795,0.00218340611353712,0,0,0,0,0.0152838427947598,0,0,0,0.11353711790393,0,0,0,0,0,0,0,0
670,5568,0,0.00539083557951483,0,0,0,0,0.0107816711590297,0,0.00539083557951483,0.032345013477089,0,0,0,0,0.0134770889487871,0,0,0.00808625336927224,0.00269541778975741,0,0,0.00269541778975741,0,0.00269541778975741,0,0,0.00539083557951483,0.00539083557951483,0,0.0377358490566038,0,0.0107816711590297,0,0,0,0,0.345013477088949,0,0.0188679245283019,0.00269541778975741,0,0,0,0,0.0134770889487871,0,0,0.0889487870619946,0.00808625336927224,0,0.134770889487871,0.0107816711590297,0,0,0,0,0.0646900269541779,0,0.0296495956873315,0,0,0,0,0,0.0107816711590297,0,0,0,0.115902964959569,0,0,0,0,0,0.00539083557951483,0,0.00808625336927224
672,5585,0,0,0,0,0,0.0119047619047619,0,0.0267857142857143,0,0.0476190476190476,0,0,0,0,0.00297619047619048,0,0,0,0,0.0208333333333333,0,0,0,0.00297619047619048,0,0,0,0.00892857142857143,0.00297619047619048,0.00595238095238095,0.00297619047619048,0.0535714285714286,0,0,0,0,0.330357142857143,0,0.00892857142857143,0,0,0,0,0,0.0238095238095238,0,0,0.0833333333333333,0,0,0.139880952380952,0.0119047619047619,0,0,0,0,0.056547619047619,0,0.0625,0,0,0.00297619047619048,0,0,0,0,0,0,0.0892857142857143,0,0,0,0,0,0.00297619047619048,0,0
719,5978,0,0,0,0,0,0,0,0.00964630225080386,0,0.0707395498392283,0,0,0,0,0.0192926045016077,0,0,0,0,0.0192926045016077,0,0,0.00321543408360129,0.00964630225080386,0,0,0.00321543408360129,0.00321543408360129,0,0.00643086816720257,0.00321543408360129,0.0803858520900322,0,0,0,0,0.167202572347267,0,0.0353697749196141,0,0,0,0,0,0.00643086816720257,0,0,0.0932475884244373,0,0,0.215434083601286,0.0289389067524116,0,0,0,0,0.0353697749196141,0,0.045016077170418,0,0,0,0,0,0.00321543408360129,0.00964630225080386,0,0,0.128617363344051,0,0.00321543408360129,0,0,0,0,0,0
727,6045,0.0036101083032491,0,0,0,0,0.0036101083032491,0,0.0072202166064982,0,0.0685920577617329,0,0,0,0,0.0072202166064982,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0.0036101083032491,0,0.0072202166064982,0.0036101083032491,0.104693140794224,0,0,0,0,0.15884476534296,0,0.0288808664259928,0,0.0036101083032491,0,0,0,0,0,0,0.0830324909747292,0,0,0.205776173285199,0.0072202166064982,0,0,0,0,0.0541516245487365,0,0.0613718411552347,0,0,0,0,0,0,0,0,0,0.176895306859206,0,0,0,0,0,0.0072202166064982,0,0
773,6430,0,0,0,0,0,0.010752688172043,0,0.014336917562724,0,0.114695340501792,0,0,0,0,0.014336917562724,0,0,0,0,0.007168458781362,0,0,0,0,0.003584229390681,0,0,0,0.007168458781362,0.032258064516129,0,0.103942652329749,0,0,0.003584229390681,0,0.218637992831541,0,0.028673835125448,0,0.007168458781362,0,0,0,0.007168458781362,0,0,0.078853046594982,0,0,0.136200716845878,0.010752688172043,0,0,0,0,0.039426523297491,0,0.050179211469534,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0
793,6598,0.00709219858156028,0,0,0,0,0,0,0.00354609929078014,0,0.0851063829787234,0,0,0,0,0.00354609929078014,0.00354609929078014,0,0,0,0.00354609929078014,0,0,0.00354609929078014,0,0.00709219858156028,0,0,0,0.0106382978723404,0.0354609929078014,0.00354609929078014,0.173758865248227,0,0,0,0,0.074468085106383,0,0.0319148936170213,0,0.00709219858156028,0,0,0,0.0283687943262411,0,0,0.0460992907801418,0,0,0.127659574468085,0.0141843971631206,0,0,0.00354609929078014,0,0.0815602836879433,0,0.102836879432624,0,0,0,0,0.00354609929078014,0.00354609929078014,0,0,0,0.134751773049645,0,0,0,0,0,0,0,0
804,6690,0,0,0,0,0,0,0,0.0350877192982456,0,0.108771929824561,0,0,0,0,0.0140350877192982,0,0,0,0,0.00350877192982456,0,0,0.00350877192982456,0.00350877192982456,0,0,0,0.0175438596491228,0.0105263157894737,0.0175438596491228,0.00701754385964912,0.171929824561404,0,0,0,0,0.0385964912280702,0,0.0350877192982456,0,0,0,0,0,0.0175438596491228,0,0,0.0631578947368421,0,0,0.168421052631579,0.0210526315789474,0,0,0.00350877192982456,0,0.0280701754385965,0,0.0526315789473684,0,0,0,0,0,0.00350877192982456,0,0,0,0.168421052631579,0.00350877192982456,0,0,0,0,0.00350877192982456,0,0
813,6765,0,0,0,0,0,0.00327868852459016,0,0.0360655737704918,0,0.0557377049180328,0.00327868852459016,0,0,0,0.00655737704918033,0,0,0,0,0.0229508196721311,0,0,0.00327868852459016,0,0,0,0,0.0295081967213115,0.0098360655737705,0.0295081967213115,0,0.180327868852459,0,0,0,0,0.0688524590163934,0,0.0360655737704918,0,0,0,0,0,0.0131147540983607,0,0,0.0524590163934426,0,0,0.173770491803279,0.0098360655737705,0,0,0,0,0.039344262295082,0,0.0688524590163934,0,0,0,0,0.00327868852459016,0,0,0,0,0.154098360655738,0,0,0,0,0,0,0,0
814,6773,0.00346020761245675,0,0,0,0,0.00346020761245675,0,0.013840830449827,0,0.0830449826989619,0,0,0,0,0.00346020761245675,0,0,0,0,0.0069204152249135,0,0,0,0,0.00346020761245675,0,0,0.0242214532871972,0,0.041522491349481,0.00346020761245675,0.131487889273356,0,0,0,0,0.0346020761245675,0,0.0484429065743945,0,0,0,0,0,0.0380622837370242,0,0,0.0657439446366782,0,0,0.13840830449827,0.00346020761245675,0,0,0,0,0.0622837370242214,0,0.134948096885813,0,0,0,0,0.00346020761245675,0,0,0,0,0.14878892733564,0.00346020761245675,0,0,0,0,0,0,0
823,6849,0,0,0,0,0,0,0,0.0381944444444444,0,0.0625,0,0,0,0,0.00694444444444444,0,0,0,0,0.0138888888888889,0,0,0,0,0.00347222222222222,0,0,0.00694444444444444,0.0208333333333333,0.0590277777777778,0,0.322916666666667,0,0,0,0,0.0277777777777778,0,0.0381944444444444,0,0.00347222222222222,0,0,0,0.0173611111111111,0,0,0.03125,0,0,0.125,0.00347222222222222,0,0,0,0,0.0520833333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0
830,6907,0.00347222222222222,0,0,0,0,0.00347222222222222,0,0.0243055555555556,0,0.0833333333333333,0,0,0,0.00347222222222222,0.0104166666666667,0,0,0,0,0,0,0,0.00347222222222222,0,0.00347222222222222,0,0,0.0208333333333333,0.00694444444444444,0.0868055555555556,0.0104166666666667,0.274305555555556,0,0,0,0,0.0347222222222222,0,0.0416666666666667,0,0.0138888888888889,0,0,0,0.03125,0,0.00347222222222222,0.0138888888888889,0,0,0.0625,0.0138888888888889,0,0,0,0,0.03125,0,0.0798611111111111,0,0,0,0,0,0.00347222222222222,0,0,0,0.131944444444444,0,0.00347222222222222,0,0,0,0,0,0
837,6966,0,0,0,0,0,0,0,0.0185185185185185,0,0.0740740740740741,0.0037037037037037,0,0,0,0,0,0,0,0,0.0148148148148148,0,0,0.0037037037037037,0.0037037037037037,0.00740740740740741,0,0,0.0259259259259259,0.00740740740740741,0.0555555555555556,0.00740740740740741,0.359259259259259,0,0,0.00740740740740741,0,0.037037037037037,0.0037037037037037,0.037037037037037,0,0,0,0,0,0.00740740740740741,0,0,0.0481481481481481,0,0,0.0814814814814815,0.00740740740740741,0,0,0,0,0.0333333333333333,0,0.0962962962962963,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0.0037037037037037,0,0
844,7024,0.00325732899022801,0,0,0,0,0,0,0.0130293159609121,0,0.0586319218241042,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0.00977198697068404,0.0130293159609121,0.0228013029315961,0.00325732899022801,0.667752442996743,0,0,0,0,0.0228013029315961,0,0.00977198697068404,0,0.00325732899022801,0,0,0,0.0162866449511401,0,0,0.00977198697068404,0,0,0.0423452768729642,0.00651465798045603,0,0,0,0,0.0260586319218241,0,0.0423452768729642,0,0,0,0,0,0,0,0,0,0.0162866449511401,0,0,0,0,0,0.00325732899022801,0,0
850,7075,0,0,0,0,0,0,0,0.0066006600660066,0,0.0726072607260726,0.0033003300330033,0,0,0,0.0066006600660066,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0.0099009900990099,0.0066006600660066,0.0528052805280528,0,0.600660066006601,0,0,0,0,0.0264026402640264,0,0.0264026402640264,0,0.0066006600660066,0,0,0,0.0429042904290429,0,0,0.0066006600660066,0,0,0.0429042904290429,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0.0528052805280528,0,0,0,0,0,0,0,0,0,0.0231023102310231,0,0,0,0,0,0.0033003300330033,0,0
859,7150,0.00284090909090909,0,0,0,0,0.00284090909090909,0,0.00852272727272727,0,0.0795454545454545,0.00568181818181818,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0.00852272727272727,0,0.00284090909090909,0.0170454545454545,0.0255681818181818,0.119318181818182,0.0113636363636364,0.522727272727273,0,0,0.00284090909090909,0,0.0198863636363636,0,0.0113636363636364,0,0,0,0,0,0.0340909090909091,0,0,0.00568181818181818,0,0,0.0454545454545455,0,0,0,0,0,0.00284090909090909,0,0.0340909090909091,0,0,0,0,0.00284090909090909,0,0,0,0,0.03125,0,0,0,0,0,0,0,0
864,7192,0.00292397660818713,0,0,0,0,0,0,0.0146198830409357,0,0.137426900584795,0.00292397660818713,0,0,0,0.0233918128654971,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0.0087719298245614,0,0,0.0204678362573099,0.0292397660818713,0.0672514619883041,0.00584795321637427,0.456140350877193,0,0,0,0,0.0292397660818713,0,0.0204678362573099,0,0,0,0,0,0.0233918128654971,0,0,0.0146198830409357,0,0,0.043859649122807,0.00292397660818713,0,0,0,0,0.0087719298245614,0,0.0321637426900585,0,0,0,0,0.00584795321637427,0,0,0,0,0.0409356725146199,0,0.00292397660818713,0,0,0,0,0,0
871,7250,0,0,0,0,0,0,0,0.00706713780918728,0,0.109540636042403,0,0,0,0,0.0106007067137809,0,0,0,0,0.0282685512367491,0,0,0.00353356890459364,0,0.00706713780918728,0,0,0.00706713780918728,0.0530035335689046,0.0636042402826855,0.00706713780918728,0.406360424028269,0,0,0,0,0.0282685512367491,0,0.0176678445229682,0,0,0,0,0,0.0954063604240283,0,0,0.0247349823321555,0,0,0.03886925795053,0.00353356890459364,0,0,0,0,0.00353356890459364,0,0.0459363957597173,0,0,0,0,0.00353356890459364,0,0,0,0,0.0353356890459364,0,0,0,0,0,0,0,0
879,7317,0.00664451827242525,0,0,0,0,0,0,0.00996677740863787,0,0.179401993355482,0.00332225913621262,0,0,0,0.0132890365448505,0.00332225913621262,0,0,0,0.00664451827242525,0,0,0.00996677740863787,0.00996677740863787,0.00332225913621262,0,0,0.0166112956810631,0.0963455149501661,0.0232558139534884,0,0.305647840531561,0,0,0.00332225913621262,0,0.0465116279069767,0,0.0166112956810631,0,0,0,0,0,0.0664451827242525,0,0,0.0199335548172757,0,0,0.0398671096345515,0,0,0,0.00332225913621262,0,0.00996677740863787,0,0.0664451827242525,0,0,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0.0332225913621262,0,0,0,0,0,0,0,0
886,7376,0.00343642611683849,0,0,0,0,0,0,0.00343642611683849,0,0.336769759450172,0,0,0,0,0.0240549828178694,0,0,0,0,0,0,0,0.00343642611683849,0,0.00343642611683849,0,0,0.0309278350515464,0.0515463917525773,0.0549828178694158,0.00687285223367698,0.278350515463918,0,0,0,0,0.0378006872852234,0,0.0206185567010309,0,0,0,0,0,0.0446735395189003,0,0,0.00687285223367698,0,0,0.0274914089347079,0,0,0,0.00343642611683849,0,0.00687285223367698,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0.0343642611683849,0,0,0,0,0,0,0,0
892,7426,0,0,0,0,0,0.00338983050847458,0,0.00338983050847458,0,0.115254237288136,0.00338983050847458,0,0,0,0.0203389830508475,0,0,0,0,0.0135593220338983,0,0,0,0,0.00677966101694915,0,0,0.0169491525423729,0.0847457627118644,0.0474576271186441,0.00677966101694915,0.36271186440678,0,0,0,0,0.0542372881355932,0,0.0271186440677966,0,0,0,0,0,0.0677966101694915,0,0,0.0169491525423729,0,0,0.0406779661016949,0.00338983050847458,0,0,0,0,0.00677966101694915,0,0.0508474576271186,0,0,0,0,0.00338983050847458,0,0,0,0,0.0440677966101695,0,0,0,0,0,0,0,0
897,7468,0.00593471810089021,0,0,0,0,0.00593471810089021,0,0,0,0.100890207715134,0.0029673590504451,0.00593471810089021,0,0,0.0148367952522255,0,0,0,0,0.0178041543026706,0,0,0.0029673590504451,0.00593471810089021,0.00593471810089021,0,0,0.0148367952522255,0.0741839762611276,0.106824925816024,0.00890207715133531,0.403560830860534,0,0,0.00593471810089021,0,0.0385756676557863,0,0.00890207715133531,0,0,0,0,0,0.0682492581602374,0,0,0.0118694362017804,0,0,0.029673590504451,0.00593471810089021,0,0,0,0,0.00593471810089021,0,0.0267062314540059,0,0,0,0,0.0029673590504451,0,0,0,0,0.0148367952522255,0,0,0,0,0,0.0029673590504451,0,0
904,7527,0.00344827586206897,0,0,0,0,0,0,0.0172413793103448,0,0.127586206896552,0.0103448275862069,0,0,0,0.0344827586206897,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0.0103448275862069,0.106896551724138,0.0379310344827586,0.0137931034482759,0.393103448275862,0,0,0.00344827586206897,0,0.0482758620689655,0,0.00689655172413793,0.00344827586206897,0,0,0,0,0.0241379310344828,0,0,0.0103448275862069,0,0,0.0448275862068966,0.00689655172413793,0,0,0,0,0.0137931034482759,0,0.0620689655172414,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0
912,7594,0,0,0,0,0,0.00338983050847458,0,0.00677966101694915,0,0.16271186440678,0.00338983050847458,0,0,0,0.0135593220338983,0,0,0,0,0.0169491525423729,0,0,0,0.00338983050847458,0.0169491525423729,0,0,0.00338983050847458,0.142372881355932,0.0610169491525424,0.00338983050847458,0.315254237288136,0,0,0.00338983050847458,0,0.0406779661016949,0,0.0169491525423729,0,0,0,0,0,0.0440677966101695,0,0,0.0169491525423729,0,0,0.0169491525423729,0.00677966101694915,0,0,0,0,0,0,0.064406779661017,0,0,0,0,0,0,0,0,0,0.0372881355932203,0,0,0,0,0,0,0,0
918,7644,0,0,0,0,0,0.0133779264214047,0,0.0133779264214047,0,0.130434782608696,0,0,0,0,0.0100334448160535,0,0,0,0,0.0167224080267559,0,0,0.00668896321070234,0,0.00334448160535117,0,0,0.0167224080267559,0.11371237458194,0.0501672240802676,0.00668896321070234,0.408026755852843,0,0,0,0,0.0635451505016722,0,0.00334448160535117,0,0,0,0,0,0.0434782608695652,0,0,0.0133779264214047,0,0,0.0234113712374582,0.00334448160535117,0,0,0,0,0.0100334448160535,0,0.040133779264214,0,0,0,0,0,0.00334448160535117,0,0,0,0.00668896321070234,0,0,0,0,0,0,0,0
924,7694,0.00655737704918033,0,0,0,0,0.00655737704918033,0,0.00327868852459016,0,0.177049180327869,0,0,0,0.00327868852459016,0.019672131147541,0,0,0,0,0.0360655737704918,0,0,0.0098360655737705,0,0.0131147540983607,0,0,0.019672131147541,0.154098360655738,0.0426229508196721,0,0.275409836065574,0,0,0,0,0.0459016393442623,0,0.0098360655737705,0,0,0,0,0,0.0262295081967213,0,0,0.00655737704918033,0,0.00327868852459016,0.0360655737704918,0.00327868852459016,0,0,0,0,0.0163934426229508,0,0.0524590163934426,0,0,0,0,0,0,0,0,0,0.0327868852459016,0,0,0,0,0,0,0,0
