"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Castanea","Corylus","Cupressaceae","Ericaceae","Fagus","Ilex","Larix","Ostrya.Carpinus","Picea","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Fraxinus","Myrica","Pinus","Populus","Poaceae","Carya","Cyperaceae","Herbs.undiff.","Ranunculaceae.undiff.","Artemisia","Amaranthaceae","Thalictrum","Tilia","Cornus","Lamiaceae","Caprifoliaceae","Rosaceae.undiff.","Polygonum","Juglans","Apiaceae","Onagraceae","Rhamnaceae","Campanulaceae","Caryophyllaceae","Potentilla.type","Shepherdia","Galium","Plantago","Dryas.type","Fabaceae"
535,10917,0.010989010989011,0,0.227106227106227,0,0.00366300366300366,0,0.00366300366300366,0,0,0,0.0293040293040293,0.238095238095238,0.0622710622710623,0,0.032967032967033,0.010989010989011,0,0.010989010989011,0.0622710622710623,0,0.010989010989011,0.0549450549450549,0.098901098901099,0.106227106227106,0.00366300366300366,0,0.0293040293040293,0,0,0,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,11031,0,0,0.419889502762431,0,0.00368324125230203,0.00736648250460405,0.00552486187845304,0,0,0.00184162062615101,0.00184162062615101,0.0902394106813996,0.0202578268876611,0,0.0386740331491713,0,0.00920810313075507,0,0.0257826887661142,0,0,0.171270718232044,0.0920810313075506,0.0128913443830571,0.0165745856353591,0,0.0662983425414365,0,0.00552486187845304,0,0.00184162062615101,0,0,0,0,0,0.00552486187845304,0,0,0,0,0,0,0.00184162062615101,0.00184162062615101,0,0,0,0,0
545,11145,0,0,0.360119047619048,0.00595238095238095,0.00892857142857143,0.00297619047619048,0.00892857142857143,0,0,0,0.0416666666666667,0.157738095238095,0.00595238095238095,0.00297619047619048,0.0267857142857143,0.00297619047619048,0.00297619047619048,0.00297619047619048,0.0595238095238095,0,0.00297619047619048,0.00297619047619048,0.12797619047619,0.00297619047619048,0.00892857142857143,0,0.142857142857143,0,0,0.00892857142857143,0,0.00595238095238095,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0
565,11602,0,0,0.160493827160494,0,0.00308641975308642,0.00308641975308642,0.00308641975308642,0,0,0,0.0987654320987654,0.160493827160494,0.0123456790123457,0.0123456790123457,0.0493827160493827,0,0.00617283950617284,0,0.0987654320987654,0.00308641975308642,0,0.0123456790123457,0.123456790123457,0,0.037037037037037,0,0.179012345679012,0,0,0.0123456790123457,0,0.00925925925925926,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0
595,12288,0.00373134328358209,0.00373134328358209,0.164179104477612,0.00373134328358209,0.00746268656716418,0.0111940298507463,0,0,0,0,0.041044776119403,0.223880597014925,0,0.00373134328358209,0.0447761194029851,0,0.00746268656716418,0,0.0485074626865672,0,0,0.00373134328358209,0.194029850746269,0,0.0223880597014925,0,0.182835820895522,0,0,0.0186567164179104,0.00373134328358209,0.00373134328358209,0,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0.00373134328358209,0,0,0,0
620,12859,0,0.00673400673400673,0.104377104377104,0,0,0,0.00673400673400673,0,0,0,0.0202020202020202,0.404040404040404,0.00336700336700337,0,0.0269360269360269,0,0.0168350168350168,0,0.0774410774410774,0,0,0.00336700336700337,0.191919191919192,0,0.0202020202020202,0.00336700336700337,0.0976430976430976,0,0,0.0101010101010101,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,12904,0,0,0.06,0.0025,0,0,0,0,0,0,0.0175,0.535,0.005,0.0025,0.0125,0,0.0075,0.0025,0.055,0,0.005,0.005,0.1625,0.015,0.02,0,0.075,0,0,0.015,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,12979,0,0,0.127272727272727,0,0,0,0,0.00363636363636364,0,0,0.0181818181818182,0.574545454545455,0.0218181818181818,0,0,0,0,0.00727272727272727,0.0290909090909091,0,0.00363636363636364,0.0145454545454545,0.0981818181818182,0.0145454545454545,0.0109090909090909,0,0.0690909090909091,0,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363636363636364,0,0,0,0
630,13459,0,0.0027027027027027,0.132432432432432,0,0,0,0.0027027027027027,0,0,0,0.0351351351351351,0.459459459459459,0.0189189189189189,0,0.00540540540540541,0,0,0.0027027027027027,0.00540540540540541,0,0.0027027027027027,0.0027027027027027,0.0783783783783784,0.0918918918918919,0.00540540540540541,0,0.132432432432432,0,0,0.0162162162162162,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0.0027027027027027,0,0,0,0
635,13859,0.0017825311942959,0,0.163992869875223,0,0,0.0267379679144385,0,0,0,0,0,0.0641711229946524,0.0035650623885918,0,0.0142602495543672,0,0.0053475935828877,0.0017825311942959,0.0035650623885918,0,0,0.0089126559714795,0.0552584670231729,0.45632798573975,0.0196078431372549,0,0.13903743315508,0.0017825311942959,0,0.017825311942959,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0,0,0.0017825311942959,0,0.0089126559714795,0.0017825311942959,0,0,0
638,14099,0,0,0.255072463768116,0,0,0.00869565217391304,0,0,0,0,0.00289855072463768,0.104347826086957,0.00579710144927536,0,0.00579710144927536,0,0.00289855072463768,0,0.00289855072463768,0,0,0.0115942028985507,0.136231884057971,0.228985507246377,0.0144927536231884,0.00289855072463768,0.197101449275362,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0
641,14339,0,0.00288184438040346,0.112391930835735,0,0,0.0115273775216138,0.00864553314121038,0.00288184438040346,0,0,0.0115273775216138,0.100864553314121,0,0,0.0432276657060519,0,0.0172910662824208,0,0,0,0,0.0144092219020173,0.170028818443804,0.221902017291066,0.0230547550432277,0.00288184438040346,0.164265129682997,0.00576368876080692,0.00576368876080692,0.0547550432276657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0.0115273775216138,0.00288184438040346,0.00576368876080692,0,0
647,NA,0.00819672131147541,0.00409836065573771,0.10655737704918,0,0.00409836065573771,0,0,0,0,0,0.0286885245901639,0.102459016393443,0.0245901639344262,0.00409836065573771,0.122950819672131,0,0.00819672131147541,0.0122950819672131,0,0,0.00409836065573771,0.00409836065573771,0.159836065573771,0.0245901639344262,0.0450819672131148,0.00409836065573771,0.188524590163934,0.0122950819672131,0.00819672131147541,0.0860655737704918,0,0,0,0,0,0,0.00409836065573771,0,0,0,0,0,0,0.00409836065573771,0,0.0163934426229508,0,0.00819672131147541,0.00409836065573771,0
652,NA,0.0068259385665529,0.0068259385665529,0.0580204778156997,0,0,0,0,0,0,0,0.0170648464163823,0.0921501706484642,0.0170648464163823,0,0.098976109215017,0,0.0102389078498294,0,0.0204778156996587,0.00341296928327645,0.00341296928327645,0.00341296928327645,0.310580204778157,0.00341296928327645,0.0614334470989761,0,0.218430034129693,0,0,0.0443686006825939,0,0,0,0,0,0,0.0068259385665529,0,0,0.0068259385665529,0,0,0,0.00341296928327645,0,0.00341296928327645,0,0.00341296928327645,0,0
655,NA,0,0.0111524163568773,0.144981412639405,0,0.0111524163568773,0,0,0,0,0,0.0371747211895911,0.0892193308550186,0.0371747211895911,0,0.144981412639405,0,0.00371747211895911,0.0148698884758364,0.0148698884758364,0.00371747211895911,0.00371747211895911,0.00371747211895911,0.159851301115242,0.00371747211895911,0.0594795539033457,0.00743494423791822,0.12639405204461,0.00743494423791822,0,0.0185873605947955,0.00371747211895911,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594795539033457,0,0,0.0260223048327138,0.00371747211895911
660,NA,0,0.00452488687782805,0.131221719457014,0,0,0,0.00452488687782805,0,0,0,0.00452488687782805,0.085972850678733,0.0542986425339367,0,0.14027149321267,0,0,0.0271493212669683,0.0180995475113122,0.00452488687782805,0.0135746606334842,0.00452488687782805,0.217194570135747,0.00452488687782805,0.117647058823529,0,0.081447963800905,0.00904977375565611,0,0.0135746606334842,0,0,0,0,0,0,0.0226244343891403,0,0,0,0,0,0,0,0,0.0271493212669683,0,0,0.00904977375565611,0.00452488687782805
665,NA,0,0.00961538461538462,0.0865384615384615,0,0.00961538461538462,0.00961538461538462,0.0192307692307692,0,0,0,0.0480769230769231,0.115384615384615,0.0673076923076923,0,0.0384615384615385,0,0,0,0.0961538461538462,0,0.00961538461538462,0.0384615384615385,0.182692307692308,0.0673076923076923,0.0480769230769231,0.0192307692307692,0.0480769230769231,0,0,0.00961538461538462,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0.0576923076923077,0
