"sample.depths","sample.ages","Acer.negundo","Acer.undiff.","Alnus.incana.type","Betula","Bidens.type","Carya","Caryophyllaceae","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.undiff.","Poaceae.undiff.","Ilex","Juglans.nigra","Juglans.undiff.","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Plantago.major","Plantago.lanceolata","Platanus","Quercus","Rubus","Salix","Sambucus","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Vitis","Ambrosia","Populus","Brassicaceae","Urtica","Acer.saccharum","Chenopodium.type","Celtis.Maclura.type","Fraxinus.quadrangulata.F..nigra.type","Fraxinus.pennsylvanica.F..americana.type","Liquidambar.styraciflua","Mitella","Castanea","Lonicera","Nyssa","Rumex","Xanthium","Myrica.type","Cephalanthus.occidentalis","Prunus","Rhamnus","Zanthoxylum.americanum","Catalpa.speciosa","Diodia","Artemisia","Tsuga","Zea.mays","Viburnum","Dodecatheon","Solanaceae","Iva","Trifolium","Liriodendron.tulipifera","Hypericum","Onagraceae","Lamiaceae","Cornus.florida","Acer.rubrum","Magnolia","Morus","Polygonum.hydropiper.type","Asteraceae.subf..Cichorioideae","Plantago.undiff.","Robinia","Hypoxis.hirsuta","Juglans.cinerea","Celastraceae","Galium","Toxicodendron.radicans","Malvaceae","Tilia"
242.5,1740,0,0,0,0.00872093023255814,0.00581395348837209,0.0232558139534884,0,0.00290697674418605,0.00290697674418605,0.0406976744186047,0,0,0.00290697674418605,0.00872093023255814,0,0.00581395348837209,0,0,0.0930232558139535,0.281976744186047,0,0,0,0.369186046511628,0.00290697674418605,0,0,0.00290697674418605,0,0.0232558139534884,0.00872093023255814,0,0.0116279069767442,0,0,0,0.00290697674418605,0.00290697674418605,0,0.00872093023255814,0,0.0145348837209302,0,0.0377906976744186,0,0.0116279069767442,0,0,0.00290697674418605,0,0,0,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872093023255814,0,0,0.00290697674418605,0,0.00290697674418605,0,0,0,0,0,0,0,0.00290697674418605,0
245,1841,0,0.00292397660818713,0,0.0204678362573099,0,0.0175438596491228,0,0.0087719298245614,0.00292397660818713,0.0555555555555556,0,0,0.0116959064327485,0.0233918128654971,0,0.00292397660818713,0.00292397660818713,0,0.0672514619883041,0.327485380116959,0,0,0,0.315789473684211,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0.00292397660818713,0.00292397660818713,0,0,0.00584795321637427,0,0,0.0087719298245614,0,0,0,0.0146198830409357,0.0116959064327485,0.0204678362573099,0,0.0380116959064327,0,0.00584795321637427,0,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0
247.5,1941,0,0,0.002710027100271,0.021680216802168,0.002710027100271,0.043360433604336,0,0,0.002710027100271,0.0867208672086721,0,0.002710027100271,0.002710027100271,0.02710027100271,0,0,0.00542005420054201,0,0.0677506775067751,0.346883468834688,0,0,0,0.241192411924119,0,0.00542005420054201,0,0.010840108401084,0,0.002710027100271,0.00542005420054201,0,0.018970189701897,0,0.002710027100271,0,0.002710027100271,0.002710027100271,0,0.008130081300813,0.00542005420054201,0.021680216802168,0,0.040650406504065,0,0.002710027100271,0,0,0,0,0,0.002710027100271,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0.002710027100271,0,0.002710027100271,0,0,0
250,2042,0,0,0,0.0163487738419619,0.00272479564032698,0.0435967302452316,0,0,0.00817438692098093,0.108991825613079,0,0.00272479564032698,0.0136239782016349,0.0217983651226158,0,0,0.00272479564032698,0,0.0435967302452316,0.256130790190736,0,0,0,0.343324250681199,0.00272479564032698,0,0.00272479564032698,0,0.00272479564032698,0.00272479564032698,0.00544959128065395,0,0.0136239782016349,0,0.00544959128065395,0.00272479564032698,0,0.00272479564032698,0.00272479564032698,0.00817438692098093,0.0108991825613079,0.00272479564032698,0,0.0544959128065395,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817438692098093,0,0.00272479564032698,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0
257.5,2344,0,0,0.00550964187327824,0.143250688705234,0,0.0330578512396694,0,0.00550964187327824,0.00275482093663912,0.0991735537190083,0,0.00550964187327824,0.00550964187327824,0.0220385674931129,0,0,0.00275482093663912,0,0.0303030303030303,0.212121212121212,0,0,0,0.269972451790634,0,0.0110192837465565,0,0,0,0.0192837465564738,0.00826446280991736,0,0.0137741046831956,0.00550964187327824,0.00275482093663912,0.00275482093663912,0,0.00275482093663912,0,0.00826446280991736,0.00826446280991736,0.0137741046831956,0,0.0385674931129477,0,0.00826446280991736,0,0,0,0,0,0.00550964187327824,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0.00550964187327824,0,0,0.00275482093663912,0,0,0,0,0
260,2445,0,0,0,0.0186170212765957,0.00265957446808511,0.0265957446808511,0,0.00531914893617021,0.00797872340425532,0.11968085106383,0,0.00531914893617021,0.0132978723404255,0.0265957446808511,0,0.00265957446808511,0.00531914893617021,0.00531914893617021,0.023936170212766,0.186170212765957,0,0,0,0.332446808510638,0.0106382978723404,0.00797872340425532,0,0,0,0.0345744680851064,0,0,0.00797872340425532,0,0.00531914893617021,0.00265957446808511,0,0.00265957446808511,0,0.0106382978723404,0.00531914893617021,0.0531914893617021,0,0.0558510638297872,0,0,0,0,0,0,0,0.00531914893617021,0,0,0,0,0.00265957446808511,0,0.00265957446808511,0,0,0.00265957446808511,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,0
262.5,2545,0,0,0,0.0211081794195251,0.00527704485488127,0.0184696569920844,0.00263852242744063,0.00263852242744063,0.0079155672823219,0.116094986807388,0,0.00263852242744063,0.0105540897097625,0.0343007915567282,0,0,0.00263852242744063,0.0079155672823219,0.0237467018469657,0.203166226912929,0,0,0,0.324538258575198,0,0.00263852242744063,0.00263852242744063,0,0,0.0448548812664908,0.00263852242744063,0,0.00527704485488127,0.00527704485488127,0.00263852242744063,0.0105540897097625,0,0.00263852242744063,0.00263852242744063,0.0079155672823219,0.0079155672823219,0.029023746701847,0,0.0554089709762533,0,0,0,0,0.00263852242744063,0,0,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0,0.00527704485488127,0,0,0,0,0.00263852242744063,0,0,0,0,0.0158311345646438,0,0,0,0,0,0,0,0.00263852242744063
265,NA,0,0.00284900284900285,0.00284900284900285,0.0142450142450142,0.00284900284900285,0.0227920227920228,0,0.00284900284900285,0.00284900284900285,0.0683760683760684,0,0.0113960113960114,0.0142450142450142,0.0199430199430199,0,0,0.00284900284900285,0.00854700854700855,0.0313390313390313,0.196581196581197,0,0,0,0.35042735042735,0.0056980056980057,0.0056980056980057,0,0,0,0.0512820512820513,0.00854700854700855,0.00284900284900285,0.0056980056980057,0,0.00854700854700855,0.0056980056980057,0.00284900284900285,0.00284900284900285,0.0113960113960114,0,0.0113960113960114,0.037037037037037,0,0.0826210826210826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0
267.5,NA,0,0,0,0.00571428571428571,0.00571428571428571,0.0142857142857143,0,0,0.00571428571428571,0.0514285714285714,0,0.0114285714285714,0.0171428571428571,0.0285714285714286,0,0,0,0.00571428571428571,0.0142857142857143,0.205714285714286,0,0,0.0114285714285714,0.348571428571429,0,0.102857142857143,0.0171428571428571,0,0.00571428571428571,0.0114285714285714,0,0,0.0228571428571429,0,0.0114285714285714,0,0.00857142857142857,0,0,0.00285714285714286,0.02,0.0228571428571429,0,0.0457142857142857,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,NA,0,0.00284090909090909,0.00568181818181818,0.00568181818181818,0,0.0113636363636364,0,0.00284090909090909,0,0.0625,0,0.00568181818181818,0.0227272727272727,0.0397727272727273,0.00284090909090909,0,0,0.00284090909090909,0.0426136363636364,0.241477272727273,0,0,0,0.352272727272727,0,0.0397727272727273,0.00284090909090909,0,0,0.00852272727272727,0.00284090909090909,0,0.0142045454545455,0.00284090909090909,0.00284090909090909,0,0,0,0,0.0255681818181818,0.0198863636363636,0.00568181818181818,0,0.0568181818181818,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852272727272727,0,0,0,0,0,0,0,0,0,0.00284090909090909,0.00284090909090909,0,0
