"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Bidens.type","Carya","Cephalanthus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Itea","Juglans.nigra","Juglans.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Plantago.major","Plantago.lanceolata","Quercus","Rubus","Salix","Sambucus","Thalictrum","Ulmus","Apiaceae","Populus","Amaranthaceae","Hypoxis","Acer.saccharinum","Acer.saccharum","Achillea.type","Polygonum.hydropiper.type","Castanea","Fraxinus.undiff.","Juglans.cinerea","Acer.negundo","Iva.annua.type","Galium","Ilex","Platanus","Tsuga","Fagus","Urtica.type","Lamiaceae","Amelanchier.type","Zea.mays","Corylus","Iva.xanthifolia.type","Liriodendron","Magnolia","Tilia","Spiraea","Dalea","Cornus.florida","Prunus","Polygonum.aviculare.type","Rumex","Cornus.canadensis.type","Celtis.Maclura","Ranunculaceae.undiff.","Humulus.Cannabis.sativa","Acer.pensylvanicum","Pinus.subg..Strobus","Abies","Sanguisorba.canadensis","Potentilla.type","Cirsium.Carduus.type","Malvaceae","Onagraceae","Caryophyllaceae","Polygonum.viviparum","Asteraceae.subf..Cichorioideae","Alnus.viridis","Larix","Xanthium","Caltha.type","Viburnum.opulus.type"
240,12505,0,0,0.0196078431372549,0.00980392156862745,0,0.00245098039215686,0.00980392156862745,0.00735294117647059,0,0,0.16421568627451,0.0980392156862745,0.00490196078431373,0.0343137254901961,0,0,0,0,0,0.0147058823529412,0.409313725490196,0.0551470588235294,0,0,0.107843137254902,0,0.00245098039215686,0,0.0122549019607843,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00245098039215686,0,0.00490196078431373,0,0,0,0.00490196078431373,0,0.00245098039215686,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
242,12591,0.00217864923747277,0,0.0239651416122004,0.0065359477124183,0,0,0.0108932461873638,0.0413943355119826,0.18082788671024,0,0.0588235294117647,0.056644880174292,0,0.0217864923747277,0,0,0.00435729847494553,0.00435729847494553,0,0.0544662309368192,0.0392156862745098,0.0108932461873638,0,0,0.368191721132898,0,0.0457516339869281,0,0.0065359477124183,0.00871459694989107,0,0.0065359477124183,0.00217864923747277,0.00871459694989107,0,0.00871459694989107,0.00217864923747277,0.00435729847494553,0,0.00217864923747277,0,0,0,0,0,0,0.00217864923747277,0.00435729847494553,0,0.00217864923747277,0,0,0.00217864923747277,0,0,0,0,0.00217864923747277,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0
245,12720,0,0,0.0454545454545455,0.0204545454545455,0.00227272727272727,0.00454545454545455,0.00227272727272727,0.0113636363636364,0.136363636363636,0,0.0772727272727273,0.0659090909090909,0.00227272727272727,0.0159090909090909,0,0,0,0.00227272727272727,0,0.0272727272727273,0.129545454545455,0.0329545454545455,0,0,0.372727272727273,0,0.0136363636363636,0,0,0.00454545454545455,0.00227272727272727,0,0,0,0,0.00681818181818182,0,0,0,0.00681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0
247,12805,0,0,0.027906976744186,0.0116279069767442,0.00697674418604651,0,0.013953488372093,0.00232558139534884,0,0.00232558139534884,0.144186046511628,0.0604651162790698,0.00465116279069767,0.0581395348837209,0,0,0.00232558139534884,0,0,0.0186046511627907,0.390697674418605,0.0930232558139535,0,0,0.106976744186047,0,0.00232558139534884,0,0.00465116279069767,0.00697674418604651,0.00697674418604651,0.00465116279069767,0.00232558139534884,0,0,0.00232558139534884,0.00465116279069767,0,0,0.00232558139534884,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0.00465116279069767,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0.00697674418604651,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0
250,12934,0,0,0.00454545454545455,0.00909090909090909,0.00227272727272727,0.00454545454545455,0.0113636363636364,0.00681818181818182,0.00454545454545455,0,0.186363636363636,0.0295454545454545,0.00454545454545455,0.0590909090909091,0,0,0,0,0,0.0181818181818182,0.336363636363636,0.140909090909091,0,0,0.102272727272727,0,0.00681818181818182,0,0.00454545454545455,0.00681818181818182,0.00909090909090909,0.00227272727272727,0.00454545454545455,0,0,0.00454545454545455,0.00227272727272727,0,0.00227272727272727,0,0,0,0,0.00227272727272727,0,0,0,0,0.00454545454545455,0,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0.00454545454545455,0,0,0,0,0.0159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0
255,13148,0,0,0.00987654320987654,0.0123456790123457,0.00987654320987654,0.00246913580246914,0.0148148148148148,0.00987654320987654,0.0320987654320988,0.00493827160493827,0.103703703703704,0.037037037037037,0.00246913580246914,0.0345679012345679,0,0,0.00246913580246914,0.00493827160493827,0.00246913580246914,0.0172839506172839,0.355555555555556,0.0641975308641975,0,0,0.165432098765432,0.00493827160493827,0.0246913580246914,0,0.00246913580246914,0.00987654320987654,0,0.0123456790123457,0.00246913580246914,0,0,0.00987654320987654,0.00246913580246914,0,0.00246913580246914,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0.00246913580246914,0,0,0,0.00246913580246914,0.0222222222222222,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0
260,13362,0,0,0.00669642857142857,0.00446428571428571,0.0178571428571429,0.00223214285714286,0.015625,0.00446428571428571,0,0,0.176339285714286,0.0267857142857143,0.00446428571428571,0.0513392857142857,0,0,0,0,0,0.00223214285714286,0.421875,0.111607142857143,0,0,0.0647321428571429,0.00223214285714286,0.00446428571428571,0,0.00223214285714286,0.00223214285714286,0.0133928571428571,0.00223214285714286,0,0,0,0.00223214285714286,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.00223214285714286,0,0,0.00669642857142857,0,0,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0,0,0.00223214285714286,0.0334821428571429,0.00446428571428571,0.00223214285714286,0,0,0.00223214285714286,0,0,0,0,0,0,0,0
270,13791,0,0,0.0124740124740125,0.00831600831600832,0.0124740124740125,0.00207900207900208,0.0166320166320166,0.00207900207900208,0,0,0.20997920997921,0.0249480249480249,0.00207900207900208,0.0478170478170478,0,0,0,0,0,0.00623700623700624,0.363825363825364,0.147609147609148,0,0,0.0457380457380457,0.00207900207900208,0.00623700623700624,0,0.00831600831600832,0.00623700623700624,0.0145530145530146,0.00207900207900208,0.00207900207900208,0,0,0,0.00415800415800416,0,0,0,0,0,0,0.00207900207900208,0,0,0.00207900207900208,0,0,0.00207900207900208,0.00207900207900208,0,0.00623700623700624,0,0,0,0,0.0103950103950104,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0.0228690228690229,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0
275,13943,0.00198609731876862,0,0.0119165839126117,0.015888778550149,0.015888778550149,0.00198609731876862,0.0119165839126117,0,0,0,0.246276067527309,0.0278053624627607,0,0.0337636544190665,0,0,0,0,0,0.00397219463753724,0.355511420059583,0.17279046673287,0,0,0.0337636544190665,0,0.0119165839126117,0.00198609731876862,0.00198609731876862,0.00595829195630586,0.00595829195630586,0.00198609731876862,0.00198609731876862,0,0,0.00198609731876862,0.00397219463753724,0,0,0,0,0,0,0,0,0,0.00198609731876862,0,0,0,0,0,0,0,0,0,0,0.0099304865938431,0,0,0,0,0,0,0,0,0,0,0,0.00496524329692155,0,0.00595829195630586,0,0.00198609731876862,0,0,0.00397219463753724,0,0,0,0,0,0
280,14096,0,0,0.0178748758689176,0.00595829195630586,0.0119165839126117,0.00198609731876862,0.0099304865938431,0.00198609731876862,0,0,0.226415094339623,0.0258192651439921,0.00397219463753724,0.0714995034756703,0,0,0,0,0,0.00595829195630586,0.321747765640516,0.177755710029791,0.00198609731876862,0,0.0496524329692155,0,0.00397219463753724,0,0,0.00198609731876862,0.0099304865938431,0,0.00397219463753724,0,0,0,0.00397219463753724,0.00198609731876862,0,0,0,0,0,0,0,0,0.00198609731876862,0,0.00198609731876862,0,0,0,0.0099304865938431,0,0,0,0,0.00397219463753724,0,0,0.00397219463753724,0,0,0,0,0,0,0,0.00198609731876862,0.0119165839126117,0.00198609731876862,0,0,0,0,0,0,0.00198609731876862,0,0,0,0,0
310,15012,0,0,0.021505376344086,0.0043010752688172,0.0043010752688172,0.0021505376344086,0.0129032258064516,0,0.0021505376344086,0,0.178494623655914,0.0172043010752688,0.0043010752688172,0.0559139784946237,0,0,0,0,0,0.010752688172043,0.344086021505376,0.219354838709677,0,0,0.0451612903225806,0.0021505376344086,0.0021505376344086,0,0.0064516129032258,0.0021505376344086,0.010752688172043,0.0021505376344086,0.0043010752688172,0,0,0,0.0064516129032258,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0.0021505376344086,0,0,0.0064516129032258,0,0,0,0,0.0172043010752688,0,0,0,0,0,0,0,0,0,0,0,0.0043010752688172,0.0043010752688172,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0
340,15929,0,0,0.00220264317180617,0.00220264317180617,0.00881057268722467,0,0.0154185022026432,0.00220264317180617,0,0.00220264317180617,0.193832599118943,0.0154185022026432,0.00440528634361234,0.0352422907488987,0,0,0,0,0,0.0066079295154185,0.297356828193833,0.259911894273128,0,0,0.0550660792951542,0.00440528634361234,0.0110132158590308,0,0.00220264317180617,0.0110132158590308,0.0066079295154185,0,0.00881057268722467,0,0,0,0.00881057268722467,0,0.00220264317180617,0.00440528634361234,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0.00440528634361234,0,0,0,0,0.013215859030837,0,0,0,0,0,0,0,0,0,0,0,0.013215859030837,0.00220264317180617,0.00220264317180617,0,0,0,0,0,0,0.00220264317180617,0,0,0,0
370,16845,0,0,0.0198675496688742,0.00441501103752759,0.00441501103752759,0.00441501103752759,0.0132450331125828,0.0022075055187638,0,0,0.189845474613687,0.0176600441501104,0.0022075055187638,0.0507726269315673,0,0,0,0,0,0.011037527593819,0.311258278145695,0.282560706401766,0,0,0.0242825607064018,0.00441501103752759,0.00441501103752759,0,0.00883002207505519,0.00441501103752759,0,0,0.0022075055187638,0,0,0.00662251655629139,0.0022075055187638,0,0,0,0,0,0,0.00441501103752759,0,0,0.0022075055187638,0,0,0,0,0,0.0022075055187638,0,0,0,0,0.011037527593819,0,0,0,0,0,0,0,0,0,0,0,0.00441501103752759,0.0022075055187638,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0
400,17761,0,0,0.00503778337531486,0.00251889168765743,0.0100755667506297,0.00251889168765743,0.0075566750629723,0,0,0.00503778337531486,0.115869017632242,0.0151133501259446,0,0.052896725440806,0,0,0,0,0,0.0151133501259446,0.312342569269521,0.319899244332494,0,0,0.0503778337531486,0.0075566750629723,0.00251889168765743,0,0.0100755667506297,0.00251889168765743,0.00251889168765743,0,0.00251889168765743,0,0,0,0,0,0,0.00503778337531486,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0.0125944584382872,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0.00251889168765743,0,0,0.0075566750629723,0.017632241813602,0.00503778337531486,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0
430,18677,0,0,0.00832177531206657,0.00277392510402219,0.00554785020804438,0.00277392510402219,0,0,0,0,0.110957004160888,0.0110957004160888,0.00277392510402219,0.0277392510402219,0,0,0,0,0,0.00832177531206657,0.366158113730929,0.382801664355062,0,0,0.0416088765603329,0,0.00277392510402219,0,0,0.00277392510402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277392510402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277392510402219,0,0,0,0,0,0,0.00277392510402219,0,0,0,0,0.0124826629680999,0,0.00277392510402219,0,0,0,0,0,0,0,0,0,0,0
460,19593,0,0,0.0070754716981132,0.00235849056603774,0.0070754716981132,0.00471698113207547,0.0141509433962264,0,0,0,0.155660377358491,0.00471698113207547,0,0.0566037735849057,0,0,0,0,0,0.0070754716981132,0.32311320754717,0.325471698113208,0,0,0.0377358490566038,0,0.00235849056603774,0,0.0070754716981132,0.00235849056603774,0,0.00471698113207547,0.00471698113207547,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471698113207547,0.0070754716981132,0,0,0,0,0,0,0.00235849056603774,0,0,0,0.00471698113207547,0,0,0,0,0.00235849056603774,0.00235849056603774,0.00235849056603774,0,0,0,0,0,0,0,0,0.00471698113207547,0,0
490,20510,0,0,0.00875912408759124,0.00875912408759124,0.00291970802919708,0.00291970802919708,0.00583941605839416,0,0,0,0.0437956204379562,0.00583941605839416,0,0.0204379562043796,0,0,0,0,0,0.0233576642335766,0.496350364963504,0.286131386861314,0,0,0.0321167883211679,0,0.00875912408759124,0,0,0.00875912408759124,0,0.00583941605839416,0.00291970802919708,0,0,0.00291970802919708,0.00291970802919708,0,0,0,0.00291970802919708,0,0,0,0,0,0,0.00291970802919708,0,0,0,0,0.00583941605839416,0,0,0,0,0.00583941605839416,0,0,0,0,0,0,0,0,0,0,0,0.0131386861313869,0,0,0,0,0,0,0,0,0,0,0,0,0
520,21289,0,0,0,0.0056657223796034,0.0056657223796034,0.0028328611898017,0.0028328611898017,0,0,0,0.0623229461756374,0.0056657223796034,0,0.0396600566572238,0,0,0,0,0,0.0169971671388102,0.424929178470255,0.362606232294618,0,0,0.0226628895184136,0,0,0,0.0084985835694051,0.0056657223796034,0,0,0.0028328611898017,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084985835694051,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0.0028328611898017,0.0084985835694051,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0.0028328611898017,0
550,21794,0,0.00286532951289398,0.00286532951289398,0.00286532951289398,0.00573065902578797,0,0,0,0,0,0.0544412607449857,0,0,0.0286532951289398,0,0,0,0,0,0.00859598853868195,0.613180515759312,0.243553008595989,0,0,0.00859598853868195,0,0.00859598853868195,0,0.00286532951289398,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0
580,22300,0,0,0.00284495021337127,0.0085348506401138,0.00284495021337127,0.00568990042674253,0.00568990042674253,0.00284495021337127,0,0.00284495021337127,0.0455192034139403,0.00568990042674253,0,0.0341394025604552,0,0,0,0.00284495021337127,0,0.0085348506401138,0.467994310099573,0.347083926031294,0,0,0.0199146514935989,0,0,0,0.00568990042674253,0.00284495021337127,0,0,0,0,0,0.00284495021337127,0.00284495021337127,0,0,0.00284495021337127,0,0,0,0,0,0,0,0,0.00284495021337127,0,0,0,0.00284495021337127,0,0,0,0,0.00568990042674253,0,0,0,0,0,0,0,0,0,0,0,0.00568990042674253,0.00284495021337127,0,0,0,0,0,0,0,0,0,0,0,0
610,22805,0,0,0.00576368876080692,0,0.00576368876080692,0.0144092219020173,0.00288184438040346,0,0,0.00288184438040346,0.0547550432276657,0.0115273775216138,0,0.0259365994236311,0,0,0,0,0,0.00864553314121038,0.463976945244957,0.342939481268012,0,0,0.0230547550432277,0,0.00288184438040346,0,0.00576368876080692,0.00576368876080692,0.00288184438040346,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0.00864553314121038,0,0,0,0,0,0,0,0,0,0,0,0,0
640,23310,0,0,0.00577200577200577,0.00577200577200577,0,0.00288600288600289,0.00577200577200577,0.00288600288600289,0,0,0.0432900432900433,0.00577200577200577,0.00865800865800866,0.0346320346320346,0,0,0,0,0,0.0173160173160173,0.483405483405483,0.294372294372294,0,0,0.0490620490620491,0.00288600288600289,0.00577200577200577,0,0,0,0,0,0,0,0,0.00288600288600289,0.00288600288600289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288600288600289,0.00288600288600289,0,0,0,0.00865800865800866,0,0,0.00577200577200577,0,0,0,0,0,0,0,0,0,0.00288600288600289,0,0,0,0,0,0,0,0,0,0,0,0.00288600288600289
670,23816,0,0,0.0029673590504451,0.00890207715133531,0.0148367952522255,0.00593471810089021,0.0029673590504451,0,0,0,0.0326409495548961,0.0029673590504451,0.0029673590504451,0.0326409495548961,0,0,0,0,0,0.0237388724035608,0.596439169139466,0.228486646884273,0,0,0.0267062314540059,0,0.00593471810089021,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0
700,24321,0,0,0.00576368876080692,0,0.0172910662824208,0.00288184438040346,0.0144092219020173,0,0,0.00576368876080692,0.0259365994236311,0.00288184438040346,0,0.0259365994236311,0,0,0,0,0,0.0172910662824208,0.507204610951009,0.31700288184438,0,0,0.0201729106628242,0,0.00288184438040346,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0,0,0.00288184438040346,0,0,0,0,0.0144092219020173,0,0,0,0,0,0,0,0,0,0,0,0,0
710,NA,0,0,0.00294550810014728,0.00294550810014728,0.00589101620029455,0,0,0,0,0.00294550810014728,0.0147275405007364,0.00294550810014728,0.00294550810014728,0.0147275405007364,0,0,0,0,0,0.0294550810014728,0.191458026509573,0.65979381443299,0,0,0.0353460972017673,0,0.00294550810014728,0,0.00294550810014728,0.00294550810014728,0.00294550810014728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294550810014728,0,0,0,0,0,0,0,0,0,0,0,0.00589101620029455,0,0,0,0,0.00736377025036819,0,0,0,0,0,0,0,0,0.00589101620029455,0,0,0,0
715,NA,0,0.0029673590504451,0,0.00593471810089021,0.0029673590504451,0,0.00890207715133531,0.0029673590504451,0,0.00593471810089021,0.0326409495548961,0.0029673590504451,0,0.0326409495548961,0,0,0,0,0,0.029673590504451,0.243323442136499,0.560830860534125,0,0,0.0474777448071217,0,0.00593471810089021,0,0,0,0,0,0.0029673590504451,0,0,0,0.0029673590504451,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
