"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Acer.saccharinum.type","Acer.undiff.","Ambrosia.type","Betula","Carya","Castanea","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rhus","Rumex","Salsola","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Myrica","Populus","Poaceae","Plantago","Galium","Ilex","Platanus","Taxus","Thalictrum","Viburnum","Rosaceae","Cephalanthus","Liquidambar","Tilia","Nyssa","Morus","Corylus","Salix","Abies","Apiaceae","Artemisia","Sambucus","Rhamnaceae","Acer.negundo","Larix","Trees.undiff.","Urtica.type","Iva.xanthifolia.type","Cornus","Cannabaceae","Caryophyllaceae","Oxyria.digyna","Brassicaceae","Caprifoliaceae.undiff.","Celtis","Scrophulariaceae"
1185,13458,0.00625,0,0,0,0,0.075,0,0,0,0,0.01875,0,0,0,0,0,0.0125,0,0.01875,0.3,0.10625,0.00625,0.15,0.06875,0,0,0,0,0.01875,0,0,0,0,0.13125,0.03125,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0.03125,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,14331,0.00309597523219814,0,0,0,0.00309597523219814,0.043343653250774,0,0.00619195046439629,0,0.00928792569659443,0.0464396284829721,0.00309597523219814,0,0.00309597523219814,0,0,0,0,0.00928792569659443,0.585139318885449,0.0123839009287926,0.00309597523219814,0.0619195046439628,0.0743034055727554,0,0,0,0,0.00619195046439629,0.00619195046439629,0,0.00928792569659443,0,0.00928792569659443,0.021671826625387,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0,0,0,0,0.00928792569659443,0.0247678018575851,0.0340557275541796,0,0.00619195046439629,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0
1225,14654,0,0,0,0,0,0.094059405940594,0,0.00495049504950495,0.00495049504950495,0.0099009900990099,0.118811881188119,0.0099009900990099,0,0.00495049504950495,0,0,0,0,0.0099009900990099,0.163366336633663,0.0247524752475248,0,0.227722772277228,0.0396039603960396,0,0,0,0,0.00495049504950495,0,0.00495049504950495,0.0396039603960396,0,0.0643564356435644,0.0693069306930693,0,0,0,0,0,0.0099009900990099,0,0.0099009900990099,0,0,0,0,0,0,0.0495049504950495,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0
1240,15172,0,0,0,0.00961538461538462,0,0.0288461538461538,0,0,0.00961538461538462,0,0.221153846153846,0.00961538461538462,0,0,0,0.00961538461538462,0,0,0.0192307692307692,0.105769230769231,0,0,0.201923076923077,0.0769230769230769,0,0,0,0,0.0192307692307692,0.00961538461538462,0,0.0769230769230769,0,0.0192307692307692,0.0384615384615385,0,0,0,0,0,0.0192307692307692,0,0.0192307692307692,0,0.00961538461538462,0,0,0,0.00961538461538462,0.0480769230769231,0,0.00961538461538462,0.0288461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,15732,0,0,0,0.004,0,0.02,0,0,0,0.008,0.116,0.004,0,0,0,0,0,0.004,0.008,0.08,0.028,0,0.404,0.016,0,0,0,0,0.02,0.004,0,0.116,0.004,0.024,0.06,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0.008,0.004,0,0.036,0,0,0,0,0,0,0,0,0,0.008,0.008,0.004,0,0,0
1270,16337,0,0,0,0,0,0,0,0,0,0,0.0961538461538462,0.00961538461538462,0,0,0,0,0,0,0,0.0961538461538462,0.0192307692307692,0,0.509615384615385,0,0,0,0,0,0.0192307692307692,0,0,0.134615384615385,0.00961538461538462,0.00961538461538462,0.0192307692307692,0,0,0,0,0,0.00961538461538462,0,0.00961538461538462,0,0,0,0,0,0,0.0384615384615385,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,NA,0,0,0,0,0.018018018018018,0,0,0,0,0.009009009009009,0.072072072072072,0,0,0,0,0,0,0,0,0.18018018018018,0.072072072072072,0,0.441441441441441,0.009009009009009,0,0,0,0,0.027027027027027,0,0,0.0540540540540541,0,0,0.045045045045045,0,0,0,0,0,0.009009009009009,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0.009009009009009,0,0,0,0,0,0,0,0,0,0.009009009009009,0,0,0.018018018018018,0,0
1310,NA,0,0,0,0,0.0176991150442478,0.0088495575221239,0,0,0.00442477876106195,0.00442477876106195,0.0442477876106195,0,0,0,0,0,0,0,0,0.106194690265487,0.0265486725663717,0,0.584070796460177,0.0088495575221239,0,0.00442477876106195,0,0,0.0265486725663717,0,0,0.0176991150442478,0,0,0.0530973451327434,0,0,0,0,0,0,0,0.00442477876106195,0,0.00442477876106195,0,0,0,0,0.0088495575221239,0,0,0.0530973451327434,0,0,0,0,0,0,0,0,0,0.0176991150442478,0.00442477876106195,0,0,0,0
1350,NA,0,0,0,0,0,0.00442477876106195,0,0,0.00442477876106195,0.0088495575221239,0.0929203539823009,0.00442477876106195,0,0,0,0,0,0,0.00442477876106195,0.0929203539823009,0.0619469026548673,0,0.464601769911504,0.0132743362831858,0,0,0,0,0.0353982300884956,0,0,0.0663716814159292,0,0.0088495575221239,0.0752212389380531,0,0,0,0,0,0.00442477876106195,0,0,0,0.00442477876106195,0,0,0,0,0.00442477876106195,0.00442477876106195,0,0.0176991150442478,0,0,0,0,0,0,0,0,0,0,0.0176991150442478,0.00442477876106195,0,0.00442477876106195,0
1390,NA,0,0,0,0,0.0178571428571429,0.0178571428571429,0,0,0.0357142857142857,0,0.107142857142857,0,0,0,0,0,0,0,0,0.0178571428571429,0.0535714285714286,0,0.357142857142857,0,0,0,0,0,0.0178571428571429,0,0,0.0178571428571429,0,0,0.160714285714286,0,0,0.0178571428571429,0,0,0.0357142857142857,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0.0178571428571429
1410,NA,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0.205882352941176,0.0588235294117647,0,0.627450980392157,0,0,0,0,0,0.00980392156862745,0,0,0.0196078431372549,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
