"sample.depths","sample.ages","upland.sum","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Carya","Castanea","Corylus","Cyperaceae","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Poaceae.undiff.","Juglans.cinerea","Larix","Ledum.Chamaedaphne.calyculata","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Rosaceae.undiff.","Amaranthaceae","Viburnum","Avena.Triticum","Stachys.type","Cupressaceae.undiff.","Solanaceae","Ilex.Nemopanthus","Achillea.type","Apiaceae.undiff.","Acer.spicatum","Artemisia","Juglans.nigra","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Platanus","Tilia","Zea.mays","Brassicaceae","Secale.type","Ranunculus","Ericaceae.undiff.","Epilobium","Potentilla.type","Sambucus","Rhamnus.cathartica","Boraginaceae","Amorpha","Cornus.sericea.type","Hypericum","Valeriana","Plantago.lanceolata.type","Acer.undiff.","Plantago.major","Arceuthobium","Rhododendron","Nyssa","Liliaceae","Populus.undiff.","Rubus","Liquidambar","Myrica","Rhus.typhina.type","Ranunculaceae.undiff.","Celtis","Taxodium","Iva","Cephalanthus","Toxicodendron.radicans","Alnus.undiff.","Saxifraga","Cannabaceae","Empetrum","Caryophyllaceae","Shepherdia.canadensis","Acer.negundo","Scrophulariaceae","Campanulaceae","Primulaceae","Plantago.undiff.","Linnaea.borealis"
910,3700,1089,6,16,8,11,3,1,424,1,0,0,0,0,127,7,20,0,0,2,2,1,9,13.5,3,73,216.5,0,1,57,0,0,0,74,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,3782,1144,3.5,10,10,14,1,0,479,1,0,2,0,0,140,6,22,0,0,0,0,1,7,12,8,107.5,172,0,3,51,0,0,0,74,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,3865,1138.5,5,14,10,15,0,2,418,1,0,0,0,0,115,4,25,0,0,1,3,0,5,5,0,111.5,221,0,2,65,0,0,0,97,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,3951,1137.5,4.5,9,7,15,3,1,484,1,0,1,0,0,105,0,18,0,0,0,0,3,2,3.5,0,115.5,181,0,0,66,0,0,0,89,0,20,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,4039,1112.5,4,9,9,19,2,0,483,0,0,3,0,0,119,5,13,0,0,0,2,0,2,7.5,1,73,205,0,2,57,0,0,0,78,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,4129,1117,1,9,10,22,7,0,526,1,0,2,1,0,101,5,16,0,1,0,3,0,8,6,2,56.5,185.5,0,0,54,0,2,0,78,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
934,4222,1098,2.5,14,7,25,3,0,467,2,0,2,1,0,135,3,17,0,0,1,3,3,4,9.5,0,58,202,0,0,36,0,0,0,81,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,4316,1131,1.5,7,10,17,1,1,440,2,0,0,1,0,143,3,20,0,0,2,1,2,1,4.5,0,142.5,164.5,0,0,43,0,0,0,103,1,10,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,4413,1106,1,15,3,16,1,1,394,2,0,1,0,0,94,3,20,0,0,0,4,2,1,7.5,0,95,162.5,0,3,32,0,0,0,227,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,4511,1150.5,3,7,4,19,0,2,333,0,0,4,0,0,61,0,10,0,2,1,0,0,2,4.5,1,29,371,0,3,37,0,0,0,240,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,4610,1257,1.5,12,4,18,3,1,362,0,0,3,4,0,79,7,21,0,0,0,1,2,5,8,2,106,267.5,0,1,37,0,0,1,282,0,18,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
954,4711,1087,1.5,8,9,9,6,1,367,0,0,1,2,0,112,6,13,0,0,1,0,0,6,6,1,78,138.5,0,0,47,0,0,0,256,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,4813,1108,0,17,3,18,1,0,365,2,0,2,1,0,92,7,22,0,0,1,0,0,6,2.5,1,97,123.5,0,2,56,0,0,1,271,0,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,4915,1121.5,2,6,10,14,4,0,396,0,0,2,1,0,68,8,17,0,0,0,1,1,8,5,3,70,140.5,0,0,48,0,0,0,295,1,11,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,5019,1307,1.5,19,6,13,4,1,425,1,0,3,0,0,103,5,16,0,0,2,1,3,7,16,2,20,243.5,0,2,68,0,0,0,325,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,5123,1055,0,6,4,10,0,1,349,1,0,0,1,0,72,2,22,0,0,2,0,0,2,5,1,72,138,0,0,43,0,0,0,311,0,9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,5227,1193,2.5,15,5,18,4,3,316,0,0,1,1,0,38,4,24,0,2,0,0,0,5,9,0,141.5,127,0,2,44,0,0,1,407,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,5332,1093.5,1.5,12,6,12,0,3,300,1,0,0,1,0,59,4,13,0,0,0,0,0,2,1.5,1,79.5,141,1,0,43,0,0,0,387,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,5436,1354,2.5,10,5,16,1,4,258,0,0,1,1,0,40,10,18,0,1,2,0,2,9,3.5,2,56.5,103.5,0,0,54,0,0,0,734,1,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,5540,1065,3.5,8,2,16,7,2,280,1,0,3,8,0,12,7,14,0,0,1,1,2,5,7,1,161,209.5,0,3,88,0,0,0,211,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,5645,1034,1.5,10,5,31,3,0,222,1,0,0,7,0,15,6,19,0,2,0,1,2,5,7.5,2,163,299,0,0,49,0,0,0,161,3,12,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,5749,1228,3,13,5,22,6,1,188,0,0,1,11,0,28,4,12,0,0,0,1,1,7,11.5,2,28,609.5,2,2,36,1,0,0,203,2,12,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,5854,1042.5,2,7,5,11,6,0,140,0,0,4,13,0,9,3,13,0,0,1,1,0,2,3,11,192,294.5,0,3,75,0,0,0,225,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1002,5959,1019,1.5,8,2,11,6,0,157,0,0,0,9,0,8,3,11,0,0,1,1,2,4,3.5,7,126,248,0,1,54,0,0,0,332,0,13,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,6064,1070,2.5,6,5,17,0,1,121,0,0,0,7,0,7,6,18,0,0,0,1,2,3,9.5,0,30,548,0,0,74,1,1,0,185,0,11,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,6170,1087.5,2.5,8,3,19,7,1,148,1,0,1,5,0,12,4,10,0,0,0,2,1,5,10,5,175,339,0,1,102,0,0,1,202,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1014,6277,1064,3.5,12,3,10,3,0,196,0,0,1,7,0,8,4,15,0,0,1,0,1,5,5.5,1,239.5,214.5,0,0,90,0,1,0,209,1,15,1,0,0,0,0,0,0,1,0,9,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1018,6384,1221.5,9,15,7,21,0,1,143,1,0,2,0,0,12,2,17,0,0,0,0,1,3,3,7,280,380.5,0,0,86,0,0,1,207,0,12,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,6493,1041.5,6,8,5,75,14,2,122,1,0,0,10,0,16,1,16,0,1,1,1,1,6,3,10,242.5,156,0,3,88,0,0,0,218,1,19,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1026,6603,1050.5,4,14,0,13,3,3,150,0,0,1,0,0,9,1,9,0,0,0,0,0,8,2.5,1,86.5,285.5,0,1,106,1,0,0,330,0,16,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,6714,1090.5,2,9,7,8,5,1,117,0,0,0,2,0,9,4,17,0,0,0,0,0,6,3,1,173.5,180,0,0,107,0,1,0,421,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,6827,1104,3,12,3,12,0,0,225,1,0,3,2,0,14,2,18,0,0,0,4,0,8,5.5,3,69,253.5,0,0,115,0,1,0,311,0,30,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,6941,1133.5,2.5,17,7,21,1,3,197,1,0,0,5,0,17,5,28,0,1,0,0,0,12,5,6,126,119,0,4,106,0,1,0,418,1,17,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,7056,1079,2.5,11,8,16,8,0,202,0,0,2,4,0,16,3,18,0,3,0,2,1,6,0,5,73.5,162,1,3,113,0,1,1,390,0,20,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,7173,1138,4,12,4,17,8,1,184,0,0,3,4,0,11,6,23,0,1,0,1,1,4,5.5,1,175,118.5,0,2,158,0,3,0,359,0,22,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1050,7290,1129,4,13,2,15,6,0,198,0,0,5,5,0,9,2,21,0,1,1,4,2,16,13,12,108,272,1,0,143,0,2,0,243,0,14,0,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,7409,1153.5,0,11,7,14,0,0,211,0,0,4,7,0,7,6,13,0,2,0,0,0,11,9.5,5,25,341,1,3,144,0,3,0,309,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1058,7530,1106.5,4.5,7,1,21,4,1,388,1,0,5,6,0,3,0,9,0,2,0,0,4,7,11,4,107,275,0,5,117,0,0,0,97,0,18,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,7651,1351,17,6,3,13,6,0,281,0,0,8,7,0,1,3,15,0,4,1,0,2,7,16.5,5,360,299.5,0,12,158,0,0,0,93,2,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,7773,1104.5,6,10,7,18,11,1,189,0,0,7,7,0,8,13,20,0,0,0,1,1,9,11,9,127.5,282,0,3,112,0,0,0,222,1,18,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,7895,1043.5,2,5,2,13,5,2,200,1,0,2,5,0,4,3,23,0,2,0,3,2,7,12,7,253.5,166,0,7,143,0,0,0,153,2,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1074,8019,1153.5,13,2,0,13,7,3,147,2,0,1,7,0,0,0,10,0,0,0,3,2,11,7,2,89.5,654,0,3,126,0,1,0,19,2,12,0,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1078,8143,1031.5,6,5,4,23,12,2,200,0,0,7,3,0,3,1,16,0,3,0,2,1,5,8,9,198,249.5,0,0,201,0,3,0,49,0,11,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,8268,1124.5,6.5,11,7,15,2,1,323,0,0,11,0,0,0,4,16,0,1,0,2,0,16,6,3.5,17,314.5,0,4,282,0,0,0,31,0,38,0,0,0,0,1,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,8393,1036.5,23,0,4,2,15,0,337,1,0,5,8,0,0,2,5,0,6,1,7,1,4,21,18,279,203.5,0,1,62,0,4,0,8,2,7,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,8519,1021.5,9.5,2,2,6,12,1,266,0,0,6,10,0,2,0,11,0,9,0,3,1,11,15,4,174,362,1,11,61,0,2,0,1,15,5,0,0,4,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
1094,8645,1055.5,10,1,8,12,12,1,319,0,0,37,10,0,1,0,15,0,2,1,9,2,11,9,4,190,248.5,0,2,86,0,2,0,6,8,4,0,1,4,0,0,0,0,0,0,4,0,0,16,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,8772,1020,22,1,0,0,17,1,314,2,0,11,13,0,0,1,7,0,11,0,23,0,15,46.5,16,157,234.5,1,17,76,0,3,2,6,2,3,0,0,2,1,2,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1102,8899,1080,25,4,2,1,21,0,596,0,0,25,9,0,4,2,11,0,12,1,42,1,5,45,19,44.5,30.5,2,20,114,0,4,0,3,4,2,1,0,2,0,0,0,0,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1106,9026,1131,9,3,0,20,48,1,444,1,0,26,21,0,1,1,17,0,14,6,137,1,28,56,3,31,50,3,24,129,0,3,1,4,7,10,0,0,1,2,0,0,0,9,0,0,1,1,2,0,0,0,0,1,1,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,9153,1147,2,0,0,15,52,1,229,1,0,16,84,0,2,2,24,0,16,1,38,1,18,198,6,24,126,15,47,104,0,21,2,1,24,14,0,0,0,2,0,0,0,33,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
