"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Caprifoliaceae","Carya","Castanea","Celtis","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myricaceae","Nyssa","Ostrya.Carpinus","Picea","Pinus.strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnaceae","Rhus","Salix","Taxus","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Cannabaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Commelinaceae","Cyperaceae","Fabaceae","Galium","Hepatica","Liliaceae","Plantago","Poaceae.undiff.","Polygonum","Ranunculaceae.undiff.","Rosaceae","Rumex","Saxifragaceae","Thalictrum","Urticaceae","Zea.mays"
502,5859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,5900,0,0.0390804597701149,0.0620689655172414,0.0298850574712644,0,0.0850574712643678,0.0114942528735632,0,0.00689655172413793,0,0,0,0.0206896551724138,0.0252873563218391,0,0.00689655172413793,0.00689655172413793,0,0.00229885057471264,0,0.00229885057471264,0.00229885057471264,0.00229885057471264,0,0.00919540229885057,0.0229885057471264,0.00919540229885057,0,0.482758620689655,0,0,0,0,0.00459770114942529,0.137931034482759,0.0206896551724138,0.00229885057471264,0,0,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229885057471264,0.00229885057471264,0,0
517,5983,0,0.0266666666666667,0.0644444444444444,0.0511111111111111,0,0.0577777777777778,0.00222222222222222,0,0.00222222222222222,0,0,0,0.0244444444444444,0.04,0.00222222222222222,0.00444444444444444,0.00222222222222222,0,0,0,0,0,0.0155555555555556,0,0.0622222222222222,0.00888888888888889,0.00444444444444444,0,0.453333333333333,0,0,0,0,0,0.131111111111111,0.0311111111111111,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0.00444444444444444,0,0,0,0,0,0,0,0
537,6149,0,0.0227848101265823,0.0582278481012658,0.0556962025316456,0,0.0708860759493671,0.00253164556962025,0,0.00759493670886076,0,0,0,0.0556962025316456,0.0253164556962025,0.010126582278481,0.010126582278481,0,0,0,0,0,0,0.0227848101265823,0,0.0126582278481013,0.0177215189873418,0.010126582278481,0,0.359493670886076,0,0,0,0,0.00506329113924051,0.215189873417722,0.030379746835443,0.00253164556962025,0,0,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0
547,6232,0,0.0227272727272727,0.0606060606060606,0.0353535353535354,0,0.0757575757575758,0.00252525252525253,0,0,0.00505050505050505,0.00757575757575758,0,0.0505050505050505,0.0328282828282828,0,0.00757575757575758,0,0.00252525252525253,0,0,0,0,0.0101010101010101,0,0.0101010101010101,0.00757575757575758,0,0.00505050505050505,0.515151515151515,0,0,0,0,0.00252525252525253,0.111111111111111,0.0353535353535354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,6315,0,0.0157657657657658,0.0382882882882883,0.0518018018018018,0,0.045045045045045,0.00225225225225225,0,0,0,0,0,0.072072072072072,0.0315315315315315,0,0.0045045045045045,0,0.0045045045045045,0,0,0,0,0.00675675675675676,0,0.0135135135135135,0.0337837837837838,0.0112612612612613,0,0.531531531531532,0,0,0,0,0,0.0990990990990991,0.0337837837837838,0.00225225225225225,0,0,0,0,0,0,0,0,0,0.00225225225225225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,6480,0,0.0190930787589499,0.0572792362768496,0.0501193317422434,0,0.0381861575178998,0,0,0.00238663484486874,0,0,0,0.0668257756563246,0.0262529832935561,0.00954653937947494,0.0071599045346062,0,0,0,0,0,0,0.0143198090692124,0,0.00238663484486874,0.0190930787589499,0.0190930787589499,0,0.532219570405728,0,0,0,0,0.00477326968973747,0.0978520286396181,0.0190930787589499,0.00477326968973747,0,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0,0,0.00477326968973747,0,0,0,0,0.00238663484486874,0,0,0
597,6646,0,0.0300230946882217,0.0323325635103926,0.0484988452655889,0,0.0323325635103926,0,0,0.0023094688221709,0.0023094688221709,0,0,0.0785219399538106,0.023094688221709,0,0.0092378752886836,0,0,0,0,0.0046189376443418,0.0069284064665127,0.0161662817551963,0,0.0046189376443418,0.0092378752886836,0.0069284064665127,0,0.517321016166282,0,0,0,0,0,0.140877598152425,0.0161662817551963,0.0046189376443418,0.0023094688221709,0.0023094688221709,0.0023094688221709,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0.0023094688221709,0,0,0
607,6729,0,0.0251256281407035,0.0603015075376884,0.0653266331658292,0,0.0402010050251256,0,0,0,0,0.0226130653266332,0,0.0301507537688442,0.0175879396984925,0,0.00753768844221105,0,0.00251256281407035,0.00251256281407035,0,0,0.00753768844221105,0.00753768844221105,0,0.00753768844221105,0.0050251256281407,0,0,0.547738693467337,0,0,0,0,0.00251256281407035,0.103015075376884,0.0376884422110553,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0
617,6812,0,0.020979020979021,0.020979020979021,0.0396270396270396,0,0.027972027972028,0,0,0,0,0,0,0.0792540792540792,0.0303030303030303,0,0.0116550116550117,0,0,0.00233100233100233,0,0.00233100233100233,0,0.013986013986014,0,0.00466200466200466,0.0186480186480186,0,0,0.594405594405594,0,0,0,0,0.00466200466200466,0.0955710955710956,0.0326340326340326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,6853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,6894,0,0.0204545454545455,0.025,0.0431818181818182,0,0.0295454545454545,0,0,0,0,0,0,0.0659090909090909,0.0318181818181818,0.00227272727272727,0.0159090909090909,0,0,0.00227272727272727,0,0,0,0.0136363636363636,0,0.0113636363636364,0.0113636363636364,0.00227272727272727,0,0.581818181818182,0,0,0,0,0,0.106818181818182,0.0295454545454545,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0.00227272727272727,0,0
637,6977,0,0.00496277915632754,0.0272952853598015,0.0421836228287841,0,0.0297766749379653,0.00248138957816377,0.00248138957816377,0.00744416873449132,0.00248138957816377,0.00496277915632754,0,0.0397022332506203,0.0347394540942928,0,0.00496277915632754,0,0,0,0,0,0.00248138957816377,0.0198511166253102,0,0.00744416873449132,0.0248138957816377,0.00248138957816377,0,0.573200992555831,0,0,0,0,0,0.121588089330025,0.032258064516129,0,0,0.00248138957816377,0,0.00248138957816377,0,0,0,0.00248138957816377,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0.00248138957816377,0,0,0,0
647,7060,0,0.00733496332518337,0.0366748166259169,0.0268948655256724,0,0.0220048899755501,0.00244498777506112,0,0.00244498777506112,0.00488997555012225,0.00244498777506112,0,0.0488997555012225,0.0171149144254279,0,0.00733496332518337,0,0,0.00244498777506112,0,0,0,0.00488997555012225,0,0.0122249388753056,0.00244498777506112,0.0097799511002445,0,0.682151589242054,0,0,0,0,0.00244498777506112,0.078239608801956,0.019559902200489,0.00488997555012225,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,7184,0,0.0164319248826291,0.0211267605633803,0.0539906103286385,0,0.00704225352112676,0,0,0,0.00704225352112676,0,0,0.0751173708920188,0.0328638497652582,0,0.00469483568075117,0,0.00704225352112676,0.00234741784037559,0,0,0,0.0140845070422535,0,0.00938967136150235,0.00469483568075117,0,0,0.643192488262911,0,0,0.00234741784037559,0,0,0.068075117370892,0.0187793427230047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0.00469483568075117,0,0,0.00234741784037559,0
667,7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,7267,0,0.0182232346241458,0.0296127562642369,0.041002277904328,0,0.0113895216400911,0.00455580865603645,0,0.00683371298405467,0.00227790432801822,0,0.00911161731207289,0.0478359908883827,0.0250569476082005,0,0,0,0.00227790432801822,0,0,0,0.00227790432801822,0.0159453302961276,0,0.0136674259681093,0.0113895216400911,0.0136674259681093,0,0.658314350797267,0,0,0.00227790432801822,0,0.00911161731207289,0.0523917995444191,0.020501138952164,0,0,0,0,0,0,0,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,7350,0,0.0119617224880383,0.0215311004784689,0.0574162679425837,0,0.0191387559808612,0.00478468899521531,0.00239234449760766,0,0.00239234449760766,0,0,0.0502392344497608,0.0382775119617225,0,0,0,0.00239234449760766,0.00239234449760766,0,0,0,0.00717703349282297,0,0.00717703349282297,0.0263157894736842,0.0143540669856459,0,0.624401913875598,0,0.00239234449760766,0,0,0.00239234449760766,0.062200956937799,0.0119617224880383,0.00956937799043062,0,0.00478468899521531,0,0,0,0,0,0.00478468899521531,0,0.00239234449760766,0,0,0,0,0,0.00239234449760766,0,0.00239234449760766,0,0.00239234449760766,0,0,0,0
692,7433,0,0.0150214592274678,0.0300429184549356,0.0472103004291846,0,0.00858369098712446,0.00214592274678112,0,0,0.00429184549356223,0,0,0.0579399141630901,0.0214592274678112,0,0.00429184549356223,0,0.00858369098712446,0,0,0,0,0.0107296137339056,0,0.00643776824034335,0.0128755364806867,0.0214592274678112,0,0.618025751072961,0,0,0.00429184549356223,0,0.00214592274678112,0.0793991416309013,0.0150214592274678,0.00214592274678112,0,0.00214592274678112,0.0214592274678112,0,0,0,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0.00214592274678112,0
702,7516,0,0.0153508771929825,0.0307017543859649,0.0482456140350877,0,0.0087719298245614,0.00219298245614035,0,0,0.0043859649122807,0,0,0.0592105263157895,0.0219298245614035,0,0.0043859649122807,0,0.0087719298245614,0,0,0,0,0.0109649122807018,0,0.00657894736842105,0.0131578947368421,0.0219298245614035,0,0.631578947368421,0,0,0.0043859649122807,0,0.00219298245614035,0.081140350877193,0.0153508771929825,0.00219298245614035,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0.00219298245614035,0
707,7557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,7598,0,0.010351966873706,0.0227743271221532,0.0538302277432712,0,0.010351966873706,0,0.0020703933747412,0.0041407867494824,0.0020703933747412,0,0,0.031055900621118,0.0041407867494824,0,0,0,0,0,0,0,0,0.0144927536231884,0,0.010351966873706,0.0248447204968944,0.0227743271221532,0,0.635610766045549,0,0,0,0,0.0041407867494824,0.107660455486542,0.0248447204968944,0.0041407867494824,0,0,0,0,0,0,0,0.0020703933747412,0,0.0020703933747412,0,0,0,0,0.0020703933747412,0.0041407867494824,0,0,0,0,0,0,0,0
722,7681,0,0.00968523002421308,0.026634382566586,0.0677966101694915,0,0,0,0,0.00242130750605327,0,0,0,0.0242130750605327,0.0193704600484262,0,0.00242130750605327,0,0,0,0,0,0,0.0242130750605327,0,0.0290556900726392,0.0121065375302663,0.0145278450363196,0,0.63680387409201,0,0,0,0,0.00242130750605327,0.0847457627118644,0.036319612590799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484261501210654,0,0,0,0,0,0,0.00242130750605327,0
732,7764,0,0.00858369098712446,0.0214592274678112,0.0343347639484979,0,0.00214592274678112,0,0,0.00214592274678112,0.00643776824034335,0,0,0.00643776824034335,0.0407725321888412,0.00214592274678112,0,0,0,0,0,0,0.00429184549356223,0.0257510729613734,0,0.0450643776824034,0.0107296137339056,0.00429184549356223,0,0.594420600858369,0,0,0,0,0.00429184549356223,0.150214592274678,0.0214592274678112,0.00858369098712446,0,0,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0
747,7888,0,0.0093167701863354,0.0124223602484472,0.0217391304347826,0,0.0093167701863354,0,0,0.0031055900621118,0.015527950310559,0.0031055900621118,0,0.015527950310559,0.0248447204968944,0,0,0,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0.031055900621118,0.0559006211180124,0.0031055900621118,0,0.630434782608696,0,0,0.0093167701863354,0,0.0031055900621118,0.0993788819875776,0.0341614906832298,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757.5,7975,0.0020746887966805,0.004149377593361,0.00829875518672199,0.0352697095435685,0,0.0020746887966805,0,0,0,0.0020746887966805,0,0,0.0145228215767635,0.00622406639004149,0,0.0020746887966805,0,0,0,0,0,0.0020746887966805,0.037344398340249,0,0.0560165975103734,0.0269709543568465,0.020746887966805,0,0.688796680497925,0,0,0.004149377593361,0,0.0020746887966805,0.0518672199170125,0.016597510373444,0.0020746887966805,0,0,0,0,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0.012448132780083,0,0,0,0,0,0,0,0
767.5,8058,0,0.00342465753424658,0.0102739726027397,0.0273972602739726,0,0.00856164383561644,0.00171232876712329,0,0,0.00513698630136986,0,0,0.00513698630136986,0,0,0,0,0,0,0,0.00171232876712329,0,0.00856164383561644,0.00171232876712329,0.0256849315068493,0.0530821917808219,0.00342465753424658,0,0.75513698630137,0,0,0.00342465753424658,0,0,0.0496575342465753,0.0188356164383562,0.00171232876712329,0,0.00171232876712329,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0.0102739726027397,0,0,0,0,0,0,0,0,0,0
777.5,8141,0,0.013953488372093,0.00697674418604651,0.0348837209302326,0,0,0.00232558139534884,0,0,0.00232558139534884,0,0,0,0.00697674418604651,0,0,0,0.00697674418604651,0,0,0.00465116279069767,0,0.0162790697674419,0,0.0232558139534884,0.0581395348837209,0.0186046511627907,0,0.676744186046512,0,0,0.00697674418604651,0,0.00232558139534884,0.0697674418604651,0.027906976744186,0.013953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0.00232558139534884,0.00232558139534884,0
782.5,8182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787.5,8224,0,0.00210970464135021,0.0147679324894515,0.0253164556962025,0,0,0,0,0,0.00843881856540084,0,0,0.00632911392405063,0.0105485232067511,0,0.00632911392405063,0,0.00843881856540084,0,0,0,0,0.0337552742616034,0,0.0506329113924051,0.0717299578059072,0.0105485232067511,0,0.647679324894515,0,0.00210970464135021,0,0,0.00421940928270042,0.0548523206751055,0.0232067510548523,0.00421940928270042,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105485232067511,0,0,0,0,0,0,0.00210970464135021,0
797.5,8306,0,0.004739336492891,0.0118483412322275,0.028436018957346,0,0,0,0,0,0,0.004739336492891,0,0.0023696682464455,0.014218009478673,0,0.0023696682464455,0,0.00710900473933649,0,0,0.0023696682464455,0,0.009478672985782,0,0.075829383886256,0.04739336492891,0.004739336492891,0,0.630331753554502,0,0,0.0023696682464455,0,0,0.101895734597156,0.0308056872037915,0.009478672985782,0,0,0.0023696682464455,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0,0,0.0023696682464455,0,0,0,0
802.5,8348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807.5,8389,0.00227272727272727,0.00454545454545455,0.0136363636363636,0.0318181818181818,0,0,0.00454545454545455,0.00227272727272727,0,0.00681818181818182,0.00454545454545455,0,0.00454545454545455,0.00909090909090909,0,0,0,0.0113636363636364,0,0,0,0,0.0204545454545455,0,0.0522727272727273,0.1,0.00681818181818182,0,0.652272727272727,0,0,0,0,0,0.0386363636363636,0.0227272727272727,0.00454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681818181818182,0,0,0,0,0,0,0,0
822.5,8514,0.00224719101123596,0.00449438202247191,0.00898876404494382,0.0696629213483146,0,0,0.00224719101123596,0,0,0,0,0,0,0.0134831460674157,0,0.00224719101123596,0,0.0112359550561798,0,0,0,0,0.0269662921348315,0.00674157303370787,0.191011235955056,0.175280898876404,0.0134831460674157,0,0.337078651685393,0,0,0.00449438202247191,0,0,0.101123595505618,0.0247191011235955,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0.00224719101123596,0,0,0,0,0,0,0,0
829.5,8572,0,0.0147058823529412,0.017156862745098,0.0318627450980392,0,0.00245098039215686,0,0,0.00245098039215686,0.00245098039215686,0,0,0.0147058823529412,0.017156862745098,0,0,0,0.0122549019607843,0,0,0,0,0.0269607843137255,0,0.0465686274509804,0.0465686274509804,0.017156862745098,0.00245098039215686,0.622549019607843,0,0,0.00980392156862745,0,0.00245098039215686,0.0686274509803922,0.017156862745098,0.00980392156862745,0,0,0.00490196078431373,0,0,0,0,0,0,0.00245098039215686,0,0,0.00245098039215686,0,0,0.00490196078431373,0,0,0,0,0,0,0,0
839.5,8654,0,0.0127118644067797,0.00847457627118644,0.0233050847457627,0,0.00423728813559322,0,0,0.00423728813559322,0,0,0,0.0169491525423729,0.0169491525423729,0,0.00211864406779661,0,0,0,0,0,0,0.0169491525423729,0,0.0211864406779661,0.0508474576271186,0.00847457627118644,0,0.718220338983051,0,0,0,0,0.00211864406779661,0.0635593220338983,0.0105932203389831,0.00423728813559322,0,0,0.00211864406779661,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0.00211864406779661,0,0,0,0,0,0.00211864406779661,0,0
849.5,8737,0,0.00476190476190476,0.00952380952380952,0.0166666666666667,0,0,0,0,0,0.00476190476190476,0,0,0,0.0142857142857143,0,0,0,0.00476190476190476,0,0,0,0,0.0142857142857143,0,0.0285714285714286,0.0357142857142857,0.00476190476190476,0,0.742857142857143,0,0,0.00476190476190476,0,0,0.0595238095238095,0.019047619047619,0.0119047619047619,0,0,0,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,0,0.019047619047619,0,0,0,0,0,0,0,0
859.5,8820,0,0.00233100233100233,0.00233100233100233,0.0186480186480186,0,0,0,0,0,0.00466200466200466,0,0,0.006993006993007,0.0372960372960373,0,0,0,0.006993006993007,0,0,0,0,0.020979020979021,0.00466200466200466,0.0466200466200466,0.062937062937063,0,0,0.715617715617716,0,0,0.00466200466200466,0,0,0.0372960372960373,0.013986013986014,0.006993006993007,0,0,0,0,0,0,0,0,0,0.00466200466200466,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0,0
869.5,8903,0,0.00437636761487965,0.00218818380743982,0.0459518599562363,0,0,0.00218818380743982,0.00218818380743982,0,0.00437636761487965,0.00218818380743982,0,0.00218818380743982,0.0153172866520788,0,0.00218818380743982,0,0.0240700218818381,0,0,0.00218818380743982,0,0.0153172866520788,0,0.0328227571115974,0.0765864332603939,0.0131291028446389,0,0.63019693654267,0,0,0.00218818380743982,0,0,0.0481400437636762,0.0153172866520788,0.0131291028446389,0.00218818380743982,0.00218818380743982,0.0109409190371991,0,0,0,0,0,0,0.0131291028446389,0,0,0,0,0,0.0153172866520788,0,0,0,0,0,0,0,0
879.5,8986,0,0.00530973451327434,0.0247787610619469,0.0371681415929204,0,0.00353982300884956,0.00176991150442478,0,0.00353982300884956,0.00707964601769911,0.00353982300884956,0,0.00353982300884956,0.015929203539823,0,0,0,0.0300884955752212,0,0,0,0,0.0212389380530973,0,0.0584070796460177,0.0725663716814159,0.00353982300884956,0,0.6,0,0,0.00353982300884956,0,0.00353982300884956,0.0460176991150442,0.0247787610619469,0.0088495575221239,0,0,0.00353982300884956,0,0,0,0,0.00176991150442478,0,0,0,0,0,0,0,0.0123893805309735,0,0,0,0.00353982300884956,0,0,0,0
889.5,9068,0.004,0.016,0.006,0.034,0,0.002,0.002,0.002,0.006,0.012,0,0,0.002,0.042,0,0,0,0.012,0,0,0,0,0.016,0.002,0.052,0.106,0,0.002,0.584,0,0,0.006,0,0,0.05,0.02,0.004,0,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0
899.5,9151,0,0.00238095238095238,0.0214285714285714,0.0380952380952381,0,0,0.00238095238095238,0,0,0.00714285714285714,0.00238095238095238,0,0.00238095238095238,0.0166666666666667,0,0,0,0.0166666666666667,0,0,0,0,0.0238095238095238,0,0.00952380952380952,0.0595238095238095,0.00952380952380952,0,0.69047619047619,0,0,0.0119047619047619,0,0,0.05,0.0214285714285714,0.00714285714285714,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,0,0
914.5,9276,0,0,0.0229166666666667,0.0333333333333333,0,0.00208333333333333,0.00208333333333333,0.00208333333333333,0,0.0104166666666667,0.00625,0,0,0.00625,0.00208333333333333,0,0,0.00833333333333333,0.00208333333333333,0,0.00208333333333333,0,0.0125,0.00208333333333333,0.0875,0.102083333333333,0.00208333333333333,0,0.554166666666667,0,0,0.00416666666666667,0,0,0.0708333333333333,0.025,0.00625,0,0.00208333333333333,0.00625,0,0,0,0,0.00208333333333333,0,0.00208333333333333,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0
919.5,9317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925.5,9367,0.002,0.006,0.008,0.018,0,0.002,0,0,0.002,0.01,0,0,0.002,0.022,0,0,0,0.004,0,0,0.002,0,0.022,0,0.1,0.088,0,0,0.574,0,0,0.006,0,0,0.09,0.02,0.004,0,0,0.004,0,0,0,0,0,0,0.006,0,0,0,0,0,0.006,0,0,0,0,0,0.002,0,0
935.5,9449,0,0.0037037037037037,0.0148148148148148,0.0203703703703704,0,0,0.0037037037037037,0,0,0.00740740740740741,0.00185185185185185,0,0.00185185185185185,0.012962962962963,0.00185185185185185,0,0,0,0,0,0,0.00185185185185185,0.0351851851851852,0,0.0592592592592593,0.0592592592592593,0.0111111111111111,0.00185185185185185,0.657407407407407,0,0,0.00925925925925926,0,0.0037037037037037,0.0574074074074074,0.0185185185185185,0.0037037037037037,0,0.00185185185185185,0.00185185185185185,0,0,0,0,0.00185185185185185,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945.5,9532,0,0.00201207243460765,0.0201207243460765,0.0241448692152917,0,0.00201207243460765,0,0.00201207243460765,0.00201207243460765,0.00804828973843058,0.00201207243460765,0,0.00402414486921529,0.0140845070422535,0,0,0,0.00402414486921529,0,0,0,0,0.0120724346076459,0,0.096579476861167,0.062374245472837,0,0,0.62374245472837,0,0,0.00402414486921529,0,0.00201207243460765,0.0824949698189135,0.0140845070422535,0.00804828973843058,0,0.00201207243460765,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0.00603621730382294,0,0,0,0,0,0,0,0
955.5,9615,0.00332225913621262,0.00830564784053156,0.00996677740863787,0.026578073089701,0,0.00166112956810631,0,0,0,0.00664451827242525,0,0,0.00166112956810631,0.0132890365448505,0,0,0,0,0,0,0.00166112956810631,0,0.0448504983388704,0,0.0647840531561462,0.0564784053156146,0,0,0.656146179401993,0,0,0.00166112956810631,0,0,0.0647840531561462,0.0166112956810631,0.00498338870431894,0,0,0,0,0,0,0,0,0,0.00664451827242525,0,0,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0
965.5,9698,0,0.00462962962962963,0.00925925925925926,0.0324074074074074,0,0.00231481481481481,0.00231481481481481,0,0,0,0.00231481481481481,0,0,0.0208333333333333,0,0,0,0.00231481481481481,0,0,0.00462962962962963,0,0.0138888888888889,0,0.0509259259259259,0.0694444444444444,0.00694444444444444,0,0.645833333333333,0,0,0.00231481481481481,0,0,0.0740740740740741,0.0277777777777778,0.0115740740740741,0,0.00231481481481481,0.00462962962962963,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0
975.5,9781,0,0.0105448154657293,0.00878734622144113,0.0298769771528998,0,0.00175746924428822,0,0,0,0.00175746924428822,0,0,0.00351493848857645,0.0210896309314587,0.00175746924428822,0,0,0,0,0,0.00175746924428822,0,0.0228471001757469,0,0.0421792618629174,0.0931458699472759,0.00351493848857645,0,0.660808435852373,0,0,0.00351493848857645,0,0.00175746924428822,0.0527240773286467,0.0246045694200351,0.0070298769771529,0,0.00175746924428822,0.00175746924428822,0,0,0,0,0,0,0.00175746924428822,0,0,0,0,0,0.00175746924428822,0,0,0,0,0,0,0,0
985.5,9864,0,0.00576923076923077,0.00769230769230769,0.0307692307692308,0,0.00384615384615385,0.00192307692307692,0,0.00192307692307692,0.00192307692307692,0,0,0.00192307692307692,0.0115384615384615,0,0.00576923076923077,0,0.00961538461538462,0,0,0.00192307692307692,0,0.0192307692307692,0,0.0634615384615385,0.0480769230769231,0.00961538461538462,0,0.665384615384615,0,0,0.00384615384615385,0,0.00192307692307692,0.0576923076923077,0.0192307692307692,0.0115384615384615,0,0,0.00384615384615385,0,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0
