"sample.depths","sample.ages","Abies","Betula","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Ambrosia","Myrica","Populus","Poaceae","Fraxinus.nigra","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Artemisia","Celtis","Cornus","Fraxinus.americana","Tilia","Ephedra.nevadensis.type","Amaranthaceae","Ilex","Lamiaceae","Humulus","Xanthium","Carya","Ephedra.torreyana.type","Morus","Shepherdia.canadensis","Castanea","Plantago.lanceolata","Polygonum","Vitis","Juglans.nigra","Galium","Liquidambar","Fabaceae","Ribes","Rosaceae"
465,7874,0.0202312138728324,0.0838150289017341,0,0.023121387283237,0.00867052023121387,0,0,0,0.0115606936416185,0.00289017341040462,0.00578034682080925,0.00289017341040462,0.0375722543352601,0,0,0,0,0.00578034682080925,0.00289017341040462,0.00289017341040462,0,0.00289017341040462,0,0,0,0.00289017341040462,0.208092485549133,0.572254335260116,0,0,0,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,8085,0.0274725274725275,0.134615384615385,0.00274725274725275,0,0.00824175824175824,0,0,0,0.00274725274725275,0.0192307692307692,0.0137362637362637,0.00274725274725275,0.0274725274725275,0,0,0,0,0.00274725274725275,0.00824175824175824,0.0192307692307692,0.00274725274725275,0.010989010989011,0,0.021978021978022,0.00274725274725275,0.0137362637362637,0.178571428571429,0.483516483516484,0.00274725274725275,0,0,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0
485,8296,0.025,0.1025,0.0075,0.0525,0.005,0,0,0,0.0025,0.0125,0.01,0.0025,0.03,0,0.0075,0,0.005,0.0075,0.01,0.0425,0,0.01,0.0025,0.0025,0.0025,0.0075,0.345,0.295,0.0025,0,0,0,0,0,0.0025,0,0,0.0025,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,8507,0.0107816711590297,0.161725067385445,0.00539083557951483,0.0377358490566038,0.00808625336927224,0,0.00539083557951483,0,0.00539083557951483,0.00808625336927224,0.00808625336927224,0.0107816711590297,0.032345013477089,0,0,0,0,0.00269541778975741,0.00269541778975741,0.045822102425876,0.00269541778975741,0,0,0.0188679245283019,0.00269541778975741,0.0107816711590297,0.215633423180593,0.393530997304582,0.00539083557951483,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0
508,8804,0.0282485875706215,0.192090395480226,0.00564971751412429,0.0310734463276836,0.00282485875706215,0,0,0,0.00282485875706215,0.00564971751412429,0.0141242937853107,0,0.0451977401129944,0,0.00282485875706215,0,0,0.00282485875706215,0.00847457627118644,0.0480225988700565,0.00282485875706215,0.00282485875706215,0,0.0338983050847458,0.00847457627118644,0.0112994350282486,0.254237288135593,0.282485875706215,0.00564971751412429,0,0,0.00282485875706215,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,9033,0.0106666666666667,0.112,0.00533333333333333,0.0666666666666667,0.008,0,0,0,0.0133333333333333,0.00533333333333333,0.016,0.00266666666666667,0.0293333333333333,0,0.008,0,0,0,0.0106666666666667,0.056,0.00266666666666667,0,0.0106666666666667,0.00533333333333333,0.00533333333333333,0.0106666666666667,0.448,0.157333333333333,0.00533333333333333,0,0,0.008,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,9291,0.0137931034482759,0.160919540229885,0.00459770114942529,0.0436781609195402,0.00689655172413793,0,0,0.00229885057471264,0.0114942528735632,0.0114942528735632,0.0344827586206897,0,0.0229885057471264,0,0,0,0,0,0.00459770114942529,0.0367816091954023,0,0.00459770114942529,0.00229885057471264,0.0229885057471264,0.00229885057471264,0.00229885057471264,0.581609195402299,0.0252873563218391,0.00459770114942529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,9577,0.0167464114832536,0.083732057416268,0.00717703349282297,0.0382775119617225,0.00478468899521531,0,0,0,0.00956937799043062,0.00239234449760766,0.0143540669856459,0.00239234449760766,0.0167464114832536,0,0,0,0.00478468899521531,0.00239234449760766,0.00478468899521531,0.083732057416268,0,0,0.00956937799043062,0.0191387559808612,0.0167464114832536,0.00239234449760766,0.624401913875598,0.0334928229665072,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,9863,0.0136674259681093,0.138952164009112,0.00455580865603645,0.0455580865603645,0.0136674259681093,0,0,0,0.00911161731207289,0.00683371298405467,0.0273348519362187,0.00227790432801822,0.0318906605922551,0,0,0,0,0,0.00911161731207289,0.082004555808656,0,0,0.00227790432801822,0.0136674259681093,0.00227790432801822,0.00455580865603645,0.580865603644647,0,0.00455580865603645,0,0,0,0,0,0.00683371298405467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,10149,0.0028328611898017,0.101983002832861,0.0028328611898017,0.0311614730878187,0.0141643059490085,0,0,0,0.0113314447592068,0.0084985835694051,0.0424929178470255,0,0.0509915014164306,0.0028328611898017,0.0028328611898017,0,0.0028328611898017,0,0.0028328611898017,0.0368271954674221,0,0.0028328611898017,0.0141643059490085,0.0113314447592068,0.0084985835694051,0.0084985835694051,0.603399433427762,0.0226628895184136,0.0056657223796034,0,0,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0
565,10436,0.00515463917525773,0.175257731958763,0,0.0309278350515464,0.0154639175257732,0,0,0,0.0077319587628866,0.00515463917525773,0.0360824742268041,0.00257731958762887,0.0438144329896907,0,0.0077319587628866,0,0.0077319587628866,0.00257731958762887,0.0128865979381443,0.0206185567010309,0,0,0.0154639175257732,0.0077319587628866,0.00515463917525773,0,0.564432989690722,0.0154639175257732,0.0077319587628866,0.00257731958762887,0,0,0,0,0.00257731958762887,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0
575,10722,0.00478468899521531,0.229665071770335,0.00478468899521531,0.0478468899521531,0.0191387559808612,0,0,0.00239234449760766,0.0143540669856459,0.0167464114832536,0.100478468899522,0.00239234449760766,0.0358851674641148,0,0.0119617224880383,0,0,0,0.0287081339712919,0,0.00717703349282297,0.00478468899521531,0.0287081339712919,0.0215311004784689,0.0119617224880383,0.00956937799043062,0.366028708133971,0.00956937799043062,0.00239234449760766,0.00478468899521531,0,0.00239234449760766,0,0,0.00239234449760766,0,0,0,0,0.00239234449760766,0.00478468899521531,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0
585,11008,0.00275482093663912,0.21763085399449,0.0165289256198347,0.0853994490358127,0.0192837465564738,0,0,0,0.0137741046831956,0.0165289256198347,0.162534435261708,0,0.0633608815426997,0,0.0247933884297521,0,0.00275482093663912,0.00275482093663912,0.0303030303030303,0.00826446280991736,0,0.00275482093663912,0.0275482093663912,0.00550964187327824,0.0110192837465565,0.0137741046831956,0.176308539944904,0.0661157024793388,0.00550964187327824,0.00550964187327824,0,0,0,0,0.00550964187327824,0,0,0.00275482093663912,0,0.00550964187327824,0.00275482093663912,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0
597,11351,0.00278551532033426,0.0891364902506964,0.00835654596100279,0.222841225626741,0.0389972144846797,0,0,0,0.00278551532033426,0.0334261838440111,0.139275766016713,0.00278551532033426,0.0835654596100279,0,0.0222841225626741,0,0,0.00835654596100279,0.0278551532033426,0.00278551532033426,0.00557103064066852,0,0.0278551532033426,0.0417827298050139,0.00278551532033426,0.0362116991643454,0.133704735376045,0.0250696378830084,0.011142061281337,0.00835654596100279,0,0.00278551532033426,0,0,0.00557103064066852,0,0.00278551532033426,0,0,0.00278551532033426,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0.00557103064066852,0
604,NA,0,0.0688775510204082,0.00510204081632653,0.196428571428571,0.0510204081632653,0.00255102040816327,0,0.00255102040816327,0,0.0102040816326531,0.260204081632653,0.00510204081632653,0.0739795918367347,0,0.0153061224489796,0,0,0.00510204081632653,0.0229591836734694,0.0102040816326531,0,0.00255102040816327,0.0306122448979592,0.0229591836734694,0.00255102040816327,0.0280612244897959,0.0739795918367347,0.048469387755102,0.0280612244897959,0.0076530612244898,0,0.00255102040816327,0,0,0.00510204081632653,0,0,0.0102040816326531,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327
614,NA,0,0.0279329608938547,0.0167597765363128,0.223463687150838,0.0279329608938547,0,0,0.00558659217877095,0,0.0335195530726257,0.307262569832402,0.00558659217877095,0.0614525139664804,0,0.0111731843575419,0,0,0,0.0279329608938547,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0,0.00558659217877095,0.0391061452513966,0.0949720670391061,0.0279329608938547,0.0446927374301676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111731843575419,0,0,0,0.00558659217877095,0,0,0,0,0,0
625,NA,0,0.0677966101694915,0.0112994350282486,0.338983050847458,0.0225988700564972,0,0,0.00564971751412429,0,0.0112994350282486,0.180790960451977,0,0.0790960451977401,0,0.0112994350282486,0,0,0,0.0169491525423729,0.0112994350282486,0.00564971751412429,0,0,0.00564971751412429,0,0.0338983050847458,0.096045197740113,0.0847457627118644,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
