"sample.depths","sample.ages","upland.sum","Abies","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Melilotus.type","Dalea.undiff.","Picea","Pinus.subg..Pinus","Pinus.undiff.","Populus.undiff.","Populus.balsamifera.type","Quercus","Rumex","Salix","Salsola","Sarcobatus.vermiculatus","Shepherdia.argentea","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Avena.Triticum","Brassica","Trifolium.repens.type","Acer.rubrum","Carya","Iva.annua.type","Fraxinus.nigra.type","Fabaceae.undiff.","Pinus.subg..Strobus","Asteraceae.tribe.Cynareae","Avena.type","Humulus","Plantago","Secale.type","Triticum.type","Acer.saccharinum","Acer.saccharum","Fraxinus.pennsylvanica","Allium","Amorpha.type","Populus.tremuloides.type","Ostrya.Carpinus","Alnus.undiff.","Celtis","Apiaceae","Campanula.rotundifolia.type","Morus","Dalea.purpurea.type","Pinaceae..vesiculate..undiff.","Juglans.cinerea","Vitis","Prunus.type","Ranunculaceae.undiff.","Amelanchier.type","Dalea.candida","Lycopus.type","Thalictrum","Platanus","Ranunculus.pensylvanicus.type","Galium","Ephedra.viridis.type","Polygonum.aviculare.type","Caryophyllaceae","Elaeagnus","Fagus","Euphorbia","Asteraceae.subf..Cichorioideae","Cannabaceae.undiff.","Liliaceae","Sphaeralcea","Ephedra.trifurca.type","Gaura","Gentiana.andrewsii.type","Epilobium","Juglans.nigra","Shepherdia.canadensis","Rhus","Polygonum.amphibium"
1744,5888,466,0,0,2,0,45,190.5,2,48,0,0,0,16,0,77,1,0,0,1.5,0,45,0,0,5,0,0,0,3,0,15,1,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,6063,495.5,0.5,0,0,2,48,210,6,37,0,2,1,30,0,59,3,0,5,2,9,36,2,0,1,1,2,0,1,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,6226,417.5,0,1,3,2,23.5,127.5,2,51,0,1,0,29,0,82,2,0,0,0,1,55.5,0,0,3,0,1,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1789,6354,590,1,0,5,5,19,244,2,59,0,0,6,30,0,90,1,0,2,3.5,35,36.5,3,0,11,1,2,0,4,1,14,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,6545,405,0,1,3,0,27,131,4,65,0,0,0,27,0,74,0,0,0,0,0,50,0,0,4,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1824,6718,741,0,0,2,5,42,264,2,99,2,0,2,43,0,147,1,0,4,2,14.5,52.5,0,0,5,0,4,0,4,1,21,2,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1840,6910,493.5,1,0,4,1,83,151,1,64,1,0,0,18,0,67,1,0,0,0,0,47.5,0,0,3,0,1,0,4,0,21,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,2,0,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1856,7130,469,1,1,3,0,39,120,0,79,0,0,4,49,1,68,2,0,3,3,17,25,0,0,10,0,1,0,2,0,9,1,3,1,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,7385,438.5,0,0,1,5,52,160,1,93,0,0,0,25,0,31,0,0,0,0,1,43.5,0,0,1,0,2,0,5,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,7681,438.5,0,0,1,2,36,146,2,49,0,0,0,44,1,52,10,0,4,1,7,22.5,8,0,5,3,0,0,1,0,27,1,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1904,8024,421.5,0,1,6,0,32,157.5,4,43,0,0,0,28,0,77,1,0,0,1.5,1,34.5,0,0,2,0,7,0,2,0,10,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,8416,525.5,0,0,1,1,54,219,1,65,1,0,3,44,0,53,1,0,8,0.5,6,19,5,2,2,0,1,0,3,1,16,2,5,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,8849,477,0,3,3,0,80,135,1,53,0,0,0,36,0,75,2,0,0,0,1,40,0,2,5,1,4,0,4,0,12,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1952,9286,541.5,0,0,0,1,117,178,0,61,0,0,5,43,0,62,1,0,0,3,7.5,28,5,1,5,0,5,0,2,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1960,9493,437.5,0,4,3,1,56,138,3,45,0,1,1,23,0,90,1,0,0,0,1,32.5,0,0,5,2,9,0,1,0,10,3,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,9687,590.5,0,0,0,1,62,218,4,68,0,0,6,34,0,106,0,0,5,1,9,29,6,0,3,0,8,0,2,0,10,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0.5,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1976,9862,429,1,1,1,1,21,211,5,49,0,1,0,18,0,59,0,0,0,1.5,2,26.5,0,1,2,1,8,0,5,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,10014,526,0,0,0,0,66,215,3,37,1,0,9,21,0,95,0,0,0,3.5,8,12.5,2,0,5,1,11,0,3,1,13,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2004,10315,586,0,2,1,0,50,218,0,34,2,0,6,54,2,104,1,0,0,4.5,14,28,0,0,9,1,12,0,2,0,7,7,5,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,0,1,0,0,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,10367,555.5,0,0,0,1,17,182,5,25,4,0,8,61,0,139,0,0,1,3.5,12.5,21,2,0,11,0,16,0,2,3,8,14,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,2,0.5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,10417,818.5,0.5,1,1,0,91,315,6,36,3,0,9,61,1,160,0,0,0,6,12.5,23,4,1,12,0,16,0,1,6,9,19,0,5,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2016,10467,791,0,1,5,0,35,246,3,51,4,1,9,84,0,166,0,0,0,15.5,12,27.5,0,1,19,0,22,0,7,4,11,23,8,5,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,1,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,10515,541.5,2,1,4,0,30,117,12,39,8,0,9,53,1,127,1,0,0,2.5,7,28,4,1,15,0,18,0,3,6,5,15,3,1,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,1,1,0,0,6,5,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
2028,10610,397,1,0,1,0,16,92,3,12,2,0,10,29,0,143,0,0,0,14.5,3,23,9,1,2,1,10,0,1,3,5,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,NA,358,0,0,1,0,13,47,1,9,0,0,0,88,0,116,0,0,0,39,0,22,0,0,1,1,1,0,0,2,4,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
