"sample.depths","sample.ages","upland.sum","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Alnus.incana","Alnus.viridis.type","Betula","Carya","Celtis","Cephalanthus","Cornus.sericea.type","Corylus","Cupressaceae","Ephedra.trifurca.type","Ephedra.viridis.type","Ericaceae","Fagus.grandifolia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Liquidambar.styraciflua","Morus","Ostrya.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Quercus","Rhus","Rubus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Ulmus","Vitis","Allium","Ambrosia.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Campanula","Caryophyllaceae","Amaranthaceae","Dalea.purpurea","Euphorbia","Fagopyrum","Galium","Humulus.lupulus","Impatiens","Iva.annua.type","Iva.xanthifolia.type","Lamiaceae.undiff.","Liliaceae","Lycopus.type","Phlox","Pilea.type","Poaceae","Polemonium","Polygonum.amphibium","Polygonum.aviculare.type","Polygonum.lapathifolium.type","Polygonum.undiff.","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum","Urtica","Xanthium","Cyperaceae","Engelhardtia"
1315,13845,331,2,0,1,10,1,9,0,1,1,0,0,0,9,3,0,0,0,0,148,0,0,0,0,0,0,3,0,0,8,21,0,0,0,6,2,4,0,24,0,0,7,0,0,0,0,12,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,3,0,0,28,0
1320,13974,365,0,0,0,2,0,15,0,6,0,2,0,0,8,2,0,0,0,0,164,2,0,0,0,0,0,1,0,0,19,30,0,0,2,3,0,8,0,33,0,0,4,0,0,0,0,4,0,0,4,0,0,0,5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,3,0,0,24,0
1325,14102,341,0,0,0,0,0,7,1,13,4,0,0,0,22,1,0,0,0,1,92,3,0,0,0,0,0,0,0,0,17,28,0,0,2,0,2,0,0,68,0,0,14,0,0,0,0,4,1,0,8,0,0,0,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,3,0,0,32,0
1327,14153,376,3,3,0,12,1,9,0,6,1,3,0,0,12,0,0,0,0,0,83,1,0,0,3,0,0,3,0,0,29,46,0,0,1,4,2,1,0,66,0,0,4,0,0,0,0,11,1,0,11,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,28,0
1330,14230,434,5,3,0,8,1,12,0,7,4,7,0,0,11,2,0,0,0,0,117,1,0,0,1,0,0,8,0,0,39,58,0,0,2,1,4,9,0,53,0,0,10,0,0,0,0,16,0,0,11,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,14,0
1335,14358,311,17,2,0,5,1,4,0,10,1,2,0,0,4,0,0,0,0,0,57,1,0,0,0,0,0,8,0,0,12,96,0,0,3,3,6,0,0,18,0,0,4,0,0,0,0,9,0,0,8,0,0,1,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,2,0,0,11,0
1340,14504,374,0,0,0,0,0,14,1,10,0,0,0,0,6,4,0,0,0,3,65,1,0,0,0,1,0,0,0,0,18,84,0,0,0,1,0,0,0,60,0,0,17,0,0,0,0,4,0,0,14,0,0,0,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,6,0,0,24,0
1345,14650,378,12,1,0,5,2,10,0,5,1,0,0,0,1,0,0,0,0,0,36,0,0,0,1,0,0,23,0,1,4,214,0,0,2,1,2,0,0,28,0,0,1,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,8,0
1350,14796,357,9,0,0,0,1,13,0,2,1,1,0,0,4,2,0,0,0,0,36,1,0,0,0,0,0,13,0,0,7,198,0,0,1,0,1,1,0,24,0,0,3,0,0,0,0,0,1,1,2,0,1,0,9,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,9,0
1355,14943,303,2,0,0,0,1,27,0,4,2,0,0,0,1,2,0,0,0,0,24,1,0,0,0,1,1,0,0,0,9,142,0,0,20,0,0,0,0,36,0,0,1,0,0,0,0,2,0,0,4,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1360,15089,335,4,1,0,1,0,9,0,8,0,0,0,0,6,2,0,0,0,0,26,0,0,0,0,0,0,8,0,0,3,190,0,0,1,2,0,1,0,24,0,0,4,0,0,0,0,1,0,0,1,0,0,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,18,0
1365,15235,435,25,1,0,1,2,12,0,8,0,0,0,0,1,1,0,0,0,0,31,1,0,0,0,0,0,9,0,0,4,238,0,0,2,5,2,5,0,27,0,0,2,0,0,0,0,8,0,0,2,0,0,0,10,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,19,0
1370,15381,349,1,0,0,0,1,6,1,0,0,0,0,1,0,1,0,0,0,1,18,2,0,0,0,0,0,0,0,0,3,200,0,0,6,1,0,0,0,43,0,0,6,0,0,0,0,5,0,0,13,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,14,0
1375,15528,327,0,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,235,0,0,6,0,0,0,0,26,0,0,7,0,0,0,0,3,0,0,7,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1380,15674,359,2,0,0,0,0,6,3,6,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,7,216,0,0,0,0,0,0,0,17,0,0,9,1,0,0,0,2,0,0,6,1,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0
1385,15820,340,5,0,0,0,0,9,1,4,1,0,0,0,0,3,0,0,0,1,22,0,0,0,0,0,0,0,0,0,4,204,0,0,8,0,0,0,0,26,0,0,2,0,0,0,0,6,0,0,5,0,0,1,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,17,0
1390,15966,333,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,246,0,0,6,1,0,0,0,16,0,0,0,0,0,0,0,3,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1395,16057,348,0,0,0,0,0,8,0,3,0,0,0,0,1,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,8,243,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,6,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1400,16134,396,0,0,0,0,0,11,1,8,0,0,0,1,1,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,3,237,0,0,1,1,2,0,0,36,0,0,5,0,0,0,0,1,0,0,8,1,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,1,3,0,0,20,0
1405,16211,351,2,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,257,0,0,12,0,0,0,0,15,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,16,0
1410,16287,321,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,249,0,0,2,0,1,0,0,12,0,0,0,0,0,0,0,3,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,16,0
1415,16364,299,2,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,232,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
1420,16441,314,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,250,0,0,7,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1425,16518,319,0,0,0,0,0,10,0,7,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,221,0,0,2,0,0,0,0,17,0,0,2,1,0,0,0,1,0,0,12,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,13,0
1430,16595,345,0,0,0,0,0,6,1,2,1,0,0,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,1,0,0,30,0,0,2,0,0,0,0,0,0,0,4,1,0,0,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,25,0
1435,16672,307,1,0,0,0,0,4,0,6,0,0,0,0,2,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,152,0,0,30,0,1,0,0,27,0,0,2,1,0,0,0,1,0,0,11,0,0,0,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,0
1440,16748,348,0,0,0,0,0,4,0,2,0,0,0,2,3,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,262,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,3,0,0,1,13,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19,0
1445,16825,327,0,0,0,1,0,9,2,5,0,0,0,1,0,3,0,0,0,0,17,1,0,0,0,0,0,0,0,0,3,187,0,0,5,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,28,0
1450,16902,315,3,0,0,0,0,9,0,1,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,210,0,0,19,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0
1455,16979,299,2,0,0,0,0,8,0,2,1,1,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,4,148,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,14,0,0,1,22,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,37,0
1465,17133,333,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,253,0,0,2,1,0,0,0,15,0,0,1,1,0,0,0,0,0,0,4,0,0,0,10,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0
1470,NA,424,2,0,0,4,0,4,0,2,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,13,0,0,1,322,0,0,6,0,0,1,0,4,0,0,3,0,0,0,0,2,0,0,5,0,0,1,20,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,15,0
1475,NA,329,3,0,0,1,0,7,0,1,0,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,246,1,0,2,0,0,1,0,8,0,0,2,0,0,0,0,0,0,1,2,0,0,0,14,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1480,NA,382,0,0,0,0,0,13,2,6,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,247,0,0,6,0,2,0,0,11,0,0,3,0,0,0,0,1,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,36,0
1485,NA,320,2,0,0,0,0,6,0,2,1,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,5,0,0,1,236,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,16,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,11,0
1490,NA,356,8,0,0,2,0,2,0,0,1,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,16,0,0,0,254,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0,1,1,0,6,0,0,1,19,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,8,0
1495,NA,350,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,248,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,7,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,33,0
1500,NA,356,10,0,0,1,0,2,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,10,0,0,2,273,0,0,6,2,0,1,0,8,0,0,2,0,0,0,0,2,0,0,7,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0
1505,NA,436,9,1,0,1,0,13,0,2,0,0,0,0,4,2,0,0,0,0,2,0,0,0,1,0,0,9,0,0,1,310,0,0,10,0,1,0,0,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,18,0
1510,NA,316,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,237,0,0,9,0,1,0,0,7,0,0,1,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40,0
1515,NA,360,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,273,1,0,8,0,1,0,0,6,0,0,3,0,0,1,0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,25,1
1520,NA,387,2,0,0,1,3,2,0,0,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,2,201,1,0,21,0,4,3,0,11,0,0,4,0,0,0,0,0,1,0,7,0,0,0,16,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,58,0
1525,NA,305,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,227,0,0,14,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,30,0
1530,NA,322,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,241,0,0,11,0,0,1,0,8,0,0,0,0,0,1,0,2,1,0,2,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,0,15,0
1535,NA,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,0,0,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0
1540,NA,324,7,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,242,0,0,18,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,23,0
1560,NA,351,5,0,0,3,0,2,0,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,231,0,0,22,0,1,1,0,5,0,0,6,0,0,0,0,0,0,0,5,0,0,0,9,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,24,0
1580,NA,390,6,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,282,1,0,32,0,0,0,0,3,1,0,3,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0
1600,NA,352,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,0,1,1,268,0,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,34,0
1620,NA,311,4,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189,2,0,22,0,2,2,0,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,10,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,34,0
1640,NA,318,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,199,8,0,54,0,2,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1660,NA,332,10,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,3,0,0,1,198,1,0,38,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,8,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,35,0
