"sample.depths","sample.ages","Acer.negundo","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Tilia","Ulmus","Apiaceae","Alnus","Ambrosia","Juniperus.Thuja","Populus","Poaceae","Brassicaceae","Dalea.candida","Iva.xanthifolia","Abies.balsamea","Acer.saccharum","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Fraxinus.pennsylvanica","Humulus.lupulus","Pinus.strobus.type","Parthenocissus","Asteraceae.subf..Asteroideae.undiff.","Juglans","Polygonum","Carya","Caryophyllaceae","Sarcobatus.vermiculatus","Plantago","Larix.laricina","Vitis","Galium","Ephedra","Iva.annua","Acer.rubrum","Celtis","Liliaceae","Amorpha","Rosaceae","Ericaceae","Xanthium","Hydrophyllum.virginianum","Ranunculaceae.undiff.","Dalea.purpurea","Impatiens","Platanus","Lythrum.alatum","Viburnum.lentago","Lamiaceae","Arceuthobium","Shepherdia.argentea","Shepherdia.canadensis"
660,6145,0.00252525252525253,0.0681818181818182,0.00757575757575758,0.0227272727272727,0.0101010101010101,0.128787878787879,0,0.0101010101010101,0.00505050505050505,0.053030303030303,0.383838383838384,0,0.00252525252525253,0,0,0.00505050505050505,0,0.0126262626262626,0.0732323232323232,0,0,0.133838383838384,0,0,0,0,0,0.00757575757575758,0.00757575757575758,0.00757575757575758,0,0.00252525252525253,0,0.0404040404040404,0,0,0,0,0.00252525252525253,0,0,0,0,0,0.00505050505050505,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0.00252525252525253,0,0,0.00252525252525253,0,0,0
685,6450,0,0.0681818181818182,0.0303030303030303,0.0202020202020202,0.00505050505050505,0.123737373737374,0,0.00757575757575758,0.00252525252525253,0.0454545454545455,0.401515151515151,0,0.00505050505050505,0,0,0.0202020202020202,0,0.0202020202020202,0.0631313131313131,0.00252525252525253,0,0.146464646464646,0,0,0,0,0,0.0126262626262626,0,0,0,0.00252525252525253,0,0.00252525252525253,0,0,0,0,0.00505050505050505,0,0,0,0,0,0.00505050505050505,0,0,0,0.00505050505050505,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0.00252525252525253,0,0
710,6755,0,0.126721763085399,0.0165289256198347,0.00826446280991736,0,0.107438016528926,0,0.0110192837465565,0.00550964187327824,0.071625344352617,0.206611570247934,0,0.0303030303030303,0,0,0.0165289256198347,0,0.0137741046831956,0.0633608815426997,0.0110192837465565,0.00550964187327824,0.228650137741047,0,0,0.00275482093663912,0,0.00275482093663912,0.0110192837465565,0.00550964187327824,0.00275482093663912,0,0.00275482093663912,0,0.0303030303030303,0,0.00275482093663912,0,0,0,0,0,0.00275482093663912,0,0,0.00275482093663912,0,0,0,0.00550964187327824,0,0,0,0,0,0.00550964187327824,0,0,0,0,0,0,0,0
735,7060,0,0.121359223300971,0.0121359223300971,0.029126213592233,0.00485436893203883,0.201456310679612,0.00242718446601942,0.00242718446601942,0.00485436893203883,0.0631067961165049,0.148058252427184,0,0.00485436893203883,0,0,0.00242718446601942,0,0.00728155339805825,0.0679611650485437,0.00485436893203883,0.00728155339805825,0.286407766990291,0,0.00485436893203883,0,0,0,0,0,0.00242718446601942,0,0,0,0.0194174757281553,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,7243,0,0.116915422885572,0.0149253731343284,0.0497512437810945,0.0099502487562189,0.310945273631841,0,0,0,0.0796019900497512,0.251243781094527,0,0.00746268656716418,0.00248756218905473,0,0.0248756218905473,0,0.0124378109452736,0.0472636815920398,0,0.0099502487562189,0.0199004975124378,0,0,0,0,0,0.00497512437810945,0,0.00746268656716418,0,0.00497512437810945,0,0.0223880597014925,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,7426,0,0.114713216957606,0.0174563591022444,0.0523690773067332,0.0124688279301746,0.127182044887781,0,0.00997506234413965,0.00748129675810474,0.0698254364089776,0.231920199501247,0,0.00748129675810474,0,0,0.00748129675810474,0,0.00748129675810474,0.0922693266832918,0.00249376558603491,0,0.197007481296758,0,0,0,0,0.00498753117206983,0,0.00748129675810474,0.00498753117206983,0,0,0,0.0174563591022444,0,0,0,0,0,0,0,0,0,0.00249376558603491,0.00249376558603491,0,0,0,0,0,0,0,0,0,0.00249376558603491,0,0,0,0,0,0,0,0
785,7670,0,0.124338624338624,0.0211640211640212,0.0476190476190476,0.00529100529100529,0.108465608465608,0,0.00264550264550265,0.00264550264550265,0.0714285714285714,0.224867724867725,0,0.00264550264550265,0,0,0.0185185185185185,0,0.00793650793650794,0.134920634920635,0.00529100529100529,0.00264550264550265,0.193121693121693,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,7853,0.00229885057471264,0.064367816091954,0.00919540229885057,0.0298850574712644,0.00689655172413793,0.151724137931034,0,0,0.00229885057471264,0.0275862068965517,0.319540229885057,0,0.00689655172413793,0,0,0.00689655172413793,0,0.0160919540229885,0.174712643678161,0.00229885057471264,0.00919540229885057,0.0919540229885057,0,0.00229885057471264,0,0,0,0,0,0.0298850574712644,0,0.00229885057471264,0,0.00919540229885057,0,0,0.00229885057471264,0,0,0,0,0,0,0,0.0298850574712644,0,0,0,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,8280,0,0.0720164609053498,0.00411522633744856,0.0637860082304527,0.00411522633744856,0.0679012345679012,0,0.00205761316872428,0.00617283950617284,0.0432098765432099,0.248971193415638,0,0.00617283950617284,0,0,0.00617283950617284,0.00205761316872428,0,0.333333333333333,0,0.00617283950617284,0.0761316872427984,0,0.00617283950617284,0,0.00205761316872428,0,0.00823045267489712,0,0.00617283950617284,0,0,0,0.0102880658436214,0,0,0,0,0,0,0,0,0,0.00205761316872428,0.01440329218107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823045267489712,0
855,8524,0,0.155124653739612,0.0221606648199446,0.0526315789473684,0.0110803324099723,0.0637119113573407,0.00277008310249307,0.0166204986149584,0.0138504155124654,0.0914127423822715,0.199445983379501,0,0.0304709141274238,0,0,0.00277008310249307,0,0.0110803324099723,0.124653739612188,0,0.00554016620498615,0.127423822714681,0,0,0.00277008310249307,0.00277008310249307,0,0.0110803324099723,0.00277008310249307,0.00554016620498615,0,0.00554016620498615,0,0.0221606648199446,0,0,0,0,0,0,0,0,0,0,0.00831024930747922,0,0,0,0.00554016620498615,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0
885,8890,0,0.115281501340483,0.0214477211796247,0.0402144772117962,0.0214477211796247,0.101876675603217,0.00268096514745308,0,0.0294906166219839,0.0536193029490617,0.300268096514745,0,0.0241286863270777,0,0,0.00804289544235925,0,0.0107238605898123,0.0455764075067024,0,0.0107238605898123,0.160857908847185,0,0,0,0,0,0.0214477211796247,0,0.00536193029490617,0,0.00268096514745308,0,0.0160857908847185,0,0,0,0,0.00536193029490617,0,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,9195,0.00245098039215686,0.090686274509804,0.0245098039215686,0.0245098039215686,0.0220588235294118,0.090686274509804,0,0.00980392156862745,0.0245098039215686,0.139705882352941,0.240196078431373,0,0.00735294117647059,0,0,0.017156862745098,0.00245098039215686,0.0147058823529412,0.0294117647058824,0.0122549019607843,0.00735294117647059,0.205882352941176,0,0,0,0,0,0.0147058823529412,0,0.00490196078431373,0,0,0,0.00735294117647059,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0
935,9500,0,0.105113636363636,0.0625,0.0397727272727273,0.0198863636363636,0.0653409090909091,0.00284090909090909,0.0113636363636364,0.03125,0.105113636363636,0.142045454545455,0,0.0170454545454545,0.00284090909090909,0,0.0113636363636364,0,0.03125,0.0823863636363636,0.0113636363636364,0.0227272727272727,0.170454545454545,0,0.00284090909090909,0,0,0.00284090909090909,0.0113636363636364,0.0113636363636364,0,0.00284090909090909,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0
960,9805,0,0.0879765395894428,0.090909090909091,0.0263929618768328,0.00293255131964809,0.0879765395894428,0,0,0.0381231671554252,0.214076246334311,0.090909090909091,0,0.0117302052785924,0,0,0.00293255131964809,0,0.00879765395894428,0.0351906158357771,0.00879765395894428,0.0381231671554252,0.167155425219941,0,0,0,0,0.00293255131964809,0.0293255131964809,0.00293255131964809,0,0.0263929618768328,0.00293255131964809,0,0.0146627565982405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0.00586510263929619,0
985,10111,0,0.0894308943089431,0.065040650406504,0.043360433604336,0.024390243902439,0.149051490514905,0,0,0.018970189701897,0.200542005420054,0.073170731707317,0,0.02710027100271,0,0,0.013550135501355,0,0.013550135501355,0.043360433604336,0.00542005420054201,0.024390243902439,0.10840108401084,0,0,0.002710027100271,0,0,0.062330623306233,0.008130081300813,0.002710027100271,0,0.002710027100271,0,0.00542005420054201,0,0,0,0,0,0,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0.002710027100271,0,0,0,0,0.00542005420054201,0
1010,10416,0,0.0405405405405405,0.0608108108108108,0.0405405405405405,0.0112612612612613,0.0968468468468468,0,0.0135135135135135,0.0225225225225225,0.295045045045045,0.0427927927927928,0,0.0135135135135135,0.00225225225225225,0,0.0495495495495495,0,0.018018018018018,0.0405405405405405,0.009009009009009,0.0472972972972973,0.0968468468468468,0,0,0,0,0.00225225225225225,0.072072072072072,0.00225225225225225,0,0,0,0,0.00225225225225225,0.00225225225225225,0,0,0,0.00225225225225225,0,0.00225225225225225,0.0045045045045045,0,0,0,0,0,0,0.00225225225225225,0,0,0,0,0,0,0,0,0,0,0,0,0.00675675675675676,0
1045,10843,0,0.0512129380053908,0.0700808625336927,0.0161725067385445,0.0161725067385445,0.0943396226415094,0,0.0188679245283019,0.0242587601078167,0.258760107816712,0.0404312668463612,0,0.0296495956873315,0.00269541778975741,0,0.0350404312668464,0,0.0134770889487871,0.0161725067385445,0.00808625336927224,0.0431266846361186,0.115902964959569,0,0,0.00269541778975741,0,0.00269541778975741,0.105121293800539,0.0107816711590297,0.00269541778975741,0,0.00269541778975741,0,0.00539083557951483,0,0,0.00539083557951483,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539083557951483,0
1060,NA,0.0135135135135135,0.0225225225225225,0.304054054054054,0.0045045045045045,0.0247747747747748,0.036036036036036,0,0.0135135135135135,0.144144144144144,0.0968468468468468,0.0495495495495495,0,0.0112612612612613,0.00225225225225225,0,0.0337837837837838,0,0.00675675675675676,0.0045045045045045,0.009009009009009,0.0878378378378378,0.027027027027027,0,0,0,0,0,0.0518018018018018,0.0247747747747748,0.00225225225225225,0,0,0,0.00225225225225225,0,0,0.00225225225225225,0,0.00225225225225225,0,0.018018018018018,0,0,0,0,0,0,0,0,0.00225225225225225,0,0,0,0,0,0,0,0,0,0,0,0,0.00225225225225225
1085,NA,0.00485436893203883,0.0169902912621359,0.20631067961165,0.00728155339805825,0.0436893203883495,0.0679611650485437,0,0.0242718446601942,0.172330097087379,0.0655339805825243,0.0266990291262136,0,0.0169902912621359,0,0,0.0315533980582524,0,0.00728155339805825,0.00242718446601942,0.0194174757281553,0.0995145631067961,0.0364077669902913,0,0,0,0,0,0.058252427184466,0.0388349514563107,0.00242718446601942,0,0,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0.0436893203883495,0,0,0,0,0,0,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0
1090,NA,0,0.0181347150259067,0.0621761658031088,0.0077720207253886,0.00259067357512953,0.0569948186528497,0,0,0.406735751295337,0.0336787564766839,0.0414507772020725,0,0.0155440414507772,0,0,0.0466321243523316,0,0.0181347150259067,0.0103626943005181,0.0284974093264249,0.145077720207254,0.0259067357512953,0,0,0,0,0,0.00259067357512953,0.0310880829015544,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0.0440414507772021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,NA,0,0.046189376443418,0.0508083140877598,0,0.0046189376443418,0.0646651270207852,0,0.0069284064665127,0.600461893764434,0.0069284064665127,0.0092378752886836,0,0.0092378752886836,0,0,0.0115473441108545,0,0.0138568129330254,0.0023094688221709,0.0046189376443418,0.0438799076212471,0.0369515011547344,0,0,0,0,0,0.0046189376443418,0.0069284064665127,0,0,0,0,0.0046189376443418,0,0,0,0,0,0,0.0577367205542725,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115473441108545
