"sample.depths","sample.ages","Abies","Betula","Cyperaceae","Ericaceae","Picea","Salix","Sanguisorba","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Apiaceae","Alnus","Myrica","Pinus","Poaceae","Caryophyllaceae","Corylus","Cupressaceae","Quercus","Rumex","Shepherdia.canadensis","Ambrosia","Rosaceae.undiff.","Amaranthaceae","Plantago","Urtica","Asteraceae.subf..Cichorioideae","Onagraceae","Populus","Artemisia","Larix","Tsuga","Acer.rubrum","Ostrya.Carpinus","Fraxinus.americana","Iva.annua","Ulmus","Fraxinus.nigra","Acer.saccharum","Brassicaceae","Fagus"
65,2139,0.0379061371841155,0.0974729241877256,0.115523465703971,0.00902527075812274,0.157039711191336,0,0.249097472924188,0.0288808664259928,0.00902527075812274,0.00902527075812274,0.0541516245487365,0.0180505415162455,0.0108303249097473,0.175090252707581,0.00180505415162455,0,0,0.00180505415162455,0.00180505415162455,0,0,0.0180505415162455,0.00180505415162455,0,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0.00180505415162455,0,0
66,2168,0.0197889182058048,0.0659630606860158,0.0514511873350923,0.00923482849604222,0.151715039577836,0,0.486807387862797,0.0277044854881266,0.0131926121372032,0.0158311345646438,0.0356200527704486,0.00527704485488127,0.0184696569920844,0.0593667546174142,0.00527704485488127,0,0,0,0.0171503957783641,0,0,0.0105540897097625,0.00659630606860158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2198,0.0235457063711911,0.0595567867036011,0.0401662049861496,0.00277008310249307,0.1398891966759,0,0.538781163434903,0.0429362880886427,0.0166204986149584,0.0193905817174515,0.0332409972299169,0.00415512465373961,0.0110803324099723,0.0457063711911357,0,0,0.00138504155124654,0,0.00692520775623269,0,0.00138504155124654,0.00138504155124654,0.00277008310249307,0,0,0,0.00554016620498615,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0
68,2227,0.0169934640522876,0.061437908496732,0.0379084967320261,0.00261437908496732,0.129411764705882,0,0.545098039215686,0.0261437908496732,0.0300653594771242,0.0196078431372549,0.0496732026143791,0.00261437908496732,0.0274509803921569,0.0431372549019608,0.00261437908496732,0,0,0,0.00130718954248366,0,0,0,0.00261437908496732,0,0,0,0.00130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2257,0.0113636363636364,0.0656565656565657,0.0353535353535354,0.00126262626262626,0.11489898989899,0,0.558080808080808,0.0429292929292929,0.0366161616161616,0.023989898989899,0.0467171717171717,0.00505050505050505,0.0138888888888889,0.0252525252525253,0,0,0,0,0.00378787878787879,0,0,0.00757575757575758,0.00505050505050505,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0
70,2286,0.0118483412322275,0.0521327014218009,0.023696682464455,0.00355450236966825,0.110189573459716,0,0.604265402843602,0.0343601895734597,0.028436018957346,0.0130331753554502,0.0390995260663507,0.004739336492891,0.0154028436018957,0.0390995260663507,0.00118483412322275,0,0,0.00118483412322275,0.00118483412322275,0,0,0.004739336492891,0.00592417061611374,0,0,0,0,0,0.00118483412322275,0,0,0,0,0,0,0,0,0,0.004739336492891,0
71,2315,0.0110294117647059,0.0563725490196078,0.0294117647058824,0.00367647058823529,0.132352941176471,0.00122549019607843,0.591911764705882,0.0232843137254902,0.0196078431372549,0.017156862745098,0.0330882352941176,0.00245098039215686,0.0220588235294118,0.0294117647058824,0.00490196078431373,0.00122549019607843,0.00122549019607843,0.00122549019607843,0.00735294117647059,0,0,0,0.00857843137254902,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2345,0.0139372822299652,0.0592334494773519,0.008130081300813,0.00348432055749129,0.104529616724739,0,0.619047619047619,0.032520325203252,0.0197444831591173,0.0278745644599303,0.0429732868757259,0.00232288037166086,0.00929152148664344,0.0394889663182346,0.00116144018583043,0,0,0.00116144018583043,0.00116144018583043,0,0,0.00580720092915215,0.00696864111498258,0,0,0.00116144018583043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2374,0.0527777777777778,0.0583333333333333,0.0180555555555556,0.00277777777777778,0.116666666666667,0,0.497222222222222,0.0388888888888889,0.0361111111111111,0.0208333333333333,0.0430555555555556,0.0152777777777778,0.0152777777777778,0.0652777777777778,0.00138888888888889,0,0,0,0.00833333333333333,0,0,0.00138888888888889,0.00694444444444444,0,0,0,0.00138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2403,0.0130081300813008,0.0382113821138211,0.0097560975609756,0.0016260162601626,0.130081300813008,0,0.65609756097561,0.0113821138211382,0.0154471544715447,0.0195121951219512,0.0235772357723577,0.0065040650406504,0.0211382113821138,0.0422764227642276,0.0008130081300813,0.0016260162601626,0,0,0.0048780487804878,0,0,0.0008130081300813,0.0016260162601626,0,0,0,0,0,0,0.0008130081300813,0.0008130081300813,0,0,0,0,0,0,0,0,0
