"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Tsuga","Ulmus","Populus","Poaceae","Acer.undiff.","Ambrosia.type","Fraxinus.nigra.type","Apiaceae","Fagus","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Ostrya.Carpinus","Rumex","Sarcobatus.vermiculatus","Myrica","Lamiaceae","Asteraceae.subf..Asteroideae.undiff.","Galium","Ericaceae","Acer.spicatum","Carya","Ranunculaceae.undiff.","Taxus","Brassicaceae","Celtis","Vitis","Cornus","Thalictrum","Tilia","Juglans.cinerea","Shepherdia.canadensis","Rosaceae","Plantago","Iva.annua.type","Herbs.undiff.","Urtica.type"
520,NA,0.0126582278481013,0,0.010126582278481,0.010126582278481,0.308860759493671,0.00759493670886076,0.00253164556962025,0.0227848101265823,0.0278481012658228,0.0151898734177215,0.222784810126582,0.177215189873418,0.010126582278481,0.00253164556962025,0.0227848101265823,0.00253164556962025,0,0.00759493670886076,0.0708860759493671,0.0177215189873418,0.00253164556962025,0.0177215189873418,0.00253164556962025,0.00506329113924051,0.00253164556962025,0,0,0.00253164556962025,0,0,0,0,0.00759493670886076,0,0,0,0.00253164556962025,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0.00253164556962025,0,0
530,NA,0.0028735632183908,0.00574712643678161,0.0258620689655172,0.014367816091954,0.456896551724138,0.00574712643678161,0.00574712643678161,0.0229885057471264,0,0.028735632183908,0.132183908045977,0.123563218390805,0.00574712643678161,0.0172413793103448,0.0201149425287356,0.00862068965517241,0,0.0114942528735632,0.0660919540229885,0.00574712643678161,0.0028735632183908,0.00862068965517241,0.0028735632183908,0,0,0.00574712643678161,0,0.0172413793103448,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NA,0.0033112582781457,0,0.0231788079470199,0.033112582781457,0.28476821192053,0.00993377483443709,0.0033112582781457,0.0198675496688742,0.0264900662251656,0.0132450331125828,0.109271523178808,0.248344370860927,0.0298013245033113,0.0033112582781457,0.0264900662251656,0.0397350993377483,0,0.00993377483443709,0.033112582781457,0.0198675496688742,0,0.0198675496688742,0.00993377483443709,0,0,0,0,0.0132450331125828,0,0,0,0,0.0165562913907285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0
550,NA,0.00309597523219814,0.0123839009287926,0.0154798761609907,0.0588235294117647,0.247678018575851,0.0185758513931889,0.00309597523219814,0.0309597523219814,0.0309597523219814,0.00928792569659443,0.151702786377709,0.247678018575851,0.0247678018575851,0,0.021671826625387,0.021671826625387,0,0.00928792569659443,0.0247678018575851,0.0247678018575851,0,0.00619195046439629,0,0,0,0,0,0.00309597523219814,0,0,0,0,0.0309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0
560,NA,0.00293255131964809,0,0.0293255131964809,0.0351906158357771,0.249266862170088,0.0117302052785924,0.00293255131964809,0.0146627565982405,0.0175953079178886,0.00879765395894428,0.158357771260997,0.293255131964809,0.0205278592375367,0,0.0117302052785924,0.0117302052785924,0,0.0175953079178886,0.0146627565982405,0.0205278592375367,0.00293255131964809,0.00879765395894428,0.0117302052785924,0,0,0,0,0.0117302052785924,0,0.00293255131964809,0.00293255131964809,0,0.0205278592375367,0,0.0117302052785924,0,0,0,0,0,0,0,0,0,0,0.00293255131964809,0.00293255131964809,0,0,0,0,0
570,NA,0,0.0161290322580645,0.032258064516129,0.0887096774193548,0.0887096774193548,0.032258064516129,0.0362903225806452,0.00806451612903226,0.0524193548387097,0.00806451612903226,0.0766129032258065,0.286290322580645,0.00403225806451613,0.00403225806451613,0.00806451612903226,0.0362903225806452,0,0.00403225806451613,0.0161290322580645,0.064516129032258,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0.116935483870968,0,0,0,0,0,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0
580,NA,0,0.00471698113207547,0.0566037735849057,0.14622641509434,0.165094339622642,0.00471698113207547,0.0235849056603774,0,0.070754716981132,0,0.0613207547169811,0.287735849056604,0,0,0.00943396226415094,0.00943396226415094,0,0,0.00471698113207547,0.0518867924528302,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0.080188679245283,0,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0
590,NA,0,0.00641025641025641,0.0192307692307692,0.0897435897435897,0.0576923076923077,0.00641025641025641,0.00320512820512821,0,0.455128205128205,0,0.0192307692307692,0.166666666666667,0.00961538461538462,0,0.00641025641025641,0.032051282051282,0,0,0,0.0544871794871795,0,0.0288461538461538,0,0,0.00320512820512821,0,0,0,0,0,0,0,0.032051282051282,0.00320512820512821,0,0,0,0,0,0,0,0,0,0.00320512820512821,0,0.00320512820512821,0,0,0,0,0,0
600,NA,0,0.00573065902578797,0.0286532951289398,0.151862464183381,0.0716332378223496,0.00859598853868195,0.00859598853868195,0,0.191977077363897,0.00573065902578797,0.0601719197707736,0.26647564469914,0.0114613180515759,0,0.00573065902578797,0.0286532951289398,0,0.00859598853868195,0.00286532951289398,0.0630372492836676,0,0.0343839541547278,0,0,0,0,0,0,0,0,0,0,0.0458452722063037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,NA,0,0.00709219858156028,0.0283687943262411,0.191489361702128,0.0851063829787234,0.0106382978723404,0.00709219858156028,0,0.0460992907801418,0.00354609929078014,0.138297872340426,0.230496453900709,0.00354609929078014,0,0.00354609929078014,0.0106382978723404,0,0.0106382978723404,0.00709219858156028,0.0780141843971631,0.00354609929078014,0.0283687943262411,0,0,0,0,0,0,0,0,0,0,0.0851063829787234,0,0.0141843971631206,0,0.00354609929078014,0,0,0,0,0,0,0.00354609929078014,0,0,0,0,0,0,0,0
620,NA,0.0050251256281407,0.0050251256281407,0.0477386934673367,0.0628140703517588,0.123115577889447,0.0150753768844221,0.0125628140703518,0.0050251256281407,0.0678391959798995,0.00251256281407035,0.160804020100503,0.281407035175879,0.00251256281407035,0.00251256281407035,0.0050251256281407,0.0150753768844221,0,0.00251256281407035,0.0100502512562814,0.0552763819095477,0.00251256281407035,0.0175879396984925,0,0,0,0.00251256281407035,0,0.0100502512562814,0,0.00251256281407035,0,0,0.0628140703517588,0,0.0201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,NA,0.00544464609800363,0.00544464609800363,0.0199637023593466,0.0998185117967332,0.0816696914700544,0.00907441016333938,0.00907441016333938,0.00181488203266788,0.0508166969147005,0.00362976406533575,0.17059891107078,0.303085299455535,0.00907441016333938,0,0.0072595281306715,0.00907441016333938,0,0.00181488203266788,0.00544464609800363,0.074410163339383,0,0.0326678765880218,0,0,0,0,0,0.0072595281306715,0,0.00362976406533575,0,0,0.0653357531760436,0,0.014519056261343,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362976406533575,0.00362976406533575
