"sample.depths","sample.ages","Abies","Acer.undiff.","Ambrosia.type","Betula","Carya","Castanea","Cephalanthus","Corylus","Cupressaceae","Cyperaceae","Fagus","Gentianaceae","Ilex","Juglans.cinerea","Picea","Pinus.undiff.","Platanus","Quercus","Rhamnaceae.Vitaceae.undiff.","Rhus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Rosaceae.undiff.","Myrica","Populus","Viburnum","Poaceae","Plantago","Ranunculus","Artemisia","Caryophyllaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Nyssa","Pinus.subg..Pinus","Pinus.subg..Strobus","Polygonum","Acer.saccharum.type","Acer.rubrum","Ericaceae","Galium","Ostrya.Carpinus","Apiaceae","Brassicaceae","Solanaceae","Morus","Lamiaceae","Salix","Thalictrum","Cannabaceae","Acer.saccharinum.type","Tilia","Prunus.Sorbus","Liquidambar","Amaranthaceae","Parthenocissus","Sambucus","Juglans.nigra","Parnassia","Cornus","Iva.annua.type","Fabaceae","Polygonaceae.undiff.","Acer.negundo","Iva.xanthifolia.type","Campanulaceae","Larix","Celtis","Saxifraga.type","Primulaceae","Ranunculaceae.undiff."
480,6548,0,0.0134874759152216,0.00385356454720617,0.0366088631984586,0.00385356454720617,0,0.0211946050096339,0,0,0.00385356454720617,0.0443159922928709,0,0.0269749518304432,0,0,0.0558766859344894,0.0115606936416185,0.470134874759152,0,0,0,0.0289017341040462,0.00192678227360308,0.0134874759152216,0.23121387283237,0,0,0.00192678227360308,0,0.00578034682080925,0,0.00192678227360308,0,0,0,0,0.00385356454720617,0,0,0,0.00770712909441233,0.00578034682080925,0,0,0,0,0,0.00192678227360308,0,0,0,0,0,0,0.00385356454720617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,7202,0,0,0,0.050314465408805,0.0125786163522013,0,0.00628930817610063,0.00628930817610063,0,0.0188679245283019,0.0251572327044025,0,0.00628930817610063,0,0.0125786163522013,0.0691823899371069,0.0440251572327044,0.433962264150943,0,0,0,0.050314465408805,0.0125786163522013,0.0188679245283019,0.19496855345912,0,0,0,0,0,0,0,0.00628930817610063,0,0.00628930817610063,0,0.00628930817610063,0,0.00628930817610063,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7495,0,0.0020746887966805,0.004149377593361,0.0829875518672199,0.004149377593361,0.0020746887966805,0.016597510373444,0,0.004149377593361,0.012448132780083,0.0684647302904564,0,0.00622406639004149,0.004149377593361,0,0.0601659751037344,0.00829875518672199,0.443983402489627,0,0.00622406639004149,0,0.0497925311203319,0.00829875518672199,0.00622406639004149,0.139004149377593,0,0.004149377593361,0.004149377593361,0.004149377593361,0.00829875518672199,0,0,0,0,0,0.00622406639004149,0.00622406639004149,0,0,0,0,0.020746887966805,0,0,0.004149377593361,0,0,0,0,0,0.0020746887966805,0,0,0,0.004149377593361,0,0,0,0,0,0,0.0020746887966805,0,0,0.0020746887966805,0,0,0.0020746887966805,0,0,0,0,0,0
530,7831,0,0.0050251256281407,0.0150753768844221,0.050251256281407,0,0,0.0452261306532663,0,0,0.0050251256281407,0.0201005025125628,0,0.0201005025125628,0,0.0050251256281407,0.0954773869346734,0.0050251256281407,0.4321608040201,0,0,0,0.0351758793969849,0,0.0100502512562814,0.190954773869347,0.0050251256281407,0.0050251256281407,0,0,0.0201005025125628,0,0,0,0,0.0050251256281407,0,0,0,0,0,0.0050251256281407,0.0100502512562814,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0,0.0050251256281407,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,8201,0.00173010380622837,0.0069204152249135,0.0069204152249135,0.0501730103806228,0,0,0.0207612456747405,0.00173010380622837,0,0.00519031141868512,0.0155709342560554,0,0.013840830449827,0.00346020761245675,0.00173010380622837,0.147058823529412,0.00519031141868512,0.451557093425606,0.00173010380622837,0,0,0.0397923875432526,0.0069204152249135,0.00173010380622837,0.183391003460208,0,0,0,0,0.00346020761245675,0,0,0,0,0.00173010380622837,0.00519031141868512,0.00519031141868512,0,0,0,0,0.00865051903114187,0.00173010380622837,0,0.00346020761245675,0,0,0,0,0,0,0.00173010380622837,0,0,0.00173010380622837,0,0,0,0,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,8590,0,0,0,0.0471698113207547,0,0,0,0,0,0.0377358490566038,0,0,0,0,0.0377358490566038,0.19811320754717,0,0.339622641509434,0,0,0,0.0377358490566038,0.00943396226415094,0,0.216981132075472,0.00943396226415094,0,0.00943396226415094,0,0,0,0,0,0,0.00943396226415094,0,0.00943396226415094,0,0,0,0,0,0,0,0.0283018867924528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0
560,8986,0,0.0065359477124183,0,0.0980392156862745,0,0,0.0065359477124183,0.00871459694989107,0,0.0108932461873638,0.00435729847494553,0,0.0130718954248366,0,0.00217864923747277,0.28322440087146,0.00217864923747277,0.278867102396514,0,0,0,0.0174291938997821,0.0108932461873638,0.00871459694989107,0.172113289760349,0.00217864923747277,0.0152505446623094,0.0065359477124183,0.00217864923747277,0.0130718954248366,0,0,0.00217864923747277,0,0,0.00871459694989107,0.00217864923747277,0,0.00435729847494553,0,0.00217864923747277,0.00217864923747277,0,0,0.0065359477124183,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,9374,0.00485436893203883,0,0,0.0679611650485437,0,0,0.00485436893203883,0,0,0.00970873786407767,0,0,0.0194174757281553,0,0.0242718446601942,0.310679611650485,0.00485436893203883,0.37378640776699,0,0,0,0.0194174757281553,0.00970873786407767,0.00970873786407767,0.0922330097087379,0,0.00970873786407767,0.00970873786407767,0,0.00485436893203883,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,9740,0.00221729490022173,0,0.00665188470066519,0.0709534368070953,0,0,0.00665188470066519,0.00665188470066519,0.00221729490022173,0.0133037694013304,0.00221729490022173,0,0.0110864745011086,0,0.00665188470066519,0.328159645232816,0,0.341463414634146,0,0,0,0.0354767184035477,0.00665188470066519,0.00443458980044346,0.0864745011086474,0.00221729490022173,0.00886917960088692,0.00886917960088692,0,0.00886917960088692,0,0,0.00221729490022173,0.00221729490022173,0.00443458980044346,0.00886917960088692,0.00221729490022173,0,0,0,0,0,0.00221729490022173,0,0.0133037694013304,0,0,0,0,0,0.00443458980044346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,10072,0,0,0.00775193798449612,0.0852713178294574,0,0,0,0,0,0.0387596899224806,0,0,0.00775193798449612,0,0,0.325581395348837,0.00775193798449612,0.294573643410853,0,0,0,0.0465116279069767,0,0.00775193798449612,0.0465116279069767,0.00775193798449612,0.0155038759689922,0.00775193798449612,0,0.0232558139534884,0,0,0,0,0,0.00775193798449612,0,0.00775193798449612,0.0310077519379845,0,0.00775193798449612,0.00775193798449612,0.00775193798449612,0,0,0,0,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,10621,0,0.0229885057471264,0.00574712643678161,0.0574712643678161,0,0,0,0,0,0.0344827586206897,0.0114942528735632,0,0,0,0.00574712643678161,0.540229885057471,0,0.149425287356322,0,0,0,0.0517241379310345,0.0114942528735632,0.00574712643678161,0.028735632183908,0,0.0172413793103448,0.0114942528735632,0,0.0114942528735632,0,0,0.00574712643678161,0,0.00574712643678161,0,0,0,0,0,0.00574712643678161,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,11034,0.00385356454720617,0.00192678227360308,0,0.10597302504817,0,0,0,0,0,0.0192678227360308,0.00385356454720617,0,0.00192678227360308,0,0.00770712909441233,0.443159922928709,0.00578034682080925,0.163776493256262,0,0,0,0.0269749518304432,0.00578034682080925,0.00963391136801541,0.0289017341040462,0,0.00770712909441233,0.0115606936416185,0.00192678227360308,0.00578034682080925,0,0,0,0,0,0.00963391136801541,0,0.00963391136801541,0.092485549132948,0.00192678227360308,0.00578034682080925,0.00192678227360308,0,0,0.0173410404624277,0,0,0,0,0,0.00192678227360308,0.00192678227360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192678227360308,0,0,0,0
640,11196,0.0208333333333333,0,0,0.0677083333333333,0.00520833333333333,0.00520833333333333,0,0.0104166666666667,0.00520833333333333,0.0104166666666667,0.00520833333333333,0,0,0,0.0416666666666667,0.510416666666667,0,0.1875,0,0,0,0.00520833333333333,0.00520833333333333,0,0.03125,0,0.0104166666666667,0.00520833333333333,0,0.015625,0,0,0,0,0,0.0104166666666667,0,0,0,0,0.0104166666666667,0,0.00520833333333333,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,11336,0.0067911714770798,0.00169779286926995,0,0.118845500848896,0,0,0,0.00169779286926995,0.00169779286926995,0.0169779286926995,0,0,0,0,0.0118845500848896,0.514431239388795,0.00509337860780985,0.181663837011885,0,0,0,0.00848896434634975,0.00169779286926995,0.00509337860780985,0.033955857385399,0,0.0118845500848896,0.0152801358234295,0.0033955857385399,0.0118845500848896,0,0,0,0.0033955857385399,0,0.0067911714770798,0,0,0,0,0.00169779286926995,0.00169779286926995,0.00169779286926995,0,0.0118845500848896,0,0,0,0.00169779286926995,0,0.00509337860780985,0,0,0.0033955857385399,0,0,0,0.00169779286926995,0,0,0.00169779286926995,0,0,0.0067911714770798,0,0,0,0,0,0,0,0,0,0
670,11586,0.028169014084507,0,0.00469483568075117,0.145539906103286,0,0.00469483568075117,0,0.00938967136150235,0.00469483568075117,0.0140845070422535,0,0,0,0,0.0563380281690141,0.427230046948357,0.00469483568075117,0.0657276995305164,0,0,0,0.00469483568075117,0.00469483568075117,0.00469483568075117,0.0563380281690141,0,0.00469483568075117,0.00469483568075117,0,0.00938967136150235,0,0,0,0.00469483568075117,0.00469483568075117,0.00469483568075117,0,0.00469483568075117,0.0751173708920188,0,0,0,0,0,0.0328638497652582,0,0,0,0,0,0.0140845070422535,0,0,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,11816,0.00782778864970646,0,0,0.135029354207436,0.00195694716242661,0,0,0.00978473581213307,0,0.0176125244618395,0,0,0,0.00195694716242661,0.050880626223092,0.522504892367906,0.00195694716242661,0.0665362035225049,0,0,0,0.00782778864970646,0.00391389432485323,0,0.0939334637964775,0,0.0176125244618395,0.00587084148727984,0,0.0136986301369863,0,0,0,0,0.00391389432485323,0.00978473581213307,0,0,0,0,0,0,0.0136986301369863,0,0.00587084148727984,0,0,0,0,0,0.00195694716242661,0.00391389432485323,0.00195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,12031,0.0394736842105263,0.0043859649122807,0.0043859649122807,0.0614035087719298,0,0,0,0.0087719298245614,0,0.0219298245614035,0,0,0.0043859649122807,0,0.162280701754386,0.451754385964912,0,0.0263157894736842,0,0,0,0.0350877192982456,0.0043859649122807,0,0.100877192982456,0,0.0131578947368421,0.0131578947368421,0.0043859649122807,0.0175438596491228,0,0,0.0043859649122807,0,0,0.0043859649122807,0,0,0,0,0,0,0.0043859649122807,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,12233,0.0392156862745098,0,0,0.0705882352941176,0,0,0,0.00392156862745098,0,0.00784313725490196,0,0,0.00196078431372549,0,0.205882352941176,0.450980392156863,0,0.0215686274509804,0,0,0,0.0137254901960784,0.00980392156862745,0.00980392156862745,0.127450980392157,0,0.00196078431372549,0.00784313725490196,0,0.0117647058823529,0,0,0,0,0.00196078431372549,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196078431372549,0,0,0.00196078431372549,0,0,0,0,0,0,0,0,0.00588235294117647,0,0,0,0
750,12426,0.03125,0,0.00625,0.08125,0,0,0.00625,0.0125,0,0.0125,0,0,0,0,0.2875,0.14375,0,0.025,0,0,0,0.0125,0,0.00625,0.225,0.00625,0.0125,0.00625,0,0.01875,0,0,0,0.00625,0.00625,0,0,0.05,0.03125,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0
760,12521,0.00934579439252336,0.00186915887850467,0,0.0598130841121495,0,0.00560747663551402,0,0,0,0.0317757009345794,0,0,0,0,0.385046728971963,0.299065420560748,0,0.011214953271028,0,0,0,0.00747663551401869,0.00186915887850467,0.00186915887850467,0.130841121495327,0,0.0205607476635514,0.00560747663551402,0,0.0149532710280374,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0.00373831775700935,0,0,0,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560747663551402,0,0,0,0
770,12614,0.00714285714285714,0,0,0.107142857142857,0,0.0142857142857143,0,0,0,0.0285714285714286,0,0,0,0,0.392857142857143,0.107142857142857,0,0.0142857142857143,0,0,0,0.00714285714285714,0.00714285714285714,0,0.142857142857143,0,0.0214285714285714,0.0214285714285714,0,0.05,0,0,0,0,0,0,0,0.0142857142857143,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0.0214285714285714,0,0,0,0
790,12803,0.0459363957597173,0,0,0.0353356890459364,0,0,0,0.00176678445229682,0,0.0159010600706714,0,0,0,0,0.570671378091873,0.192579505300353,0,0.00176678445229682,0,0,0,0.00706713780918728,0.0088339222614841,0,0.0759717314487632,0.00176678445229682,0.0159010600706714,0,0,0.0106007067137809,0,0,0,0,0,0.00530035335689046,0,0,0,0,0,0,0,0,0.00176678445229682,0,0,0,0,0,0.00176678445229682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706713780918728,0,0,0,0
810,13005,0.0157894736842105,0,0,0.0368421052631579,0,0,0,0,0,0.0315789473684211,0,0,0,0,0.368421052631579,0.2,0,0.0157894736842105,0,0,0,0,0.0210526315789474,0.00526315789473684,0.068421052631579,0,0.0263157894736842,0.0105263157894737,0,0.0578947368421053,0,0,0.00526315789473684,0,0,0,0,0.0473684210526316,0.0473684210526316,0,0,0,0,0,0.0157894736842105,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0.0157894736842105,0,0,0,0
830,13249,0.0373831775700935,0,0.00186915887850467,0.0186915887850467,0,0,0,0.00934579439252336,0.00186915887850467,0.0261682242990654,0.00186915887850467,0,0,0,0.233644859813084,0.476635514018692,0,0.0168224299065421,0,0,0,0,0.00934579439252336,0,0.0542056074766355,0.00186915887850467,0.0242990654205607,0,0,0.0392523364485981,0,0,0.00560747663551402,0,0,0.00747663551401869,0,0,0,0,0.00373831775700935,0,0.00373831775700935,0,0.0186915887850467,0,0,0,0,0,0.00373831775700935,0,0,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0,0,0.00186915887850467,0,0,0,0
850,13559,0.0136986301369863,0,0,0.0342465753424658,0,0,0,0,0,0.0205479452054795,0.00684931506849315,0,0,0,0.198630136986301,0.335616438356164,0,0.0342465753424658,0,0,0,0.00684931506849315,0.00684931506849315,0,0,0.00684931506849315,0.0273972602739726,0.00684931506849315,0,0.0136986301369863,0,0,0,0,0,0.00684931506849315,0,0.23972602739726,0.0136986301369863,0,0,0,0,0,0.0205479452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684931506849315,0,0,0,0
870,13961,0.0541044776119403,0,0.00186567164179104,0.0559701492537313,0.00186567164179104,0.00373134328358209,0,0.00373134328358209,0.00373134328358209,0.0167910447761194,0.00373134328358209,0,0,0,0.270522388059701,0.341417910447761,0.00373134328358209,0.0783582089552239,0,0,0,0,0.00746268656716418,0.00186567164179104,0.0186567164179104,0,0.0354477611940298,0.0111940298507463,0,0.0261194029850746,0,0,0.00373134328358209,0,0.00746268656716418,0.00559701492537313,0,0,0,0,0.00186567164179104,0,0,0,0.0261194029850746,0,0,0,0.00186567164179104,0,0.00373134328358209,0,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0
890,14454,0.0357142857142857,0,0,0.076530612244898,0,0,0,0,0.0102040816326531,0.0357142857142857,0,0,0,0,0.336734693877551,0.13265306122449,0,0.086734693877551,0,0,0,0.00510204081632653,0.0204081632653061,0,0,0,0.0510204081632653,0.0204081632653061,0,0.0102040816326531,0,0,0.00510204081632653,0,0.00510204081632653,0.0255102040816327,0,0.0816326530612245,0.00510204081632653,0,0,0,0.00510204081632653,0,0.0408163265306122,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510204081632653,0,0,0,0
910,15008,0.0107758620689655,0,0.0021551724137931,0.0538793103448276,0.0021551724137931,0,0,0.00646551724137931,0.0021551724137931,0.0452586206896552,0.0021551724137931,0,0,0,0.441810344827586,0.0732758620689655,0,0.0538793103448276,0,0,0,0,0.0021551724137931,0.00646551724137931,0.00431034482758621,0,0.0474137931034483,0.0107758620689655,0,0.0474137931034483,0,0,0,0,0.0021551724137931,0.0258620689655172,0,0.0948275862068965,0.0021551724137931,0,0,0,0,0,0.0474137931034483,0,0,0,0,0,0.0107758620689655,0,0.00431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,15301,0.0130718954248366,0,0,0.0588235294117647,0,0,0,0,0,0.0196078431372549,0,0,0,0,0.549019607843137,0.104575163398693,0,0.0784313725490196,0,0,0,0,0.0065359477124183,0,0.0065359477124183,0,0.0522875816993464,0.0196078431372549,0,0.0326797385620915,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0,0.0065359477124183,0.0261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130718954248366,0.0065359477124183,0,0
940,15910,0,0,0,0.097378277153558,0,0,0,0.0112359550561798,0.0112359550561798,0.052434456928839,0,0,0,0,0.314606741573034,0.0374531835205993,0.00374531835205993,0.116104868913858,0,0,0,0,0.0262172284644195,0,0.00749063670411985,0,0.0411985018726592,0.0224719101123595,0,0.0411985018726592,0,0,0.00749063670411985,0,0.0112359550561798,0.0262172284644195,0,0.0299625468164794,0.00374531835205993,0.00374531835205993,0,0,0,0,0.0861423220973783,0,0.00374531835205993,0,0,0,0.0299625468164794,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374531835205993,0.00374531835205993,0,0.00374531835205993,0
949.5,16204,0.0121212121212121,0,0,0.115151515151515,0,0,0,0,0,0.0848484848484849,0,0,0,0,0.436363636363636,0.0787878787878788,0,0.0787878787878788,0,0,0,0,0.00606060606060606,0,0.00606060606060606,0,0.0303030303030303,0.00606060606060606,0,0.0242424242424242,0,0,0,0,0.0121212121212121,0.0363636363636364,0,0,0,0,0,0,0,0,0.0424242424242424,0,0,0,0,0,0.0242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606060606060606,0,0,0,0
970,NA,0,0,0.0087719298245614,0.228070175438596,0.0043859649122807,0,0,0.0043859649122807,0.0087719298245614,0.043859649122807,0,0,0,0,0.153508771929825,0.0833333333333333,0,0.0526315789473684,0,0,0,0,0.0307017543859649,0,0.0043859649122807,0.0043859649122807,0.140350877192982,0.0219298245614035,0,0.043859649122807,0,0,0.0175438596491228,0,0.0043859649122807,0.0131578947368421,0,0.0394736842105263,0,0,0,0,0.0175438596491228,0,0,0,0.0043859649122807,0,0,0,0.0570175438596491,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0.0043859649122807,0,0,0
990,NA,0,0,0,0.173469387755102,0,0.0102040816326531,0,0,0,0.214285714285714,0,0,0,0,0.0306122448979592,0.0714285714285714,0,0.0714285714285714,0,0,0.0204081632653061,0,0.0306122448979592,0,0.0102040816326531,0,0.0102040816326531,0.0204081632653061,0.0102040816326531,0.0816326530612245,0,0,0.0306122448979592,0,0,0.0204081632653061,0,0.0204081632653061,0,0,0,0,0.0204081632653061,0,0.0408163265306122,0,0,0,0,0,0.0816326530612245,0.0102040816326531,0,0,0,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102040816326531
