"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Juniperus.type","Amaranthaceae","Poaceae","Abies.balsamea","Acer.saccharum","Morus.rubra.type","Myrica.gale","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Plantaginaceae","Rhamnus.cathartica","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Salix.undiff.","Ilex.Nemopanthus.undiff.","Fraxinus.pennsylvanica.type","Acer.cf..A..pensylvanicum","Carya.ovata","Rhamnus.alnifolia.R..frangula","Ostrya.Carpinus","Picea.glauca.type","Taxus","Tilia","Corylus.cornuta","Nemopanthus.mucronatus","Juglans.cinerea","Populus.balsamifera.type","Lamiaceae","Potentilla.palustris.type","Acer.saccharinum","Prunus.pensylvanica","Rubiaceae","Viburnum.nudum","Sambucus","Thalictrum","Castanea.dentata","Campanula.type","Cornus.canadensis","Acer.pensylvanicum","Polygonum.lapathifolium.type","cf..Taxus","Impatiens","Rhamnus.Vitis.undiff.","Shepherdia.canadensis","Urtica.type","Prunus.undiff.","Fabaceae","cf..Oxyria.digyna","Saxifragaceae","Ranunculaceae.undiff.","Brassicaceae","Salix.vestita.type","Polygonum.viviparum","Salix.herbacea.type","Armeria.maritima","Asteraceae.undiff.","Onagraceae"
815,9046,0,0,0.0116883116883117,0.0714285714285714,0.0025974025974026,0.0025974025974026,0.271428571428571,0,0.00779220779220779,0,0.0038961038961039,0.0064935064935065,0.00779220779220779,0.00779220779220779,0.128571428571429,0.0220779220779221,0.0285714285714286,0.0012987012987013,0.012987012987013,0,0.00779220779220779,0.0025974025974026,0.00519480519480519,0.0233766233766234,0.0012987012987013,0.0012987012987013,0.0246753246753247,0.090909090909091,0,0.192207792207792,0,0,0,0.0012987012987013,0.0012987012987013,0.0025974025974026,0.00519480519480519,0,0.00909090909090909,0,0.0012987012987013,0,0.00909090909090909,0,0.012987012987013,0,0.0142857142857143,0,0,0.0038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012987012987013,0,0,0.0012987012987013,0,0,0,0,0,0,0,0,0,0
825,9229,0,0.00397350993377483,0,0.0635761589403974,0.00529801324503311,0,0.288741721854305,0,0.00264900662251656,0,0,0.00397350993377483,0.0225165562913907,0.0145695364238411,0.0887417218543046,0.0225165562913907,0.0529801324503311,0.00132450331125828,0.00662251655629139,0.00132450331125828,0.00397350993377483,0.00132450331125828,0.00529801324503311,0.0172185430463576,0.00794701986754967,0,0.0370860927152318,0.211920529801325,0,0.0887417218543046,0,0,0,0.00132450331125828,0.00529801324503311,0,0.00397350993377483,0,0.00529801324503311,0,0,0,0.0145695364238411,0,0.00529801324503311,0,0.0105960264900662,0,0.00132450331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,9566,0,0.00491400491400491,0.0565110565110565,0.00491400491400491,0.00491400491400491,0,0.443488943488943,0,0,0,0.0110565110565111,0.0085995085995086,0.00368550368550369,0.00368550368550369,0.196560196560197,0.00122850122850123,0.0417690417690418,0.00368550368550369,0.00982800982800983,0,0,0.00122850122850123,0.00245700245700246,0,0.00368550368550369,0,0.00245700245700246,0.0626535626535627,0,0.0995085995085995,0,0,0,0,0.00122850122850123,0.0135135135135135,0.00245700245700246,0,0.00245700245700246,0,0,0,0.00122850122850123,0,0.00122850122850123,0.00245700245700246,0.00737100737100737,0,0.00122850122850123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,10302,0.00120336943441637,0,0.00120336943441637,0.0770156438026474,0.00240673886883273,0.00481347773766546,0.335740072202166,0.00120336943441637,0.00842358604091456,0.00120336943441637,0,0.00601684717208183,0.01323706377858,0.00962695547533093,0.075812274368231,0.0300842358604091,0.0397111913357401,0,0.00601684717208183,0,0.0120336943441637,0.0036101083032491,0.00601684717208183,0.0180505415162455,0.00240673886883273,0.00120336943441637,0.0373044524669073,0.252707581227437,0,0.02647412755716,0,0,0,0.00240673886883273,0.0036101083032491,0.0072202166064982,0.00240673886883273,0,0.00120336943441637,0,0,0,0.00481347773766546,0,0,0,0.00240673886883273,0,0,0.00120336943441637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120336943441637,0,0,0,0,0,0,0,0,0
860,10792,0,0.000980392156862745,0.0794117647058823,0.0137254901960784,0,0.00392156862745098,0.5,0,0.00294117647058824,0,0.00392156862745098,0.0117647058823529,0.0127450980392157,0.0088235294117647,0.0568627450980392,0.0235294117647059,0.0274509803921569,0.0088235294117647,0.00686274509803922,0,0.00294117647058824,0,0.00980392156862745,0,0.000980392156862745,0.000980392156862745,0.0294117647058824,0.0303921568627451,0,0.080392156862745,0,0,0,0.000980392156862745,0.000980392156862745,0.0558823529411765,0.00392156862745098,0,0.000980392156862745,0,0,0,0.0107843137254902,0,0,0,0.00588235294117647,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000980392156862745,0,0,0,0,0,0,0,0
875,11528,0.0018450184501845,0,0.0018450184501845,0.007380073800738,0.0018450184501845,0.0055350553505535,0.356088560885609,0,0.0202952029520295,0,0.0202952029520295,0.033210332103321,0.0129151291512915,0.0461254612546125,0.011070110701107,0.0701107011070111,0.095940959409594,0.0055350553505535,0.0276752767527675,0.0018450184501845,0.0202952029520295,0.0018450184501845,0.011070110701107,0.003690036900369,0.0018450184501845,0,0.0461254612546125,0.0608856088560886,0,0.088560885608856,0,0,0,0.0055350553505535,0.0018450184501845,0.0018450184501845,0.022140221402214,0,0.003690036900369,0,0,0,0.0018450184501845,0,0,0.003690036900369,0.0018450184501845,0,0.0018450184501845,0,0,0,0,0,0,0,0.0018450184501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,12019,0,0,0.00355555555555556,0.0124444444444444,0,0.0168888888888889,0.296888888888889,0,0.056,0,0.000888888888888889,0.0408888888888889,0,0.00711111111111111,0.0222222222222222,0.257777777777778,0.0542222222222222,0.00977777777777778,0.0248888888888889,0,0.0302222222222222,0.000888888888888889,0.00177777777777778,0,0.00444444444444444,0.000888888888888889,0.00888888888888889,0.0151111111111111,0,0.0328888888888889,0,0,0,0.0151111111111111,0.00888888888888889,0.00622222222222222,0.00266666666666667,0,0,0,0.00177777777777778,0,0.00977777777777778,0,0,0,0.00977777777777778,0,0.00355555555555556,0.0417777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177777777777778,0,0,0,0,0,0,0,0,0
895,12376,0.000796178343949045,0,0.00398089171974522,0.0103503184713376,0,0.0421974522292994,0.30015923566879,0.00477707006369427,0.17515923566879,0.000796178343949045,0.0071656050955414,0.0103503184713376,0,0.00398089171974522,0.089171974522293,0.0461783439490446,0.0390127388535032,0.00636942675159236,0.00159235668789809,0,0.00477707006369427,0,0.0222929936305732,0,0.00318471337579618,0,0.000796178343949045,0.00875796178343949,0,0.0398089171974522,0,0,0,0,0.00875796178343949,0.0143312101910828,0.113853503184713,0,0,0,0.000796178343949045,0,0.00875796178343949,0,0.000796178343949045,0.00159235668789809,0.00238853503184713,0,0.000796178343949045,0.0199044585987261,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0.00477707006369427,0,0,0,0,0,0,0,0,0,0,0,0,0
905,12600,0,0,0.014821272885789,0.00871839581517,0.004359197907585,0.01743679163034,0.393199651264167,0.000871839581517,0.0871839581517,0.002615518744551,0.002615518744551,0.014821272885789,0,0.006102877070619,0.046207497820401,0.141238012205754,0.041848299912816,0.011333914559721,0.007846556233653,0,0.013077593722755,0.000871839581517,0.006974716652136,0,0,0.000871839581517,0.00523103748910201,0.007846556233653,0,0.050566695727986,0,0,0,0.001743679163034,0.003487358326068,0.014821272885789,0.034001743679163,0,0,0,0.006102877070619,0,0.019180470793374,0,0,0,0.010462074978204,0,0.003487358326068,0.007846556233653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523103748910201,0,0,0,0,0,0.006102877070619,0.000871839581517,0,0,0,0,0,0
915,NA,0,0,0.00939597315436242,0,0,0.0322147651006711,0.381208053691275,0.00671140939597315,0.116778523489933,0.00134228187919463,0,0.010738255033557,0,0,0.0563758389261745,0.097986577181208,0.0402684563758389,0.00805369127516779,0.0134228187919463,0,0.00536912751677852,0.00402684563758389,0.0268456375838926,0.00402684563758389,0.00536912751677852,0,0.00268456375838926,0.00805369127516779,0,0.0456375838926174,0,0,0,0,0.00134228187919463,0.0187919463087248,0.0791946308724832,0,0,0,0.00134228187919463,0,0.010738255033557,0,0,0,0.00268456375838926,0,0.00134228187919463,0.00268456375838926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402684563758389,0,0,0,0,0,0,0,0.00134228187919463,0,0,0,0,0
920,NA,0,0,0.0265379975874548,0.0386007237635706,0.00361881785283474,0.0289505428226779,0.0772014475271411,0.0108564535585042,0.28226779252111,0.00723763570566948,0.00120627261761158,0.00361881785283474,0.00241254523522316,0,0.0301568154402895,0.00120627261761158,0.0361881785283474,0.00482509047044632,0.0120627261761158,0.0108564535585042,0.00844390832328106,0.00120627261761158,0.0711700844390832,0,0,0.00120627261761158,0.00120627261761158,0.00241254523522316,0,0.101326899879373,0,0,0,0,0.0060313630880579,0.0193003618817853,0.0965018094089264,0,0,0,0.00120627261761158,0,0,0,0,0,0.00965018094089264,0,0.00482509047044632,0.00120627261761158,0,0,0,0,0,0,0,0,0.00120627261761158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120627261761158,0.0120627261761158,0.00120627261761158,0.0808202653799759,0,0,0
925,NA,0,0,0.0251177394034537,0.00627943485086342,0.00313971742543171,0.0251177394034537,0.0706436420722135,0.00627943485086342,0.411302982731554,0,0,0.00156985871271586,0,0.00156985871271586,0.0659340659340659,0.00784929356357928,0.0141287284144427,0.00470957613814757,0.00313971742543171,0.00156985871271586,0.00313971742543171,0,0.0376766091051805,0.00470957613814757,0.00156985871271586,0,0.00156985871271586,0.010989010989011,0,0.0486656200941915,0,0,0,0.00156985871271586,0.00156985871271586,0.0392464678178964,0.166405023547881,0,0.00156985871271586,0,0.00156985871271586,0,0.00784929356357928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156985871271586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0.00156985871271586,0,0
930,NA,0,0,0.0227920227920228,0.0113960113960114,0.00284900284900285,0.0413105413105413,0.0769230769230769,0.00427350427350427,0.259259259259259,0,0,0.00142450142450142,0,0,0.037037037037037,0,0.0156695156695157,0.0056980056980057,0.0056980056980057,0.0313390313390313,0,0,0.188034188034188,0,0,0,0,0.00284900284900285,0,0.111111111111111,0,0,0,0,0.00427350427350427,0.0185185185185185,0.0954415954415954,0,0,0,0.00142450142450142,0,0.00284900284900285,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997150997150997,0,0,0,0,0,0,0.0484330484330484,0,0,0
935,NA,0,0,0.019438444924406,0.00431965442764579,0.00215982721382289,0.0280777537796976,0.0388768898488121,0.0172786177105832,0.403887688984881,0.00431965442764579,0,0.00431965442764579,0,0,0.0539956803455724,0.00431965442764579,0.0215982721382289,0.00431965442764579,0.00215982721382289,0.0129589632829374,0,0,0.0885529157667387,0,0,0.00215982721382289,0.00215982721382289,0.0323974082073434,0,0.0518358531317495,0,0,0,0.00431965442764579,0.00215982721382289,0.0475161987041037,0.0907127429805616,0,0,0,0,0,0.00215982721382289,0,0,0,0.00647948164146868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388768898488121,0,0.00215982721382289,0.00647948164146868
945,NA,0.00510204081632653,0,0.0153061224489796,0,0.0127551020408163,0.0204081632653061,0.038265306122449,0.00255102040816327,0.410714285714286,0,0,0.00255102040816327,0,0.0127551020408163,0.0408163265306122,0.0102040816326531,0.0408163265306122,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0076530612244898,0,0.150510204081633,0,0.00255102040816327,0,0,0.0204081632653061,0,0.0433673469387755,0,0,0,0.00510204081632653,0,0.0204081632653061,0.0816326530612245,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0.0306122448979592,0,0,0
