"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Prunus.pensylvanica","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Picea.undiff.","Salix.undiff.","Acer.rubrum","Fraxinus.pennsylvanica.type","Fabaceae.undiff.","Ranunculaceae.undiff.","Thalictrum","Rosaceae.undiff.","Brassicaceae","Castanea.dentata","Tsuga.canadensis","Picea.glauca.type","Taxus","Plantago","Acer.pensylvanicum","Caryophyllaceae","Juglans.cinerea","Sambucus","Larix","Tilia","Amaranthaceae","Ephedra","Viburnum.opulus","Arceuthobium.pusillum","Viburnum.edule","Apiaceae","Salix.vestita.type","Onagraceae","Polygonaceae.undiff.","Shepherdia.canadensis","Liliaceae","Saxifraga.cernua.type","cf..Oxyria.digyna","Salix.herbacea.type","Populus.grandidentata.type","Rosaceae.cf..Prunus.serotina","Saxifraga.oppositifolia.type","Sanguisorba.canadensis","Oxytropis.maydelliana.type","Prunus.undiff.","Asteraceae.subf..Cichorioideae","Campanula.type","Rubus.chamaemorus","Koenigia.islandica","Armeria.maritima","cf..Sarcobatus.vermiculatus","Polygonum.undiff.","Polygonum.viviparum","Dryas","Rhamnus.Vitis","Viburnum.nudum"
517,NA,0,0.00324149108589951,0.0615883306320908,0,0.0113452188006483,0.0388978930307942,0.356564019448947,0,0,0,0,0.00648298217179903,0.0243111831442464,0.00324149108589951,0.00486223662884927,0,0.00162074554294976,0,0.00162074554294976,0.181523500810373,0,0,0,0.00162074554294976,0.00162074554294976,0.0291734197730956,0.0162074554294976,0,0,0.00324149108589951,0.0162074554294976,0.0307941653160454,0,0,0.00162074554294976,0.00486223662884927,0.00324149108589951,0.00648298217179903,0,0,0.00162074554294976,0.00162074554294976,0,0,0,0.0243111831442464,0,0,0.00162074554294976,0,0,0,0,0,0,0,0.0129659643435981,0,0,0,0,0.0129659643435981,0.0988654781199352,0.0162074554294976,0,0,0.0113452188006483,0,0,0,0.00810372771474878,0,0,0,0,0,0,0,0,0,0
518,NA,0,0.00481540930979133,0.0240770465489567,0.00160513643659711,0.0160513643659711,0.0449438202247191,0.346709470304976,0,0,0.00160513643659711,0.00160513643659711,0.00642054574638844,0.0176565008025682,0.00321027287319422,0.00321027287319422,0.00160513643659711,0.00481540930979133,0.00802568218298555,0.00321027287319422,0.173354735152488,0.00160513643659711,0,0.00160513643659711,0.00160513643659711,0,0.0192616372391653,0.0160513643659711,0,0.00160513643659711,0.00642054574638844,0.0128410914927769,0.0353130016051364,0,0,0.00160513643659711,0.0272873194221509,0.00321027287319422,0.00802568218298555,0.00321027287319422,0,0,0,0,0,0,0.0256821829855538,0,0,0,0,0.00481540930979133,0,0,0,0,0,0.00963081861958266,0.00321027287319422,0,0,0,0.00481540930979133,0.112359550561798,0.0240770465489567,0,0,0.00481540930979133,0,0,0,0.00642054574638844,0,0.00160513643659711,0,0,0,0,0,0,0,0
519,NA,0,0.00211416490486258,0.0380549682875264,0.00211416490486258,0.00845665961945032,0.0570824524312896,0.300211416490486,0,0,0,0,0.00634249471458774,0.0105708245243129,0,0.0232558139534884,0.00211416490486258,0.00845665961945032,0.00211416490486258,0,0.169133192389006,0,0,0,0,0.00211416490486258,0.0211416490486258,0.0190274841437632,0,0.00211416490486258,0.00211416490486258,0.00634249471458774,0.025369978858351,0,0,0.00634249471458774,0.0274841437632135,0.00422832980972516,0.0147991543340381,0.00845665961945032,0,0,0,0,0,0,0.0591966173361522,0,0,0,0,0.00845665961945032,0,0,0,0,0,0.0126849894291755,0,0,0,0,0.0126849894291755,0.118393234672304,0.00845665961945032,0,0,0.00211416490486258,0,0,0,0.00845665961945032,0,0,0,0,0,0,0,0,0,0
520,NA,0,0,0.0381818181818182,0.00181818181818182,0.00727272727272727,0.04,0.34,0,0,0,0,0.00545454545454545,0.00909090909090909,0,0.0327272727272727,0.00909090909090909,0.00909090909090909,0,0.00181818181818182,0.170909090909091,0,0,0,0.00181818181818182,0,0.0109090909090909,0.00363636363636364,0,0.00545454545454545,0.00545454545454545,0.0109090909090909,0.04,0,0,0.00181818181818182,0.0109090909090909,0.00363636363636364,0.02,0.00181818181818182,0,0,0,0,0,0,0.0509090909090909,0,0,0,0,0.00727272727272727,0,0,0,0.00181818181818182,0,0.02,0,0,0,0,0.0109090909090909,0.090909090909091,0.0309090909090909,0,0,0,0,0,0,0.00363636363636364,0,0,0.00181818181818182,0,0,0,0,0,0,0
522,NA,0,0.0037593984962406,0.0056390977443609,0,0.0093984962406015,0.0150375939849624,0.511278195488722,0.0018796992481203,0.0018796992481203,0,0,0.0018796992481203,0.0037593984962406,0,0.0018796992481203,0,0.018796992481203,0.0018796992481203,0,0.148496240601504,0,0,0,0.0018796992481203,0,0.0112781954887218,0.0075187969924812,0,0,0.0075187969924812,0.0037593984962406,0.0206766917293233,0,0,0,0.0206766917293233,0,0.0018796992481203,0.0037593984962406,0,0.0018796992481203,0,0.0018796992481203,0,0,0.0469924812030075,0,0.0018796992481203,0,0,0,0,0,0,0,0,0.0056390977443609,0.0037593984962406,0,0,0,0.0093984962406015,0.0695488721804511,0.0150375939849624,0,0,0.0056390977443609,0,0,0,0.0338345864661654,0,0,0,0,0,0,0,0,0,0
523,NA,0,0.0074487895716946,0.0186219739292365,0.000931098696461825,0.015828677839851,0.0195530726256983,0.364059590316574,0,0,0.000931098696461825,0,0.00558659217877095,0.0139664804469274,0,0.00186219739292365,0.00186219739292365,0.00837988826815642,0.00186219739292365,0.00279329608938547,0.202979515828678,0,0.000931098696461825,0,0.00651769087523277,0,0.0251396648044693,0.0130353817504655,0,0.000931098696461825,0.000931098696461825,0.00558659217877095,0.0661080074487896,0,0,0.000931098696461825,0.00558659217877095,0,0.0130353817504655,0.000931098696461825,0,0.000931098696461825,0,0,0,0,0.0847299813780261,0,0,0,0,0.000931098696461825,0,0,0,0,0,0.0130353817504655,0,0,0,0,0.00651769087523277,0.0698324022346369,0.00837988826815642,0,0,0.00186219739292365,0,0,0,0.00558659217877095,0,0,0,0.000931098696461825,0.000931098696461825,0,0,0,0,0
525,NA,0,0.0117581187010078,0.019036954087346,0.000559910414333707,0.013437849944009,0.0313549832026876,0.388017917133259,0,0,0,0,0.0195968645016797,0.0145576707726764,0,0.00111982082866741,0.00223964165733483,0.00671892497200448,0.00279955207166853,0.000559910414333707,0.215565509518477,0.00167973124300112,0,0,0.00503919372900336,0.000559910414333707,0.0576707726763718,0.00559910414333707,0,0,0.00111982082866741,0.0089585666293393,0.0162374020156775,0.000559910414333707,0,0.00111982082866741,0.00223964165733483,0.00335946248600224,0.0106382978723404,0.00447928331466965,0,0.00167973124300112,0,0.000559910414333707,0,0,0.0436730123180291,0,0,0,0,0,0,0,0,0.000559910414333707,0.00111982082866741,0.0089585666293393,0,0,0,0,0.00167973124300112,0.0834266517357223,0.00671892497200448,0,0,0.00111982082866741,0,0.000559910414333707,0,0.00223964165733483,0,0,0,0.000559910414333707,0,0.000559910414333707,0,0,0,0
527,NA,0,0.0111821086261981,0.0431309904153355,0,0.0111821086261981,0.0431309904153355,0.378594249201278,0,0,0.00159744408945687,0,0.00958466453674121,0.0207667731629393,0,0,0.00638977635782748,0.00479233226837061,0.00798722044728434,0.00159744408945687,0.18370607028754,0,0.00159744408945687,0,0.00319488817891374,0,0.0255591054313099,0.00319488817891374,0,0,0.00319488817891374,0.00958466453674121,0.0447284345047923,0,0,0.00479233226837061,0.00479233226837061,0.00319488817891374,0.00479233226837061,0.00319488817891374,0,0,0,0,0,0,0.0463258785942492,0,0.00159744408945687,0,0,0.00159744408945687,0,0,0,0,0.00159744408945687,0.0223642172523962,0,0,0,0,0.00479233226837061,0.0543130990415335,0.0255591054313099,0,0,0.00159744408945687,0,0,0,0.00319488817891374,0,0,0.00159744408945687,0,0,0,0,0,0,0
529,NA,0,0.00256410256410256,0.0230769230769231,0.00641025641025641,0.0166666666666667,0.0307692307692308,0.397435897435897,0,0,0,0.00128205128205128,0.0102564102564103,0.0115384615384615,0.00128205128205128,0.00128205128205128,0,0.0243589743589744,0.00641025641025641,0,0.166666666666667,0,0,0,0.00256410256410256,0.00128205128205128,0.0179487179487179,0.0102564102564103,0,0,0.00512820512820513,0.0128205128205128,0.0487179487179487,0,0,0,0.00384615384615385,0.00128205128205128,0.00512820512820513,0.00128205128205128,0,0.00128205128205128,0.00128205128205128,0,0,0,0.0641025641025641,0,0,0.00128205128205128,0,0.00256410256410256,0,0,0,0,0,0.0269230769230769,0,0,0,0,0.00512820512820513,0.0512820512820513,0.0307692307692308,0,0,0.00256410256410256,0,0,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0
531,NA,0,0.0107142857142857,0.0214285714285714,0.00535714285714286,0.0196428571428571,0.0285714285714286,0.373214285714286,0,0,0,0,0.0125,0.0232142857142857,0,0.00357142857142857,0.00535714285714286,0.0214285714285714,0.00535714285714286,0,0.117857142857143,0,0,0,0.00535714285714286,0.00178571428571429,0.0303571428571429,0.00714285714285714,0,0.00178571428571429,0.00178571428571429,0.0125,0.0732142857142857,0,0,0,0.00714285714285714,0.00535714285714286,0.00714285714285714,0.0142857142857143,0,0.00178571428571429,0.00178571428571429,0,0,0,0.0392857142857143,0,0,0,0,0.00357142857142857,0,0,0,0,0,0.0357142857142857,0.00357142857142857,0,0,0,0.00535714285714286,0.0625,0.025,0,0,0.00178571428571429,0,0,0.00178571428571429,0.00178571428571429,0,0,0,0,0,0,0,0,0,0
532,NA,0,0.00241545893719807,0.00483091787439614,0,0.00966183574879227,0.0314009661835749,0.514492753623188,0,0,0,0,0,0.00966183574879227,0,0,0.0120772946859903,0.0169082125603865,0,0,0.1256038647343,0,0,0.00241545893719807,0.00241545893719807,0,0.0217391304347826,0,0,0,0.00483091787439614,0.00966183574879227,0.0531400966183575,0,0,0,0.00966183574879227,0,0.00241545893719807,0,0,0,0,0.00241545893719807,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0.0386473429951691,0.0072463768115942,0,0,0,0.00241545893719807,0.00241545893719807,0.0265700483091787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,NA,0,0.00380952380952381,0.0019047619047619,0.0019047619047619,0.0019047619047619,0.0019047619047619,0.59047619047619,0,0,0.0019047619047619,0,0.0019047619047619,0.00952380952380952,0.0019047619047619,0,0,0.0019047619047619,0.0019047619047619,0.0019047619047619,0.156190476190476,0,0,0,0.00380952380952381,0,0.00952380952380952,0,0,0,0,0.00571428571428571,0.0533333333333333,0,0,0,0,0,0.00380952380952381,0.0019047619047619,0,0,0.0019047619047619,0,0,0,0.100952380952381,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0.00571428571428571,0,0,0,0.00761904761904762,0.0019047619047619,0.00952380952380952,0,0,0.00380952380952381,0,0,0,0,0,0,0.0019047619047619,0,0,0,0,0,0,0
536,NA,0,0.00615006150061501,0.003690036900369,0.001230012300123,0.01230012300123,0.020910209102091,0.450184501845018,0,0,0.003690036900369,0,0.00984009840098401,0.01230012300123,0,0,0,0.014760147601476,0.013530135301353,0.002460024600246,0.162361623616236,0.002460024600246,0,0,0.00984009840098401,0,0.018450184501845,0.00492004920049201,0,0,0.001230012300123,0.00861008610086101,0.124231242312423,0,0,0.001230012300123,0.001230012300123,0.001230012300123,0.00984009840098401,0.001230012300123,0,0,0,0,0,0,0.060270602706027,0,0,0,0,0,0,0,0,0,0,0.00861008610086101,0.003690036900369,0,0.001230012300123,0,0.00492004920049201,0.002460024600246,0.019680196801968,0,0,0,0,0,0,0,0,0,0,0,0.001230012300123,0,0,0,0,0
538,NA,0.00215982721382289,0,0.00647948164146868,0.00215982721382289,0.0151187904967603,0.0280777537796976,0.496760259179266,0,0,0.00215982721382289,0.00215982721382289,0.00431965442764579,0.0129589632829374,0,0.00431965442764579,0,0.00863930885529158,0.00647948164146868,0.00863930885529158,0.142548596112311,0,0,0,0.00215982721382289,0,0.019438444924406,0.00647948164146868,0,0,0.00647948164146868,0.0107991360691145,0.0712742980561555,0,0,0.00215982721382289,0.00431965442764579,0.00215982721382289,0.00863930885529158,0.00431965442764579,0,0,0,0,0,0,0.0518358531317495,0,0,0,0,0.00215982721382289,0,0,0,0,0,0.041036717062635,0.00431965442764579,0,0,0,0.00215982721382289,0,0.0151187904967603,0,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0
539,NA,0,0.0010515247108307,0.00736067297581493,0.00315457413249211,0.0147213459516299,0.0378548895899054,0.467928496319663,0,0,0.00420609884332282,0.0010515247108307,0.0136698212407992,0.0273396424815983,0,0,0.00210304942166141,0.00736067297581493,0.0147213459516299,0.00420609884332282,0.171398527865405,0,0.00210304942166141,0.0010515247108307,0.0157728706624606,0.00315457413249211,0.0220820189274448,0.00315457413249211,0,0,0.00841219768664564,0.0157728706624606,0.0536277602523659,0,0.00210304942166141,0.00315457413249211,0.0010515247108307,0.0010515247108307,0.0126182965299685,0.00315457413249211,0.0010515247108307,0,0,0.00315457413249211,0,0,0.0431125131440589,0,0,0,0,0.00315457413249211,0,0,0,0,0,0.0010515247108307,0.0010515247108307,0,0,0,0.00841219768664564,0,0.00630914826498423,0,0,0,0,0,0,0.00315457413249211,0,0,0,0.0010515247108307,0.0010515247108307,0,0.0010515247108307,0,0,0
544,NA,0,0.00160513643659711,0.00481540930979133,0.00160513643659711,0.0224719101123595,0.0401284109149278,0.369181380417335,0,0.00160513643659711,0,0,0.014446227929374,0.014446227929374,0,0,0.00642054574638844,0.0128410914927769,0.00160513643659711,0.0176565008025682,0.199036918138042,0.00160513643659711,0,0,0.0192616372391653,0.00321027287319422,0.0353130016051364,0.00481540930979133,0,0,0.00481540930979133,0.014446227929374,0.0979133226324237,0,0.00160513643659711,0,0,0.00321027287319422,0.00642054574638844,0,0,0.00321027287319422,0,0,0,0,0.0561797752808989,0,0,0,0,0,0,0,0,0,0,0.00963081861958266,0.00642054574638844,0,0,0,0.00321027287319422,0,0.0128410914927769,0,0,0,0,0,0,0.00642054574638844,0,0,0,0.00160513643659711,0,0,0,0,0,0
547,NA,0,0,0.0277777777777778,0,0.0208333333333333,0.0520833333333333,0.354166666666667,0,0,0,0,0.00694444444444444,0.0451388888888889,0,0,0.0104166666666667,0.00694444444444444,0.00694444444444444,0.00347222222222222,0.152777777777778,0,0,0,0.0104166666666667,0,0.0555555555555556,0.0104166666666667,0,0,0.0104166666666667,0.0208333333333333,0.0972222222222222,0,0,0,0,0,0.0208333333333333,0,0,0.00347222222222222,0,0,0,0,0.0486111111111111,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0.00694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694444444444444,0,0,0
550,NA,0,0.0201149425287356,0.0028735632183908,0.00574712643678161,0.0344827586206897,0.074712643678161,0.158045977011494,0.0028735632183908,0,0.00574712643678161,0,0.0172413793103448,0.0431034482758621,0,0.028735632183908,0.014367816091954,0.0114942528735632,0.014367816091954,0.0172413793103448,0.100574712643678,0,0,0,0.0316091954022989,0,0.0574712643678161,0.014367816091954,0,0,0.0114942528735632,0.0373563218390805,0.189655172413793,0,0,0,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0.0258620689655172,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0.014367816091954,0,0,0,0.0172413793103448,0,0,0,0,0.0201149425287356,0,0,0,0.0172413793103448,0,0,0,0.0028735632183908,0,0,0,0,0,0
552,NA,0,0.00769230769230769,0.0230769230769231,0.00769230769230769,0.0230769230769231,0.0846153846153846,0.107692307692308,0.00769230769230769,0,0,0,0.0307692307692308,0.0461538461538462,0,0,0.0153846153846154,0.00769230769230769,0.00769230769230769,0.0153846153846154,0.123076923076923,0.00769230769230769,0,0,0.0615384615384615,0.0153846153846154,0.0769230769230769,0.0153846153846154,0,0,0.0153846153846154,0.0692307692307692,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0
555,NA,0,0.0107816711590297,0.0107816711590297,0.00269541778975741,0.0350404312668464,0.0970350404312668,0.113207547169811,0.00269541778975741,0,0.00539083557951483,0,0.0485175202156334,0.0242587601078167,0,0.0242587601078167,0.0161725067385445,0.0242587601078167,0.00269541778975741,0.0134770889487871,0.134770889487871,0,0.00269541778975741,0,0.0134770889487871,0.00808625336927224,0.0997304582210243,0.0296495956873315,0,0,0.00269541778975741,0.0485175202156334,0.150943396226415,0,0,0,0,0.00269541778975741,0.00269541778975741,0,0,0.00269541778975741,0.00539083557951483,0,0,0,0.0107816711590297,0,0,0,0.00269541778975741,0,0,0,0,0,0,0.00269541778975741,0.032345013477089,0,0.00269541778975741,0,0.00539083557951483,0,0.00539083557951483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0
556,NA,0,0.0149253731343284,0.0111940298507463,0,0.0298507462686567,0.100746268656716,0.126865671641791,0,0,0.00746268656716418,0,0.041044776119403,0.0559701492537313,0.00746268656716418,0.00373134328358209,0.0298507462686567,0.00746268656716418,0.0223880597014925,0.0149253731343284,0.0970149253731343,0.00746268656716418,0,0,0.0186567164179104,0.00373134328358209,0.111940298507463,0.0223880597014925,0,0,0.00746268656716418,0.0559701492537313,0.134328358208955,0,0.00373134328358209,0,0,0.00373134328358209,0.00373134328358209,0.00373134328358209,0,0,0,0,0,0,0.0223880597014925,0,0,0,0,0,0,0,0,0,0,0.00373134328358209,0.0186567164179104,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373134328358209
558,NA,0,0.0689655172413793,0.00985221674876847,0,0.00985221674876847,0.0886699507389163,0.157635467980296,0,0,0,0,0.0246305418719212,0.0591133004926108,0,0,0.0344827586206897,0.0147783251231527,0.0147783251231527,0,0.118226600985222,0.00492610837438424,0,0.0147783251231527,0.0246305418719212,0.0147783251231527,0.113300492610837,0.0197044334975369,0,0,0.0147783251231527,0.118226600985222,0.0541871921182266,0,0,0,0,0,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0
561,NA,0,0.0112359550561798,0.0337078651685393,0.00374531835205993,0.0262172284644195,0.0749063670411985,0.0861423220973783,0.00374531835205993,0,0.00374531835205993,0,0.0711610486891386,0.153558052434457,0,0.00749063670411985,0.0112359550561798,0.00374531835205993,0.0187265917602996,0,0.108614232209738,0,0,0,0.0112359550561798,0.00374531835205993,0.213483146067416,0.0187265917602996,0,0,0,0.0636704119850187,0.0187265917602996,0,0,0,0,0.00374531835205993,0,0.00749063670411985,0,0,0.00374531835205993,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0.0149812734082397,0,0,0,0.00749063670411985,0,0,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0
565,NA,0,0.0437956204379562,0.0218978102189781,0.00364963503649635,0.0291970802919708,0.138686131386861,0.0583941605839416,0.0109489051094891,0,0.0218978102189781,0,0.0547445255474453,0.083941605839416,0,0,0.0547445255474453,0.0182481751824818,0.0072992700729927,0,0.102189781021898,0.0109489051094891,0,0.00364963503649635,0.0583941605839416,0.00364963503649635,0.142335766423358,0,0,0,0,0.0875912408759124,0.0072992700729927,0,0.00364963503649635,0,0,0,0,0,0,0,0,0,0,0,0.0109489051094891,0.00364963503649635,0,0,0,0.00364963503649635,0,0,0,0.00364963503649635,0,0,0.00364963503649635,0.00364963503649635,0,0,0,0,0,0,0,0,0,0,0.00364963503649635,0,0,0,0,0,0,0,0,0,0,0
