"sample.depths","sample.ages","Artemisia","Betula","Carya","Cephalanthus","Amaranthaceae.undiff.","Corylus","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rhus","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Populus","Poaceae","Pinus.strobus","Pinus.subg..Pinus.undiff.","Fraxinus.nigra","Pinus.banksiana","Pinus.resinosa","Abies","Acer.rubrum","Salix","Sarcobatus.vermiculatus","Fagus","Platanus","Apiaceae","Acer.saccharum","Rhamnus","Juglans.cinerea","Juniperus.Thuja","Saxifragaceae.undiff.","Fraxinus.pennsylvanica","Acer.undiff.","Celtis","Ericaceae","Juglans.nigra","Iva.annua","Polygonaceae.undiff.","Arceuthobium","Urtica","Polygonum","Mentha.type","Rosaceae","Solanaceae","Acer.nigrum","Acer.saccharinum","Vitis","Dalea","Iva.xanthifolia","Amorpha","Dicentra","Ranunculus","Primulaceae","Lamiaceae.undiff.","Caryophyllaceae","Ephedra","Parnassia","Viburnum","Cornus.undiff.","Acer.negundo","Rumex","Asteraceae.subf..Cichorioideae","Fabaceae.undiff.","Cornus.canadensis","Shepherdia.canadensis"
1530,9526,0.183453237410072,0.00899280575539568,0.0107913669064748,0,0.0161870503597122,0,0.0611510791366906,0,0.0233812949640288,0.00359712230215827,0.118705035971223,0.113309352517986,0,0,0,0,0.0359712230215827,0.0503597122302158,0.00719424460431655,0.0323741007194245,0.00539568345323741,0,0.122302158273381,0.00359712230215827,0.138489208633094,0.00359712230215827,0.00359712230215827,0.012589928057554,0.00179856115107914,0,0.0161870503597122,0.00359712230215827,0,0,0,0.00179856115107914,0,0.00359712230215827,0.00359712230215827,0,0,0,0,0,0.00179856115107914,0.00899280575539568,0,0,0,0.00179856115107914,0,0,0,0,0.00179856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,9829,0.125757575757576,0.0136363636363636,0.00303030303030303,0,0.0257575757575758,0.00757575757575758,0.0651515151515152,0.00151515151515152,0.0166666666666667,0.00606060606060606,0.151515151515152,0.104545454545455,0,0.00151515151515152,0.00303030303030303,0,0.0393939393939394,0.0606060606060606,0.00909090909090909,0.053030303030303,0.00151515151515152,0,0.142424242424242,0.00151515151515152,0.136363636363636,0,0.00606060606060606,0.00303030303030303,0.00151515151515152,0,0.00454545454545455,0,0,0.00151515151515152,0,0.00303030303030303,0,0,0,0,0.00151515151515152,0,0.00151515151515152,0,0,0.00454545454545455,0,0,0,0.00151515151515152,0,0,0,0,0.00151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,10132,0.0893970893970894,0.0207900207900208,0.00207900207900208,0,0.0332640332640333,0.0187110187110187,0.0291060291060291,0,0.0249480249480249,0.00415800415800416,0.164241164241164,0.101871101871102,0,0,0,0,0.0415800415800416,0.0769230769230769,0.0124740124740125,0.0374220374220374,0,0,0.118503118503119,0.00831600831600832,0.16008316008316,0.0103950103950104,0.0124740124740125,0.00623700623700624,0,0,0.00623700623700624,0,0,0,0,0.00207900207900208,0,0.00623700623700624,0,0,0,0,0.00415800415800416,0,0,0.00207900207900208,0,0,0.00207900207900208,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207900207900208,0
1590,10435,0.0460251046025105,0.00627615062761506,0.00627615062761506,0,0.0188284518828452,0.00418410041841004,0.0355648535564854,0,0.0292887029288703,0.00418410041841004,0.171548117154812,0.0376569037656904,0,0,0.00209205020920502,0,0.0251046025104603,0.0836820083682008,0.0146443514644351,0.0104602510460251,0,0.00209205020920502,0.0878661087866109,0.00418410041841004,0.317991631799163,0.00418410041841004,0.0397489539748954,0.0188284518828452,0.00209205020920502,0,0.0125523012552301,0.00209205020920502,0,0.00209205020920502,0,0.00209205020920502,0,0.00209205020920502,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,NA,0.0232919254658385,0.0838509316770186,0,0,0,0.0015527950310559,0.0139751552795031,0.0046583850931677,0.015527950310559,0.0248447204968944,0.166149068322981,0.0450310559006211,0,0.0015527950310559,0,0,0.0046583850931677,0.0667701863354037,0.0170807453416149,0.0062111801242236,0,0,0.0248447204968944,0.0031055900621118,0.372670807453416,0.0450310559006211,0.0357142857142857,0.0170807453416149,0.0139751552795031,0,0.0062111801242236,0,0,0,0,0.0046583850931677,0,0.0015527950310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,NA,0.015748031496063,0.108661417322835,0.0031496062992126,0,0,0.0062992125984252,0.0283464566929134,0.0015748031496063,0.0047244094488189,0.0488188976377953,0.321259842519685,0.0535433070866142,0,0,0,0,0.0047244094488189,0.0566929133858268,0.0078740157480315,0,0.0031496062992126,0,0.0267716535433071,0,0.253543307086614,0.0330708661417323,0.0047244094488189,0.0094488188976378,0.0062992125984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,NA,0.0682819383259912,0.16079295154185,0.00220264317180617,0,0,0.00440528634361234,0.0462555066079295,0.0176211453744493,0.0154185022026432,0.398678414096916,0.00440528634361234,0.0242290748898678,0,0.00440528634361234,0,0,0,0.0352422907488987,0.0881057268722467,0.00440528634361234,0.0110132158590308,0.0066079295154185,0.0462555066079295,0,0.0110132158590308,0.0242290748898678,0,0,0.0110132158590308,0,0.0154185022026432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,NA,0.0843373493975904,0.101204819277108,0,0,0.00481927710843374,0.00481927710843374,0.0698795180722892,0.0168674698795181,0.0240963855421687,0.496385542168675,0.0072289156626506,0.0385542168674699,0,0,0,0,0.00963855421686747,0.0192771084337349,0.0289156626506024,0.00481927710843374,0,0.00963855421686747,0.0433734939759036,0.00481927710843374,0.00240963855421687,0.0168674698795181,0,0,0.00481927710843374,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240963855421687
1670,NA,0.0884353741496599,0.0748299319727891,0,0,0.00453514739229025,0.00453514739229025,0.0702947845804989,0.00680272108843537,0.00453514739229025,0.566893424036281,0.00680272108843537,0.0340136054421769,0,0.00226757369614512,0,0,0.0113378684807256,0.0226757369614512,0.0226757369614512,0.00453514739229025,0,0.00453514739229025,0.0430839002267574,0,0,0.00680272108843537,0,0,0.00680272108843537,0,0.00680272108843537,0,0,0,0,0,0.00226757369614512,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,NA,0.184426229508197,0.014344262295082,0.00204918032786885,0,0.00409836065573771,0,0.0614754098360656,0.00409836065573771,0.0122950819672131,0.473360655737705,0.00614754098360656,0.0368852459016393,0,0.00204918032786885,0,0,0.0225409836065574,0.00409836065573771,0,0.0184426229508197,0,0.00204918032786885,0.0491803278688525,0,0,0.0655737704918033,0,0.00204918032786885,0.00819672131147541,0,0.0122950819672131,0,0,0,0,0,0.00204918032786885,0,0.00819672131147541,0,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0
