"sample.depths","sample.ages","Acer.negundo","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Poaceae.undiff.","Asteraceae.subf..Cichorioideae","Morus","Quercus","Rumex","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Humulus","Iva.xanthifolia","Corylus","Picea","Ephedra.nevadensis.type","Brassicaceae","Sarcobatus.vermiculatus","Amorpha","Caryophyllaceae","Celtis","Plantago","Platanus","Zea.mays","Ostrya","Apiaceae","Dalea.purpurea","Iva.annua","Urtica","Ericaceae","Ephedra.torreyana.type","Ranunculus.subg..Batrachium","Lamiaceae","Fraxinus.nigra","Juglans.cinerea","Abies","Carya","Vitis","Ranunculus.undiff.","Acer.saccharum","Fagus","Tsuga","Tilia","Juglans.nigra","Rosaceae","Dalea.candida","Shepherdia.argentea","Shepherdia.canadensis","Larix","Onagraceae"
790,4604,0,0.253443526170799,0.00826446280991736,0.046831955922865,0.00275482093663912,0.046831955922865,0.00550964187327824,0.242424242424242,0,0,0.0275482093663912,0,0.0137741046831956,0.00275482093663912,0.0578512396694215,0.00550964187327824,0.00275482093663912,0.0247933884297521,0.15702479338843,0.00550964187327824,0.068870523415978,0,0,0.00275482093663912,0,0.00550964187327824,0,0,0.0110192837465565,0,0,0,0,0,0,0,0,0.00550964187327824,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,4767,0,0.330409356725146,0.0116959064327485,0.0614035087719298,0.00584795321637427,0.0584795321637427,0,0.216374269005848,0,0,0.0263157894736842,0,0.0204678362573099,0,0.0730994152046784,0.0116959064327485,0,0.0175438596491228,0.0818713450292398,0,0.0497076023391813,0.00292397660818713,0,0.00292397660818713,0,0.00292397660818713,0,0,0.00584795321637427,0.00292397660818713,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.0116959064327485,0,0,0,0
830,4930,0,0.297945205479452,0.00684931506849315,0.089041095890411,0,0.0787671232876712,0.00342465753424658,0.253424657534247,0,0,0.0136986301369863,0,0.0102739726027397,0.00342465753424658,0.0342465753424658,0.0205479452054795,0,0.0376712328767123,0.0273972602739726,0.00342465753424658,0.0787671232876712,0,0,0,0.00342465753424658,0.00684931506849315,0,0,0.00684931506849315,0.00684931506849315,0,0.00342465753424658,0,0,0,0,0,0.00684931506849315,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0
850,5093,0,0.336065573770492,0.0163934426229508,0.0491803278688525,0,0.0546448087431694,0.00273224043715847,0.306010928961749,0,0,0.0300546448087432,0,0.0109289617486339,0,0.0300546448087432,0.00819672131147541,0,0.00819672131147541,0.0655737704918033,0,0.0601092896174863,0.00273224043715847,0,0.00273224043715847,0,0.00273224043715847,0,0,0,0.00273224043715847,0,0,0,0,0,0,0.00273224043715847,0.00546448087431694,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,5257,0.00282485875706215,0.268361581920904,0.00847457627118644,0.0508474576271186,0.00564971751412429,0.0593220338983051,0.00564971751412429,0.288135593220339,0,0,0.019774011299435,0,0.00282485875706215,0.00282485875706215,0.0310734463276836,0.0141242937853107,0,0.00564971751412429,0.15819209039548,0.00564971751412429,0.0536723163841808,0,0,0.00564971751412429,0.00282485875706215,0,0,0,0.00564971751412429,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,5420,0,0.288571428571429,0.0142857142857143,0.145714285714286,0,0.0571428571428571,0.00857142857142857,0.24,0,0,0.0171428571428571,0,0.00571428571428571,0,0.0342857142857143,0.0142857142857143,0,0.02,0.0771428571428571,0.00857142857142857,0.06,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0
910,5583,0,0.267806267806268,0.0142450142450142,0.145299145299145,0.0056980056980057,0.0655270655270655,0.00284900284900285,0.179487179487179,0,0,0.0284900284900285,0,0,0,0.0427350427350427,0.0056980056980057,0,0.0256410256410256,0.0968660968660969,0.00284900284900285,0.0911680911680912,0.0056980056980057,0,0,0.00284900284900285,0.0056980056980057,0,0,0,0,0,0,0,0,0,0,0.0056980056980057,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0
930,5747,0,0.310541310541311,0.00284900284900285,0.0712250712250712,0.0056980056980057,0.0512820512820513,0.00284900284900285,0.162393162393162,0,0,0.0284900284900285,0,0,0,0.0797720797720798,0.0113960113960114,0,0.0113960113960114,0.15954415954416,0.00284900284900285,0.0712250712250712,0,0,0.00284900284900285,0,0.0056980056980057,0,0,0.0056980056980057,0,0,0,0,0.00284900284900285,0,0.0056980056980057,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0
950,5910,0,0.371508379888268,0.0251396648044693,0.0782122905027933,0,0.053072625698324,0,0.0726256983240224,0,0,0.0139664804469274,0,0.00279329608938547,0,0.100558659217877,0.00558659217877095,0,0.0139664804469274,0.17877094972067,0,0.0670391061452514,0,0,0,0,0,0,0,0.00837988826815642,0,0.00279329608938547,0,0,0,0,0.00279329608938547,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,6073,0,0.306818181818182,0.00284090909090909,0.0568181818181818,0,0.0681818181818182,0.00568181818181818,0.130681818181818,0,0,0.0255681818181818,0.00284090909090909,0.00284090909090909,0,0.0625,0.0113636363636364,0.00284090909090909,0.00568181818181818,0.241477272727273,0.00568181818181818,0.0426136363636364,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0.0113636363636364,0,0,0.00284090909090909,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,6236,0,0.258426966292135,0.0112359550561798,0.103932584269663,0,0.0617977528089888,0.00280898876404494,0.134831460674157,0,0,0.0337078651685393,0,0,0.00280898876404494,0.0449438202247191,0.00561797752808989,0.00842696629213483,0.00842696629213483,0.224719101123595,0.00280898876404494,0.0617977528089888,0,0,0,0,0.0112359550561798,0,0,0.00842696629213483,0,0,0,0,0,0,0.00842696629213483,0,0,0.00280898876404494,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,6400,0,0.340909090909091,0,0.0852272727272727,0,0.0426136363636364,0,0.09375,0,0,0.0255681818181818,0,0.00568181818181818,0,0.0454545454545455,0.00284090909090909,0.00284090909090909,0.0198863636363636,0.255681818181818,0,0.0625,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0.00568181818181818,0,0,0,0,0,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,6563,0.00273972602739726,0.268493150684932,0.00821917808219178,0.112328767123288,0,0.052054794520548,0.00273972602739726,0.227397260273973,0,0,0.0301369863013699,0,0.00547945205479452,0.00273972602739726,0.0191780821917808,0.010958904109589,0,0.0164383561643836,0.120547945205479,0,0.0931506849315069,0.00273972602739726,0,0.00273972602739726,0.00547945205479452,0.00273972602739726,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0.00273972602739726,0,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,6726,0,0.293447293447293,0.0142450142450142,0.105413105413105,0,0.0968660968660969,0,0.202279202279202,0,0,0.0170940170940171,0,0.00854700854700855,0,0.0227920227920228,0.0113960113960114,0,0.0199430199430199,0.0997150997150997,0,0.0968660968660969,0.00284900284900285,0,0.00284900284900285,0,0.00284900284900285,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,6889,0,0.295774647887324,0.0140845070422535,0.104225352112676,0.0028169014084507,0.0507042253521127,0,0.23943661971831,0,0,0.0197183098591549,0,0.00563380281690141,0,0.028169014084507,0.0028169014084507,0,0.0197183098591549,0.12112676056338,0,0.0901408450704225,0,0,0,0,0.0028169014084507,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,7053,0,0.298507462686567,0.00298507462686567,0.0746268656716418,0,0.0716417910447761,0,0.211940298507463,0,0,0.026865671641791,0,0.0119402985074627,0,0.0447761194029851,0.00597014925373134,0,0.00895522388059702,0.170149253731343,0,0.0597014925373134,0,0,0,0,0.00298507462686567,0,0,0.00298507462686567,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,7216,0,0.377300613496933,0.0153374233128834,0.144171779141104,0,0.0337423312883436,0,0.153374233128834,0,0,0.0153374233128834,0,0,0,0.0245398773006135,0.00613496932515337,0,0.0184049079754601,0.125766871165644,0,0.0705521472392638,0,0,0.00306748466257669,0,0.00613496932515337,0,0,0,0,0,0,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,7379,0,0.284507042253521,0.00563380281690141,0.095774647887324,0,0.0704225352112676,0,0.188732394366197,0,0,0.0140845070422535,0,0.0028169014084507,0,0.0338028169014084,0.00563380281690141,0,0.00563380281690141,0.245070422535211,0,0.028169014084507,0,0,0,0,0,0,0,0.0112676056338028,0,0,0,0,0,0,0,0,0.00563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0
1150,7542,0,0.299191374663073,0.00269541778975741,0.110512129380054,0.00269541778975741,0.0431266846361186,0,0.102425876010782,0,0,0.00808625336927224,0,0.00269541778975741,0,0.0970350404312668,0.00269541778975741,0,0.00269541778975741,0.256064690026954,0,0.0592991913746631,0.00269541778975741,0,0,0,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0.00269541778975741,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,7706,0,0.237704918032787,0.00273224043715847,0.0901639344262295,0.00273224043715847,0.0355191256830601,0.00273224043715847,0.131147540983607,0,0,0.0136612021857923,0,0,0,0.0655737704918033,0.00546448087431694,0,0.0136612021857923,0.33879781420765,0.00273224043715847,0.0491803278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,7869,0.003125,0.16875,0.015625,0.16875,0,0.040625,0.003125,0.2,0.003125,0,0.0125,0.003125,0.009375,0,0.04375,0.00625,0.003125,0,0.196875,0.003125,0.08125,0.025,0,0,0,0,0,0,0.003125,0,0,0,0,0.003125,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,8032,0,0.204022988505747,0,0.0919540229885057,0,0.0373563218390805,0.0028735632183908,0.0833333333333333,0,0,0.0114942528735632,0,0.014367816091954,0,0.0545977011494253,0.0028735632183908,0,0.0028735632183908,0.42816091954023,0.0028735632183908,0.0402298850574713,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0.0028735632183908,0,0,0,0,0,0,0,0
1230,8195,0,0.14873417721519,0.00949367088607595,0.136075949367089,0,0.0253164556962025,0,0.0854430379746835,0,0,0.00316455696202532,0,0.0158227848101266,0,0.0664556962025316,0.00632911392405063,0,0.00316455696202532,0.427215189873418,0,0.0537974683544304,0,0,0,0,0.0158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,8359,0.003003003003003,0.201201201201201,0.009009009009009,0.177177177177177,0,0.024024024024024,0,0.0780780780780781,0,0,0.009009009009009,0,0.015015015015015,0,0.051051051051051,0.003003003003003,0,0.003003003003003,0.351351351351351,0,0.033033033033033,0,0,0,0,0.03003003003003,0,0.003003003003003,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0
1270,8522,0,0.246418338108883,0.00573065902578797,0.108882521489971,0,0.0286532951289398,0,0.143266475644699,0,0,0.0143266475644699,0,0.00286532951289398,0,0.0544412607449857,0.00286532951289398,0,0.00286532951289398,0.30945558739255,0,0.0573065902578797,0,0,0,0,0.0200573065902579,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,8685,0,0.197101449275362,0.00289855072463768,0.139130434782609,0.00289855072463768,0.0550724637681159,0,0.188405797101449,0,0,0.00869565217391304,0,0.00869565217391304,0,0.0434782608695652,0,0,0.0115942028985507,0.263768115942029,0,0.0463768115942029,0,0,0,0,0.0115942028985507,0,0,0.00869565217391304,0,0,0,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0
1310,8849,0,0.171014492753623,0,0.0927536231884058,0,0.0376811594202899,0,0.147826086956522,0,0,0.0318840579710145,0,0.0260869565217391,0,0.0376811594202899,0.00579710144927536,0,0.0144927536231884,0.347826086956522,0,0.063768115942029,0,0,0,0.00289855072463768,0.00869565217391304,0,0,0.00869565217391304,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,9012,0,0.251497005988024,0.00598802395209581,0.131736526946108,0.00598802395209581,0.0359281437125748,0.0029940119760479,0.152694610778443,0,0,0.00598802395209581,0,0.0239520958083832,0,0.0119760479041916,0.00598802395209581,0,0.00898203592814371,0.206586826347305,0,0.11377245508982,0.0029940119760479,0,0,0.0029940119760479,0.0119760479041916,0,0,0.00598802395209581,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0,0
1350,9175,0,0.152046783625731,0.00584795321637427,0.166666666666667,0,0.0292397660818713,0.00292397660818713,0.0760233918128655,0,0,0.00584795321637427,0,0.00292397660818713,0,0.0292397660818713,0.00292397660818713,0.00584795321637427,0.00292397660818713,0.461988304093567,0.00292397660818713,0.0292397660818713,0,0,0,0.0087719298245614,0.00584795321637427,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0
1360,9257,0,0.187845303867403,0.0138121546961326,0.0911602209944751,0.00552486187845304,0.0828729281767956,0,0.303867403314917,0.00552486187845304,0,0.0220994475138122,0,0.0248618784530387,0,0.0276243093922652,0.0386740331491713,0.00552486187845304,0,0.069060773480663,0,0.06353591160221,0.0138121546961326,0,0,0.00828729281767956,0.0138121546961326,0,0,0.00828729281767956,0.00276243093922652,0,0,0,0,0,0.00276243093922652,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0.00276243093922652,0,0,0
1370,10099,0.00255102040816327,0.186224489795918,0.0178571428571429,0.107142857142857,0.00255102040816327,0.119897959183673,0,0.260204081632653,0.00255102040816327,0,0.0408163265306122,0,0.0204081632653061,0.00255102040816327,0.0229591836734694,0.0229591836734694,0,0.0102040816326531,0.0714285714285714,0,0.0688775510204082,0,0,0.00255102040816327,0.0102040816326531,0.0127551020408163,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0.00255102040816327,0.00255102040816327,0,0,0
1390,NA,0.00479616306954436,0.165467625899281,0.0479616306954436,0.091127098321343,0.00239808153477218,0.112709832134293,0,0.20863309352518,0.00239808153477218,0,0.0287769784172662,0.00239808153477218,0.00959232613908873,0,0.00719424460431655,0.091127098321343,0,0.00719424460431655,0.0455635491606715,0,0.091127098321343,0.00239808153477218,0.00719424460431655,0,0.00239808153477218,0.0383693045563549,0,0,0.00479616306954436,0,0,0,0,0,0,0.00479616306954436,0.00239808153477218,0,0,0,0.00479616306954436,0,0,0,0,0,0.00479616306954436,0,0,0,0,0,0,0,0,0,0,0.00959232613908873,0,0,0
1400,NA,0,0.237237237237237,0.024024024024024,0.129129129129129,0.006006006006006,0.045045045045045,0,0.192192192192192,0.003003003003003,0,0.024024024024024,0,0.03003003003003,0,0.021021021021021,0.036036036036036,0.009009009009009,0.003003003003003,0.072072072072072,0,0.0930930930930931,0,0.003003003003003,0,0.009009009009009,0.033033033033033,0,0.003003003003003,0.006006006006006,0,0,0,0,0,0,0,0,0.003003003003003,0.006006006006006,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0.009009009009009,0,0,0
1410,NA,0,0.156862745098039,0.0336134453781513,0.0112044817927171,0.0112044817927171,0.0672268907563025,0.00840336134453781,0.327731092436975,0,0,0.0280112044817927,0,0.0168067226890756,0.00280112044817927,0.0224089635854342,0.123249299719888,0,0.00280112044817927,0.0336134453781513,0.00280112044817927,0.0476190476190476,0,0,0,0.0252100840336134,0.0224089635854342,0,0,0.00560224089635854,0,0,0,0,0,0,0.0224089635854342,0,0,0,0,0,0,0,0,0.00560224089635854,0,0,0.00280112044817927,0,0,0.00560224089635854,0,0,0,0,0.00840336134453781,0.00280112044817927,0.00280112044817927,0,0,0
1420,NA,0.00561797752808989,0.103932584269663,0.120786516853933,0.0308988764044944,0,0.0421348314606742,0.00842696629213483,0.176966292134831,0,0,0.0280898876404494,0,0.0140449438202247,0,0.0112359550561798,0.0702247191011236,0,0.00842696629213483,0.0758426966292135,0,0.0589887640449438,0.126404494382022,0,0,0.0280898876404494,0.0449438202247191,0,0,0.00280898876404494,0,0,0,0,0,0,0.0196629213483146,0,0,0.00280898876404494,0,0,0,0,0,0.00842696629213483,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0.00280898876404494,0,0
1430,NA,0.0048661800486618,0.0802919708029197,0.0608272506082725,0.0218978102189781,0.0170316301703163,0.121654501216545,0.0097323600973236,0.145985401459854,0,0,0.0510948905109489,0,0.0194647201946472,0.0024330900243309,0.0170316301703163,0.0875912408759124,0,0.0145985401459854,0.0145985401459854,0,0.0851581508515815,0.0559610705596107,0,0,0.024330900243309,0.121654501216545,0,0,0.0024330900243309,0,0,0,0,0,0,0.0097323600973236,0,0,0,0,0,0,0,0,0.0097323600973236,0.0048661800486618,0.0024330900243309,0,0,0,0,0,0,0,0,0.0024330900243309,0,0.0048661800486618,0,0.0072992700729927,0
1440,NA,0.00367647058823529,0.161764705882353,0.0294117647058824,0.0220588235294118,0.0330882352941176,0.110294117647059,0.0110294117647059,0.113970588235294,0,0,0.0220588235294118,0,0.0367647058823529,0.00735294117647059,0.0110294117647059,0,0,0.0367647058823529,0.00367647058823529,0.0110294117647059,0.0330882352941176,0.128676470588235,0,0,0,0.150735294117647,0,0,0,0,0,0,0,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0.00367647058823529,0,0,0.00735294117647059,0.0551470588235294,0
1450,NA,0.00228310502283105,0.102739726027397,0.0045662100456621,0.0159817351598174,0,0.089041095890411,0.0136986301369863,0.04337899543379,0,0,0.0114155251141553,0,0.00228310502283105,0.00228310502283105,0.0045662100456621,0.0091324200913242,0,0.00228310502283105,0.0182648401826484,0,0.0045662100456621,0.00684931506849315,0,0,0,0.643835616438356,0,0,0.00228310502283105,0,0,0,0,0,0,0.00228310502283105,0.00228310502283105,0,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228310502283105
