"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum.type","Adiantum","Alisma","Allium","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Anemone.canadensis.type","Anemone.quinquefolia.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Avena.type","Betula","Botrychium","Brasenia.schreberi","Brassica","Brassicaceae.undiff.","Campanula.aparinoides.type","Campanula.rotundifolia.type","Cannabis.sativa.type","Carya","Caryophyllaceae","Castanea","Ceanothus","Celtis","Comandra","Cornus.sericea.type","Corylus","Cupressaceae","Cyperaceae","Dalea.candida.type","Dalea.purpurea.type","Diphasiastrum.complanatum.type","Dryopteris.type.undiff.","Dryopteris.carthusiana.type","Ephedra.trifurca.type","Ephedra.viridis.type","Epilobium","Equisetum","Ericaceae","Eriogonum","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Galium","Humulus.type","Huperzia.lucidula","Hydrophyllum","Hypoxis","Impatiens","Indeterminable","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Laportea.type","Larix","Lemna","Lilium.philadelphicum.type","Liquidambar","Lycopodium.annotinum","Lycopodium.clavatum","Lycopus.type","Lysimachia.quadriflora.type","Lysimachia.thyrsiflora","Lythrum","Maclura.pomifera.type","Matteuccia","Medicago","Melilotus.type","Morus","Myricaceae","Myriophyllum","Nuphar","Nymphaea","Nyssa","Onoclea.sensibilis","Osmunda","Ostrya.Carpinus","Parietaria","Pedicularis","Phlox","Picea","Pilea.type","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.lapathifolium.type","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Pteridium.type","Quercus","Ranunculaceae..tricolpate..undiff.","Ranunculaceae.undiff.","Rhus","Ribes","Rosaceae.undiff.","Rumex","Sagittaria","Salix","Salsola","Sambucus","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sisyrinchium","Solanum.rostratum","Sparganium.type","Sphagnum","Stachys.type","Stuckenia","Thalictrum","Thelypteris.palustris.type","Tidestromia.type","Tilia","Trifolium.pratense","Trifolium.repens.type","Triticum.type","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown..trilete.","Unknown.undiff.","Urtica.type","Utricularia","Viburnum.opulus.type","Viburnum.rafinesquianum.type","Vitis","Xanthium","Zanthoxylum.type","Zea.mays","Zigadenus"
1090,3527,0,4,0,4,4,0,0,0,10,0,2,26,108,0,4,0,0,2,0,72,36,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,32,92,0,2,0,2,2,0,0,0,4,0,0,0,0,0,4,8,0,0,2,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,72,0,0,0,4,0,20,30,28,0,12,408,0,0,0,26,0,22,2,308,0,0,0,0,6,0,6,22,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,18,0,0,0,0,6,34,2,0,0,2,0,0,0,2,0,0,0,0
1110,3672,0,0,0,6,1,0,0,0,20,0,2,26,70,0,8,0,0,0,0,68,24,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,30,112,0,2,0,0,0,2,0,0,4,0,0,0,0,0,10,16,8,0,0,0,0,0,2,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,68,2,0,0,5,0,10,36,60,0,0,260,0,0,2,12,0,30,0,636,0,0,0,0,2,0,20,18,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,31,0,0,0,0,8,46,0,0,0,4,0,0,0,2,0,0,0,0
1130,3809,2,2,0,0,4,0,0,0,14,0,4,26,58,0,6,0,0,2,0,112,36,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,36,132,0,2,0,0,0,0,0,0,6,0,0,0,0,0,8,10,6,0,0,0,0,0,0,26,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,148,0,0,0,1,2,49,32,50,0,2,232,0,0,0,14,0,4,6,378,0,2,0,0,12,2,8,22,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,12,0,0,0,0,6,38,2,0,0,2,0,0,0,2,2,0,0,0
1150,3949,0,0,0,0,6,0,0,0,24,0,6,28,102,0,14,0,0,2,0,116,34,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,22,86,0,2,0,0,0,0,0,0,4,0,0,0,2,0,10,4,2,0,0,0,0,0,2,10,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,154,0,0,0,2,0,40,20,27,0,6,334,2,0,0,12,0,6,0,228,0,0,0,0,2,0,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,12,26,2,0,0,8,0,0,0,0,0,0,0,0
1170,4096,0,0,0,0,2,0,0,0,10,0,6,48,86,0,18,0,0,2,0,142,26,0,0,0,28,0,0,0,0,0,0,0,8,2,0,0,2,0,0,4,34,114,0,2,0,0,0,0,0,0,8,0,0,0,0,0,8,4,8,2,2,0,0,0,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,110,0,0,0,4,0,22,28,57,0,8,286,0,0,2,14,0,18,0,398,0,2,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,14,32,6,0,0,2,0,0,0,0,0,0,0,0
1190,4251,0,0,0,2,4,0,0,0,14,0,0,82,86,0,20,0,0,4,2,118,26,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,16,108,0,2,0,0,0,0,0,0,6,0,0,2,0,0,10,6,6,0,0,0,0,0,0,24,2,0,4,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,120,0,0,0,1,0,20,10,39,2,8,366,0,0,2,26,0,20,4,268,0,0,0,0,4,2,8,28,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,6,28,4,0,0,8,0,8,0,4,0,0,0,0
1210,4416,0,2,0,2,6,0,0,0,20,2,8,52,78,0,18,0,0,2,0,112,50,0,0,0,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,24,120,4,2,0,0,2,2,0,0,4,0,2,2,0,0,12,10,6,0,0,0,0,0,0,14,2,4,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,140,0,0,2,5,0,34,54,67,0,6,262,0,0,0,10,0,8,8,470,0,0,0,0,0,0,6,44,0,0,2,0,0,2,0,0,0,2,0,0,0,4,0,0,36,0,0,0,2,6,56,2,0,0,2,0,0,0,0,0,0,0,0
1230,4593,0,2,0,0,6,0,0,0,6,0,6,44,72,0,20,0,0,0,0,128,30,0,0,0,34,0,0,0,2,0,0,0,4,0,0,2,0,0,0,2,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,2,0,0,0,0,20,2,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,0,0,4,0,0,2,0,0,0,0,170,0,0,0,2,0,16,25,66,0,12,230,0,0,0,16,0,24,4,358,0,2,0,0,0,0,22,10,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,2,30,0,0,0,0,18,30,2,0,0,4,0,0,0,2,0,0,0,0
1250,4781,0,0,0,0,2,0,0,2,12,0,2,76,176,0,6,0,0,0,0,204,32,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,68,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0,0,2,0,0,0,0,24,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,130,0,0,0,5,0,25,12,30,0,0,274,0,0,12,12,0,20,0,202,0,0,0,0,2,0,0,52,0,0,8,0,0,0,0,0,0,4,0,0,0,8,0,0,16,0,0,0,0,12,36,2,0,0,10,0,0,0,0,0,0,0,0
1270,4982,0,2,0,0,2,0,0,0,16,0,4,44,112,0,16,0,0,0,0,96,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,28,96,0,2,0,0,0,0,0,0,6,0,0,0,0,0,12,10,2,0,0,0,0,0,0,18,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,14,46,47,0,8,308,0,0,2,16,0,34,4,376,0,0,0,0,0,0,4,90,0,0,6,0,0,0,0,0,0,4,2,0,0,0,0,2,20,0,0,0,0,14,34,0,0,0,4,0,0,0,12,0,0,0,0
1290,5198,0,6,0,2,10,0,0,0,26,0,4,64,96,0,22,0,0,0,0,156,24,0,0,0,22,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,36,122,0,0,0,0,2,0,0,0,0,0,0,4,0,0,6,10,6,4,0,0,0,0,0,22,6,0,4,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,124,0,0,0,2,0,14,32,56,0,6,338,0,0,0,6,0,30,8,356,0,0,0,0,2,0,2,34,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,10,46,2,0,0,2,0,0,0,0,2,0,0,0
1310,5429,0,4,0,2,15,0,0,0,6,0,6,70,108,0,14,0,0,2,0,130,36,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,28,92,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,4,2,4,0,0,0,0,28,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,2,0,0,0,82,0,0,0,2,0,14,47,58,0,2,382,0,0,0,24,0,22,4,224,0,2,2,0,0,2,12,76,0,0,6,0,0,0,0,0,0,4,0,0,0,2,0,2,8,0,0,0,0,10,58,0,0,0,0,0,0,0,8,0,0,0,0
1330,5677,0,6,0,0,10,0,4,0,14,0,0,58,90,0,14,0,0,0,0,164,42,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,14,118,0,2,0,0,0,2,0,0,6,0,0,0,0,2,10,2,4,0,4,0,0,0,0,34,2,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,90,0,0,2,5,0,22,34,52,0,0,268,0,0,0,12,0,74,2,180,0,0,0,0,4,0,8,30,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,20,0,0,0,0,10,60,10,0,0,12,0,0,0,2,2,0,0,0
1350,5943,0,2,2,0,8,0,0,0,14,0,4,54,92,0,26,0,0,0,2,110,28,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,18,74,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,4,0,2,0,0,0,0,0,32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,144,0,0,0,3,0,22,17,30,0,2,366,0,2,4,20,0,50,4,316,0,2,2,0,2,0,8,52,0,0,2,0,0,0,0,0,0,8,0,0,0,2,2,0,16,0,0,0,0,8,32,6,0,0,0,0,0,0,2,0,0,0,0
1370,6226,0,2,0,0,0,0,0,0,2,0,2,46,38,0,6,0,0,2,0,86,10,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,14,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,8,5,17,0,0,104,0,0,0,12,0,20,0,156,0,2,0,0,0,2,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,8,20,2,0,0,4,0,0,0,2,0,0,0,0
1390,6521,0,0,0,2,6,0,0,0,10,0,0,80,126,0,18,0,0,0,2,158,32,0,0,0,20,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,32,70,0,2,0,4,2,0,2,0,4,0,0,0,0,0,12,4,6,0,0,0,0,0,0,20,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,298,0,0,0,2,0,6,31,55,0,6,298,0,0,0,18,0,56,2,214,0,14,0,0,0,2,12,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,0,0,0,0,10,48,14,0,0,2,4,0,0,4,2,0,0,0
1410,6823,0,0,0,0,2,0,0,0,6,0,4,32,110,0,8,0,0,0,0,130,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,44,0,2,0,0,0,0,0,0,2,0,0,0,0,0,12,6,0,0,2,0,0,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,2,0,0,3,0,20,14,30,0,2,176,0,0,0,10,0,24,4,246,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,6,34,0,0,0,2,0,0,0,2,2,0,0,0
1430,7126,0,2,0,0,2,0,0,0,2,0,0,50,86,0,4,0,0,0,0,124,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,16,4,14,0,14,104,0,0,0,4,0,20,0,72,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0
1450,7426,0,4,0,0,8,0,0,0,4,0,2,28,146,0,6,2,0,0,0,144,28,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,14,74,0,4,0,0,2,2,0,0,10,0,0,0,2,0,24,4,6,0,4,0,0,0,0,36,6,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,2,0,4,58,36,0,4,298,0,0,2,14,0,16,6,428,0,2,6,0,2,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,14,88,6,0,0,4,0,0,0,4,0,0,0,0
1470,7721,0,4,0,2,0,0,0,2,10,0,0,62,156,0,12,0,0,0,0,134,22,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,18,54,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0,34,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,8,0,0,0,0,0,20,10,18,0,0,94,0,0,6,4,0,96,0,120,0,8,2,0,6,2,2,14,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,2,30,4,4,0,2,0,0,0,2,0,0,0,0
1490,8008,0,0,0,0,3,0,0,0,10,4,4,36,90,2,16,0,0,0,0,126,18,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,8,38,0,0,0,4,0,0,0,0,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,20,0,0,0,5,0,18,20,43,0,2,156,0,0,4,10,0,20,0,180,0,0,0,0,4,0,4,44,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,12,0,0,0,0,6,40,2,2,0,0,0,0,0,2,0,0,0,0
1510,8287,0,2,0,0,4,0,0,0,4,0,2,26,26,2,8,0,0,0,2,52,6,0,2,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,4,12,8,48,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,2,0,0,26,0,0,0,0,0,28,26,22,0,4,102,0,0,6,8,0,48,0,232,6,0,0,0,4,0,0,6,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,12,0,0,0,0,4,60,2,0,0,2,0,0,0,0,2,0,0,0
1530,8581,0,4,0,0,4,0,0,0,4,0,0,40,34,0,6,0,0,0,0,142,24,0,2,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,8,60,0,2,0,2,0,0,0,0,0,0,0,0,0,0,16,0,2,0,4,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,32,10,39,0,2,148,0,0,8,20,0,24,2,190,0,0,0,0,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,6,0,0,0,0,14,60,4,0,0,0,0,0,0,6,0,0,0,0
1550,8904,0,0,0,0,16,0,0,0,8,0,2,30,50,0,14,0,0,0,0,36,8,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,14,48,0,2,2,2,0,2,0,0,4,0,0,0,2,0,14,4,0,0,2,0,0,0,0,22,4,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,60,0,0,0,0,0,15,31,29,0,4,134,0,0,4,20,0,14,4,526,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,12,138,6,0,0,4,0,0,0,0,2,0,0,0
1570,9257,0,0,0,0,6,0,0,0,12,0,0,42,68,0,4,0,0,0,0,44,12,0,0,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,20,28,0,0,0,4,0,2,0,0,2,0,0,0,2,0,12,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,0,8,0,32,6,27,0,0,102,0,0,4,34,0,10,24,368,0,0,0,0,8,2,0,12,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,172,0,0,0,0,0,0,0,0,0,0,0,0
1590,9642,0,0,0,0,14,0,0,0,10,0,0,12,48,0,2,0,0,0,0,24,2,0,0,0,32,0,0,0,0,0,0,0,8,0,0,0,0,0,2,4,10,38,0,0,0,22,0,0,0,0,2,0,0,0,0,0,28,0,6,0,6,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,62,0,0,0,5,0,72,10,78,0,0,110,0,0,2,12,0,0,12,210,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,190,0,0,0,4,0,0,0,6,0,0,0,0
1610,10060,1,0,0,6,26,2,0,0,28,0,4,26,40,0,0,0,0,0,0,64,4,0,2,0,168,0,0,0,0,0,0,0,30,0,0,0,4,0,0,52,16,44,0,0,0,24,0,0,0,0,2,0,0,0,0,0,54,2,0,0,0,0,0,0,0,26,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,134,0,0,0,14,0,126,20,70,0,0,66,0,0,34,0,0,2,44,374,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,0,0,0,2,452,2,0,0,4,0,0,0,0,0,0,0,0
1630,10512,6,6,0,0,18,0,0,0,10,0,0,8,16,0,0,0,0,2,0,20,4,0,0,0,278,0,0,0,0,0,0,0,14,0,0,0,6,0,0,28,14,18,0,0,0,4,0,0,0,0,2,0,0,0,0,0,142,0,2,0,2,0,0,0,0,18,2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,40,0,0,0,8,0,52,4,89,2,2,16,0,0,30,8,8,2,10,638,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,2,292,4,0,0,2,0,0,0,0,0,0,0,0
1650,10988,8,22,0,0,2,0,0,0,82,0,2,10,10,0,2,0,0,0,0,20,2,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,18,24,0,0,0,8,0,0,0,0,6,0,0,0,0,0,98,0,0,0,4,0,0,0,0,46,0,2,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,16,0,0,0,110,0,16,0,18,0,0,22,0,0,146,6,0,4,2,28,0,0,0,0,4,0,0,12,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,64,0,2,0,0,0,0,0,0,0,0,0,0
1670,11466,4,0,0,2,0,0,0,0,46,0,0,4,0,0,0,0,0,2,0,38,10,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,2,0,0,8,0,0,0,0,18,2,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,116,0,2,0,0,0,0,30,0,0,62,44,10,6,0,10,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,2,0,0,0,0,0,0,0,0
1690,11942,2,0,0,0,0,2,0,0,16,0,0,2,0,0,0,0,0,2,2,38,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,38,0,0,0,6,0,0,0,0,12,2,0,0,0,0,26,0,0,0,0,0,0,0,0,38,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,275,0,10,0,0,0,2,34,0,0,48,22,0,12,6,20,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,8,4,12,2,0,0,0,0,0,0,0,0
1710,12418,0,0,0,2,0,0,0,0,10,0,6,8,32,0,0,0,0,0,6,92,8,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,86,0,0,0,6,0,0,0,0,50,0,0,0,0,0,88,0,0,0,4,0,0,0,0,60,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,436,0,2,2,4,0,0,44,0,0,70,0,0,16,4,50,0,0,0,0,6,0,2,28,0,0,2,0,0,0,2,0,0,8,14,0,0,2,0,0,0,0,0,0,0,6,10,2,2,2,12,2,0,0,0,0,0,0,0
1725,12774,2,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0,28,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,32,0,0,2,6,0,0,0,2,14,0,0,0,0,0,36,0,0,0,6,0,0,0,0,54,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,288,0,0,0,3,0,0,16,0,0,22,0,0,12,0,16,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0
