"sample.depths","sample.ages","Acer.negundo","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Juglans.cinerea","Platanus","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Pinus","Populus","Poaceae","Humulus","Plantago","Rosaceae","Acer.saccharum","Fraxinus.nigra","Ostrya","Artemisia","Picea","Fraxinus.pennsylvanica","Tilia","Larix","Asteraceae.subf..Cichorioideae","Morus","Thalictrum","Iva.annua","Abies","Ranunculus.undiff.","Myrica","Ephedra.nevadensis.type","Celtis","Juglans.nigra","Ericaceae","Galium","Brassicaceae","Lamiaceae","Acer.rubrum","Sarcobatus.vermiculatus","Iva.xanthifolia","Castanea","Ranunculus.subg..Batrachium","Apiaceae"
490,3356,0,0.0620915032679739,0.0065359477124183,0.0065359477124183,0,0,0.00326797385620915,0.0980392156862745,0.0196078431372549,0,0.00980392156862745,0.147058823529412,0,0,0.0130718954248366,0,0.0490196078431373,0,0.0294117647058824,0.00326797385620915,0.457516339869281,0,0.00326797385620915,0,0,0,0.0261437908496732,0.00980392156862745,0.0261437908496732,0.00326797385620915,0.00326797385620915,0.00980392156862745,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0
500,3400,0,0.0517799352750809,0.0161812297734628,0,0.00323624595469256,0.00647249190938511,0.00323624595469256,0.087378640776699,0.029126213592233,0,0.00970873786407767,0.13915857605178,0,0.00647249190938511,0.0194174757281553,0.00647249190938511,0.0355987055016181,0,0.029126213592233,0.00323624595469256,0.391585760517799,0,0.00647249190938511,0,0,0,0.0841423948220065,0.00323624595469256,0.0258899676375405,0,0.00647249190938511,0.0258899676375405,0.00647249190938511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0
510,3444,0,0.045016077170418,0.0289389067524116,0,0,0.00643086816720257,0.0353697749196141,0.109324758842444,0.0321543408360129,0,0.00643086816720257,0.154340836012862,0,0,0.0192926045016077,0,0.0482315112540193,0,0.0160771704180064,0.00321543408360129,0.385852090032154,0,0,0,0,0,0.0385852090032154,0.0160771704180064,0.0160771704180064,0.00321543408360129,0.00321543408360129,0.0160771704180064,0.0128617363344051,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0
520,3488,0,0.0517799352750809,0.0258899676375405,0,0,0,0.0129449838187702,0.12621359223301,0.029126213592233,0.00323624595469256,0.00323624595469256,0.197411003236246,0,0,0.00970873786407767,0,0.0388349514563107,0,0.0258899676375405,0.00970873786407767,0.349514563106796,0,0.00647249190938511,0,0,0,0.0485436893203883,0.0129449838187702,0.0226537216828479,0,0.00323624595469256,0.0161812297734628,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,3532,0,0.051948051948052,0.00974025974025974,0,0.00324675324675325,0.0064935064935065,0.012987012987013,0.0844155844155844,0.025974025974026,0,0,0.107142857142857,0,0,0.0064935064935065,0,0.0194805194805195,0,0.00974025974025974,0,0.584415584415584,0,0,0,0,0,0.0357142857142857,0.0227272727272727,0.00974025974025974,0,0.00324675324675325,0.00324675324675325,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,3576,0,0.0754098360655738,0.0098360655737705,0,0.0098360655737705,0.00655737704918033,0.108196721311475,0.098360655737705,0.0163934426229508,0,0.0098360655737705,0.150819672131148,0,0,0.00327868852459016,0.00327868852459016,0.0491803278688525,0,0.0098360655737705,0,0.334426229508197,0,0.0098360655737705,0,0,0,0.0524590163934426,0.0098360655737705,0.0163934426229508,0,0.00327868852459016,0.00655737704918033,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,3620,0,0.00993377483443709,0.0033112582781457,0,0,0,0.155629139072848,0.00662251655629139,0.00662251655629139,0,0.0033112582781457,0.105960264900662,0,0,0.0165562913907285,0.0033112582781457,0.0198675496688742,0,0.00662251655629139,0,0.552980132450331,0,0.0033112582781457,0,0,0,0.0827814569536424,0,0.00662251655629139,0,0.0033112582781457,0.00662251655629139,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0
560,3664,0,0.0293159609120521,0.0423452768729642,0,0,0,0.0684039087947883,0.107491856677524,0.0228013029315961,0.00325732899022801,0.00977198697068404,0.169381107491857,0,0,0.00977198697068404,0.00325732899022801,0.0390879478827362,0,0.0195439739413681,0.00651465798045603,0.413680781758958,0,0.00325732899022801,0,0,0,0.0162866449511401,0.00651465798045603,0.00977198697068404,0,0,0.0162866449511401,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,3708,0,0.0131147540983607,0.0163934426229508,0,0,0.00327868852459016,0.0754098360655738,0.0360655737704918,0.0163934426229508,0,0.0098360655737705,0.127868852459016,0,0.00327868852459016,0.00327868852459016,0.00655737704918033,0.00655737704918033,0,0.0098360655737705,0.00327868852459016,0.622950819672131,0,0,0,0,0,0.0229508196721311,0.0163934426229508,0.00327868852459016,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,3765,0,0.0684039087947883,0.00325732899022801,0,0.00651465798045603,0.00651465798045603,0.0293159609120521,0.117263843648208,0.0260586319218241,0.00651465798045603,0,0.214983713355049,0,0,0.00977198697068404,0,0.0553745928338762,0,0.0162866449511401,0.00325732899022801,0.306188925081433,0,0,0,0,0,0.0488599348534202,0.0162866449511401,0.0488599348534202,0,0,0.00977198697068404,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,3796,0,0.0390879478827362,0.00977198697068404,0,0.00325732899022801,0.00325732899022801,0.11400651465798,0.0814332247557003,0.0228013029315961,0,0.00977198697068404,0.166123778501629,0,0,0.00977198697068404,0.00325732899022801,0.0358306188925081,0,0.0358306188925081,0,0.37785016286645,0,0,0,0,0,0.0293159609120521,0.00977198697068404,0.0293159609120521,0,0,0.0130293159609121,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,3840,0,0.033112582781457,0.0165562913907285,0,0,0.0033112582781457,0.0960264900662252,0.0496688741721854,0.0033112582781457,0.00662251655629139,0.00662251655629139,0.139072847682119,0,0,0.0132450331125828,0,0.00662251655629139,0,0.0132450331125828,0,0.552980132450331,0,0,0,0,0,0.0298013245033113,0,0.0198675496688742,0.0033112582781457,0,0.0033112582781457,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,3884,0,0.0488599348534202,0.0325732899022801,0,0,0.00325732899022801,0.0162866449511401,0.133550488599349,0.0228013029315961,0.00325732899022801,0.00325732899022801,0.172638436482085,0,0.00325732899022801,0.00977198697068404,0,0.0553745928338762,0,0.0228013029315961,0.00977198697068404,0.348534201954397,0,0.00325732899022801,0,0,0,0.0358306188925081,0.0130293159609121,0.0260586319218241,0.00977198697068404,0,0.00977198697068404,0.0130293159609121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0
620,3928,0,0.0133333333333333,0.00333333333333333,0,0,0.0266666666666667,0.0266666666666667,0.00333333333333333,0,0,0.01,0.07,0,0,0.0266666666666667,0,0,0,0,0.00333333333333333,0.79,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,3972,0,0.0295081967213115,0.019672131147541,0.00327868852459016,0,0.0098360655737705,0.039344262295082,0,0.00655737704918033,0.00327868852459016,0,0.0655737704918033,0,0.00327868852459016,0.0459016393442623,0,0.00655737704918033,0,0,0,0.678688524590164,0.00327868852459016,0,0,0,0,0.0557377049180328,0.00327868852459016,0,0,0.00655737704918033,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0.0131147540983607,0,0
640,4016,0,0.0165562913907285,0.00993377483443709,0,0,0.00993377483443709,0.225165562913907,0.0132450331125828,0.00662251655629139,0.00662251655629139,0.0033112582781457,0.182119205298013,0,0,0.0132450331125828,0.00993377483443709,0.0198675496688742,0,0.0033112582781457,0,0.440397350993377,0,0,0,0,0,0.033112582781457,0.0033112582781457,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,4059,0,0.0303030303030303,0.00275482093663912,0.00275482093663912,0,0.00826446280991736,0.071625344352617,0.0358126721763085,0.0110192837465565,0.00275482093663912,0,0.18732782369146,0,0,0.00826446280991736,0,0.0247933884297521,0,0.0275482093663912,0,0.363636363636364,0,0.162534435261708,0,0,0,0.0247933884297521,0.00826446280991736,0.0165289256198347,0,0.00275482093663912,0.00275482093663912,0.00550964187327824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,4103,0,0.0457516339869281,0.0228758169934641,0,0,0.00326797385620915,0.0130718954248366,0.088235294117647,0.0196078431372549,0.0065359477124183,0.0065359477124183,0.19281045751634,0,0.00326797385620915,0.0228758169934641,0,0.0392156862745098,0,0.0392156862745098,0.00326797385620915,0.395424836601307,0,0.00326797385620915,0,0,0,0.0490196078431373,0.00980392156862745,0.0196078431372549,0,0,0.00980392156862745,0.00326797385620915,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,4147,0,0.0627062706270627,0.0066006600660066,0,0,0,0.0231023102310231,0.168316831683168,0.0099009900990099,0.0132013201320132,0.0033003300330033,0.201320132013201,0,0.0033003300330033,0.0198019801980198,0.0033003300330033,0.0198019801980198,0,0.0198019801980198,0.0033003300330033,0.323432343234323,0,0.0132013201320132,0,0,0,0.0396039603960396,0,0.033003300330033,0,0.0231023102310231,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,4191,0,0.03,0.00666666666666667,0.00666666666666667,0,0.01,0.01,0.03,0,0.00333333333333333,0,0.153333333333333,0,0.00333333333333333,0.0266666666666667,0.00666666666666667,0.04,0,0.02,0,0.573333333333333,0,0.01,0,0,0,0.0466666666666667,0,0.01,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,4235,0,0.0460526315789474,0.0131578947368421,0,0,0.0164473684210526,0.0296052631578947,0.0394736842105263,0.0131578947368421,0,0.00328947368421053,0.0953947368421053,0,0,0.0625,0.0230263157894737,0.0164473684210526,0,0.00986842105263158,0,0.56578947368421,0,0,0,0,0,0.0263157894736842,0.00657894736842105,0.0164473684210526,0.00328947368421053,0.00328947368421053,0.00657894736842105,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,4279,0,0.0526315789473684,0.0131578947368421,0,0,0.00328947368421053,0.0197368421052632,0.0526315789473684,0.00986842105263158,0.00657894736842105,0.00657894736842105,0.118421052631579,0,0.00328947368421053,0.0263157894736842,0.0230263157894737,0.0164473684210526,0,0.0657894736842105,0.00328947368421053,0.486842105263158,0,0,0,0,0,0.0427631578947368,0.00328947368421053,0.0230263157894737,0,0,0.00657894736842105,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0
710,4323,0,0.0459016393442623,0.0131147540983607,0,0,0,0.00327868852459016,0.0426229508196721,0.0163934426229508,0,0,0.104918032786885,0,0.00327868852459016,0.0229508196721311,0.00655737704918033,0.0262295081967213,0,0.0459016393442623,0.00327868852459016,0.573770491803279,0,0.00655737704918033,0,0,0,0.0491803278688525,0.00327868852459016,0.00327868852459016,0,0.00327868852459016,0.0131147540983607,0.0098360655737705,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0
720,4367,0,0.0697674418604651,0.00664451827242525,0.00332225913621262,0,0.0431893687707641,0.00664451827242525,0.0930232558139535,0.00332225913621262,0.00664451827242525,0,0.162790697674419,0,0,0.0199335548172757,0,0.0299003322259136,0,0.0299003322259136,0,0.428571428571429,0,0,0,0,0,0.0465116279069767,0,0.0299003322259136,0,0,0.00332225913621262,0.0132890365448505,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,4411,0,0.059016393442623,0.0459016393442623,0,0,0.0098360655737705,0.00655737704918033,0.0754098360655738,0.0163934426229508,0.0131147540983607,0.00327868852459016,0.272131147540984,0,0,0.0295081967213115,0,0.0557377049180328,0,0.0098360655737705,0.0098360655737705,0.311475409836066,0,0,0,0,0,0.039344262295082,0.00655737704918033,0.0163934426229508,0,0,0.0098360655737705,0.0098360655737705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,4455,0,0.0921052631578947,0.0361842105263158,0,0.00328947368421053,0.00328947368421053,0.00657894736842105,0.0592105263157895,0.0131578947368421,0.00657894736842105,0,0.289473684210526,0,0,0.0164473684210526,0,0.0427631578947368,0,0.0296052631578947,0.00986842105263158,0.299342105263158,0.00328947368421053,0.00657894736842105,0,0,0,0.0394736842105263,0.0131578947368421,0.0230263157894737,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0
750,4499,0,0.0967741935483871,0.0129032258064516,0,0,0.0064516129032258,0,0.109677419354839,0.0290322580645161,0,0.00967741935483871,0.17741935483871,0,0.0032258064516129,0.0258064516129032,0,0.067741935483871,0,0.0258064516129032,0.0032258064516129,0.267741935483871,0,0.0354838709677419,0,0,0,0.0419354838709677,0.0129032258064516,0.0419354838709677,0.0032258064516129,0,0.0161290322580645,0.0064516129032258,0.0032258064516129,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0
764,4561,0,0.0841423948220065,0.0355987055016181,0,0,0.0129449838187702,0.00647249190938511,0.0550161812297735,0.0194174757281553,0.0129449838187702,0.00323624595469256,0.216828478964401,0,0,0.0226537216828479,0.00323624595469256,0.0485436893203883,0,0.0388349514563107,0,0.362459546925566,0,0.00970873786407767,0,0,0,0.0194174757281553,0.0129449838187702,0.0129449838187702,0,0.00323624595469256,0.00647249190938511,0.00647249190938511,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0
770,4587,0,0.0423452768729642,0.00977198697068404,0,0,0.00651465798045603,0.00977198697068404,0.0423452768729642,0.0130293159609121,0.00325732899022801,0.00651465798045603,0.159609120521173,0,0.00325732899022801,0.0260586319218241,0.00651465798045603,0.0293159609120521,0,0.0814332247557003,0,0.400651465798046,0,0.0716612377850163,0,0,0,0.0325732899022801,0.00325732899022801,0.0130293159609121,0,0.00977198697068404,0.00977198697068404,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0.00977198697068404,0.00325732899022801
780,4631,0,0.0416666666666667,0.0256410256410256,0,0.00320512820512821,0.00320512820512821,0,0.0737179487179487,0.0256410256410256,0.00320512820512821,0.00320512820512821,0.137820512820513,0,0,0.0288461538461538,0.00320512820512821,0.0256410256410256,0,0.0576923076923077,0.00320512820512821,0.435897435897436,0,0.0416666666666667,0,0,0,0.032051282051282,0.0192307692307692,0.00320512820512821,0,0,0.00961538461538462,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0.00320512820512821,0.00320512820512821,0,0,0,0,0,0.0128205128205128,0
