"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Ambrosia.type","Betula","Carya","Castanea","Cephalanthus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Ilex","Ostrya.Carpinus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Fabaceae","Rosaceae.undiff.","Juglans","Myrica","Pinus","Poaceae","Polygonum","Asteraceae.subf..Cichorioideae","Picea","Thalictrum","Fraxinus","Populus","Amaranthaceae","Rhamnaceae.Vitaceae.undiff.","Salix","Tilia","Nyssa","Viburnum","Impatiens","Platanus","Liriodendron","Abies","Acer.undiff.","Potentilla.type","Ranunculaceae.undiff.","Trees.undiff.","Rhamnaceae","Corylus","Artemisia","Apiaceae","Caryophyllaceae","Celtis","Larix","Liliaceae","Onagraceae","Galium","Plantago","Shepherdia.canadensis","Dryas.type"
789,9676,0.0171890798786653,0.00303336703741153,0.0131445904954499,0.0556117290192113,0.00404448938321537,0.00101112234580384,0.00101112234580384,0.00606673407482305,0.0131445904954499,0,0.00404448938321537,0,0.0151668351870576,0.450960566228514,0,0.0364004044489383,0.0101112234580384,0.0101112234580384,0.0606673407482305,0,0,0.00101112234580384,0.0111223458038423,0.222446916076845,0.0111223458038423,0,0,0.00808897876643074,0,0.0252780586450961,0.0101112234580384,0,0.00101112234580384,0.00101112234580384,0,0,0,0,0.00404448938321537,0,0,0,0,0,0,0,0.00303336703741153,0,0,0,0,0,0,0,0,0,0,0
799,9828,0.00101112234580384,0.0141557128412538,0.0202224469160768,0.0566228513650152,0,0.00303336703741153,0.00101112234580384,0,0.0121334681496461,0,0.00202224469160768,0.00101112234580384,0.0121334681496461,0.438827098078868,0,0.0434782608695652,0,0.0141557128412538,0.0748230535894843,0,0.00101112234580384,0,0.0141557128412538,0.224469160768453,0.0121334681496461,0,0,0.00606673407482305,0.00202224469160768,0.0161779575328615,0.0171890798786653,0.00303336703741153,0,0.00101112234580384,0,0.00101112234580384,0,0,0,0,0.00303336703741153,0.00101112234580384,0,0,0,0,0.00202224469160768,0.00101112234580384,0,0,0,0,0,0,0,0,0,0
805,9911,0.00207900207900208,0.0051975051975052,0.0124740124740125,0.0634095634095634,0,0,0.0051975051975052,0,0.0145530145530146,0,0.0051975051975052,0,0.0124740124740125,0.437629937629938,0,0.0436590436590437,0,0,0.0561330561330561,0,0,0,0.0051975051975052,0.271309771309771,0.0176715176715177,0,0,0.0145530145530146,0,0.0197505197505198,0.0051975051975052,0,0,0,0,0,0,0,0.00207900207900208,0,0.00207900207900208,0.00207900207900208,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0
816,10046,0.00601805416248746,0.00802407221664995,0.00802407221664995,0.0381143430290873,0.00200601805416249,0,0,0.00200601805416249,0.0180541624874624,0,0.00401203610832497,0,0.0160481444332999,0.41123370110331,0,0.0401203610832497,0.00200601805416249,0.0220661985957874,0.0461384152457372,0,0,0,0.0300902708124373,0.297893681043129,0.00601805416248746,0,0,0.00601805416248746,0,0.0200601805416249,0.0100300902708124,0.00200601805416249,0,0.00200601805416249,0,0,0,0,0,0,0,0,0,0,0,0,0.00200601805416249,0,0,0,0,0,0,0,0,0,0,0
820.2,10091,0.00203458799593082,0.00305188199389624,0.0101729399796541,0.069175991861648,0,0.00203458799593082,0,0.00305188199389624,0.00508646998982706,0,0.00203458799593082,0,0.0244150559511699,0.326551373346897,0,0.051881993896236,0,0.0122075279755849,0.0417090539165819,0,0,0,0.0142421159715158,0.386571719226857,0.0142421159715158,0,0,0.00610376398779247,0,0.0111902339776195,0.0101729399796541,0,0,0,0,0,0,0,0,0,0.00203458799593082,0,0,0,0,0,0,0.00203458799593082,0,0,0,0,0,0,0,0,0,0
837,10194,0.0100704934541793,0.00704934541792548,0.0040281973816717,0.0755287009063444,0,0.0040281973816717,0,0.00302114803625378,0.0080563947633434,0,0.00100704934541793,0.00100704934541793,0.0201409869083585,0.351460221550856,0,0.054380664652568,0.00100704934541793,0.0040281973816717,0.0342396777442095,0,0.00100704934541793,0,0.00100704934541793,0.368580060422961,0.0181268882175227,0,0,0.00704934541792548,0,0.0120845921450151,0.0080563947633434,0.00100704934541793,0.00201409869083585,0,0,0,0,0,0.00100704934541793,0,0,0,0,0,0,0,0,0.00100704934541793,0,0,0,0,0,0,0,0,0,0
849,10259,0.00202224469160768,0.00202224469160768,0.00202224469160768,0.0808897876643074,0.00202224469160768,0,0.00303336703741153,0.00202224469160768,0.00808897876643074,0,0,0.00101112234580384,0.0182002022244692,0.317492416582406,0,0.0394337714863498,0,0.0141557128412538,0.076845298281092,0,0,0,0.0202224469160768,0.365015166835187,0.0101112234580384,0,0,0.00101112234580384,0,0.0101112234580384,0.0111223458038423,0,0,0.00505561172901921,0,0,0,0,0.00202224469160768,0,0,0,0.00202224469160768,0,0,0,0.00202224469160768,0.00202224469160768,0,0,0,0,0,0,0,0,0,0
860,10406,0,0,0,0.0606060606060606,0.00404040404040404,0,0,0,0.00707070707070707,0,0.00202020202020202,0,0.0232323232323232,0.268686868686869,0,0.0484848484848485,0.00707070707070707,0.0202020202020202,0.0222222222222222,0.00202020202020202,0,0,0.0141414141414141,0.47979797979798,0.00202020202020202,0,0,0.00202020202020202,0.00202020202020202,0.0212121212121212,0.00707070707070707,0,0,0.00202020202020202,0,0,0,0,0,0,0,0.00202020202020202,0,0,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0
865.5,10534.5,0.0100401606425703,0.00200803212851406,0.00301204819277108,0.0823293172690763,0,0.00301204819277108,0,0.00200803212851406,0.0130522088353414,0,0.00100401606425703,0.00502008032128514,0.00502008032128514,0.302208835341365,0,0.0632530120481928,0,0.00803212851405622,0.0311244979919679,0,0,0.00301204819277108,0,0.427710843373494,0.00803212851405622,0,0,0.00602409638554217,0,0.0100401606425703,0.00803212851405622,0.00200803212851406,0,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0
870.8,10690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882.8,11050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,11164,0.0065359477124183,0.0065359477124183,0,0.142701525054466,0,0.00217864923747277,0,0.00217864923747277,0.00544662309368192,0,0.00217864923747277,0.00544662309368192,0.0196078431372549,0.0784313725490196,0,0.014161220043573,0.00326797385620915,0.00326797385620915,0.0784313725490196,0.00217864923747277,0.00217864923747277,0.00217864923747277,0.0065359477124183,0.568627450980392,0.00544662309368192,0,0,0.0108932461873638,0.00217864923747277,0.0108932461873638,0.00871459694989107,0,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0
897,11449,0,0,0,0.193679918450561,0,0.00203873598369011,0,0.00407747196738022,0.0142711518858308,0.00101936799184506,0,0.00611620795107034,0.0122324159021407,0.0509683995922528,0,0.0193679918450561,0.00611620795107034,0.00815494393476045,0.0968399592252803,0,0.00407747196738022,0,0.0214067278287462,0.375127420998981,0.0122324159021407,0,0,0.0937818552497452,0.00611620795107034,0.0214067278287462,0.0163098878695209,0,0,0.00407747196738022,0,0,0,0,0,0,0.0224260958205912,0,0,0,0,0,0.00203873598369011,0,0,0,0,0.00611620795107034,0,0,0,0,0,0
907.6,11780,0,0,0,0.144008056394763,0,0,0,0.00302114803625378,0.0241691842900302,0.00201409869083585,0,0,0.0040281973816717,0.040281973816717,0,0.00604229607250755,0.0100704934541793,0,0.199395770392749,0,0,0,0.00201409869083585,0.224572004028197,0.0261832829808661,0,0,0.209466263846929,0.0040281973816717,0,0.014098690835851,0,0,0,0,0,0,0,0,0,0.0624370594159114,0,0,0,0.00201409869083585,0,0.0040281973816717,0,0,0,0,0.0161127895266868,0.00201409869083585,0,0,0,0,0
915.2,12016,0.0019782393669634,0,0.0019782393669634,0.162215628090999,0,0,0,0.0019782393669634,0.0257171117705242,0.0009891196834817,0.0049455984174085,0.0009891196834817,0.00593471810089021,0.0217606330365974,0.0009891196834817,0.0049455984174085,0.0049455984174085,0.0009891196834817,0.156280909990109,0,0,0,0.00692383778437191,0.295746785361029,0.0227497527200791,0,0,0.19782393669634,0.0039564787339268,0.0049455984174085,0.0148367952522255,0,0,0.0029673590504451,0,0,0.0029673590504451,0,0,0,0.0316518298714144,0,0,0,0,0,0.0049455984174085,0.0029673590504451,0,0,0,0.009891196834817,0,0.0009891196834817,0,0,0,0
925,12286,0,0,0.0031413612565445,0.0617801047120419,0,0,0,0.006282722513089,0.0272251308900524,0.0031413612565445,0.0031413612565445,0,0.0104712041884817,0.0261780104712042,0,0.0031413612565445,0.0104712041884817,0,0.136125654450262,0,0,0,0.0167539267015707,0.343455497382199,0.0335078534031414,0,0,0.259685863874346,0,0,0.0031413612565445,0,0,0,0,0,0.0031413612565445,0,0,0,0.0272251308900524,0,0,0,0,0,0,0.00209424083769634,0,0,0,0.0198952879581152,0,0,0,0,0,0
930,12408,0,0,0,0.0656934306569343,0,0.00104275286757039,0,0.00104275286757039,0.045881126173097,0,0,0.00417101147028154,0.0125130344108446,0.0218978102189781,0,0.00312825860271116,0.00938477580813347,0.00312825860271116,0.198123044838373,0,0.00104275286757039,0,0.00834202294056309,0.32325338894682,0.0302398331595412,0,0,0.218978102189781,0.0072992700729927,0.00834202294056309,0,0,0,0.00417101147028154,0,0,0,0,0,0,0.0229405630865485,0,0,0,0,0,0.00312825860271116,0,0,0,0,0.00625651720542232,0,0,0,0,0,0
937.5,12579.5,0.002002002002002,0,0.002002002002002,0.064064064064064,0,0,0,0.002002002002002,0.036036036036036,0.002002002002002,0,0,0.008008008008008,0.026026026026026,0,0,0.01001001001001,0.004004004004004,0.159159159159159,0,0,0,0.008008008008008,0.383383383383383,0.03003003003003,0,0,0.191191191191191,0.002002002002002,0,0.026026026026026,0,0,0.004004004004004,0,0,0,0,0,0,0.016016016016016,0,0,0,0,0,0.002002002002002,0.002002002002002,0,0,0,0.02002002002002,0,0,0,0,0,0
943.7,12721,0,0,0.00206825232678387,0.0992761116856256,0.00206825232678387,0,0,0,0.047569803516029,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.0186142709410548,0.0382626680455016,0,0,0.0031023784901758,0,0.18200620475698,0,0,0,0.0144777662874871,0.368148914167528,0.0289555325749741,0,0,0.142709410548087,0.00413650465356774,0.0144777662874871,0,0.00103412616339193,0,0.0062047569803516,0,0,0,0,0,0,0.0144777662874871,0,0,0,0,0,0,0.00103412616339193,0,0,0,0.00827300930713547,0,0,0,0,0,0
948.7,12840.5,0,0,0,0.0766129032258065,0,0,0.00504032258064516,0.00201612903225806,0.0766129032258065,0.0131048387096774,0.00806451612903226,0,0.00504032258064516,0.0292338709677419,0,0,0.00806451612903226,0,0.092741935483871,0,0.0030241935483871,0,0.00504032258064516,0.344758064516129,0.0342741935483871,0,0,0.185483870967742,0,0.03125,0.0292338709677419,0,0,0.00504032258064516,0,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0,0.0030241935483871,0,0,0,0.0292338709677419,0,0,0.00504032258064516,0,0,0
950,12873,0,0,0.0050709939148073,0.118661257606491,0,0,0,0.00304259634888438,0.0324543610547667,0.0182555780933063,0.0050709939148073,0,0.0405679513184584,0.0456389452332657,0,0,0,0,0.0425963488843813,0,0,0,0.013184584178499,0.325557809330629,0.0294117647058824,0,0,0.250507099391481,0,0.013184584178499,0.0050709939148073,0,0,0.00304259634888438,0,0,0,0,0,0,0.0243407707910751,0,0,0,0,0,0.0050709939148073,0.00304259634888438,0,0,0,0.0162271805273834,0,0,0,0,0,0
955.8,13022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957.1,13056.5,0,0,0.00928792569659443,0.0908152734778122,0.00103199174406605,0.00103199174406605,0,0.00928792569659443,0.0619195046439628,0,0.0123839009287926,0,0.0515995872033024,0.0835913312693498,0,0,0.0144478844169247,0,0.0526315789473684,0,0.00103199174406605,0,0.0144478844169247,0.307533539731682,0.0536635706914345,0,0,0.183694530443756,0.00103199174406605,0.0278637770897833,0,0,0,0.00206398348813209,0,0,0,0,0,0,0.00722394220846233,0,0,0,0,0,0.00515995872033024,0.00206398348813209,0,0,0,0.00619195046439629,0,0,0,0,0,0
962.6,13205,0.00604229607250755,0,0.00302114803625378,0.0896273917421954,0.00302114803625378,0,0,0.00604229607250755,0.0755287009063444,0,0.0080563947633434,0,0.0473313192346425,0.0594159113796576,0.00302114803625378,0,0.0171198388721047,0.00604229607250755,0.0332326283987915,0,0.00302114803625378,0,0.0251762336354481,0.284994964753273,0.0704934541792548,0,0,0.177240684793555,0.00302114803625378,0.00604229607250755,0.0332326283987915,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0.013091641490433,0,0,0,0,0,0.00302114803625378,0,0,0,0,0.0110775427995972,0,0,0,0.00302114803625378,0.00302114803625378,0
970,13411,0,0,0,0.0873493975903614,0.00401606425702811,0,0,0.00803212851405622,0.071285140562249,0,0.0120481927710843,0,0.0311244979919679,0.103413654618474,0,0,0.0120481927710843,0,0.0120481927710843,0,0.0120481927710843,0,0,0.329317269076305,0.0311244979919679,0,0,0.162650602409639,0,0.0431726907630522,0.036144578313253,0,0,0.00401606425702811,0,0,0,0,0,0,0.00803212851405622,0,0,0,0,0,0.0120481927710843,0,0,0,0,0.0200803212851406,0,0,0,0,0,0
974,13525,0,0,0,0.065989847715736,0.00304568527918782,0,0,0.0101522842639594,0.0395939086294416,0.00304568527918782,0.0131979695431472,0,0.0101522842639594,0.0954314720812183,0,0,0.0101522842639594,0,0.0131979695431472,0,0,0,0.0131979695431472,0.422335025380711,0.0395939086294416,0,0,0.178680203045685,0,0.0131979695431472,0.0192893401015228,0,0,0.0131979695431472,0,0.00304568527918782,0,0,0,0,0.0111675126903553,0,0,0,0,0,0,0,0,0,0,0.0192893401015228,0,0,0,0.00304568527918782,0,0
980.2,13701,0,0,0.00101112234580384,0.0697674418604651,0.00101112234580384,0,0,0.0141557128412538,0.0364004044489383,0.00404448938321537,0.00101112234580384,0,0.0647118301314459,0.0889787664307381,0.00101112234580384,0,0.0121334681496461,0.00505561172901921,0.00910010111223458,0,0.00303336703741153,0,0.0121334681496461,0.376137512639029,0.0566228513650152,0,0,0.149646107178969,0,0.0101112234580384,0.051567239635996,0.00101112234580384,0,0.0121334681496461,0,0,0,0,0,0,0.00808897876643074,0,0.00101112234580384,0,0,0,0.00303336703741153,0,0.00101112234580384,0.00101112234580384,0,0.00505561172901921,0,0,0,0,0,0
986.2,13871,0,0,0.002002002002002,0.079079079079079,0.002002002002002,0,0,0.021021021021021,0.06006006006006,0,0,0,0.035035035035035,0.0810810810810811,0,0.002002002002002,0.014014014014014,0,0.014014014014014,0,0.002002002002002,0,0.017017017017017,0.23023023023023,0.06006006006006,0,0,0.27027027027027,0.008008008008008,0.029029029029029,0.044044044044044,0,0,0.01001001001001,0,0,0,0,0,0,0.005005005005005,0,0,0,0,0,0.002002002002002,0,0,0,0,0.012012012012012,0,0,0,0,0,0
992.6,14051,0,0,0.00407331975560081,0.0682281059063136,0,0,0,0.010183299389002,0.070264765784114,0,0,0,0.0285132382892057,0.106924643584521,0,0.00203665987780041,0.00203665987780041,0.00203665987780041,0.010183299389002,0,0,0,0.0132382892057026,0.254582484725051,0.060081466395112,0,0.00203665987780041,0.285132382892057,0,0.010183299389002,0.0366598778004073,0,0,0.0152749490835031,0,0,0,0,0,0,0.00610997963340122,0,0,0,0.00203665987780041,0,0,0,0.00203665987780041,0,0,0.00610997963340122,0,0,0,0,0,0.00203665987780041
996.3,14154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,14684,0,0,0,0.106280193236715,0,0,0.00386473429951691,0.0376811594202899,0.31304347826087,0.00772946859903382,0,0,0.00386473429951691,0.0328502415458937,0,0,0.0154589371980676,0.00386473429951691,0.0647342995169082,0,0.00386473429951691,0,0,0.131400966183575,0.106280193236715,0,0,0.0473429951690821,0.0115942028985507,0.00772946859903382,0.0434782608695652,0,0,0.0454106280193237,0,0,0,0,0,0,0,0,0,0,0,0,0.00386473429951691,0.00579710144927536,0,0,0,0,0,0,0,0.00386473429951691,0,0
1023,15023,0,0.00504540867810293,0.00504540867810293,0.116044399596367,0.00504540867810293,0,0,0.0141271442986882,0.287588294651867,0,0,0,0.0181634712411705,0.0232088799192735,0.00504540867810293,0,0.0141271442986882,0.00908173562058527,0.0282542885973764,0,0,0,0.00504540867810293,0.139253279515641,0.087790110998991,0,0,0.041372351160444,0.0141271442986882,0.00908173562058527,0.0464177598385469,0,0,0.12108980827447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504540867810293,0,0,0,0,0,0,0,0
1028,15245,0,0,0.0093945720250522,0.0490605427974948,0,0,0,0.00313152400835073,0.379958246346555,0.0125260960334029,0,0,0.0093945720250522,0.0354906054279749,0.00626304801670146,0,0.0125260960334029,0.00104384133611691,0.0427974947807933,0,0.0093945720250522,0,0.0125260960334029,0.126304801670146,0.110647181628392,0,0,0.058455114822547,0.0167014613778706,0,0.0396659707724426,0,0,0.058455114822547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313152400835073,0,0.00313152400835073,0,0,0,0,0,0,0,0
1033,15497,0,0,0.00411099691675231,0.0462487153134635,0.00308324768756423,0.00102774922918808,0,0.0092497430626927,0.317574511819116,0.00102774922918808,0,0,0.00102774922918808,0.0205549845837616,0.00513874614594039,0,0.00513874614594039,0.00102774922918808,0.0339157245632066,0,0.013360739979445,0,0,0.20863309352518,0.0986639260020555,0,0,0.0606372045220966,0.0154162384378212,0.0113052415210689,0.0246659815005139,0.00102774922918808,0,0.0945529290853032,0,0,0,0,0,0,0,0,0,0,0,0,0.00102774922918808,0.0123329907502569,0,0.0092497430626927,0,0,0,0,0,0,0,0
1038,15773,0,0,0.00404448938321537,0.0293225480283114,0.00303336703741153,0,0,0.00404448938321537,0.322548028311426,0.0070778564206269,0,0,0.0111223458038423,0.0293225480283114,0.0070778564206269,0,0.00404448938321537,0,0.032355915065723,0,0.0111223458038423,0,0,0.19211324570273,0.116279069767442,0,0,0.0414560161779575,0.0141557128412538,0.0070778564206269,0.0546006066734075,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0.0070778564206269,0,0.00404448938321537,0.00404448938321537,0.0070778564206269,0,0,0,0,0,0,0,0,0,0
1043,16061,0,0,0,0.0259481037924152,0,0,0,0.0029940119760479,0.404191616766467,0.00598802395209581,0,0,0.0029940119760479,0.0379241516966068,0.00598802395209581,0,0.00898203592814371,0.00898203592814371,0.0399201596806387,0,0,0,0,0.135728542914172,0.109780439121756,0,0,0.0459081836327345,0.0169660678642715,0.00598802395209581,0.0349301397205589,0,0,0.094810379241517,0,0,0,0,0,0,0,0,0.0029940119760479,0,0,0,0,0.00598802395209581,0,0,0,0,0.0029940119760479,0,0,0,0,0
1049,16405,0.00205761316872428,0,0.00205761316872428,0.0205761316872428,0.00411522633744856,0,0,0.00925925925925926,0.405349794238683,0.00205761316872428,0,0,0.00411522633744856,0.0339506172839506,0.0133744855967078,0,0.00411522633744856,0.00411522633744856,0.0246913580246914,0,0.00411522633744856,0,0,0.190329218106996,0.0874485596707819,0.00102880658436214,0,0.0504115226337449,0.0288065843621399,0.00411522633744856,0.0133744855967078,0,0,0.0720164609053498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925925925925926,0,0.00925925925925926,0,0,0,0,0,0,0,0
1053,16623,0,0,0.00630252100840336,0.0115546218487395,0,0,0,0.00840336134453781,0.444327731092437,0.0178571428571429,0,0,0.00315126050420168,0.023109243697479,0.00630252100840336,0,0.0115546218487395,0,0.0294117647058824,0,0,0,0,0.144957983193277,0.0819327731092437,0,0,0.0567226890756303,0.0262605042016807,0,0.023109243697479,0,0,0.0672268907563025,0,0,0,0,0,0,0,0,0.00315126050420168,0,0,0,0,0.0136554621848739,0.00315126050420168,0.0115546218487395,0,0,0,0,0.00630252100840336,0,0,0
1058,16875,0,0,0,0.0309278350515464,0,0,0,0.0154639175257732,0.470103092783505,0,0,0,0.0103092783505155,0.00515463917525773,0.0103092783505155,0,0.0103092783505155,0,0.056701030927835,0,0.00515463917525773,0,0,0.115463917525773,0.122680412371134,0,0,0.0484536082474227,0.0154639175257732,0.0206185567010309,0.0154639175257732,0,0,0.0412371134020619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103092783505155,0,0.00515463917525773,0,0,0,0,0,0,0,0
1063,17108,0,0,0.00202839756592292,0.0141987829614604,0.00202839756592292,0,0,0.00709939148073022,0.336713995943205,0.00405679513184584,0.00101419878296146,0,0.0050709939148073,0.0354969574036511,0.00202839756592292,0,0.0121703853955375,0,0.0294117647058824,0.00202839756592292,0.00101419878296146,0,0,0.306288032454361,0.077079107505071,0,0,0.0862068965517241,0.0212981744421907,0,0.00912778904665314,0,0,0.0304259634888438,0,0,0,0,0,0,0.00101419878296146,0,0,0,0.00304259634888438,0,0,0.00912778904665314,0,0.00202839756592292,0,0,0,0,0,0,0,0
1073,17534,0.00308324768756423,0,0.00308324768756423,0.00616649537512847,0.00308324768756423,0,0,0.00616649537512847,0.546762589928058,0,0,0,0,0.0277492291880781,0.00308324768756423,0,0.0092497430626927,0,0.0308324768756423,0,0.00616649537512847,0,0,0.115107913669065,0.0585817060637204,0,0,0.0534429599177801,0.0246659815005139,0.00616649537512847,0.0154162384378212,0,0,0.052415210688592,0,0,0,0,0,0,0,0,0.00616649537512847,0,0,0,0,0.00719424460431655,0,0.0154162384378212,0,0,0,0,0,0,0,0
1078,17736,0,0,0.00819672131147541,0.0174180327868852,0,0,0,0,0.462090163934426,0,0,0,0,0.0297131147540984,0.00409836065573771,0,0.0174180327868852,0,0.0338114754098361,0.0174180327868852,0.00819672131147541,0,0,0.150614754098361,0.0932377049180328,0,0,0.021516393442623,0.0256147540983607,0,0.0338114754098361,0,0,0.0594262295081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133196721311475,0,0.00409836065573771,0,0,0,0,0,0,0,0
1083,17938,0,0,0.00306122448979592,0.00612244897959184,0.00306122448979592,0,0,0.00612244897959184,0.338775510204082,0,0,0,0.00816326530612245,0.0255102040816327,0.00306122448979592,0,0.00306122448979592,0,0.0285714285714286,0,0,0,0.00306122448979592,0.294897959183673,0.0704081632653061,0,0,0.0438775510204082,0.0173469387755102,0.00612244897959184,0.0540816326530612,0,0,0.0673469387755102,0,0,0,0,0,0,0.00306122448979592,0,0.00306122448979592,0,0,0,0,0.00816326530612245,0,0,0,0,0,0,0,0,0,0.00306122448979592
1093.5,NA,0,0,0.00808897876643074,0.00808897876643074,0,0,0,0.0141557128412538,0.39737108190091,0.00404448938321537,0.00202224469160768,0,0.00202224469160768,0.0141557128412538,0.00606673407482305,0,0.0121334681496461,0,0.0283114256825076,0,0.00202224469160768,0,0.00202224469160768,0.246713852376138,0.0444893832153691,0,0.00202224469160768,0.0556117290192113,0.0303336703741153,0.00202224469160768,0.0343781597573306,0,0,0.0697674418604651,0,0,0,0,0,0,0,0,0.00202224469160768,0,0,0,0,0.0101112234580384,0,0.00202224469160768,0,0,0,0,0,0,0,0
