"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.undiff.","Achillea.type","Adiantum","Alnus.incana","Alnus.viridis","Amaranthaceae.undiff.","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Betula","Botrychium.virginianum","Brasenia.schreberi","Brassicaceae","Butomus.umbellatus","Callitriche","Caltha","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cyperaceae","Diphasiastrum.complanatum","Drosera","Ephedra","Equisetum","Ericales","Eriocaulon","Fabaceae","Fagus","Filicopsida.undiff.","Fraxinus.nigra.type","Fraxinus.undiff.","Huperzia.lucidula","Huperzia.selago","Ilex.Nemopanthus","Indeterminable","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Lamiaceae","Larix","Liquidambar","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Menyanthes.trifoliata","Myrica","Myriophyllum","Nuphar","Nymphaea","Ophioglossum","Osmunda.cinnamomea","Osmunda.regalis","Ostrya.Carpinus","Picea","Pinus.strobus","Pinus.undiff.","Plantago","Platanus","Poaceae","Polypodium","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculaceae.undiff.","Rosaceae","Rubiaceae.undiff.","Rumex","Sagittaria","Salix","Sarcobatus.vermiculatus","Shepherdia.canadensis","Sparganium.type","Sphagnum","Taxus","Thalictrum","Tilia","Tsuga","Typha.latifolia","Ulmus","Unknown"
1184,8335,2,11,1,0,0,4,1,2,11,0,1,0,0,113,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,10,2,0,0,0,0,4,0,5,0,3,0,0,0,1,0,0,1,0,0,2,0,0,0,19,1,263,576,0,0,2,0,2,0,9,40,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,25,0
1188,8433,8,8,2,0,0,4,0,3,2,0,4,3,0,99,0,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,4,11,1,0,0,0,1,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,19,3,281,612,0,2,1,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,13,0
1192,8531,7,5,0,0,0,2,3,0,6,0,2,0,0,121,0,0,0,0,0,0,3,0,0,1,0,0,3,4,0,0,0,0,1,0,0,4,2,5,1,0,0,0,0,1,0,1,0,4,0,0,0,1,1,0,3,0,0,2,0,0,0,18,5,222,595,0,5,0,0,4,0,8,39,0,0,0,0,0,1,0,1,0,2,0,0,1,6,0,14,0
1196,8629,4,11,7,0,0,8,5,2,6,0,3,2,0,133,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,2,14,5,0,0,0,3,1,1,5,2,4,0,0,0,0,1,0,7,0,0,0,0,0,0,28,5,303,456,0,2,7,0,3,1,13,54,0,0,0,0,0,2,0,0,0,0,3,0,1,6,0,19,2
1200,8727,9,7,4,0,0,5,1,0,1,0,2,2,0,60,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,3,2,5,1,0,0,0,1,0,0,3,0,5,0,0,0,0,1,0,7,0,1,0,0,0,0,7,2,266,652,0,3,1,0,3,1,11,36,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,15,1
1204,8826,2,5,0,0,0,2,5,3,3,0,5,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,4,9,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,22,3,333,506,0,4,2,0,7,0,6,57,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,23,0
1208,8925,5,1,0,0,0,2,0,0,2,0,4,2,0,107,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,9,1,0,0,0,1,1,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,17,6,205,613,0,2,1,0,0,0,3,52,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,17,0
1216,9125,2,5,0,0,0,0,4,3,2,0,0,0,0,80,1,0,0,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,4,10,7,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,10,4,126,811,0,2,1,0,5,0,6,39,0,0,0,0,0,1,0,0,0,0,4,0,0,6,0,15,1
1220,9225,6,4,0,0,0,11,2,4,12,0,9,3,0,61,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,15,2,211,600,0,5,5,0,6,0,10,56,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,22,1
1228,9426,7,4,2,0,0,2,4,2,4,0,5,4,0,101,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,0,1,0,0,0,0,7,9,2,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,13,6,325,640,0,0,0,0,3,0,10,48,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,8,0
1232,9527,11,4,0,0,0,11,0,0,5,0,0,1,0,199,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,9,1,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,6,3,269,470,0,2,0,0,2,0,9,39,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,17,0
1236,9628,9,1,0,0,0,13,5,1,3,0,5,3,0,155,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,9,0,9,0,0,0,0,2,0,8,0,0,2,0,0,0,8,12,27,672,0,3,5,0,2,0,16,51,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,2,0
1244,9832,10,2,1,0,1,5,5,2,3,0,13,5,0,187,0,0,1,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,19,2,0,0,0,2,2,0,13,0,9,0,0,0,0,0,0,16,0,0,2,0,0,0,12,20,16,589,0,7,4,0,7,0,18,79,0,0,0,0,0,7,1,0,0,0,0,0,2,0,1,36,2
1260,10243,17,1,3,0,0,3,2,1,1,0,8,5,0,145,0,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,2,0,0,0,0,2,9,3,0,0,0,3,0,0,15,0,15,0,0,0,0,1,0,44,0,0,0,0,0,0,20,35,36,558,0,1,7,0,34,0,24,82,0,0,0,0,0,5,0,0,1,0,0,0,0,9,0,23,1
1276,10659,3,2,0,0,0,3,1,0,0,0,9,1,0,241,0,0,0,0,0,0,6,0,0,1,0,0,10,5,0,0,0,2,0,0,0,1,3,8,1,0,0,0,2,3,0,7,0,17,0,0,0,1,2,0,3,0,0,0,0,0,0,16,35,1,635,0,2,4,0,8,0,6,69,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,32,5
1292,11080,1,1,0,0,0,0,0,2,1,0,22,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,14,1,0,0,9,1,0,0,0,15,11,0,0,1,0,3,1,0,62,0,5,0,0,0,0,4,0,63,0,0,0,0,0,0,40,190,27,108,0,0,9,0,47,3,14,60,0,0,0,0,0,17,1,0,0,0,0,0,0,3,1,14,1
