"sample.depths","sample.ages","Betula","Carya","Celtis","Corylus","Cyperaceae","Fagus","Herbs.undiff.","Larix","Picea","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Acer","Ambrosia","Cornus","Fraxinus","Juglans","Populus","Poaceae","Juniperus","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Ostrya","Artemisia","Amaranthaceae.undiff.","Asteraceae.undiff.","Platanus","Thalictrum","Brassicaceae","Urtica","Ericaceae","Trees.undiff.","Abies","Sarcobatus.vermiculatus","Ranunculaceae.undiff.","Nyssa","Rubus","Ephedra","Humulus"
995,11904,0.188118811881188,0.0033003300330033,0.0033003300330033,0.0099009900990099,0.033003300330033,0,0.0099009900990099,0.0363036303630363,0.0957095709570957,0.099009900990099,0.0033003300330033,0.0033003300330033,0,0.0528052805280528,0.0033003300330033,0,0.0132013201320132,0,0.0891089108910891,0.0066006600660066,0,0.0033003300330033,0,0.257425742574257,0.0099009900990099,0.0264026402640264,0.0066006600660066,0,0,0,0,0,0,0,0,0.0462046204620462,0,0,0,0,0,0
1000,12058,0.0638297872340425,0,0,0.00303951367781155,0.033434650455927,0,0.0060790273556231,0.027355623100304,0.21580547112462,0.115501519756839,0.0121580547112462,0,0,0.0699088145896656,0.00303951367781155,0,0.00911854103343465,0,0.0729483282674772,0.00911854103343465,0,0.0182370820668693,0,0.264437689969605,0.0060790273556231,0.00911854103343465,0.0121580547112462,0.00303951367781155,0,0,0,0.0060790273556231,0,0,0,0.0395136778115502,0,0,0,0,0,0
1010,12417,0.0319488817891374,0.00319488817891374,0,0.00958466453674121,0.00958466453674121,0,0.00319488817891374,0.0351437699680511,0.36741214057508,0.105431309904153,0.00638977635782748,0,0,0.0575079872204473,0.0159744408945687,0,0.012779552715655,0,0.060702875399361,0.00319488817891374,0,0.00958466453674121,0,0.226837060702875,0.00319488817891374,0.0159744408945687,0.00958466453674121,0.00319488817891374,0,0,0,0.00638977635782748,0,0,0,0.00319488817891374,0,0,0,0,0,0
1030,13134,0.0353697749196141,0,0.00321543408360129,0,0.022508038585209,0,0,0.0321543408360129,0.514469453376206,0.067524115755627,0.00321543408360129,0,0,0.0353697749196141,0.00643086816720257,0.00643086816720257,0,0,0.0868167202572347,0.00321543408360129,0,0.00321543408360129,0.00321543408360129,0.115755627009646,0.00643086816720257,0.022508038585209,0.022508038585209,0.00321543408360129,0,0,0,0,0,0,0,0.00643086816720257,0,0,0,0,0,0
1050,13851,0.0354838709677419,0,0,0.0161290322580645,0.0354838709677419,0,0,0.0516129032258065,0.62258064516129,0.0451612903225806,0.0161290322580645,0,0,0.0258064516129032,0.0064516129032258,0,0.00967741935483871,0,0.0258064516129032,0,0,0.00967741935483871,0,0.0483870967741935,0,0.0129032258064516,0.0225806451612903,0,0.0032258064516129,0,0,0,0,0,0,0.0129032258064516,0,0,0,0,0,0
1070,14568,0.0163934426229508,0,0,0.0098360655737705,0.0557377049180328,0,0,0.0327868852459016,0.649180327868852,0.0426229508196721,0.00655737704918033,0,0,0.00327868852459016,0.0229508196721311,0,0.0098360655737705,0,0.0262295081967213,0,0,0.019672131147541,0,0.0262295081967213,0,0.019672131147541,0.0459016393442623,0.00327868852459016,0,0,0,0,0,0,0,0.0098360655737705,0,0,0,0,0,0
1085,15106,0.0274914089347079,0,0,0.00343642611683849,0.103092783505155,0,0,0.0343642611683849,0.580756013745705,0.0481099656357388,0.0240549828178694,0,0,0.0240549828178694,0.00687285223367698,0,0.00343642611683849,0.00343642611683849,0.0171821305841924,0,0,0.00687285223367698,0,0.013745704467354,0,0.0309278350515464,0.0549828178694158,0.00343642611683849,0,0,0,0,0,0,0,0.013745704467354,0,0,0,0,0,0
1090,15285,0.0317460317460317,0.00634920634920635,0,0.00634920634920635,0.0984126984126984,0,0,0.0253968253968254,0.488888888888889,0.0634920634920635,0.0317460317460317,0,0,0.0158730158730159,0.0126984126984127,0.00317460317460317,0.019047619047619,0,0.019047619047619,0,0,0.0380952380952381,0,0.00952380952380952,0,0.00952380952380952,0.0888888888888889,0.00317460317460317,0.00634920634920635,0,0.00634920634920635,0.00317460317460317,0,0,0,0.00952380952380952,0,0,0,0,0,0.00317460317460317
1095,15465,0.0195439739413681,0,0,0.00325732899022801,0.0814332247557003,0,0,0.0228013029315961,0.579804560260586,0.0358306188925081,0.0228013029315961,0,0,0.00651465798045603,0.00651465798045603,0,0.0358306188925081,0.00651465798045603,0.0260586319218241,0,0,0.0293159609120521,0,0.00977198697068404,0,0.0293159609120521,0.0684039087947883,0.0130293159609121,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0
1100,15644,0.0137931034482759,0.0103448275862069,0,0.0103448275862069,0.0310344827586207,0,0,0.0586206896551724,0.620689655172414,0.0586206896551724,0.00689655172413793,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0.0482758620689655,0,0.00689655172413793,0.00689655172413793,0,0.0241379310344828,0,0.00344827586206897,0,0.0172413793103448,0.0482758620689655,0.0103448275862069,0.00689655172413793,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0
1110,16003,0.00325732899022801,0.00325732899022801,0,0.00325732899022801,0.0586319218241042,0,0.00651465798045603,0.0195439739413681,0.488599348534202,0.0846905537459283,0.0195439739413681,0,0,0.0260586319218241,0.00651465798045603,0,0.0293159609120521,0,0.100977198697068,0,0,0.0195439739413681,0,0,0,0.0390879478827362,0.0651465798045603,0.0162866449511401,0,0,0,0,0,0,0,0.00651465798045603,0,0,0,0,0,0.00325732899022801
1115,16182,0.00615384615384615,0.00615384615384615,0,0.00307692307692308,0.08,0,0.00307692307692308,0.0338461538461538,0.526153846153846,0.0430769230769231,0.00923076923076923,0,0,0.0276923076923077,0.00923076923076923,0,0.0430769230769231,0,0.123076923076923,0.00307692307692308,0,0.0123076923076923,0,0.00307692307692308,0,0.0276923076923077,0.0246153846153846,0.00615384615384615,0,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0,0,0,0,0,0.00307692307692308
1120,16361,0,0,0,0,0.0590062111801242,0,0.0062111801242236,0.015527950310559,0.608695652173913,0.0807453416149068,0,0,0,0.0062111801242236,0,0,0.0341614906832298,0,0.0745341614906832,0,0,0.015527950310559,0.0031055900621118,0.0062111801242236,0,0.015527950310559,0.046583850931677,0.0062111801242236,0,0,0,0,0,0.0031055900621118,0,0.0093167701863354,0.0031055900621118,0,0,0,0.0031055900621118,0.0031055900621118
1125,16540,0.00324675324675325,0,0,0,0.051948051948052,0,0,0.0227272727272727,0.564935064935065,0.0649350649350649,0.00324675324675325,0,0,0.00324675324675325,0.0064935064935065,0,0.051948051948052,0,0.0584415584415584,0,0,0.025974025974026,0.0064935064935065,0.0194805194805195,0,0.0324675324675325,0.0649350649350649,0.00324675324675325,0,0,0.00324675324675325,0,0,0,0,0.00324675324675325,0,0,0,0,0,0.00974025974025974
1130,16720,0.00597014925373134,0.0119402985074627,0,0,0.0507462686567164,0,0,0.0328358208955224,0.623880597014925,0.0686567164179104,0.00597014925373134,0,0,0.00298507462686567,0.00298507462686567,0,0.0417910447761194,0,0.0656716417910448,0.00298507462686567,0,0.00298507462686567,0,0.00298507462686567,0,0.026865671641791,0.0298507462686567,0.00895522388059702,0,0,0.00298507462686567,0,0,0,0,0.00597014925373134,0,0,0,0,0,0.00298507462686567
1140,17078,0.00638977635782748,0.00638977635782748,0,0,0.073482428115016,0,0.00319488817891374,0.086261980830671,0.55591054313099,0.0670926517571885,0.00319488817891374,0,0,0.00319488817891374,0,0.00319488817891374,0.0287539936102236,0,0.060702875399361,0.00638977635782748,0,0.0287539936102236,0,0,0,0.0223642172523962,0.0319488817891374,0.00319488817891374,0.00319488817891374,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0
1145,NA,0.0133779264214047,0,0,0,0.110367892976589,0,0,0.0468227424749164,0.474916387959866,0.0568561872909699,0.0167224080267559,0,0,0.0100334448160535,0,0,0.0267558528428094,0.00334448160535117,0.110367892976589,0.00334448160535117,0,0.020066889632107,0,0.0133779264214047,0,0.040133779264214,0.0367892976588629,0,0.00334448160535117,0,0.00334448160535117,0,0,0.00668896321070234,0,0,0,0.00334448160535117,0,0,0,0
