"sample.depths","sample.ages","Acer.negundo","Artemisia","Carya","Celtis","Amaranthaceae.undiff.","Asteraceae.undiff.","Iva.annua.type","Cyperaceae","Poaceae.undiff.","Iva.xanthifolia.type","Platanus","Quercus","Sarcobatus.vermiculatus","Ulmus","Apiaceae","Ambrosia","Juniperus.type","Juglans","Pinus","Populus","Brassicaceae","Betula","Cephalanthus","Corylus","Ephedra.trifurca.type","Ostrya.Carpinus","Picea","Rumex","Salix","Urtica.type","Vitis","Xanthium","Zea.mays","Alnus","Humulus.Cannabis.sativa","Fraxinus","Avena.type","Cerealia.undiff.","Plantago","Verbena","Acer.nigrum","Euphorbia.subg..Chamaesyce.type","Caprifoliaceae.undiff.","Geum.type","Cornus","Acer.undiff.","Rhus","Tilia","Rosaceae.undiff.","Amorpha","Trifolium.type","Pinaceae.undiff.","Shepherdia.argentea","Liliaceae.undiff.","Mentha.type","Cuscuta","Ephedra.viridis.type","Lamiaceae.undiff.","Dalea","Rubiaceae.undiff.","Thalictrum","Primula","Alternanthera","Abies","Caltha.type","Pedicularis","Phlox","Stachys.type","Rhamnus","Boraginaceae","Araceae","Lythrum","Larix","Sanguisorba.canadensis","Filipendula.rubra","Caryophyllaceae","Tidestromia","Ranunculus.type","Scrophulariaceae.undiff.","Lilium","Polygonella","Epilobium","Gaura","Campanula","Solanum","Impatiens","Fabaceae.undiff.","Lonicera","Castanea","Potentilla.type","Parthenocissus","Polemonium","Polygonum.persicaria.type","Valeriana"
918,12864,0.00275482093663912,0.034435261707989,0,0,0.012396694214876,0.0619834710743802,0.00413223140495868,0.303030303030303,0.134986225895317,0,0,0.0371900826446281,0.00137741046831956,0.0220385674931129,0.00413223140495868,0.18595041322314,0.00550964187327824,0,0.00550964187327824,0,0,0.00275482093663912,0,0.034435261707989,0,0.0316804407713499,0.00550964187327824,0,0.0192837465564738,0,0,0.00275482093663912,0,0.00413223140495868,0.00275482093663912,0.0289256198347107,0,0,0,0.00137741046831956,0.00413223140495868,0,0,0,0,0,0,0,0.00413223140495868,0,0.00137741046831956,0.00275482093663912,0,0,0,0,0.00275482093663912,0,0,0.00137741046831956,0.0068870523415978,0.00275482093663912,0,0.00137741046831956,0.0151515151515152,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0.00137741046831956,0.00137741046831956,0.00137741046831956,0.00137741046831956,0,0,0,0,0,0,0,0,0
923,12958,0,0.029673590504451,0,0,0.0029673590504451,0.0178041543026706,0,0.243323442136499,0.103857566765579,0,0.0029673590504451,0.0237388724035608,0,0.00593471810089021,0.0029673590504451,0.0326409495548961,0.00593471810089021,0,0.0445103857566766,0,0,0.0118694362017804,0,0.0118694362017804,0,0.0118694362017804,0.370919881305638,0,0.0207715133531157,0,0,0,0,0.0118694362017804,0,0.0118694362017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148367952522255,0,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0.0029673590504451,0,0,0,0.00890207715133531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,13052,0,0.0279955207166853,0.00223964165733483,0,0.0145576707726764,0.0279955207166853,0.00111982082866741,0.435610302351624,0.0996640537513998,0.00335946248600224,0,0.038073908174692,0,0.0179171332586786,0.0089585666293393,0.191489361702128,0.00111982082866741,0,0.0100783874580067,0.00447928331466965,0,0.00223964165733483,0,0.0212765957446809,0,0.0179171332586786,0.0100783874580067,0.00111982082866741,0.0201567749160134,0,0,0,0,0.00335946248600224,0.00111982082866741,0.0111982082866741,0,0,0,0.00111982082866741,0.00111982082866741,0.00111982082866741,0,0.00111982082866741,0,0,0.00111982082866741,0,0,0,0,0.00111982082866741,0,0,0,0.00111982082866741,0,0,0,0.00111982082866741,0.00559910414333707,0.00111982082866741,0,0,0.0078387458006719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111982082866741,0.00111982082866741,0.00111982082866741,0,0,0,0,0,0
933,13146,0.00219298245614035,0.0394736842105263,0,0,0.0263157894736842,0.0460526315789474,0.00219298245614035,0.337719298245614,0.0964912280701754,0,0,0.0592105263157895,0,0.0219298245614035,0,0.140350877192982,0.0043859649122807,0,0,0,0,0.00657894736842105,0,0.0175438596491228,0,0.0460526315789474,0.0307017543859649,0,0.0285087719298246,0,0,0,0,0.0109649122807018,0.0043859649122807,0.0394736842105263,0,0,0,0,0.00219298245614035,0,0,0,0,0,0.00219298245614035,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0.0153508771929825,0,0.00219298245614035,0,0.0087719298245614,0,0,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0
938,13390,0.00175131348511384,0.0245183887915937,0.00175131348511384,0,0.0157618213660245,0.0280210157618214,0.00175131348511384,0.520140105078809,0.117338003502627,0,0.00350262697022767,0.0455341506129597,0,0.0245183887915937,0,0.0385288966725044,0.00175131348511384,0,0.0140105078809107,0.00350262697022767,0,0.00525394045534151,0,0.0122591943957968,0,0.0227670753064799,0.0175131348511384,0,0.0175131348511384,0.00175131348511384,0.00175131348511384,0,0,0.00700525394045534,0.00175131348511384,0.0350262697022767,0,0,0,0,0.00350262697022767,0,0,0,0,0,0.00350262697022767,0,0.00175131348511384,0,0,0,0,0,0,0,0.00175131348511384,0,0.00175131348511384,0,0.00525394045534151,0,0,0,0.00525394045534151,0,0,0,0,0,0.00525394045534151,0,0,0,0,0,0,0,0,0,0,0.00350262697022767,0,0,0,0.00175131348511384,0,0,0,0.00175131348511384,0,0,0,0
940.5,14187,0.00213675213675214,0.014957264957265,0.00427350427350427,0,0.0106837606837607,0.032051282051282,0,0.446581196581197,0.196581196581197,0,0.00427350427350427,0.0405982905982906,0,0.0299145299145299,0.00213675213675214,0.0662393162393162,0.00641025641025641,0,0.0106837606837607,0,0,0.00427350427350427,0,0.00427350427350427,0,0.014957264957265,0.0512820512820513,0,0.0128205128205128,0,0.00213675213675214,0,0,0.0106837606837607,0,0.0192307692307692,0,0,0,0,0,0.00213675213675214,0,0,0,0,0.00213675213675214,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0
943,14983,0.00148367952522255,0.0178041543026706,0.0029673590504451,0,0.013353115727003,0.0474777448071217,0,0.261127596439169,0.0652818991097923,0,0,0.0326409495548961,0,0.0118694362017804,0.00148367952522255,0.100890207715134,0.00148367952522255,0,0.0370919881305638,0,0,0.0118694362017804,0,0.0103857566765579,0,0.0103857566765579,0.259643916913947,0,0.0192878338278932,0,0,0.00148367952522255,0,0.0192878338278932,0.00148367952522255,0.0163204747774481,0,0,0,0,0.00148367952522255,0.00148367952522255,0,0,0,0,0.00148367952522255,0,0.00148367952522255,0.00148367952522255,0,0.0385756676557863,0,0,0,0,0,0,0,0,0.00148367952522255,0,0,0.00148367952522255,0.0029673590504451,0,0,0,0,0,0,0,0.00148367952522255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148367952522255,0,0,0
948,16576,0.00202020202020202,0.0141414141414141,0,0,0.0262626262626263,0.0464646464646465,0.00404040404040404,0.490909090909091,0.185858585858586,0,0.00202020202020202,0.0464646464646465,0,0.0242424242424242,0,0.0464646464646465,0.00606060606060606,0,0.0282828282828283,0,0,0.00202020202020202,0,0.00606060606060606,0,0.00808080808080808,0.0161616161616162,0,0.0121212121212121,0,0,0,0,0.00404040404040404,0.00202020202020202,0.0101010101010101,0,0,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202020202020202,0,0.00202020202020202,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,18169,0,0.0192307692307692,0,0,0.00443786982248521,0.0118343195266272,0,0.248520710059172,0.0532544378698225,0,0,0.00739644970414201,0.0014792899408284,0,0,0.0014792899408284,0.0133136094674556,0,0.0739644970414201,0,0,0.00443786982248521,0,0.0014792899408284,0,0.0029585798816568,0.457100591715976,0,0.0207100591715976,0,0,0,0,0.0014792899408284,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0.0014792899408284,0,0,0.0532544378698225,0,0,0,0,0,0,0.0014792899408284,0.0014792899408284,0.0014792899408284,0.0014792899408284,0,0.00443786982248521,0.0014792899408284,0,0.0014792899408284,0,0,0,0,0,0.0014792899408284,0,0,0.0014792899408284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014792899408284,0.0014792899408284,0
958,19762,0,0.024390243902439,0,0,0.0121951219512195,0.024390243902439,0,0.225609756097561,0.048780487804878,0,0,0,0,0,0,0,0.00304878048780488,0,0.0548780487804878,0,0,0.00304878048780488,0,0,0,0,0.530487804878049,0,0.0121951219512195,0,0,0,0,0.00914634146341463,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0.00304878048780488,0,0.00304878048780488,0,0.00304878048780488,0.00304878048780488,0,0.00304878048780488,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0
963,21355,0,0.0214797136038186,0,0,0.00238663484486874,0.0143198090692124,0,0.193317422434368,0.035799522673031,0.00238663484486874,0,0,0,0.00238663484486874,0,0.00238663484486874,0.00238663484486874,0,0.0859188544152745,0,0,0,0,0.00238663484486874,0,0,0.577565632458234,0,0.0071599045346062,0,0,0,0,0.0190930787589499,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167064439140811,0,0,0,0,0,0,0,0.00238663484486874,0,0.00238663484486874,0,0.00238663484486874,0,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0,0,0,0
968,22947,0,0.0122377622377622,0,0,0.0034965034965035,0.006993006993007,0,0.122377622377622,0.0472027972027972,0,0,0.00174825174825175,0,0,0,0.00174825174825175,0.0122377622377622,0,0.097902097902098,0,0,0.00874125874125874,0,0,0,0.0034965034965035,0.589160839160839,0,0.0034965034965035,0,0,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034965034965035,0,0,0.0751748251748252,0,0,0,0,0,0,0,0.00174825174825175,0,0.00174825174825175,0,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,24540,0,0.0350877192982456,0,0,0,0.0175438596491228,0,0.080701754385965,0.0350877192982456,0,0,0.00350877192982456,0,0,0,0.00701754385964912,0,0,0.080701754385965,0,0,0.00350877192982456,0,0,0,0.00350877192982456,0.617543859649123,0,0,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108771929824561,0,0,0,0,0,0,0,0,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,26133,0,0.0174825174825175,0,0,0.0034965034965035,0.0314685314685315,0,0.129370629370629,0.0314685314685315,0,0,0,0,0,0.0034965034965035,0.0104895104895105,0.0104895104895105,0.0034965034965035,0.0734265734265734,0,0,0.0104895104895105,0,0,0,0,0.587412587412587,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.006993006993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,26770,0,0.0175,0,0,0.005,0.0275,0,0.2475,0.0525,0,0,0.0025,0,0,0.005,0.0025,0.0125,0,0.08,0,0,0.015,0,0,0,0,0.4375,0,0.0325,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.005,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0
983,27726,0,0.0682730923694779,0.00401606425702811,0,0.00803212851405622,0.0441767068273092,0.00401606425702811,0,0.156626506024096,0,0,0.0120481927710843,0,0,0.00803212851405622,0.0200803212851406,0.0160642570281124,0,0.116465863453815,0,0,0.0883534136546185,0,0.0160642570281124,0,0,0.281124497991968,0,0.0682730923694779,0,0,0,0,0.0602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803212851405622,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0.00401606425702811,0,0,0,0,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0
988,NA,0.00151285930408472,0.0257186081694402,0,0,0.0075642965204236,0.0302571860816944,0,0.252647503782148,0.0559757942511346,0,0,0,0,0,0.00302571860816944,0.0075642965204236,0.0151285930408472,0,0.0907715582450832,0.00302571860816944,0.00151285930408472,0.00907715582450832,0,0,0,0.00151285930408472,0.385779122541604,0,0.0317700453857791,0,0,0,0,0.0242057488653555,0,0.00302571860816944,0,0,0,0,0,0,0,0,0,0,0,0,0.00302571860816944,0,0,0.037821482602118,0,0,0,0,0,0,0,0,0,0,0,0.00151285930408472,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151285930408472,0,0
990.5,NA,0,0.049618320610687,0,0,0.00190839694656489,0.0591603053435115,0,0.364503816793893,0.0687022900763359,0,0,0.0114503816793893,0,0,0.00954198473282443,0.00381679389312977,0.00381679389312977,0,0.0896946564885496,0,0,0.0438931297709924,0,0.00190839694656489,0.00190839694656489,0,0.0916030534351145,0,0.08206106870229,0,0,0,0,0.0534351145038168,0,0.00190839694656489,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0.0305343511450382,0,0,0,0,0,0,0,0.00190839694656489,0.00190839694656489,0.00190839694656489,0,0,0.0152671755725191,0,0,0,0,0,0.00190839694656489,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190839694656489,0.00190839694656489
1002,NA,0,0.0409041980624327,0.00107642626480086,0,0.00968783638320775,0.0279870828848224,0,0.475780409041981,0.0861141011840689,0,0,0.00322927879440258,0.00107642626480086,0,0.00753498385360603,0.00538213132400431,0.00322927879440258,0,0.0667384284176534,0,0.00107642626480086,0.0452099031216362,0,0.00215285252960172,0,0.00107642626480086,0.0581270182992465,0,0.0678148546824543,0,0,0,0,0.0742734122712594,0,0.00107642626480086,0,0,0,0,0,0,0,0.00215285252960172,0,0,0,0,0.00215285252960172,0,0,0.00861141011840689,0,0,0,0,0,0,0,0,0.00107642626480086,0,0,0,0.00322927879440258,0,0,0,0,0,0,0,0,0,0,0.00107642626480086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215285252960172
1008,NA,0,0.0379084967320261,0,0,0.00915032679738562,0.0326797385620915,0,0.410457516339869,0.0666666666666667,0,0,0.00784313725490196,0,0,0.00784313725490196,0.00784313725490196,0.0065359477124183,0,0.077124183006536,0,0,0.0562091503267974,0,0.00130718954248366,0,0,0.0209150326797386,0,0.0849673202614379,0,0,0,0,0.147712418300654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104575163398693,0,0,0,0,0,0,0,0.00130718954248366,0,0.00130718954248366,0,0,0.00522875816993464,0,0,0,0,0,0.00130718954248366,0,0,0,0,0,0,0.00130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392156862745098
