"sample.depths","sample.ages","Microsphere.suspension","Microsphere.suspension.1","Microspheres","Sample.quantity","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Alnus.incana.type","Alnus.viridis.type","Betula","Carya","Castanea","Ceanothus","Celtis","Corylus","Cupressaceae","Ephedra.viridis.type","Fagus.grandifolia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar.styraciflua","Morus","Myrica","Ostrya.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Prunus.type","Quercus","Rhus","Ribes","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Ulmus","Vitis","Ambrosia.type","Amelanchier.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","cf..Hypericum","Amaranthaceae","Cyperaceae","Fabaceae.undiff.","Galium","Humulus.lupulus","Iva.annua.type","Iva.xanthifolia.type","Melilotus.type","Phlox","Poaceae","Polygonum.lapathifolium.type","Rosaceae.undiff.","Thalictrum","Urtica.type","Diphasiastrum.complanatum.type","Dryopteris.type","Lycopodium.annotinum","Pteridium.aquilinum","Selaginella.selaginoides","Nuphar","Potamogeton.Triglochin","Sagittaria","Sparganium.type","Typha.latifolia","Indeterminable"
1929,12174,91384,0,288,0,13,0,0,0,0,10,0,6,3,0,0,0,2,0,0,0,47,0,0,0,7,0,0,0,14,94,3,0,9,1,13,0,0,30,0,0,5,0,0,0,0,1,14,1,3,0,0,0,7,1,0,0,0,1,4,0,0,2,0,0,0,0,14,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0
1933,12184,91384,0,326,0,13,0,0,0,1,8,0,7,1,0,0,0,2,0,0,0,29,1,0,0,3,0,0,0,29,126,0,0,6,0,3,0,0,36,0,0,3,0,0,0,0,0,12,0,4,0,0,0,8,2,0,0,0,1,13,0,0,1,1,0,0,0,3,0,0,3,0,0,2,0,0,0,3,0,0,0,0,0
1937,12193,91384,0,287,0,8,0,0,0,0,7,0,11,3,0,0,0,5,0,0,0,22,0,0,0,6,0,0,0,17,128,1,0,2,0,0,0,0,50,0,0,4,0,0,0,0,0,16,0,7,0,0,0,8,1,0,0,0,4,8,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0
1941,12202,91384,0,291,0,14,0,0,0,1,8,0,3,0,0,0,0,2,0,0,0,22,1,1,0,4,0,0,0,22,151,1,0,2,0,2,0,0,32,0,0,1,0,1,0,0,0,8,0,4,0,0,0,12,2,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2
1945,12211,91384,0,343,0,26,0,0,1,0,12,0,10,1,0,0,0,1,2,0,0,25,0,1,0,7,0,0,0,31,98,0,0,10,0,4,0,0,39,0,0,4,0,0,0,0,0,14,0,5,0,0,0,2,1,0,0,0,1,7,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1949,12222,91384,0,233,0,20,0,0,0,4,8,0,2,1,0,0,1,3,1,0,0,41,0,0,0,4,0,0,0,19,136,0,0,1,1,6,0,0,36,0,0,3,0,1,0,0,0,13,0,0,0,0,0,10,0,0,0,0,1,11,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1953,12235,91384,0,363,0,28,0,0,0,2,9,0,9,1,0,0,0,2,1,0,0,19,0,0,0,4,0,0,0,29,97,4,0,9,1,5,0,0,34,0,0,3,0,0,0,0,0,13,0,5,0,0,0,13,2,0,0,0,3,3,0,0,0,0,0,0,0,17,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3
1957,12251,91384,0,321,0,24,0,0,0,2,9,0,2,0,0,0,1,4,0,0,0,28,2,1,0,2,0,0,0,18,110,0,0,2,0,4,0,0,48,0,0,5,0,0,0,0,0,11,0,7,0,0,0,9,0,0,0,0,2,11,0,0,2,0,0,0,0,12,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0
1961,12271,91384,0,266,0,20,0,0,0,1,6,0,6,0,0,0,2,6,0,0,0,20,1,0,0,5,0,0,0,15,138,0,0,1,1,4,0,0,29,0,0,4,0,0,0,0,0,15,0,10,0,0,0,12,3,0,0,0,3,7,0,0,0,0,0,0,0,13,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0
1965,12296,91384,0,253,0,22,0,0,1,0,13,0,6,0,0,0,0,7,0,0,1,21,0,2,0,4,0,0,0,24,115,0,0,0,0,5,0,0,28,0,0,2,0,0,0,0,1,13,0,9,0,0,0,9,3,0,0,0,1,6,0,0,1,1,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1969,12326,91384,0,272,0,32,0,0,0,2,7,0,5,1,0,0,0,1,4,0,0,18,0,0,0,7,0,0,0,24,102,1,1,18,0,8,0,0,28,0,0,2,0,0,0,0,0,7,0,5,0,0,0,7,7,0,0,0,2,4,1,0,1,0,0,0,0,17,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0
1973,12363,91384,0,688,0,30,0,0,0,0,8,0,3,1,0,0,0,8,1,0,0,36,0,1,1,13,0,0,0,23,90,0,0,4,1,4,1,0,37,0,0,1,0,0,0,0,1,13,0,12,0,0,0,13,1,0,0,0,0,4,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,12405,91384,0,816,0,10,0,0,0,2,7,0,3,3,0,0,1,6,0,0,0,26,0,0,0,7,0,0,0,48,61,1,0,7,6,6,0,0,30,0,0,8,0,0,0,0,0,13,0,12,0,0,0,24,2,0,1,0,6,8,0,0,1,0,0,0,0,9,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0
1981,12453,91384,0,500,0,28,0,0,0,9,8,0,3,1,0,0,1,5,1,0,0,78,0,2,0,4,1,0,0,51,66,0,1,2,0,1,2,0,45,0,0,4,0,0,0,0,0,18,0,15,0,0,0,8,5,0,0,0,2,8,0,0,0,1,0,0,0,10,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0
1985,12506,91384,0,612,0,32,0,0,0,2,6,0,2,2,0,0,0,2,1,0,0,50,2,0,0,5,0,0,0,47,40,4,0,5,1,8,0,0,31,0,0,3,0,0,0,0,0,25,0,10,0,0,0,6,2,0,0,0,3,4,0,0,2,0,0,0,0,10,0,1,0,0,0,5,0,1,0,1,0,0,0,1,3
1989,12565,91384,0,613,0,13,0,0,0,0,1,0,3,4,0,0,3,12,1,1,1,44,0,2,0,0,0,0,0,51,50,0,1,1,0,5,0,0,43,0,0,5,0,0,0,1,1,24,0,5,0,0,0,7,2,0,0,0,1,12,0,0,2,0,0,0,0,10,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1
1993,12627,91384,0,621,0,28,0,0,0,0,0,0,4,1,0,0,0,9,2,1,0,64,0,1,0,1,0,0,0,47,62,0,0,0,0,4,0,0,34,0,0,1,0,0,0,0,0,8,0,6,0,0,0,9,3,0,0,0,2,9,0,0,2,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1997,12694,91384,0,238,0,20,0,0,0,0,1,0,2,4,0,0,0,2,2,0,0,90,0,1,1,1,0,0,0,43,54,0,0,0,1,2,0,0,37,0,0,3,0,0,1,0,0,14,0,4,0,0,0,2,2,0,0,0,3,7,0,0,1,0,0,0,0,8,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
2001,12764,91384,0,345,0,20,0,0,1,1,1,0,4,1,0,0,3,1,3,0,0,70,2,3,0,1,0,0,0,23,70,0,0,10,2,4,0,0,37,0,0,7,0,1,0,0,0,6,0,4,0,0,0,6,2,0,0,0,1,8,0,0,1,0,0,0,0,13,0,1,4,0,0,2,0,0,0,0,0,0,0,0,2
2005,12837,91384,0,427,0,24,0,0,0,1,5,0,1,3,0,0,1,3,0,0,0,80,0,1,1,2,0,0,0,22,75,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,18,1,10,0,0,0,9,1,0,0,0,1,9,0,0,2,1,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0
2009,12912,91384,0,511,0,24,0,0,0,2,0,0,1,2,0,0,0,1,3,0,0,58,0,0,0,5,0,0,0,34,80,0,0,1,1,3,0,0,43,1,0,3,0,0,0,0,0,7,0,6,0,0,0,10,3,0,0,0,2,6,0,1,4,0,0,0,0,10,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1
2013,12990,91384,0,554,0,22,0,0,0,2,3,0,2,4,0,0,1,4,1,0,0,70,2,1,1,2,0,0,0,19,74,0,1,2,0,3,0,0,31,0,0,6,0,0,0,0,0,7,0,10,0,0,2,6,1,0,0,0,1,8,0,0,2,3,1,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1
2017,13067,91384,0,512,0,10,0,0,3,1,2,0,2,1,0,0,1,2,2,0,0,76,0,2,0,1,0,0,0,53,43,1,0,6,3,4,0,0,49,2,0,3,0,0,0,0,0,21,0,7,0,0,0,8,0,0,0,0,1,6,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2021,13144,91384,0,425,0,8,0,0,0,2,2,0,0,6,1,0,1,0,2,0,0,101,6,0,1,0,0,0,0,17,68,0,0,0,0,1,0,0,43,0,0,6,0,0,0,0,0,19,0,6,0,0,0,7,1,0,0,0,1,9,0,0,4,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2025,13220,91384,0,683,0,14,1,0,2,0,1,0,1,0,0,0,1,3,0,0,0,73,0,3,0,3,0,0,0,22,108,0,0,0,1,4,0,0,38,0,0,3,0,0,0,0,0,12,0,10,0,0,0,2,2,0,0,0,1,5,0,0,4,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
2029,13293,91384,0,602,0,8,0,0,0,1,2,0,0,0,0,0,3,1,1,0,0,74,4,3,0,0,1,0,0,17,97,0,0,0,0,1,1,0,33,0,0,4,1,0,0,0,0,10,0,8,0,0,0,7,5,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1
2033,13366,91384,0,543,0,19,0,0,1,0,2,0,2,4,0,0,3,4,1,0,0,82,0,1,0,0,0,0,0,13,64,2,0,6,1,5,0,0,41,0,0,3,0,0,0,0,0,16,0,2,0,0,0,11,1,0,0,0,2,7,0,0,3,0,0,0,0,5,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2
2037,13437,91384,0,413,0,20,0,0,0,0,0,0,0,3,0,0,1,1,3,1,0,63,1,0,0,0,0,0,0,23,138,0,0,3,0,5,0,0,29,0,0,2,0,0,0,0,0,5,1,8,0,0,0,4,1,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2041,13507,91384,0,655,0,16,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,58,0,0,0,2,0,0,0,30,124,0,0,2,0,7,0,0,26,0,0,1,0,0,0,0,0,10,0,8,0,0,0,2,3,0,0,0,2,4,0,0,1,0,0,0,0,9,0,0,2,0,0,1,1,1,0,0,0,0,0,2,0
2045,13577,91384,0,471,0,11,0,0,1,1,2,0,2,1,0,0,1,0,2,0,0,59,1,0,0,2,0,0,0,15,100,0,1,3,2,9,0,0,40,0,0,4,0,0,0,0,0,7,0,7,0,0,0,5,0,0,0,0,0,15,0,0,1,0,0,0,0,9,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1
2049,13645,91384,0,739,0,8,0,0,0,2,1,0,2,0,0,0,3,3,3,0,0,84,3,0,0,3,0,0,0,31,76,2,0,6,1,3,0,0,20,0,0,0,0,0,0,0,0,12,0,4,0,0,0,7,2,0,0,0,2,12,0,0,4,0,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
2053,13711,91384,0,344,0,6,0,0,2,2,2,0,0,1,1,0,6,2,2,0,0,96,3,0,0,2,0,0,0,11,88,0,0,2,1,7,0,0,23,0,0,6,0,0,0,0,0,7,0,12,0,0,0,8,3,0,0,0,1,7,0,0,3,1,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
2057,13775,91384,0,441,0,2,0,0,0,2,2,0,0,0,0,0,5,1,2,1,0,83,0,0,1,0,0,0,0,19,119,0,0,1,1,2,0,0,35,0,0,3,0,0,0,0,0,11,0,3,0,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,0,3,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0
2061,13837,91384,0,375,0,6,0,0,1,1,3,0,3,1,0,0,4,0,1,0,0,96,0,1,0,4,0,0,0,23,109,0,2,2,3,0,0,0,15,0,0,4,0,0,0,0,0,7,1,4,0,0,0,7,1,0,0,0,1,11,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2065,13894,91384,0,554,0,16,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,50,1,0,0,3,0,0,0,17,81,2,1,26,0,4,0,0,39,0,0,0,0,0,0,0,0,11,0,6,0,0,0,6,1,0,0,0,1,5,0,0,1,0,0,0,0,18,0,0,1,0,0,3,0,1,0,0,0,0,0,1,2
2069,13948,91384,0,394,0,8,0,0,1,2,1,0,3,4,0,0,1,0,2,0,0,55,3,0,0,2,0,0,0,20,112,1,3,14,4,2,0,0,42,0,0,3,0,0,0,0,0,11,0,5,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2073,13997,91384,0,315,0,9,1,0,3,1,1,0,0,1,0,0,0,1,1,1,0,48,0,0,0,2,0,0,0,19,137,0,0,3,0,3,0,0,25,0,0,5,0,0,0,0,0,7,0,6,0,0,0,8,4,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
2077,14042,91384,0,748,0,7,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,49,0,0,0,2,0,0,0,20,142,0,3,18,1,7,0,0,27,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,3,2
2081,14082,91384,0,462,0,6,0,0,3,1,4,0,1,0,0,0,0,1,1,0,0,79,2,0,0,1,0,0,0,18,108,2,1,8,1,3,0,0,20,0,0,8,0,0,0,0,0,6,0,5,0,0,0,9,1,0,0,0,3,4,0,0,1,0,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
2085,14118,91384,0,198,0,16,0,0,3,3,2,0,2,1,0,0,2,0,1,0,0,56,2,0,0,4,0,0,0,20,118,1,1,4,0,8,0,0,27,0,0,4,0,0,0,0,0,4,0,5,0,0,0,1,2,0,0,0,0,13,0,0,2,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0
2089,14153,91384,0,309,0,7,0,0,2,2,2,0,3,0,0,0,0,0,2,0,0,51,2,0,0,3,0,0,1,22,134,0,0,1,0,7,0,0,27,0,0,3,0,0,0,0,0,4,2,8,0,0,0,2,5,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2093,14189,91384,0,310,0,2,0,0,0,3,2,0,1,0,0,0,0,1,2,0,0,25,1,0,0,7,0,0,0,11,161,1,3,16,0,0,0,0,24,0,0,3,0,0,0,0,0,7,0,3,0,0,0,5,2,0,0,0,0,11,0,0,4,0,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2
2097,14226,91384,0,597,0,3,0,0,1,1,2,0,8,1,0,0,0,0,6,0,0,29,1,0,0,2,0,0,0,17,220,0,0,2,0,6,0,0,30,1,0,3,0,0,0,0,0,2,0,9,0,0,0,9,6,0,0,0,1,7,0,0,1,0,0,0,0,10,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0
2101,14266,91384,0,302,0,2,0,0,0,0,4,0,2,1,2,0,1,0,3,0,0,19,0,1,1,3,0,0,0,13,178,0,1,12,0,1,0,0,23,0,0,3,0,0,0,0,0,1,0,8,0,0,0,9,3,0,0,0,0,9,0,0,3,0,0,0,0,9,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
2105,14313,91384,0,374,0,1,0,0,2,1,5,0,1,0,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,11,194,0,0,2,0,0,0,0,22,0,0,2,0,0,0,0,0,5,0,1,0,0,0,9,2,0,0,0,1,2,0,0,7,0,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2109,14366,91384,0,367,0,1,0,0,0,2,3,0,3,0,0,0,1,0,1,0,0,18,0,0,0,4,0,0,0,9,215,0,0,41,0,0,0,0,28,0,0,0,0,1,0,0,0,1,0,2,0,0,0,7,0,0,0,0,1,18,0,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2113,14429,91384,0,396,0,2,0,0,0,0,6,0,1,1,0,0,0,0,2,0,0,14,0,0,0,7,0,0,0,10,246,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,3,0,1,0,0,0,11,0,0,0,0,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2117,14503,91384,0,333,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,10,188,0,0,43,1,0,0,0,13,0,0,1,0,0,0,0,0,3,0,2,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2121,14587,91384,0,410,0,2,1,0,0,0,2,0,0,1,0,0,0,1,2,0,0,7,0,0,0,6,0,0,0,6,238,0,0,1,0,0,0,0,11,0,0,2,0,0,0,0,0,2,0,7,0,0,0,13,0,0,0,0,0,7,0,0,1,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2125,14683,91384,0,504,0,4,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,11,192,0,0,16,0,1,0,0,13,0,0,2,0,0,0,0,0,1,0,5,0,0,0,16,1,0,0,0,0,12,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2129,14789,91384,0,548,0,0,0,0,1,0,4,0,6,1,0,0,0,2,2,0,0,17,1,0,0,6,0,0,0,4,180,0,1,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,5,0,0,0,15,1,1,0,0,1,15,0,0,0,0,0,0,0,15,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0
2133,14907,91384,0,355,0,14,0,0,0,0,1,0,3,1,0,0,1,0,1,0,0,14,0,0,0,3,0,0,0,7,210,0,0,6,0,3,0,0,18,0,0,1,0,0,0,0,0,2,0,2,0,0,0,6,1,0,0,0,0,12,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2137,15036,91384,0,395,0,1,0,0,1,1,8,0,3,0,0,0,0,0,1,0,0,17,2,0,0,5,0,0,0,10,216,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12,0,0,0,1,0,5,0,0,1,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2141,15175,91384,0,348,0,6,0,0,2,0,4,0,2,1,0,0,0,0,1,0,0,21,1,0,0,6,0,0,0,7,196,0,0,11,0,2,0,0,12,0,0,2,0,0,0,0,0,1,0,6,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2145,15326,91384,0,663,0,2,0,0,0,1,15,0,2,0,0,0,0,0,1,0,0,21,0,0,0,11,0,0,0,4,185,0,1,10,0,1,0,0,18,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,1,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
2149,15487,91384,0,465,0,4,0,0,1,1,5,0,4,0,0,0,0,0,4,0,0,26,0,0,0,13,0,0,0,6,196,1,1,8,0,2,0,0,16,0,0,1,0,0,0,0,0,2,0,8,0,0,0,19,0,0,0,0,1,15,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2153,15656,91384,0,516,0,0,0,0,1,0,14,0,4,1,0,0,0,0,2,0,0,45,0,0,0,6,0,0,0,8,250,0,0,5,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,1,0,0,0,1,7,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2157,15833,91384,0,473,0,6,1,0,1,0,7,0,3,0,0,0,0,0,1,0,0,36,1,0,0,19,0,0,0,7,228,0,0,10,0,3,0,0,20,0,0,1,0,0,0,0,0,1,0,5,0,0,0,19,1,0,0,0,1,21,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1
2161,16016,91384,0,564,0,4,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,20,0,0,0,20,0,0,0,2,196,1,0,8,0,2,0,0,10,1,1,2,0,0,0,0,0,1,0,2,0,0,0,7,3,0,0,0,1,12,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2165,16203,91384,0,513,0,1,0,0,0,1,5,0,3,2,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,2,178,0,0,16,0,2,0,0,10,0,0,1,0,0,0,0,0,2,0,5,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2169,16393,91384,0,825,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,4,237,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,NA,91384,0,1237,0,7,2,0,0,1,2,0,1,0,0,0,0,2,0,0,0,16,0,1,0,4,0,0,0,5,212,1,0,9,0,0,0,0,11,2,0,1,0,0,0,0,0,3,0,5,0,1,0,6,3,0,0,0,1,7,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
