"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cornus.undiff.","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Tilia","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Myrica.gale","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Fraxinus.nigra.type","Juglans.cinerea","Carya.ovata","Corylus.cornuta","Rumex.type","Viburnum.edule","Acer.spicatum","Artemisia","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Salix.undiff.","Ranunculaceae.undiff.","Pinus.resinosa.type","Populus.balsamifera.type","Taxus","Viburnum.undiff.","Acer.pensylvanicum","Sambucus","Rosaceae.undiff.","Fraxinus.americana.type","Brassicaceae","Viburnum.lentago","Viburnum.nudum","Lamiaceae.undiff.","Rubiaceae.undiff.","Prunus.virginiana","Galium","Apiaceae","Caryophyllaceae","Potentilla.palustris.type","Prunella.type","Viburnum.alnifolium","Prunus.undiff.","Acer.undiff.","Saxifraga.oppositifolia.type","Urtica.type","Acer.cf..A..pensylvanicum","Celtis.occidentalis","Prunus.pensylvanica","Juglans.nigra","Acer.nigrum","Saxifraga.cernua.type","Linnaea.borealis","Cornus.alternifolia","Rhamnus.cathartica","cf..Sarcobatus.vermiculatus","Acer.negundo","cf..Oxyria.digyna","Fabaceae.undiff.","Asteraceae.undiff.","Onagraceae.undiff.","Salix.reticulata.type","Shepherdia.canadensis","Ephedra","Dryas","Salix.herbacea.type","Salix.vestita.type","Oxytropis.maydelliana.type","Rhamnus.alnifolia.R..frangula","Hypericum"
400,7298,0.00520833333333333,0,0.0104166666666667,0,0.152777777777778,0,0,0.00520833333333333,0.00173611111111111,0,0,0.00520833333333333,0,0.00520833333333333,0.0972222222222222,0.00173611111111111,0.182291666666667,0,0.0243055555555556,0,0,0.00868055555555556,0.015625,0,0.00173611111111111,0.00694444444444444,0.0572916666666667,0.342013888888889,0.00173611111111111,0.00173611111111111,0.00347222222222222,0.00520833333333333,0.03125,0,0,0.00520833333333333,0,0,0,0.00347222222222222,0,0,0,0.00173611111111111,0.00173611111111111,0.0173611111111111,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,7610,0.00145985401459854,0.00145985401459854,0.00875912408759124,0,0.091970802919708,0,0,0.00145985401459854,0.0072992700729927,0.00145985401459854,0,0.0072992700729927,0,0.0160583941605839,0.0145985401459854,0.00145985401459854,0.0905109489051095,0.00291970802919708,0.0233576642335766,0,0.00583941605839416,0.0072992700729927,0.0116788321167883,0,0.00875912408759124,0,0.0175182481751825,0.63941605839416,0,0.00875912408759124,0,0.00583941605839416,0.0131386861313869,0,0,0.00145985401459854,0,0,0.00145985401459854,0,0,0,0,0.00291970802919708,0.00145985401459854,0,0,0.00291970802919708,0,0,0,0,0.00145985401459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,7967,0,0.00601202404809619,0.00801603206412826,0,0.17434869739479,0,0,0,0.00200400801603206,0.0240480961923848,0,0.00801603206412826,0.00801603206412826,0.0180360721442886,0.00801603206412826,0.00801603206412826,0.108216432865731,0,0.0200400801603206,0.00601202404809619,0.0140280561122244,0.00801603206412826,0.00400801603206413,0,0.0160320641282565,0,0.0140280561122244,0.474949899799599,0,0.0140280561122244,0.00200400801603206,0.0180360721442886,0.00400801603206413,0,0,0.00801603206412826,0,0,0,0,0,0.00400801603206413,0.00200400801603206,0.00400801603206413,0,0.00400801603206413,0.00200400801603206,0.00400801603206413,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,8596,0,0.00853658536585366,0.00609756097560976,0.00365853658536585,0.191463414634146,0,0,0,0.00365853658536585,0.00121951219512195,0,0.00731707317073171,0.0024390243902439,0.0292682926829268,0.0439024390243902,0.0329268292682927,0.0914634146341463,0,0.0195121951219512,0.00731707317073171,0.00731707317073171,0.0219512195121951,0.0121951219512195,0,0.00365853658536585,0,0.0548780487804878,0.40609756097561,0,0.0048780487804878,0.00365853658536585,0,0.0170731707317073,0,0,0.00365853658536585,0,0,0.00121951219512195,0,0,0,0.00121951219512195,0.00731707317073171,0,0.0048780487804878,0,0.00121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,9311,0,0,0.0181086519114688,0,0.325955734406439,0,0,0.00201207243460765,0,0.00402414486921529,0,0.00402414486921529,0.00402414486921529,0.03420523138833,0.0382293762575453,0.0160965794768612,0.0503018108651912,0,0.0181086519114688,0,0.00603621730382294,0.0663983903420523,0.00804828973843058,0,0.00603621730382294,0,0.116700201207243,0.189134808853119,0.00201207243460765,0.0100603621730382,0.0160965794768612,0.00804828973843058,0.00603621730382294,0,0,0.00402414486921529,0,0,0,0,0,0,0,0.00201207243460765,0,0.0382293762575453,0.00201207243460765,0.00201207243460765,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,9817,0,0.00589390962671906,0.00196463654223969,0.00196463654223969,0.337917485265226,0,0,0,0,0.0275049115913556,0.00196463654223969,0,0,0.0569744597249509,0.0491159135559921,0.0510805500982318,0.094302554027505,0,0.0157170923379175,0.00982318271119843,0.00982318271119843,0.0294695481335953,0,0,0.0176817288801572,0,0.113948919449902,0.0667976424361493,0.00196463654223969,0.00589390962671906,0.00785854616895874,0.0216110019646365,0.0157170923379175,0,0.00196463654223969,0.00196463654223969,0,0.00196463654223969,0.00392927308447937,0.00196463654223969,0,0.00392927308447937,0.00196463654223969,0.00392927308447937,0,0.0176817288801572,0.00589390962671906,0.00392927308447937,0,0,0,0.00196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196463654223969,0.00196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,10332,0,0.00493421052631579,0.00493421052631579,0.00328947368421053,0.353618421052632,0,0,0,0.00164473684210526,0.00822368421052632,0,0.0180921052631579,0.00986842105263158,0.0263157894736842,0.0115131578947368,0.120065789473684,0.0756578947368421,0,0.0246710526315789,0.0296052631578947,0.00493421052631579,0.0427631578947368,0.00328947368421053,0,0.00822368421052632,0,0.0328947368421053,0.143092105263158,0.00657894736842105,0.00164473684210526,0.00493421052631579,0.00657894736842105,0.0148026315789474,0,0,0.0164473684210526,0,0,0.00328947368421053,0.00164473684210526,0,0,0,0.00164473684210526,0,0.00328947368421053,0.00986842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,11091,0,0.0129310344827586,0.0129310344827586,0.0021551724137931,0.288793103448276,0,0,0,0.0021551724137931,0.0344827586206897,0,0,0.00431034482758621,0.0969827586206897,0.0301724137931034,0.084051724137931,0.0107758620689655,0,0.0150862068965517,0.0237068965517241,0.0021551724137931,0.0625,0.00646551724137931,0,0.0021551724137931,0.0021551724137931,0.0711206896551724,0.081896551724138,0,0.00646551724137931,0.040948275862069,0.0237068965517241,0.0150862068965517,0.00431034482758621,0,0,0,0,0.0107758620689655,0.0172413793103448,0,0.00646551724137931,0.0021551724137931,0.0107758620689655,0,0.00431034482758621,0.00646551724137931,0.0021551724137931,0,0,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,11785,0,0.00315457413249211,0.082018927444795,0.00157728706624606,0.181388012618297,0,0,0.00157728706624606,0.00315457413249211,0.0205047318611987,0,0.00157728706624606,0.0173501577287066,0.135646687697161,0.0110410094637224,0.189274447949527,0.055205047318612,0,0.0110410094637224,0.0236593059936909,0.00473186119873817,0.00473186119873817,0.00157728706624606,0,0.00315457413249211,0,0.00630914826498423,0.083596214511041,0.00157728706624606,0.00315457413249211,0.0220820189274448,0.0347003154574132,0.0126182965299685,0.00157728706624606,0.00315457413249211,0.00473186119873817,0,0.00157728706624606,0,0.0126182965299685,0,0.0157728706624606,0,0.00630914826498423,0.00157728706624606,0,0.0236593059936909,0,0,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0.00473186119873817,0,0,0,0,0,0,0,0,0,0.00157728706624606,0,0,0,0,0,0,0,0.00157728706624606,0.00157728706624606,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0
515,12362,0,0.0155382907880133,0.0665926748057714,0.00665926748057714,0.135405105438402,0,0.00110987791342952,0,0,0.00221975582685905,0,0.00443951165371809,0.00776914539400666,0.118756936736959,0.0133185349611543,0.263041065482797,0.0432852386237514,0,0.0188679245283019,0.0421753607103219,0.0166481687014428,0,0.00332963374028857,0,0.00110987791342952,0,0.00665926748057714,0.114317425083241,0,0.00332963374028857,0.0399556048834628,0.0355160932297447,0.00554938956714761,0.00110987791342952,0,0.00110987791342952,0,0,0.00110987791342952,0.0099889012208657,0,0,0,0.0133185349611543,0,0,0.00221975582685905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332963374028857,0,0,0,0,0,0,0,0,0,0.00221975582685905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,12524,0,0.00858895705521472,0.0797546012269939,0.0122699386503067,0.186503067484663,0.00122699386503067,0,0,0,0.00368098159509202,0,0.00245398773006135,0.0233128834355828,0.137423312883436,0.0147239263803681,0.173006134969325,0.0245398773006135,0,0.00736196319018405,0.0245398773006135,0.0147239263803681,0.00122699386503067,0.00122699386503067,0,0,0,0.0208588957055215,0.0957055214723926,0.00736196319018405,0.00613496932515337,0.0539877300613497,0.0429447852760736,0.00245398773006135,0.00122699386503067,0,0,0,0,0.00368098159509202,0.0049079754601227,0,0.00122699386503067,0,0.0171779141104294,0,0,0.0196319018404908,0,0,0,0,0.00122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245398773006135,0,0,0,0,0,0,0,0,0,0.00245398773006135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,12671,0,0.00537634408602151,0.0849462365591398,0.0118279569892473,0.467741935483871,0,0.0010752688172043,0,0,0,0,0,0.0010752688172043,0.0150537634408602,0.0236559139784946,0.0333333333333333,0.0279569892473118,0,0.00752688172043011,0.0247311827956989,0.0290322580645161,0.0010752688172043,0,0.0021505376344086,0,0,0.0064516129032258,0.0279569892473118,0.0161290322580645,0.0064516129032258,0.0150537634408602,0.0860215053763441,0.0032258064516129,0.0010752688172043,0.0010752688172043,0.0010752688172043,0,0,0.0021505376344086,0.010752688172043,0.0139784946236559,0.0150537634408602,0,0.0473118279569892,0,0,0.0043010752688172,0,0,0,0,0.0043010752688172,0,0.0010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,12807,0,0,0.0595446584938704,0,0.584938704028021,0,0.00175131348511384,0,0,0,0,0,0.00525394045534151,0.031523642732049,0.0262697022767075,0.00525394045534151,0.010507880910683,0,0,0.00875656742556918,0.00700525394045534,0.00700525394045534,0,0,0,0,0.0245183887915937,0.0157618213660245,0,0.0140105078809107,0.0192644483362522,0.0525394045534151,0,0,0,0,0,0,0,0.0175131348511384,0.00875656742556918,0.00350262697022767,0.00175131348511384,0.0823117338003503,0,0,0,0,0,0,0,0.00175131348511384,0,0,0,0,0,0,0,0,0,0.00175131348511384,0.00350262697022767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525394045534151,0,0,0,0,0,0,0,0,0,0,0,0
535,12932,0.00115074798619102,0.0241657077100115,0.0724971231300345,0.00345224395857307,0.403912543153049,0,0.00690448791714614,0.00115074798619102,0,0,0.00115074798619102,0,0.00805523590333717,0.0241657077100115,0.0230149597238205,0.00575373993095512,0.0092059838895282,0,0.00345224395857307,0,0.0264672036823936,0.00115074798619102,0,0,0,0,0.0092059838895282,0.0402761795166858,0.00345224395857307,0.00230149597238205,0.0276179516685846,0.166858457997698,0.00115074798619102,0,0,0,0,0,0.00115074798619102,0.0184119677790564,0.0207134637514384,0.0092059838895282,0,0.0586881472957422,0,0,0.00115074798619102,0,0,0,0.00115074798619102,0.00230149597238205,0,0,0,0,0,0,0,0,0,0.00230149597238205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172612197928654,0,0,0.00115074798619102,0,0,0,0,0,0,0,0,0,0,0
540,13049,0,0.0207100591715976,0.029585798816568,0.0029585798816568,0.292899408284024,0,0.00443786982248521,0,0,0,0,0,0,0.0813609467455621,0.0680473372781065,0,0.0162721893491124,0,0.0014792899408284,0.0029585798816568,0.014792899408284,0.0029585798816568,0,0,0,0,0.0828402366863905,0.0680473372781065,0,0.0118343195266272,0.0473372781065089,0.121301775147929,0,0,0,0,0,0,0,0.0325443786982249,0.0428994082840237,0.00887573964497041,0,0.029585798816568,0.0014792899408284,0.0029585798816568,0,0.0014792899408284,0,0,0,0.0014792899408284,0,0.0014792899408284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029585798816568,0,0.0014792899408284,0.0029585798816568,0,0,0,0,0,0,0,0,0
545,13159,0,0.0570902394106814,0.0755064456721915,0.00184162062615101,0.110497237569061,0,0.00184162062615101,0,0,0,0.00184162062615101,0.00736648250460405,0.0128913443830571,0.0662983425414365,0.0294659300184162,0.00184162062615101,0.0184162062615101,0,0.00920810313075507,0.0128913443830571,0.0128913443830571,0.00184162062615101,0,0,0,0.00184162062615101,0.0276243093922652,0.104972375690608,0,0.00368324125230203,0.0184162062615101,0.289134438305709,0.00184162062615101,0,0.00184162062615101,0.00368324125230203,0.00184162062615101,0,0,0.00920810313075507,0.0165745856353591,0.0128913443830571,0,0.0736648250460405,0.00184162062615101,0,0,0,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0.00184162062615101,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184162062615101,0,0,0.00184162062615101,0,0,0,0,0,0,0,0
550,13264,0,0.0414285714285714,0.05,0.00857142857142857,0.101428571428571,0,0.00142857142857143,0,0.00285714285714286,0,0,0.00428571428571429,0.0114285714285714,0.0385714285714286,0.0157142857142857,0.00714285714285714,0.0528571428571429,0,0.01,0.0128571428571429,0.0228571428571429,0,0,0,0,0.00142857142857143,0.0142857142857143,0.147142857142857,0.00142857142857143,0.00428571428571429,0.00571428571428571,0.232857142857143,0.00285714285714286,0,0,0.00428571428571429,0,0,0,0.0728571428571429,0.00428571428571429,0.0242857142857143,0,0.0814285714285714,0,0,0,0,0,0.00285714285714286,0.00142857142857143,0.00142857142857143,0,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0.00142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0.00428571428571429,0.00142857142857143,0,0,0,0,0,0,0
565,13558,0,0.0632111251580278,0.0859671302149178,0.0088495575221239,0.127686472819216,0,0,0,0,0.00126422250316056,0,0.00379266750948167,0.00758533501896334,0.0328697850821745,0.0278128950695322,0.00126422250316056,0.0189633375474083,0,0.0189633375474083,0.0214917825537295,0.02275600505689,0,0,0,0,0,0.011378002528445,0.0986093552465234,0.00252844500632111,0.00126422250316056,0.00632111251580278,0.256637168141593,0.00252844500632111,0,0.00126422250316056,0.00252844500632111,0.00252844500632111,0,0,0.0391908975979772,0.0101137800252845,0.0189633375474083,0.00252844500632111,0.0745891276864728,0,0,0,0,0,0,0,0.00632111251580278,0,0,0,0,0,0,0,0,0,0.00379266750948167,0,0,0,0,0,0.00126422250316056,0,0,0,0,0,0,0,0,0,0,0,0,0.00252844500632111,0.00126422250316056,0,0,0,0.00126422250316056,0.00126422250316056,0.00126422250316056,0.00126422250316056,0.00632111251580278,0,0,0
570,13653,0,0.0124555160142349,0.0124555160142349,0.00533807829181495,0.0498220640569395,0,0.00177935943060498,0,0,0,0,0.0106761565836299,0.0124555160142349,0.120996441281139,0.0142348754448399,0.00711743772241993,0.0373665480427046,0,0.00533807829181495,0.0106761565836299,0.0213523131672598,0,0.00177935943060498,0,0,0,0.0622775800711744,0.231316725978648,0,0,0.0231316725978648,0.110320284697509,0.00177935943060498,0,0,0.00355871886120996,0,0,0,0.103202846975089,0,0.0249110320284698,0,0.0640569395017794,0,0,0.00177935943060498,0,0,0,0,0.0160142348754448,0,0.00177935943060498,0,0,0,0,0,0,0,0.0142348754448399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711743772241993,0,0,0,0.00355871886120996,0,0,0,0,0.00177935943060498,0.00533807829181495,0
575,NA,0,0.0201005025125628,0.0226130653266332,0.0251256281407035,0.110552763819095,0,0,0,0.00753768844221105,0,0,0.0100502512562814,0.0050251256281407,0.0778894472361809,0.0653266331658292,0.0150753768844221,0.0653266331658292,0,0.0050251256281407,0.042713567839196,0.0150753768844221,0,0,0,0,0,0.125628140703518,0.092964824120603,0.00251256281407035,0.00251256281407035,0.0050251256281407,0.163316582914573,0.0050251256281407,0,0,0.0100502512562814,0,0,0,0.0301507537688442,0.00753768844221105,0,0.0050251256281407,0.0326633165829146,0,0.00251256281407035,0,0,0,0,0.00251256281407035,0.0150753768844221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0.00251256281407035,0,0,0,0.0050251256281407,0
585,NA,0,0,0.0338645418326693,0.00796812749003984,0.097609561752988,0,0,0.00199203187250996,0.00199203187250996,0,0,0.0239043824701195,0.00199203187250996,0.049800796812749,0.00796812749003984,0,0.0697211155378486,0,0.0278884462151394,0.00597609561752988,0.00597609561752988,0,0.00199203187250996,0,0,0,0.450199203187251,0.0597609561752988,0.00199203187250996,0,0.00597609561752988,0.0378486055776892,0.00199203187250996,0,0.00199203187250996,0.00398406374501992,0,0,0,0.0278884462151394,0.00199203187250996,0.00597609561752988,0,0.0597609561752988,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,NA,0,0,0.062992125984252,0.0236220472440945,0.204724409448819,0,0,0,0,0,0,0,0,0.236220472440945,0.0078740157480315,0,0.110236220472441,0,0.031496062992126,0,0.0078740157480315,0,0.0078740157480315,0,0.0078740157480315,0,0.094488188976378,0.062992125984252,0,0,0.0078740157480315,0.0708661417322835,0.0236220472440945,0,0,0,0,0,0,0.015748031496063,0,0,0,0.015748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,NA,0,0.0173913043478261,0.0217391304347826,0.0152173913043478,0.106521739130435,0,0.00434782608695652,0,0.0130434782608696,0,0,0.0108695652173913,0,0.0565217391304348,0.00217391304347826,0.0673913043478261,0.139130434782609,0,0.0195652173913043,0.0826086956521739,0.0195652173913043,0.00652173913043478,0.00869565217391304,0,0,0,0.158695652173913,0.0434782608695652,0.00434782608695652,0,0.00434782608695652,0.0695652173913043,0.0304347826086957,0,0,0.0152173913043478,0,0,0,0.0260869565217391,0,0,0.00217391304347826,0.0152173913043478,0,0,0,0,0.00434782608695652,0,0.00434782608695652,0,0.00652173913043478,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108695652173913,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0.00652173913043478
615,NA,0,0.0446428571428571,0.0267857142857143,0.0357142857142857,0.142857142857143,0,0.00595238095238095,0,0,0,0.00297619047619048,0.00595238095238095,0,0.160714285714286,0.0119047619047619,0.00892857142857143,0.056547619047619,0,0.00595238095238095,0.0327380952380952,0.0416666666666667,0,0,0,0,0,0.208333333333333,0.056547619047619,0,0.00297619047619048,0.0119047619047619,0.0654761904761905,0.00892857142857143,0,0,0,0,0,0,0.0208333333333333,0,0,0.00297619047619048,0.00892857142857143,0,0,0,0,0,0,0.00892857142857143,0.00892857142857143,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,NA,0,0.00469483568075117,0.0250391236306729,0.0172143974960876,0.0845070422535211,0,0.00156494522691706,0,0.00469483568075117,0,0,0.0109546165884194,0.0156494522691706,0.13302034428795,0.028169014084507,0.00782472613458529,0.0438184663536776,0,0.00782472613458529,0.0109546165884194,0.0187793427230047,0.00625978090766823,0,0,0.00782472613458529,0,0.37245696400626,0.0907668231611894,0.00312989045383412,0,0.0156494522691706,0.0375586854460094,0.00312989045383412,0,0.00312989045383412,0.00312989045383412,0,0,0,0.0219092331768388,0.00469483568075117,0.00156494522691706,0.00312989045383412,0.00312989045383412,0,0,0,0,0,0,0,0.00312989045383412,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0
635,NA,0,0.0028735632183908,0.0114942528735632,0.00862068965517241,0.0689655172413793,0,0,0,0,0,0,0,0,0.324712643678161,0.00862068965517241,0.00574712643678161,0.0229885057471264,0,0.00574712643678161,0,0.014367816091954,0.0028735632183908,0,0,0,0,0.410919540229885,0.0201149425287356,0,0,0.0172413793103448,0.028735632183908,0,0,0.0028735632183908,0,0,0,0,0.0172413793103448,0,0.00574712643678161,0.0028735632183908,0.0028735632183908,0,0,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0
