"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Caryophyllaceae","Cyperaceae","Picea","Pinus.undiff.","Quercus","Alnus","Myrica","Populus","Poaceae","Pinus.strobus","Ericales","cf..Myrica","Artemisia","Ranunculaceae.undiff.","Rosaceae.undiff.","Coptis.trifolia","Sanguisorba","Thalictrum","Pinus.banksiana.P..resinosa","Juniperus","Fagus","Asteraceae.subf..Asteroideae.undiff.","Acer","Ulmus","Tilia","Plantago","Potentilla","Corylus","Amaranthaceae","Galium","Fraxinus","Taxus","Tsuga","Salix","Gentianaceae","Nemopanthus","Larix","Linnaea.borealis","Cornus","Epilobium","Polygonaceae.undiff.","Rumex","Shepherdia.canadensis","Apiaceae","Brassicaceae","Fabaceae","Limonium"
510,NA,0,0.0142857142857143,0.504761904761905,0,0.0619047619047619,0.0380952380952381,0.0142857142857143,0,0.0571428571428571,0.0666666666666667,0.0380952380952381,0.0238095238095238,0.00476190476190476,0.00476190476190476,0.114285714285714,0,0,0,0,0,0.00476190476190476,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0
520,NA,0,0.00561797752808989,0.404494382022472,0,0.101123595505618,0.0449438202247191,0.0561797752808989,0,0.0337078651685393,0.0730337078651685,0.0168539325842697,0.0112359550561798,0.00561797752808989,0.0112359550561798,0.0786516853932584,0.0112359550561798,0,0,0,0,0,0,0.0730337078651685,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0.0617977528089888,0,0,0,0,0,0,0,0,0.00561797752808989,0,0,0,0
530,NA,0,0,0.391304347826087,0,0.173913043478261,0.0144927536231884,0.0579710144927536,0,0.101449275362319,0.101449275362319,0,0,0,0.0144927536231884,0.101449275362319,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0
535,NA,0,0,0.205882352941176,0,0.205882352941176,0.0294117647058824,0.0588235294117647,0,0.0588235294117647,0.088235294117647,0.0588235294117647,0.0294117647058824,0,0,0.205882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NA,0,0,0.206349206349206,0,0.238095238095238,0.0317460317460317,0.0634920634920635,0,0,0.0952380952380952,0.0158730158730159,0.0158730158730159,0,0.0158730158730159,0.142857142857143,0.0634920634920635,0,0,0,0,0,0.0158730158730159,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0
550,NA,0,0.0170940170940171,0.0683760683760684,0,0.0512820512820513,0.0854700854700855,0.239316239316239,0,0.0427350427350427,0.00854700854700855,0.0512820512820513,0.0427350427350427,0.0170940170940171,0,0.0769230769230769,0.0341880341880342,0,0,0,0,0,0.0170940170940171,0.170940170940171,0,0.0341880341880342,0,0,0,0,0,0,0,0,0,0,0,0.0341880341880342,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0
560,NA,0,0.0540540540540541,0.027027027027027,0.027027027027027,0.162162162162162,0,0.27027027027027,0,0.108108108108108,0,0,0,0,0.027027027027027,0.027027027027027,0.135135135135135,0,0.027027027027027,0,0,0,0,0.027027027027027,0,0.108108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,NA,0,0.032258064516129,0.064516129032258,0,0.161290322580645,0.032258064516129,0.225806451612903,0,0.032258064516129,0,0,0.193548387096774,0,0.032258064516129,0.064516129032258,0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0,0
580,NA,0,0.0476190476190476,0.0476190476190476,0,0.0952380952380952,0,0.19047619047619,0,0,0,0,0.19047619047619,0,0,0.142857142857143,0.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0
590,NA,0,0,0,0,0.12,0.04,0.16,0,0.04,0,0,0.32,0,0,0.04,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0
600,NA,0,0.0476190476190476,0,0,0.0952380952380952,0.0476190476190476,0.285714285714286,0,0.0476190476190476,0,0,0.285714285714286,0,0.0476190476190476,0,0.0476190476190476,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0
610,NA,0,0,0,0.0476190476190476,0.0476190476190476,0,0.476190476190476,0,0,0,0,0.19047619047619,0,0,0.0952380952380952,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0
620,NA,0.0769230769230769,0.0576923076923077,0.192307692307692,0,0.0192307692307692,0.115384615384615,0.173076923076923,0,0.0576923076923077,0.0192307692307692,0,0.0576923076923077,0.0192307692307692,0,0.0192307692307692,0.0769230769230769,0,0,0,0,0,0,0.0192307692307692,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576923076923077,0.0192307692307692
