"sample.depths","sample.ages","upland.sum","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum"
1205,9508,324,0,0,0,0,13,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,2,0,6,116,0,150,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0
1209,9538,317,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,116,0,157,0,1,4,0,0,2,0,0,3,0,1,12,0,0,0,0,13,0
1215,9584,348,0,0,3,2,17,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,102,0,161,0,1,34,1,0,0,0,0,2,0,3,2,0,0,0,0,8,0
1219,9614,325,0,2,4,5,9,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,0,0,0,95,0,151,0,1,4,1,0,3,0,0,2,0,5,4,0,0,0,0,27,0
1225,9660,326,0,1,0,2,13,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,1,1,99,0,162,0,0,10,2,0,0,0,0,5,0,4,1,0,0,0,0,16,0
1229,9690,310,0,0,0,0,15,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,1,1,108,0,141,0,0,4,0,0,5,0,0,2,0,2,7,0,0,0,0,9,0
1235,9735,306,0,1,1,3,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,2,79,0,163,0,0,14,0,0,3,0,0,2,0,7,4,0,0,0,0,15,0
1239,9766,303,0,0,3,4,11,0,0,0,0,3,3,0,0,2,0,2,3,0,0,0,0,0,1,86,0,165,0,0,3,1,0,1,0,0,1,0,4,6,0,0,0,0,4,0
1245,9811,301,0,0,1,1,12,0,0,0,0,0,1,0,2,0,0,1,5,1,0,0,0,0,2,85,0,140,0,0,23,3,0,2,0,0,0,0,2,4,0,0,0,0,16,0
1249,9841,332,0,0,3,0,15,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,4,137,0,145,0,0,9,0,0,1,0,0,2,0,0,4,0,0,0,0,6,0
1255,NA,312,0,1,0,3,13,0,0,0,0,2,0,0,1,1,0,0,5,0,0,0,1,1,1,65,0,181,0,0,6,1,0,3,0,0,2,0,3,3,0,0,0,0,19,0
1269,NA,323,0,0,7,7,10,1,0,0,0,0,2,0,1,3,0,0,3,0,0,0,0,0,5,39,0,190,0,0,17,4,0,1,0,0,9,0,2,3,0,0,0,0,19,0
1274,NA,323,0,0,4,4,7,0,0,0,0,2,1,0,0,2,2,0,1,0,1,0,1,1,2,56,0,187,2,1,14,1,0,6,0,0,4,0,1,5,0,0,0,0,18,0
1279,NA,307,0,1,2,2,9,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,1,76,0,162,0,0,11,2,0,4,0,0,2,0,3,8,0,0,0,0,16,0
1289,NA,317,0,1,5,1,8,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,1,1,5,70,0,172,0,0,5,0,0,3,0,0,5,0,4,11,0,0,0,0,16,0
1299,NA,306,0,0,0,0,11,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,0,3,1,81,0,165,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0
1309,NA,308,0,0,1,5,5,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,46,0,196,0,0,8,2,0,4,0,0,2,0,4,14,0,0,0,0,16,0
1319,NA,375,0,0,6,5,5,0,0,0,0,1,5,0,1,2,0,0,2,0,0,0,1,0,1,52,0,243,0,2,11,2,0,5,0,0,2,0,3,5,0,0,0,0,21,0
1329,NA,306,0,0,1,5,10,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,66,0,175,0,0,11,1,0,4,0,0,0,0,1,12,0,0,0,1,13,0
1335,NA,308,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,7,117,0,108,0,0,37,2,0,0,0,0,1,0,1,5,0,0,0,0,6,0
1339,NA,336,1,0,4,1,3,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,2,1,1,67,0,205,0,0,13,6,0,8,0,0,6,0,2,0,0,0,0,0,9,0
1349,NA,302,0,0,4,3,7,2,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,2,1,45,0,191,0,0,10,2,0,5,0,0,2,0,1,8,0,0,0,0,12,0
1359,NA,304,0,0,6,4,3,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,0,55,0,181,0,1,3,0,0,7,0,0,4,0,1,9,0,0,0,0,20,0
1369,NA,371,0,0,6,9,2,1,0,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,1,55,0,234,0,0,8,0,0,10,1,0,1,0,3,7,0,0,0,1,24,0
1379,NA,303,0,1,4,3,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,72,0,164,0,0,12,2,0,5,0,0,1,0,4,8,0,0,0,0,16,0
1385,NA,353,0,2,5,7,8,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,5,0,5,73,0,184,0,0,20,2,0,4,0,1,0,0,2,11,0,0,0,0,17,0
1389,NA,353,0,0,4,5,5,0,0,0,0,0,7,1,0,1,0,1,2,0,0,0,2,0,2,47,0,236,2,0,11,1,0,2,0,0,3,0,0,12,1,0,0,0,8,0
1399,NA,310,0,0,3,3,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,77,0,175,0,0,11,2,0,4,0,0,3,0,3,7,0,0,0,0,10,0
1409,NA,350,0,0,6,16,4,0,0,0,0,0,2,0,1,1,1,0,5,0,0,0,2,0,2,57,0,193,1,0,13,3,0,6,0,0,3,0,2,2,0,0,0,0,30,0
1419,NA,358,0,0,51,2,12,1,0,0,0,3,0,0,2,1,0,0,2,0,0,0,0,0,1,72,0,163,0,0,12,1,0,1,0,0,2,0,3,6,0,0,0,1,22,0
1429,NA,359,0,0,2,7,5,0,0,1,0,1,4,0,0,0,1,1,1,0,0,0,1,0,4,79,0,213,0,0,16,2,0,3,0,0,2,0,2,5,0,0,0,0,9,0
1439,NA,311,0,1,0,4,5,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,0,55,0,185,0,1,7,0,0,5,0,0,8,0,4,6,0,0,0,0,22,0
1449,NA,317,2,2,6,10,5,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,1,4,58,4,170,0,0,16,1,0,5,0,0,3,0,2,5,0,0,0,0,14,1
1459,NA,306,0,1,0,3,7,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,2,63,0,197,0,0,11,2,0,3,0,0,2,0,0,2,0,0,0,0,6,0
1469,NA,327,0,1,7,6,9,2,0,0,0,0,1,0,0,3,1,0,7,0,0,0,1,0,0,64,0,164,1,0,23,0,0,6,0,0,4,0,6,7,0,0,0,0,14,0
1479,NA,311,0,0,4,3,8,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,69,0,167,0,0,12,1,0,10,0,0,4,0,1,2,0,0,0,0,23,0
1489,NA,333,0,0,2,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,1,2,1,47,0,229,0,0,13,3,0,9,0,0,2,0,2,2,0,0,0,0,5,0
1499,NA,304,0,0,1,6,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,68,0,166,0,0,14,0,0,5,0,0,4,0,2,5,0,0,0,0,26,0
1509,NA,337,0,0,2,3,4,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,3,76,0,203,0,0,13,1,0,6,0,0,1,0,1,6,1,0,0,0,10,0
1519,NA,307,0,0,2,8,6,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,1,68,0,170,0,0,7,0,0,4,0,0,9,0,2,7,0,0,0,0,15,0
1529,NA,340,0,1,8,8,7,3,0,0,0,3,4,0,3,0,0,0,2,0,0,1,0,0,4,51,3,171,0,0,21,0,0,8,0,0,4,1,1,10,0,0,0,0,26,0
1539,NA,347,0,1,5,6,3,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,3,0,2,58,0,218,3,1,6,2,0,5,0,0,5,0,8,4,0,0,0,0,11,0
1549,NA,308,0,0,6,2,8,1,0,0,1,2,0,0,4,0,0,0,2,0,0,0,1,4,0,62,0,160,0,0,9,3,0,2,0,0,7,0,4,8,0,0,0,0,22,0
1559,NA,326,0,0,4,3,4,0,0,0,0,1,5,0,3,0,1,0,2,0,0,0,2,0,1,49,0,195,0,0,12,1,0,10,0,0,4,0,3,9,0,1,0,0,16,0
1579,NA,303,0,1,8,5,6,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,5,0,46,0,175,0,0,5,1,0,2,0,0,4,0,1,8,0,0,0,0,29,0
1589,NA,361,0,0,4,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,2,76,0,229,0,0,15,1,0,4,0,0,1,0,6,1,0,0,0,0,8,0
1599,NA,315,0,0,1,2,6,0,0,0,0,1,1,0,1,0,0,0,6,0,0,0,0,3,0,76,0,169,0,0,11,0,0,7,0,0,2,0,5,4,0,0,0,0,20,0
1609,NA,390,2,1,5,6,0,1,0,0,0,2,9,0,2,1,0,0,2,0,0,0,1,0,2,70,0,230,1,1,18,1,0,3,0,0,4,0,5,11,0,0,0,0,12,0
1619,NA,309,0,0,3,3,5,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,79,0,160,0,0,14,0,0,6,0,0,7,0,2,5,0,0,0,1,17,0
1629,NA,317,0,0,7,6,6,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,1,0,1,73,0,175,1,1,12,0,0,8,0,0,4,0,2,6,0,0,0,0,6,0
1639,NA,311,0,0,5,1,5,1,0,0,0,0,3,0,0,1,0,0,10,0,0,0,0,0,4,75,0,159,0,0,0,2,0,5,0,0,4,0,7,6,0,0,0,0,23,0
1649,NA,412,0,2,3,5,3,1,0,0,0,1,9,1,0,0,1,0,4,0,0,0,0,0,2,89,0,250,3,0,13,2,0,5,0,0,4,0,3,1,0,0,0,0,10,0
1669,NA,386,0,1,0,12,7,2,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,67,0,251,0,0,10,2,0,1,0,0,4,0,2,7,0,0,0,0,11,0
1679,NA,309,0,0,3,3,6,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,68,0,167,0,0,18,2,0,8,0,0,3,0,4,3,0,0,0,0,16,0
1689,NA,357,0,0,4,10,1,0,0,0,0,1,7,0,0,0,2,0,2,0,0,0,4,0,1,58,0,224,1,0,13,0,0,1,0,0,3,0,7,6,0,1,0,0,11,0
1699,NA,303,0,0,5,3,6,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,59,0,184,0,0,10,1,0,6,0,0,3,0,1,4,0,0,0,0,15,0
1709,NA,335,0,0,2,7,4,1,0,0,0,0,9,0,0,1,0,0,3,0,0,0,1,0,0,70,0,199,0,1,7,2,0,4,0,1,3,0,2,4,0,0,0,0,14,0
1719,NA,314,0,2,6,7,4,0,0,0,0,4,1,0,1,2,0,0,1,0,0,0,0,0,1,74,0,151,0,0,11,2,0,7,0,0,9,0,2,7,0,0,0,0,22,0
1729,NA,296,0,0,10,2,1,0,1,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,2,59,0,179,0,0,8,0,0,1,0,0,3,0,1,7,0,0,0,0,11,0
1739,NA,335,0,0,0,8,5,0,0,0,0,4,1,0,4,0,0,0,2,0,0,3,0,1,2,101,0,167,0,0,9,1,0,3,0,0,0,0,1,5,0,0,0,0,18,0
1749,NA,334,0,0,5,2,3,0,0,0,0,2,12,0,0,1,0,0,3,0,0,0,5,1,1,59,0,211,2,0,5,0,0,1,0,0,6,0,3,4,0,1,0,0,7,0
1759,NA,329,0,0,1,2,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,2,1,87,0,164,0,0,11,1,0,2,0,0,0,0,16,9,0,0,0,0,23,0
1769,NA,378,0,1,2,7,5,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,2,0,3,91,0,196,1,1,23,2,0,6,0,0,3,0,4,8,0,0,0,0,12,0
1779,NA,308,0,0,3,4,4,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,68,0,172,0,1,9,2,0,7,0,0,6,0,1,6,0,0,0,0,18,0
1789,NA,357,0,1,6,10,2,1,0,0,0,1,2,0,0,0,2,0,1,0,0,0,6,0,2,86,0,165,0,0,28,6,0,4,0,0,6,0,0,2,0,0,0,0,26,0
1799,NA,304,0,3,5,6,5,0,0,0,0,0,1,0,2,0,0,0,14,0,0,0,0,0,4,76,0,152,0,0,0,0,0,7,0,0,4,0,1,6,0,0,0,0,18,0
1809,NA,277,0,0,1,4,4,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,2,2,4,57,0,162,0,0,9,0,0,2,0,0,1,0,2,8,0,1,0,0,8,0
1819,NA,311,0,1,5,6,5,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,2,0,81,0,145,0,0,9,2,0,5,0,0,5,0,2,9,0,0,0,0,24,0
1829,NA,344,0,0,6,4,2,1,0,0,0,4,8,0,0,1,0,0,0,0,0,1,6,0,3,80,0,176,0,0,24,1,0,4,0,0,3,0,3,10,0,0,0,0,7,0
1839,NA,306,0,0,3,7,5,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,104,0,128,0,1,9,1,0,5,0,0,3,0,1,8,0,0,0,1,23,0
1849,NA,381,0,0,4,9,4,0,0,0,0,4,9,0,0,1,0,0,1,0,0,0,6,0,2,80,0,210,1,0,17,2,0,2,0,0,4,0,2,11,0,0,0,0,12,0
1859,NA,302,0,1,10,3,6,1,0,0,0,2,1,0,5,0,0,0,1,0,0,0,1,2,0,76,0,143,0,0,6,1,0,6,0,0,1,0,1,7,0,0,0,0,28,0
1869,NA,398,0,2,3,4,4,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,5,0,0,94,0,231,0,0,23,2,0,4,0,0,3,0,0,6,0,0,0,0,7,0
1879,NA,309,0,1,9,4,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,1,2,2,63,0,171,0,0,6,0,0,5,0,0,3,0,2,4,0,0,0,0,20,0
1889,NA,358,0,1,1,4,7,0,0,0,0,2,10,0,0,2,0,0,2,0,0,0,1,0,2,92,0,192,0,0,13,2,0,3,0,0,10,0,2,4,0,0,1,0,7,0
1899,NA,309,0,0,3,6,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,101,0,142,0,0,22,0,0,2,0,0,3,0,2,6,0,0,0,0,12,0
1909,NA,407,0,0,2,9,1,0,0,1,0,3,6,0,0,0,0,0,1,0,0,0,7,0,3,94,0,220,0,0,16,2,0,9,0,0,2,0,1,9,1,0,0,0,20,0
1919,NA,306,0,0,4,3,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,106,0,142,0,0,7,3,0,6,0,0,4,0,3,5,0,0,0,0,11,0
1929,NA,355,0,1,6,4,6,0,0,0,0,2,7,0,0,2,0,0,2,0,0,0,3,0,3,66,0,201,2,0,16,3,0,5,0,1,2,0,3,9,0,0,0,0,11,0
1939,NA,308,0,0,6,4,5,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,1,87,0,141,0,1,22,1,0,7,0,0,3,0,1,8,0,0,0,0,14,0
1949,NA,318,0,0,3,6,6,0,1,0,0,2,4,0,0,1,1,0,1,0,0,0,5,0,3,62,0,167,0,0,28,2,1,10,0,0,1,0,1,3,0,1,0,0,9,0
1959,NA,310,0,0,4,7,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,2,80,0,157,0,0,14,1,0,5,0,0,3,0,4,8,0,0,0,0,14,0
1969,NA,437,0,0,2,8,1,0,0,1,0,1,3,0,0,0,1,0,2,0,0,0,1,0,8,98,0,248,0,0,27,2,0,5,0,1,9,0,1,11,0,0,0,0,7,0
1979,NA,318,0,0,4,2,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,5,1,109,0,144,0,1,19,0,0,1,0,0,2,0,1,7,0,0,0,0,13,0
1989,NA,323,0,0,2,2,1,0,0,0,0,2,8,1,0,0,1,0,0,0,0,0,7,0,0,73,0,190,0,0,10,1,0,3,0,0,6,0,6,3,0,0,0,0,7,0
1999,NA,325,0,2,1,7,2,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,4,0,1,91,0,155,0,0,22,0,0,1,0,0,3,0,4,7,0,0,0,0,19,0
2009,NA,370,0,1,0,5,2,1,1,0,0,1,5,0,0,2,1,0,4,0,0,0,4,1,0,87,0,203,0,1,23,0,0,5,0,0,4,0,4,4,0,0,0,0,11,0
2019,NA,334,0,0,1,7,1,0,0,0,0,2,6,0,0,1,0,2,4,1,0,0,3,0,3,67,0,201,0,0,19,2,1,1,0,0,4,0,0,3,0,0,0,0,5,0
2029,NA,311,0,1,3,4,0,0,0,0,0,1,5,0,0,2,3,0,2,0,0,0,2,0,2,66,0,186,1,0,12,1,0,2,0,0,0,0,2,8,0,0,0,0,8,0
2039,NA,331,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,1,95,0,181,0,0,19,1,0,4,0,0,4,0,2,3,0,0,0,0,2,0
2049,NA,368,0,1,6,4,4,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,2,3,53,0,252,0,0,17,1,0,5,0,0,2,0,0,5,0,0,0,0,6,0
2059,NA,365,0,0,0,6,4,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,2,0,4,140,0,148,0,0,33,1,0,3,0,0,5,0,1,3,0,0,0,0,8,0
2069,NA,321,2,0,4,11,2,1,0,0,0,0,5,0,5,1,1,0,1,0,0,0,1,0,2,73,0,171,0,0,17,0,0,4,0,0,7,0,1,4,0,0,0,0,8,0
