"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Aquifoliaceae","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Trees.undiff.","Tsuga","Ulmus","Myrica","Populus","Acer.saccharinum.type","Artemisia","Rhamnaceae.Vitaceae.undiff.","Salix","Tilia","Acer.pensylvanicum","Amorpha.type","Amaranthaceae.undiff.","Ericaceae","Juglans.cinerea","Dalea","Polygonum","Ceanothus","Salsola","Brassicaceae","Sarcobatus.vermiculatus","Ephedra","Acer.undiff.","Iva.annua.type","Celtis","Iva.xanthifolia.type","Larix","Acer.negundo","Morus","Asteraceae.subf..Asteroideae.undiff.","Prunus.Sorbus","Crataegus.type","Moraceae.undiff.","Saxifragaceae","Fraxinus.pennsylvanica.type","Lamiaceae","Fagus","Oxyria.digyna","Galium","Herbs.undiff.","Ranunculaceae.undiff.","Cornus","Fabaceae.undiff.","Cerealia","Potentilla.type","Anacardiaceae","Gleditsia","Apiaceae","Shepherdia","Vitis","Shrubs.undiff.","Rosaceae.undiff.","Pyrus.type"
690,10235,0.0138067061143984,0,0.0690335305719921,0.00591715976331361,0.00394477317554241,0,0.0591715976331361,0.00788954635108481,0,0.0118343195266272,0,0.0118343195266272,0.0177514792899408,0.0433925049309665,0,0.0394477317554241,0.00591715976331361,0.195266272189349,0.019723865877712,0.0927021696252465,0.00788954635108481,0.149901380670611,0,0,0,0,0.157790927021696,0.0019723865877712,0.0216962524654832,0,0.0177514792899408,0,0.0157790927021696,0.00394477317554241,0,0.0019723865877712,0.00788954635108481,0,0.00591715976331361,0,0,0,0,0,0.0019723865877712,0,0.0019723865877712,0,0,0,0.00394477317554241,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,10319,0.00712250712250712,0,0.11965811965812,0.00284900284900285,0.0142450142450142,0,0.131054131054131,0.0170940170940171,0.00284900284900285,0.00854700854700855,0.00284900284900285,0.0213675213675214,0.0555555555555556,0.0227920227920228,0.00142450142450142,0.0441595441595442,0.00712250712250712,0.148148148148148,0.0128205128205128,0.0512820512820513,0.00142450142450142,0.153846153846154,0,0,0.00142450142450142,0,0.126780626780627,0,0.00427350427350427,0,0.0170940170940171,0,0.00142450142450142,0.00284900284900285,0,0,0.0142450142450142,0,0.00142450142450142,0,0,0,0,0.00142450142450142,0,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0
730,10571,0.0064516129032258,0,0.138709677419355,0,0,0,0.206451612903226,0.0161290322580645,0,0.0064516129032258,0,0.0032258064516129,0.0225806451612903,0.0193548387096774,0,0.0258064516129032,0.0129032258064516,0.0967741935483871,0.0161290322580645,0.138709677419355,0,0.12258064516129,0,0,0,0,0.125806451612903,0,0.0032258064516129,0,0.0161290322580645,0,0.0129032258064516,0.0032258064516129,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,11057,0.00568181818181818,0,0.0738636363636364,0,0.0142045454545455,0,0.153409090909091,0.00568181818181818,0,0.00852272727272727,0.00568181818181818,0.0142045454545455,0.0454545454545455,0.0198863636363636,0.00284090909090909,0.03125,0.0284090909090909,0.173295454545455,0,0.176136363636364,0,0.0653409090909091,0,0,0,0,0.150568181818182,0,0,0.00284090909090909,0.00568181818181818,0,0,0,0,0,0,0,0.00852272727272727,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0
780,11381,0.0070298769771529,0,0.0650263620386643,0.00175746924428822,0.0105448154657293,0,0.152899824253076,0.0193321616871705,0.00175746924428822,0.0070298769771529,0.0070298769771529,0.0210896309314587,0.0246045694200351,0.00527240773286467,0,0.0527240773286467,0.0105448154657293,0.126537785588752,0.0140597539543058,0.147627416520211,0.0070298769771529,0.131810193321617,0,0.00175746924428822,0,0,0.145869947275923,0,0.00351493848857645,0,0.00878734622144113,0,0.00527240773286467,0.00351493848857645,0,0,0.0070298769771529,0,0.00175746924428822,0,0,0,0,0,0.00351493848857645,0,0,0.00175746924428822,0,0,0,0,0,0,0,0,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175746924428822,0,0,0,0
800,11705,0.00284090909090909,0,0.0227272727272727,0,0.00852272727272727,0,0.258522727272727,0.00852272727272727,0,0.0198863636363636,0.00284090909090909,0.0142045454545455,0.0170454545454545,0.0284090909090909,0.00568181818181818,0.0198863636363636,0.03125,0.147727272727273,0.00568181818181818,0.147727272727273,0,0.0710227272727273,0,0,0.00568181818181818,0,0.110795454545455,0,0.00568181818181818,0,0.0113636363636364,0,0.0142045454545455,0,0,0,0.0227272727272727,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0.00284090909090909,0,0,0
820,11808,0,0,0.00767754318618042,0,0.00767754318618042,0,0.166986564299424,0,0.00383877159309021,0.00959692898272553,0.017274472168906,0.0191938579654511,0.107485604606526,0.0268714011516315,0,0.017274472168906,0.193857965451056,0.149712092130518,0.00959692898272553,0.092130518234165,0.00191938579654511,0.0345489443378119,0.00191938579654511,0.00575815738963532,0.0134357005758157,0,0.053742802303263,0,0,0,0.0249520153550864,0,0.017274472168906,0,0,0,0.00191938579654511,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0.00767754318618042,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0.00191938579654511,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0
840,11872,0.00344827586206897,0,0.0206896551724138,0,0.0103448275862069,0,0.0896551724137931,0,0.0103448275862069,0.0103448275862069,0.00344827586206897,0.0206896551724138,0.0482758620689655,0.0482758620689655,0,0.0172413793103448,0.527586206896552,0.00344827586206897,0.00689655172413793,0.0275862068965517,0,0.0413793103448276,0,0,0.00689655172413793,0,0.0103448275862069,0,0.00344827586206897,0,0.0551724137931034,0,0.0137931034482759,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0,0,0,0,0,0.00344827586206897,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0
860,11936,0,0,0.0289855072463768,0,0,0,0.0966183574879227,0,0.00966183574879227,0.00483091787439614,0,0.0434782608695652,0.0579710144927536,0.0241545893719807,0,0.0193236714975845,0.565217391304348,0.00483091787439614,0.00483091787439614,0.0144927536231884,0,0.0241545893719807,0,0.00966183574879227,0.00483091787439614,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0.0241545893719807,0,0.0193236714975845,0,0,0,0.00483091787439614,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,12013,0,0.00210970464135021,0.0126582278481013,0.00210970464135021,0.0126582278481013,0,0.139240506329114,0,0.0147679324894515,0.0147679324894515,0.0316455696202532,0.029535864978903,0.0316455696202532,0.0464135021097046,0,0.0147679324894515,0.411392405063291,0,0,0.00632911392405063,0,0.0316455696202532,0,0.00421940928270042,0,0,0.0274261603375527,0,0.00421940928270042,0,0.0864978902953586,0,0.0485232067510548,0,0.00210970464135021,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0.00210970464135021,0,0,0,0.00210970464135021,0,0.00210970464135021,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0
900,12064,0,0,0.0229885057471264,0.0028735632183908,0.00574712643678161,0,0.0488505747126437,0,0.00574712643678161,0.0028735632183908,0.00862068965517241,0.0316091954022989,0.014367816091954,0.0603448275862069,0,0.00574712643678161,0.597701149425287,0.0028735632183908,0,0.00574712643678161,0,0.0172413793103448,0.0028735632183908,0.0028735632183908,0.0229885057471264,0,0.0316091954022989,0,0.014367816091954,0,0.0402298850574713,0,0.0316091954022989,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0,0.0028735632183908,0,0,0,0
920,12128,0,0,0.0409556313993174,0,0.0102389078498294,0,0.126279863481229,0,0.0068259385665529,0.0307167235494881,0.0170648464163823,0.0273037542662116,0.037542662116041,0.0614334470989761,0,0.0102389078498294,0.419795221843003,0,0,0,0,0.0307167235494881,0,0,0.00341296928327645,0,0.0477815699658703,0,0.0068259385665529,0,0.0648464163822526,0,0.0307167235494881,0,0,0,0.0068259385665529,0,0,0,0,0,0,0.00341296928327645,0.00341296928327645,0,0,0,0,0,0.0102389078498294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0
940,12191,0,0,0.0299003322259136,0,0.00664451827242525,0,0.0664451827242525,0,0.00996677740863787,0.00664451827242525,0.00332225913621262,0.026578073089701,0.0465116279069767,0.0465116279069767,0,0.00996677740863787,0.558139534883721,0.00332225913621262,0,0,0,0.0564784053156146,0,0,0.00996677740863787,0.00332225913621262,0.026578073089701,0,0.00332225913621262,0,0.0498338870431894,0,0.0232558139534884,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0
960,12255,0,0,0.0382775119617225,0,0.00956937799043062,0,0.133971291866029,0,0,0.00956937799043062,0.00478468899521531,0.0287081339712919,0.0430622009569378,0.0382775119617225,0,0.00956937799043062,0.502392344497608,0,0,0,0,0.0239234449760766,0,0.00478468899521531,0,0,0.0334928229665072,0.00478468899521531,0,0,0.0430622009569378,0,0.0574162679425837,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0
980,12319,0.00442477876106195,0,0.0221238938053097,0,0.00442477876106195,0,0.0973451327433628,0,0.0088495575221239,0.0353982300884956,0.0176991150442478,0.0088495575221239,0.0442477876106195,0.0442477876106195,0,0.0132743362831858,0.451327433628319,0,0,0.0265486725663717,0.00442477876106195,0.0265486725663717,0,0,0.0309734513274336,0,0.0221238938053097,0,0.00442477876106195,0,0.0619469026548673,0,0.0353982300884956,0,0,0,0.0221238938053097,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442477876106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442477876106195,0
1000,12383,0,0,0.0176991150442478,0,0.00589970501474926,0.00294985250737463,0.129793510324484,0,0.0206489675516224,0.00294985250737463,0.00294985250737463,0.023598820058997,0.0648967551622419,0.0648967551622419,0,0.0176991150442478,0.442477876106195,0.00294985250737463,0,0.0176991150442478,0,0.0324483775811209,0,0.00294985250737463,0,0,0.023598820058997,0,0.00294985250737463,0,0.0648967551622419,0,0.0324483775811209,0,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0.00294985250737463,0,0,0,0,0.00294985250737463,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0.00294985250737463
1020,12447,0,0,0.00775193798449612,0,0.0116279069767442,0,0.0581395348837209,0.00387596899224806,0.0232558139534884,0,0.0116279069767442,0.0193798449612403,0.062015503875969,0.10077519379845,0,0.0116279069767442,0.445736434108527,0,0,0.0193798449612403,0,0.0503875968992248,0,0.00387596899224806,0.00387596899224806,0,0.0271317829457364,0.00387596899224806,0.00387596899224806,0,0.062015503875969,0.00387596899224806,0.0542635658914729,0,0,0,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,NA,0,0,0.0246305418719212,0,0.0443349753694581,0,0.0886699507389163,0,0.00985221674876847,0.0295566502463054,0.00985221674876847,0.0295566502463054,0.0295566502463054,0.0541871921182266,0,0.0147783251231527,0.423645320197044,0,0,0.00985221674876847,0,0.0147783251231527,0,0,0.00985221674876847,0,0.00985221674876847,0,0,0,0.0985221674876847,0,0.0788177339901478,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0
1060,NA,0.00319488817891374,0,0.00638977635782748,0,0.0447284345047923,0,0.0798722044728434,0,0.0159744408945687,0.00319488817891374,0.0287539936102236,0.0319488817891374,0.0543130990415335,0.060702875399361,0,0.012779552715655,0.36741214057508,0,0,0.0223642172523962,0.00319488817891374,0.073482428115016,0,0.00638977635782748,0.012779552715655,0,0.00958466453674121,0,0.0159744408945687,0,0.0702875399361022,0,0.0351437699680511,0,0,0,0.0255591054313099,0,0,0,0,0,0,0,0.00319488817891374,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0.00638977635782748,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
