"sample.depths","sample.ages","upland.sum","Abies","Acer.undiff.","Betula","Carya","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Rumex","Thalictrum","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Juniperus.Thuja","Juglans","Amaranthaceae","Viburnum","Poaceae","Ranunculus","Acer.saccharum","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Arceuthobium","Artemisia","Castanea","Morus","Salix","Vitis","Populus","Alnus.viridis","Rosaceae.undiff.","Filipendula","Saxifraga.oppositifolia","Oxyria.digyna","Myrica","Caryophyllaceae","Galium","Celtis","Brassicaceae","Cornus.racemosa","Picea.mariana","Epilobium","Shepherdia","Ephedra","Nyssa","Saxifraga.undiff.","Dalea","Cornus.canadensis","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Apiaceae","Urtica","Polygonum"
1092,5212,1005,0,1,125,11,5,3,116,1,28,127,12,79,18,0,9,207,2,64,18,0,12,3,0,0,0,0,61,57,36,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,5232,1015,0,5,127,8,14,2,102,0,18,98,7,89,2,0,11,202,2,89,20,0,16,11,0,0,0,7,54,72,48,3,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1094,5252,1011,0,0,129,5,5,3,92,3,14,124,14,72,11,0,11,235,3,89,8,0,14,10,2,0,0,3,51,77,25,3,4,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,5272,1058,0,7,93,3,8,1,102,1,15,163,3,60,5,0,20,330,3,46,8,0,13,7,1,0,2,0,36,91,22,6,2,0,2,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1096,5293,996,0,1,119,10,11,0,98,1,22,171,12,107,6,0,11,188,2,71,14,0,15,9,1,1,1,1,48,30,28,6,4,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,5313,1000,0,0,137,8,15,3,107,1,9,126,9,115,3,0,11,182,3,69,17,0,24,5,1,0,1,2,38,59,39,6,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,5333,1062,0,0,124,10,13,1,101,2,18,187,7,107,10,0,8,210,2,85,6,0,18,8,0,0,0,0,54,54,26,0,5,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,5393,991,0,2,117,10,17,1,62,0,21,125,10,102,1,0,17,181,4,82,21,0,24,1,0,1,1,2,34,102,36,2,2,0,3,0,0,2,0,0,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1103,5433,1006,2,1,63,11,11,0,66,0,14,157,9,100,5,0,10,265,1,86,15,0,19,4,1,0,1,3,48,79,28,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,5473,1003,1,3,51,5,6,1,59,2,12,215,9,98,1,0,13,295,3,46,12,0,13,7,1,0,2,1,23,95,23,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,5513,1009,0,4,77,5,8,4,54,1,8,140,8,111,8,1,8,235,4,51,12,0,37,6,1,1,0,5,36,134,33,8,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,5553,998,0,1,100,7,14,1,47,1,21,127,7,133,5,0,14,225,3,50,8,0,31,6,1,0,1,0,33,117,28,4,3,0,3,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,5593,1016,0,3,89,13,21,1,76,0,32,110,8,127,11,1,8,185,3,62,14,0,31,5,4,0,0,5,35,118,40,4,1,0,1,0,0,2,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,5633,1029,1,0,102,13,16,2,88,1,29,169,11,134,6,0,4,164,4,70,16,0,22,17,0,0,1,5,34,70,40,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,5673,1015,3,7,102,11,14,0,81,0,21,139,8,150,6,0,14,149,5,62,13,0,16,11,0,2,2,1,31,118,25,4,2,0,10,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,5713,999,1,0,66,7,20,2,66,1,16,155,9,102,5,0,6,256,2,52,15,0,17,13,1,0,0,11,25,92,41,1,3,0,7,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,5753,993,1,3,72,8,21,1,58,1,20,141,7,154,4,0,11,200,5,63,17,0,27,13,1,0,1,4,37,72,35,9,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,5793,1054,0,1,69,8,16,2,88,0,19,138,9,114,9,2,7,250,2,55,16,0,21,12,0,0,0,1,43,136,20,1,0,2,4,1,0,1,0,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,5833,1003,0,1,84,16,21,1,77,1,15,130,11,143,7,0,7,135,3,70,29,0,28,7,1,1,0,2,49,115,34,3,4,0,2,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,5873,1022,2,6,83,9,16,0,71,0,27,194,9,131,8,0,10,180,1,62,18,0,5,4,1,0,2,1,42,97,22,7,1,0,5,0,0,3,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,5913,1022,0,2,56,9,9,1,72,0,37,184,9,107,18,0,15,185,3,60,28,0,16,4,1,0,0,2,28,136,24,2,5,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1129,5953,1014,1,2,76,8,9,0,89,1,21,145,11,128,9,1,10,173,7,54,25,0,16,6,4,0,0,1,45,150,11,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,6002,1019,1,0,78,10,9,1,74,1,46,142,6,107,9,0,8,166,2,63,21,0,27,9,0,0,1,1,41,153,30,3,1,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,6060,1012,1,0,48,4,3,0,68,3,29,208,5,119,15,0,10,183,6,58,11,0,19,6,1,0,1,0,37,150,18,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1135,6118,1011,4,3,64,9,2,1,65,1,35,263,9,115,9,0,8,218,4,55,10,0,6,2,0,3,3,1,30,67,15,0,1,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,6175,1002,1,1,60,6,12,0,106,2,43,166,11,170,21,0,12,124,7,70,18,0,20,3,0,0,1,1,43,76,18,3,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,6233,997,0,2,60,6,19,3,79,1,32,148,5,165,6,0,8,130,1,54,15,0,23,4,2,2,1,3,61,124,32,3,1,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,6291,1013,0,4,68,4,12,0,71,0,26,180,10,140,10,0,6,105,1,80,27,0,25,3,0,0,3,4,47,152,27,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1143,6348,1034,0,0,75,2,7,2,66,0,47,254,10,112,20,0,9,137,3,44,12,0,15,3,1,0,0,1,39,130,36,4,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,6406,1062,2,6,78,1,15,0,64,0,45,251,9,138,10,0,10,142,4,72,13,0,5,1,0,0,0,0,43,105,26,3,3,0,5,0,0,2,0,1,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,6464,1063,0,0,66,0,12,1,58,2,25,258,14,134,12,0,9,137,3,68,28,1,9,3,0,0,1,1,54,122,33,4,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,6521,1000,0,1,58,8,27,1,44,2,24,229,6,127,5,0,6,118,2,55,11,0,12,0,1,0,1,1,57,149,42,2,2,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1151,6579,993,0,0,52,5,16,2,66,1,18,226,11,133,9,0,14,128,1,59,13,0,22,1,0,0,3,3,30,119,38,7,2,0,5,0,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,6637,998,0,0,89,4,7,1,81,2,33,186,9,108,5,0,8,187,1,66,9,0,4,2,0,0,1,0,41,113,27,3,3,0,4,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,6695,1024,0,3,44,4,6,1,68,0,29,203,3,118,7,0,8,198,3,53,6,0,10,3,0,0,0,1,40,189,19,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1157,6752,997,0,0,30,7,11,1,82,1,13,180,7,155,9,0,12,166,2,60,3,0,7,1,0,0,1,1,37,149,46,5,2,0,3,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,6810,1005,0,4,61,0,10,1,72,0,25,183,4,145,31,0,8,142,0,62,6,0,4,1,0,0,1,1,55,145,38,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,6868,1018,0,1,71,1,33,1,69,0,23,143,13,213,11,0,12,94,3,53,9,0,9,8,0,0,1,6,44,152,38,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,6925,1012,0,4,46,5,30,1,71,1,67,138,17,197,9,0,11,72,2,69,9,0,6,3,2,0,1,0,60,148,29,3,1,0,3,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1165,6983,1030,0,9,58,8,32,2,66,0,59,218,7,166,6,0,16,68,1,48,5,0,5,6,3,0,0,0,39,172,20,2,1,1,3,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1167,7041,1006,0,0,46,3,8,0,49,0,28,299,4,133,17,0,12,82,1,34,1,0,4,2,3,0,1,0,52,206,16,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,7098,1001,0,0,64,4,10,1,40,0,33,239,8,198,16,0,11,42,3,39,2,0,5,5,1,0,2,0,53,197,21,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,7156,1000,0,2,72,4,38,2,46,0,66,166,9,201,16,1,5,31,1,44,8,0,7,1,1,0,2,2,48,167,43,2,1,0,1,0,0,6,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,7214,1064,0,0,100,5,32,1,58,0,65,183,10,250,17,0,16,25,5,47,3,0,1,1,2,0,1,1,48,169,18,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,7271,1009,1,0,69,5,17,1,46,0,76,181,10,242,8,0,7,41,1,51,6,0,1,0,0,0,2,1,44,168,20,2,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,7329,1004,0,1,57,6,22,4,40,1,65,234,9,214,16,0,8,18,3,26,9,0,5,0,1,0,0,0,52,168,38,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,7387,1012,0,0,82,4,44,0,56,0,43,194,10,251,22,0,13,17,2,44,1,0,2,1,4,0,0,1,69,120,28,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,7444,995,2,1,42,5,40,0,37,0,31,264,7,127,12,0,5,33,4,32,4,0,2,1,0,0,0,3,49,260,27,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,7502,1026,0,0,62,1,18,0,33,0,83,248,7,115,17,0,8,46,2,36,3,0,2,4,0,0,1,0,60,246,23,1,4,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,7560,1014,1,1,81,5,29,4,39,1,73,249,7,135,17,0,8,13,3,50,3,0,2,2,1,1,0,1,38,210,30,2,2,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,7617,1008,0,3,83,2,28,2,34,1,80,243,10,138,15,0,7,22,1,50,4,0,1,2,3,0,2,2,28,209,24,1,3,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,7675,996,0,0,70,1,36,5,22,0,37,190,7,161,14,0,14,17,3,36,4,0,4,2,1,0,2,1,24,316,20,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,7729,991,6,0,66,6,53,0,48,1,65,265,3,135,13,0,5,48,0,52,5,0,6,0,2,0,1,1,24,160,18,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,7779,1000,1,0,45,3,30,3,33,0,36,260,4,162,15,0,4,35,8,21,6,0,2,1,5,0,1,0,37,260,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,7829,1037,4,12,61,4,9,1,23,0,69,314,7,133,15,0,5,55,5,21,3,0,2,1,1,1,2,0,16,258,2,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1197,7879,999,0,0,89,3,38,2,25,0,66,308,12,161,14,0,8,25,5,30,6,0,6,1,2,0,1,0,31,132,26,0,1,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,8029,1101,0,0,109,2,16,0,29,1,66,229,6,199,20,0,2,26,2,26,6,0,0,1,1,0,3,0,36,285,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,8079,1013,2,0,201,3,34,2,26,0,37,285,2,122,6,0,1,20,2,67,3,0,2,1,1,0,0,0,32,114,36,2,1,0,4,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1207,8129,1029,2,0,91,3,15,1,10,0,44,341,2,134,21,0,0,12,2,25,3,0,1,0,0,0,1,0,18,273,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,8179,1123,0,0,114,1,19,0,15,0,54,355,3,151,9,0,3,19,0,30,2,0,2,4,3,0,1,1,27,268,24,5,4,0,1,0,0,3,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,8229,998,4,0,112,2,16,0,8,0,72,308,1,139,6,0,3,9,2,34,4,0,7,1,0,0,1,1,28,208,18,3,3,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,8279,1023,1,0,81,1,27,1,16,0,44,468,4,150,3,0,0,15,3,25,2,0,2,1,0,0,0,0,20,125,14,4,6,0,0,0,0,1,0,2,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,8329,1027,1,0,111,2,35,1,9,1,26,330,3,161,10,0,2,24,1,34,5,0,3,1,5,0,3,0,15,213,22,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,8379,1013,3,0,124,6,5,0,12,1,56,477,3,116,5,0,2,16,3,30,5,2,3,0,1,0,2,0,15,92,17,1,1,0,5,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,8429,1046,1,1,73,4,3,1,14,2,48,528,2,121,9,0,0,18,5,19,4,0,3,2,2,0,3,0,15,125,24,1,6,0,6,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,8479,1015,1,0,133,1,10,1,10,1,41,464,6,137,10,0,0,20,3,28,2,0,3,1,2,0,5,0,9,86,26,2,2,0,3,0,0,2,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,8529,997,2,0,136,3,11,1,10,4,44,432,7,134,14,0,1,12,2,17,4,0,5,4,2,1,2,1,18,94,16,0,0,0,5,0,1,6,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1225,8579,1007,1,2,98,2,11,2,13,2,36,576,7,99,3,0,2,22,1,28,1,0,4,0,0,1,4,0,14,47,8,3,6,0,4,0,0,2,0,0,1,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1227,8629,999,0,0,139,1,12,0,10,0,41,428,4,148,4,0,0,14,6,24,0,0,2,0,1,0,2,0,28,93,20,0,4,0,7,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1229,8680,1043,0,0,78,0,9,0,6,3,39,545,5,139,7,0,1,10,8,19,4,0,1,1,1,0,3,0,12,112,21,3,1,0,6,1,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,8730,1023,0,0,84,2,5,2,7,1,52,515,9,203,4,0,1,12,8,19,2,0,3,1,0,0,4,0,4,45,20,1,1,0,4,0,0,7,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1233,8780,1006,0,0,95,2,10,4,2,1,22,528,3,173,1,0,1,15,8,28,1,0,2,0,2,0,5,0,10,49,20,1,2,0,8,0,0,7,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,8830,1010,1,0,137,2,23,2,3,0,32,403,4,148,21,0,1,26,7,20,4,1,2,7,2,0,4,1,12,113,20,2,2,0,2,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,8880,995,1,1,134,2,17,2,2,1,32,429,8,191,6,0,1,19,5,23,1,0,7,3,1,1,2,0,7,50,30,0,1,0,4,0,0,1,0,2,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,8930,1060,1,0,158,3,8,3,3,0,41,482,4,178,12,0,2,14,5,23,3,0,3,2,1,1,5,0,16,41,16,3,3,0,7,1,0,5,0,0,1,0,0,0,3,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,8980,1001,1,1,84,2,15,1,4,0,31,499,4,127,10,0,1,13,4,21,1,0,5,2,1,1,2,1,10,109,30,0,3,0,5,0,0,3,0,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1243,9030,996,2,0,83,5,12,1,8,0,34,503,2,161,16,0,1,26,11,36,3,0,2,1,2,0,3,0,11,35,18,3,0,0,4,1,0,3,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,9080,1020,2,0,89,1,9,0,10,1,29,556,2,152,5,0,1,32,4,26,5,0,1,3,1,0,0,0,17,57,12,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,9130,1020,0,0,138,2,9,4,2,0,29,457,5,209,8,0,1,13,13,26,3,0,4,1,1,0,3,0,8,35,23,3,1,0,11,0,0,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,9180,1089,2,0,132,2,10,3,2,0,31,521,7,183,9,0,1,21,11,21,4,0,7,2,1,0,1,0,9,63,28,0,4,0,6,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1255,9330,845,3,1,82,1,8,10,4,2,17,422,3,131,5,0,0,12,5,13,0,0,6,2,0,0,3,0,1,62,21,2,4,0,8,0,0,6,0,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,9540,1028,2,0,100,2,16,3,2,3,25,561,4,150,7,0,1,16,9,25,1,0,2,0,0,0,0,0,9,51,19,4,1,0,9,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,9711,993,2,1,124,3,11,2,3,0,21,499,9,132,11,0,1,20,10,19,3,0,5,3,0,0,3,0,13,48,22,1,1,0,16,0,0,4,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,9882,1132,3,0,148,4,16,1,1,0,21,518,5,192,15,0,0,16,13,24,3,0,3,2,2,0,4,0,16,44,26,0,7,0,25,0,0,8,0,0,11,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1295,10053,1044,4,0,157,2,12,1,3,1,15,572,3,115,3,0,1,20,11,11,1,0,4,0,1,0,3,1,12,38,20,4,3,0,10,0,0,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1315,10395,1008,5,0,210,1,7,9,3,2,18,491,2,59,7,1,1,10,6,20,6,0,19,1,0,1,14,5,7,44,18,1,8,0,17,0,0,5,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1325,10566,993,1,1,142,1,7,16,0,5,8,518,1,60,5,0,0,16,2,27,2,0,17,0,1,0,6,0,8,105,6,0,15,0,7,0,0,3,1,2,0,1,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1335,NA,1016,4,0,212,7,21,5,3,6,13,488,2,91,3,0,1,7,2,30,1,0,26,0,0,2,8,1,3,11,16,3,25,0,13,0,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,NA,994,6,0,218,2,20,3,2,3,21,416,1,81,2,0,0,7,3,40,0,0,43,1,1,0,18,0,4,8,18,0,43,0,18,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1355,NA,942,4,0,102,3,20,12,4,10,20,307,2,115,2,0,0,13,5,18,3,0,52,5,2,1,12,1,3,14,7,0,122,2,20,1,0,11,0,0,2,1,0,0,0,43,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1365,NA,762,6,0,47,3,25,13,1,16,28,176,3,120,5,0,0,7,5,27,5,0,55,1,0,1,9,2,9,6,34,1,106,0,31,0,0,9,0,0,2,1,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1385,NA,506,2,1,35,2,14,16,1,1,4,113,0,54,2,0,0,2,2,17,3,0,32,1,1,0,4,1,3,1,17,4,141,1,5,0,0,17,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1415,NA,301,4,0,16,1,9,49,0,0,7,85,0,3,0,0,0,0,3,3,4,0,18,0,4,2,6,0,1,1,1,0,29,0,22,0,0,21,0,0,6,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0
