"sample.depths","sample.ages","Betula","Carya","Ericaceae","Ilex","Juglans.cinerea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Myricaceae","Poaceae","Plantago","Castanea.dentata","Tsuga.canadensis","Fagus.grandifolia","Acer.rubrum","Ostrya.Carpinus","Salix","Populus","Amaranthaceae","Larix.laricina","Liquidambar.styraciflua","Liriodendron.tulipifera","Acer.undiff.","Juglans.nigra","Corylus","Nyssa","Picea","Tilia.americana","Cupressaceae","Artemisia","Caryophyllaceae","Rubus","Lamiaceae","Apiaceae","Oenothera","Cyperaceae","Polygonum","Asteraceae.subf..Cichorioideae","Verbena","Abies","Thalictrum","Sanguisorba"
375,4038,0.0671378091872792,0.0212014134275618,0,0.00353356890459364,0,0,0,0.0353356890459364,0.371024734982332,0,0.0176678445229682,0.0141342756183746,0.0742049469964664,0,0.137809187279152,0.00706713780918728,0.00353356890459364,0,0.113074204946996,0.0212014134275618,0.0353356890459364,0,0.03886925795053,0.00353356890459364,0.00353356890459364,0,0,0,0,0.0106007067137809,0,0.0212014134275618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,4120,0.0460122699386503,0.0460122699386503,0,0.00306748466257669,0.00306748466257669,0.00613496932515337,0,0.0613496932515337,0.576687116564417,0,0.0153374233128834,0.0153374233128834,0.0368098159509202,0,0.0245398773006135,0.0153374233128834,0.0122699386503067,0,0.0368098159509202,0.0122699386503067,0.0184049079754601,0,0.0214723926380368,0.00306748466257669,0.0153374233128834,0,0.00306748466257669,0,0,0.00920245398773006,0,0.00613496932515337,0,0.00306748466257669,0,0.00920245398773006,0,0,0,0,0,0,0,0,0,0,0,0,0
385,4202,0.0205882352941176,0.0617647058823529,0,0,0.00294117647058824,0,0.00294117647058824,0.0294117647058824,0.617647058823529,0,0.00588235294117647,0.0205882352941176,0.0382352941176471,0,0.0382352941176471,0,0,0,0.0382352941176471,0.0235294117647059,0.0235294117647059,0,0.0264705882352941,0,0,0,0,0,0,0.0205882352941176,0,0.0205882352941176,0,0,0.00294117647058824,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0
390,4284,0.050561797752809,0.0280898876404494,0,0,0.0112359550561798,0,0,0.0280898876404494,0.651685393258427,0,0.00280898876404494,0.0168539325842697,0.0280898876404494,0,0.0224719101123595,0,0,0,0.0365168539325843,0.00842696629213483,0.0561797752808989,0.00280898876404494,0.0140449438202247,0.00280898876404494,0.00561797752808989,0.00280898876404494,0,0,0,0.0168539325842697,0,0.0112359550561798,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,4366,0.0339943342776204,0.0424929178470255,0.0028328611898017,0,0.0028328611898017,0,0,0.0481586402266289,0.620396600566572,0,0.0056657223796034,0.0084985835694051,0.0651558073654391,0,0.0311614730878187,0.0056657223796034,0.0084985835694051,0,0.0254957507082153,0.0113314447592068,0.0368271954674221,0,0.0141643059490085,0,0.0028328611898017,0,0,0.0028328611898017,0,0.0141643059490085,0,0.0113314447592068,0,0,0.0056657223796034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,4448,0.0497237569060773,0.0386740331491713,0,0,0,0,0.00276243093922652,0.0718232044198895,0.610497237569061,0,0,0.00828729281767956,0.0441988950276243,0,0.0220994475138122,0.00276243093922652,0.00552486187845304,0,0.0469613259668508,0.0165745856353591,0.0303867403314917,0,0.0138121546961326,0.00276243093922652,0,0.00276243093922652,0,0,0,0.0110497237569061,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0.0165745856353591,0,0,0,0,0,0
405,4496,0.0441176470588235,0.0411764705882353,0,0,0.0088235294117647,0,0.00588235294117647,0.0588235294117647,0.555882352941176,0,0.0088235294117647,0.0117647058823529,0.0735294117647059,0,0.0176470588235294,0.00294117647058824,0,0,0.0705882352941176,0.00588235294117647,0.0294117647058824,0.00588235294117647,0.0205882352941176,0,0,0,0.00588235294117647,0.00588235294117647,0,0.0205882352941176,0,0.00294117647058824,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0
410,4543,0.0171428571428571,0.0228571428571429,0,0,0.00285714285714286,0,0,0.0228571428571429,0.58,0,0.00857142857142857,0.02,0.0428571428571429,0,0.0514285714285714,0,0.0114285714285714,0,0.0714285714285714,0.00285714285714286,0.0428571428571429,0,0.0371428571428571,0,0.00285714285714286,0,0,0,0,0.02,0,0.04,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,4591,0.0119760479041916,0.0479041916167665,0,0,0.0029940119760479,0,0,0.0479041916167665,0.601796407185629,0,0.0179640718562874,0.0239520958083832,0.0329341317365269,0,0.0359281437125748,0.00898203592814371,0.00598802395209581,0,0.0778443113772455,0.0119760479041916,0.0209580838323353,0,0.0149700598802395,0,0,0,0,0,0,0.0209580838323353,0,0.0149700598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,4639,0.0498442367601246,0.0404984423676012,0,0,0.00311526479750779,0.00311526479750779,0,0.0249221183800623,0.554517133956386,0,0.00311526479750779,0.00623052959501558,0.0654205607476635,0,0.0186915887850467,0.00623052959501558,0.0155763239875389,0.00311526479750779,0.0841121495327103,0.00623052959501558,0.0155763239875389,0.00311526479750779,0.00934579439252336,0.0186915887850467,0.0186915887850467,0.00311526479750779,0,0,0,0.0155763239875389,0,0,0.00311526479750779,0,0,0.0280373831775701,0,0,0,0,0,0,0,0,0,0,0,0,0
425,4686,0.0276381909547739,0.0778894472361809,0,0.00251256281407035,0.0050251256281407,0,0.00753768844221105,0.0653266331658292,0.585427135678392,0,0.0100502512562814,0.0125628140703518,0.0452261306532663,0,0.0301507537688442,0.0050251256281407,0.00251256281407035,0,0.0402010050251256,0.0100502512562814,0.0376884422110553,0,0.0201005025125628,0.00251256281407035,0,0,0,0,0,0.0050251256281407,0,0.00753768844221105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,4734,0.015625,0.05,0,0,0.009375,0,0.003125,0.040625,0.609375,0,0.009375,0.021875,0.028125,0,0.03125,0.003125,0,0,0.05625,0.015625,0.040625,0,0.01875,0,0,0,0,0,0,0.01875,0,0.025,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,4781,0.0247933884297521,0.0550964187327824,0,0.00275482093663912,0.0110192837465565,0,0,0.0550964187327824,0.589531680440771,0,0.0110192837465565,0.0220385674931129,0.0275482093663912,0,0.0385674931129477,0.00275482093663912,0.00550964187327824,0,0.0303030303030303,0.0330578512396694,0.0247933884297521,0,0.0275482093663912,0,0,0,0.00275482093663912,0,0,0.0137741046831956,0,0.00826446280991736,0,0,0.00275482093663912,0.0110192837465565,0,0,0,0,0,0,0,0,0,0,0,0,0
440,4829,0.0340557275541796,0.0495356037151703,0,0,0.00309597523219814,0,0.0123839009287926,0.0743034055727554,0.606811145510836,0,0.00619195046439629,0.00619195046439629,0.0526315789473684,0,0.0154798761609907,0.0154798761609907,0,0,0.021671826625387,0.0185758513931889,0.0371517027863777,0,0.00928792569659443,0.00309597523219814,0.00309597523219814,0,0,0,0,0.0247678018575851,0,0.00309597523219814,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0
445,4877,0.012012012012012,0.063063063063063,0,0,0,0,0,0.096096096096096,0.54954954954955,0,0.006006006006006,0.009009009009009,0.0750750750750751,0,0.009009009009009,0.012012012012012,0.006006006006006,0,0.027027027027027,0.027027027027027,0.042042042042042,0,0.021021021021021,0,0,0,0.003003003003003,0,0,0.027027027027027,0,0.015015015015015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,4924,0.0145772594752187,0.0349854227405248,0,0,0,0,0,0.0291545189504373,0.673469387755102,0,0.0087463556851312,0.0145772594752187,0.0583090379008746,0,0.0174927113702624,0.00291545189504373,0.00291545189504373,0,0.0379008746355685,0.0145772594752187,0.0291545189504373,0,0.0204081632653061,0,0.0145772594752187,0,0,0,0,0.0087463556851312,0,0.0116618075801749,0,0,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0,0,0,0,0,0,0
455,4972,0.0397350993377483,0.0397350993377483,0,0,0.0033112582781457,0,0,0.0364238410596026,0.639072847682119,0,0.00662251655629139,0.0231788079470199,0.0298013245033113,0,0.033112582781457,0,0.00662251655629139,0,0.0165562913907285,0.0165562913907285,0.033112582781457,0,0.0264900662251656,0,0.00993377483443709,0.0033112582781457,0,0,0,0.0132450331125828,0,0.0165562913907285,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,5019,0.0426229508196721,0.0557377049180328,0.00655737704918033,0,0.00327868852459016,0.00327868852459016,0,0.0229508196721311,0.619672131147541,0,0.00327868852459016,0.0262295081967213,0.0491803278688525,0,0.0295081967213115,0.0163934426229508,0.00327868852459016,0,0.0163934426229508,0.0295081967213115,0.0426229508196721,0.00327868852459016,0.00655737704918033,0.0131147540983607,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,5067,0.0408805031446541,0.0283018867924528,0,0,0.00314465408805031,0,0.00628930817610063,0.0408805031446541,0.644654088050314,0,0.00628930817610063,0.0157232704402516,0.0754716981132075,0,0.0251572327044025,0.00314465408805031,0.00628930817610063,0,0.0314465408805031,0.0125786163522013,0.0251572327044025,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00628930817610063,0,0,0,0,0.00943396226415094,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,5115,0.0184615384615385,0.0307692307692308,0,0,0,0,0,0.0123076923076923,0.673846153846154,0,0.0153846153846154,0.00615384615384615,0.0553846153846154,0,0.0215384615384615,0.00615384615384615,0,0.00307692307692308,0.0276923076923077,0.0246153846153846,0.0338461538461538,0,0.0369230769230769,0,0.00307692307692308,0.00307692307692308,0,0,0,0.00923076923076923,0,0.0184615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,5162,0.045662100456621,0.0228310502283105,0,0,0,0,0.00228310502283105,0.04337899543379,0.684931506849315,0,0.0091324200913242,0.00684931506849315,0.0547945205479452,0,0.0182648401826484,0.00684931506849315,0,0,0.0342465753424658,0.0251141552511416,0.0182648401826484,0,0.0114155251141553,0,0,0,0,0,0,0.0091324200913242,0,0.00228310502283105,0,0,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0
480,5210,0.0255102040816327,0.0306122448979592,0.00510204081632653,0.00510204081632653,0.00255102040816327,0,0,0.0510204081632653,0.607142857142857,0,0.0076530612244898,0.0102040816326531,0.0459183673469388,0.00255102040816327,0.0331632653061225,0,0.00255102040816327,0,0.0204081632653061,0.0331632653061225,0.0306122448979592,0,0.0306122448979592,0.00510204081632653,0,0.00255102040816327,0,0.00255102040816327,0,0.0229591836734694,0,0.0204081632653061,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0
485,5257,0.0398860398860399,0.0484330484330484,0,0.00284900284900285,0.00284900284900285,0,0.00854700854700855,0.0313390313390313,0.598290598290598,0,0.00854700854700855,0.0199430199430199,0.0512820512820513,0,0.0227920227920228,0.0113960113960114,0,0,0.0227920227920228,0.0227920227920228,0.0341880341880342,0,0.0341880341880342,0.00284900284900285,0,0.00284900284900285,0.00284900284900285,0,0,0.0170940170940171,0,0.0113960113960114,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,5305,0.0317460317460317,0.0285714285714286,0,0,0,0,0.00317460317460317,0.0158730158730159,0.726984126984127,0,0.00952380952380952,0.0126984126984127,0.0507936507936508,0,0.00952380952380952,0,0,0,0.0126984126984127,0.0158730158730159,0.0158730158730159,0,0.053968253968254,0,0,0,0,0,0,0,0,0.0126984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,5353,0.0155763239875389,0.0404984423676012,0,0,0,0,0,0.0342679127725857,0.660436137071651,0,0.00623052959501558,0.00311526479750779,0.0685358255451713,0,0.0280373831775701,0.00934579439252336,0,0,0.0155763239875389,0.0280373831775701,0.0342679127725857,0,0.0404984423676012,0,0,0,0,0,0,0.0155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,5400,0.0575757575757576,0.0696969696969697,0,0.00303030303030303,0.00606060606060606,0.00606060606060606,0,0.0303030303030303,0.6,0,0.0181818181818182,0.0212121212121212,0.0424242424242424,0,0.0151515151515152,0.0181818181818182,0.0303030303030303,0,0.00606060606060606,0.0181818181818182,0.0212121212121212,0.00303030303030303,0.00303030303030303,0.0151515151515152,0,0,0,0,0,0.00909090909090909,0,0.00303030303030303,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0
505,5466,0.0442477876106195,0.0324483775811209,0,0,0.00589970501474926,0,0.00294985250737463,0.0324483775811209,0.666666666666667,0.00294985250737463,0.0147492625368732,0.00589970501474926,0.056047197640118,0,0.0265486725663717,0,0.00294985250737463,0,0.0147492625368732,0.0117994100294985,0.0383480825958702,0,0.0294985250737463,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0.00294985250737463,0.00589970501474926,0,0,0,0,0,0,0,0,0,0,0,0,0
510,5531,0.0113636363636364,0.0198863636363636,0,0.00568181818181818,0.00852272727272727,0,0,0.0397727272727273,0.627840909090909,0,0.00852272727272727,0.00568181818181818,0.0681818181818182,0,0.0539772727272727,0,0,0,0.00568181818181818,0.0227272727272727,0.0227272727272727,0,0.0568181818181818,0.00284090909090909,0,0,0,0.00284090909090909,0,0.00568181818181818,0,0.0227272727272727,0,0,0.00568181818181818,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0
515,5596,0.0349206349206349,0.0317460317460317,0,0,0.00317460317460317,0,0,0.0317460317460317,0.666666666666667,0,0.0126984126984127,0.0158730158730159,0.073015873015873,0,0.0317460317460317,0.00317460317460317,0.00634920634920635,0,0.00952380952380952,0.0126984126984127,0.0285714285714286,0,0.0285714285714286,0.00317460317460317,0.00317460317460317,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5662,0.0146627565982405,0.0498533724340176,0,0,0,0,0,0.0439882697947214,0.607038123167155,0,0.00293255131964809,0.0234604105571848,0.0557184750733138,0,0.0381231671554252,0,0.00293255131964809,0,0.0146627565982405,0.0410557184750733,0.0351906158357771,0,0.0557184750733138,0,0,0,0,0,0,0.0117302052785924,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,5727,0.0364741641337386,0.0395136778115502,0.00303951367781155,0.00303951367781155,0,0,0,0.0577507598784195,0.638297872340426,0,0,0.033434650455927,0.0577507598784195,0,0.0182370820668693,0.00303951367781155,0,0,0.0121580547112462,0.0455927051671733,0.0212765957446809,0,0.0212765957446809,0,0,0,0,0,0,0.00303951367781155,0,0.00303951367781155,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0
530,5792,0.028125,0.028125,0,0,0,0,0,0.028125,0.66875,0,0.009375,0.015625,0.071875,0,0.034375,0,0,0.003125,0.015625,0.01875,0.025,0,0.0375,0,0,0.003125,0,0,0,0.003125,0,0.009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,5858,0.00835654596100279,0.0417827298050139,0,0.00278551532033426,0,0,0,0.0557103064066852,0.654596100278552,0,0.011142061281337,0.0167130919220056,0.0362116991643454,0,0.0222841225626741,0.00278551532033426,0,0,0.00278551532033426,0.0863509749303621,0.0334261838440111,0,0.0139275766016713,0,0,0,0,0,0,0.00835654596100279,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,5923,0.055045871559633,0.0489296636085627,0.00611620795107034,0,0.00305810397553517,0,0,0.018348623853211,0.562691131498471,0,0.018348623853211,0.0428134556574924,0.0275229357798165,0,0.0214067278287462,0.0122324159021407,0.00305810397553517,0,0.018348623853211,0.0397553516819572,0.0275229357798165,0.0091743119266055,0.0091743119266055,0.0244648318042813,0,0,0.00305810397553517,0,0,0.0091743119266055,0.00305810397553517,0,0,0.00305810397553517,0.00305810397553517,0.0214067278287462,0,0.00611620795107034,0,0,0,0,0,0.00305810397553517,0,0,0,0,0
545,5988,0.0239520958083832,0.029940119760479,0,0,0,0,0.0029940119760479,0.0329341317365269,0.658682634730539,0,0.0029940119760479,0.0329341317365269,0.0359281437125748,0,0.0389221556886228,0,0,0,0.0119760479041916,0.0598802395209581,0.0359281437125748,0,0.0179640718562874,0,0,0,0,0,0,0.00898203592814371,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,6054,0,0.0453172205438066,0,0,0.00604229607250755,0,0,0,0.682779456193353,0,0.0120845921450151,0.0120845921450151,0.0362537764350453,0,0.0181268882175227,0,0,0,0.00302114803625378,0.0392749244712991,0.0574018126888218,0,0.0483383685800604,0,0,0,0,0,0,0.0181268882175227,0,0.0151057401812689,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0
555,6119,0.0256410256410256,0.016025641025641,0.00320512820512821,0,0.00320512820512821,0,0,0.0288461538461538,0.605769230769231,0,0.0128205128205128,0.0224358974358974,0.0576923076923077,0,0.0288461538461538,0.00320512820512821,0.00961538461538462,0,0.0192307692307692,0.0416666666666667,0.0608974358974359,0.00641025641025641,0.0192307692307692,0,0,0,0,0,0,0.032051282051282,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6184,0.0116618075801749,0.0553935860058309,0,0,0,0,0,0.0379008746355685,0.600583090379009,0,0.0204081632653061,0.0145772594752187,0.0495626822157434,0,0.0204081632653061,0.00291545189504373,0.0087463556851312,0,0.0087463556851312,0.043731778425656,0.0495626822157434,0,0.0204081632653061,0.00291545189504373,0,0,0,0,0,0.0233236151603499,0,0.0204081632653061,0,0,0.00291545189504373,0.00583090379008746,0,0,0,0,0,0,0,0,0,0,0,0,0
565,6250,0.0128617363344051,0.0321543408360129,0.00321543408360129,0,0,0,0,0.0257234726688103,0.662379421221865,0,0.00321543408360129,0.0192926045016077,0.0514469453376206,0,0.0385852090032154,0.00964630225080386,0,0,0.00321543408360129,0.067524115755627,0.0257234726688103,0,0.0353697749196141,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0.00321543408360129,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0
570,6315,0.0273348519362187,0.0478359908883827,0.00455580865603645,0.00227790432801822,0.00455580865603645,0,0,0.0159453302961276,0.651480637813212,0,0.00911161731207289,0.0227790432801822,0.041002277904328,0,0.0136674259681093,0.00227790432801822,0.00227790432801822,0,0.00227790432801822,0.0592255125284738,0.0182232346241458,0.0113895216400911,0.0113895216400911,0.0113895216400911,0.00455580865603645,0,0.0113895216400911,0,0,0,0,0.0136674259681093,0.00683371298405467,0,0.00455580865603645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,6381,0.0127388535031847,0.0254777070063694,0,0,0.00636942675159236,0,0,0.0254777070063694,0.636942675159236,0,0.00955414012738853,0.0191082802547771,0.0636942675159236,0,0.0318471337579618,0.00318471337579618,0,0,0.00636942675159236,0.0414012738853503,0.0796178343949045,0,0.0254777070063694,0,0,0.00318471337579618,0.00636942675159236,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0
580,6446,0.0248447204968944,0.0341614906832298,0,0,0.0124223602484472,0,0,0.0248447204968944,0.611801242236025,0,0.0093167701863354,0.0372670807453416,0.0341614906832298,0,0.0279503105590062,0,0,0,0.0062111801242236,0.046583850931677,0.0807453416149068,0,0.0217391304347826,0,0,0,0.0031055900621118,0.0031055900621118,0,0.0124223602484472,0,0.0031055900621118,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0
585,6511,0.0233333333333333,0.0233333333333333,0,0.01,0.0133333333333333,0,0,0.04,0.646666666666667,0,0.00333333333333333,0.02,0.0266666666666667,0,0.0266666666666667,0.00333333333333333,0,0,0.00333333333333333,0.06,0.0533333333333333,0,0.03,0,0,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0
590,6577,0,0.0221518987341772,0,0,0.00949367088607595,0,0,0,0.693037974683544,0,0,0.0348101265822785,0.0221518987341772,0,0.0411392405063291,0,0.00949367088607595,0,0.00316455696202532,0.0379746835443038,0.0632911392405063,0,0.0189873417721519,0,0,0,0,0,0,0.0126582278481013,0,0.0284810126582278,0,0,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,6642,0.0280898876404494,0.0337078651685393,0,0,0.00561797752808989,0,0,0.0224719101123595,0.691011235955056,0,0.00280898876404494,0.0140449438202247,0.0168539325842697,0,0.0168539325842697,0.00280898876404494,0,0,0.0140449438202247,0.0646067415730337,0.0449438202247191,0,0.0280898876404494,0.00280898876404494,0,0,0.00280898876404494,0,0,0.00280898876404494,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,6736,0.0151057401812689,0.0483383685800604,0.00302114803625378,0,0.00906344410876133,0,0,0.0241691842900302,0.637462235649547,0,0.00604229607250755,0.0241691842900302,0.027190332326284,0,0.00906344410876133,0,0,0.00302114803625378,0.0120845921450151,0.0302114803625378,0.0906344410876133,0,0.0362537764350453,0,0,0,0,0,0,0.0211480362537764,0,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,6858,0.0210843373493976,0.0421686746987952,0.00602409638554217,0,0.00602409638554217,0,0,0.0210843373493976,0.629518072289157,0,0.00301204819277108,0.0271084337349398,0.0301204819277108,0,0.036144578313253,0,0,0,0.00602409638554217,0.0421686746987952,0.0783132530120482,0,0.0271084337349398,0,0,0.00602409638554217,0.00301204819277108,0,0,0.0120481927710843,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,6981,0.0308641975308642,0.0277777777777778,0,0,0.00617283950617284,0,0,0.00617283950617284,0.722222222222222,0,0.00617283950617284,0.0216049382716049,0.0185185185185185,0,0.0246913580246914,0.00308641975308642,0.00925925925925926,0,0,0.0123456790123457,0.00925925925925926,0.0277777777777778,0.0185185185185185,0.00617283950617284,0.00925925925925926,0,0,0,0,0,0,0.0246913580246914,0.00308641975308642,0,0.00308641975308642,0,0,0,0.00308641975308642,0,0,0,0,0,0.00617283950617284,0,0,0,0
615,7103,0.0314285714285714,0.0485714285714286,0,0,0.00285714285714286,0,0.00285714285714286,0.0342857142857143,0.608571428571429,0,0.00857142857142857,0.0285714285714286,0.0371428571428571,0,0.0171428571428571,0,0,0,0.00285714285714286,0.0657142857142857,0.0485714285714286,0,0.0428571428571429,0,0,0.00285714285714286,0,0,0,0.00571428571428571,0,0,0,0,0.00857142857142857,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0
620,7225,0.00595238095238095,0.0297619047619048,0,0.00297619047619048,0.00297619047619048,0,0,0.0208333333333333,0.726190476190476,0,0.00595238095238095,0.0119047619047619,0.0267857142857143,0,0.00892857142857143,0,0.00595238095238095,0,0.00297619047619048,0.0208333333333333,0.0476190476190476,0,0.0357142857142857,0,0,0,0,0,0,0.0357142857142857,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,7348,0.0310880829015544,0.0155440414507772,0,0,0.00259067357512953,0,0.00259067357512953,0.0336787564766839,0.709844559585492,0,0.0077720207253886,0.0207253886010363,0.0129533678756477,0,0.0207253886010363,0.00259067357512953,0.00518134715025907,0,0,0.0647668393782383,0.0181347150259067,0,0.0466321243523316,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,7470,0.019672131147541,0.0098360655737705,0,0.00327868852459016,0.00655737704918033,0,0,0.0229508196721311,0.60327868852459,0,0.0163934426229508,0.0163934426229508,0.0754098360655738,0,0.0131147540983607,0.0131147540983607,0.0163934426229508,0,0,0.0360655737704918,0.0295081967213115,0,0,0.0622950819672131,0,0.00655737704918033,0,0,0,0.0098360655737705,0,0.0163934426229508,0.00655737704918033,0,0.00327868852459016,0.0131147540983607,0,0,0,0,0,0,0,0,0,0,0,0,0
635,7593,0.0307262569832402,0.0111731843575419,0,0,0,0,0.00279329608938547,0.0279329608938547,0.687150837988827,0,0.0139664804469274,0.00837988826815642,0.053072625698324,0,0.0446927374301676,0.00558659217877095,0,0,0,0.0251396648044693,0.0363128491620112,0,0.0279329608938547,0,0,0,0,0,0,0.0251396648044693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,7715,0.0289389067524116,0.0128617363344051,0,0,0.00321543408360129,0,0,0.022508038585209,0.668810289389068,0,0.0128617363344051,0.0321543408360129,0.0610932475884244,0,0.0192926045016077,0,0.00643086816720257,0,0,0.00643086816720257,0.0707395498392283,0,0.045016077170418,0,0,0.00321543408360129,0,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,7837,0.0232558139534884,0.0116279069767442,0,0.00290697674418605,0,0,0,0.0465116279069767,0.697674418604651,0,0.00290697674418605,0.0203488372093023,0.061046511627907,0,0.0203488372093023,0,0.00290697674418605,0,0,0.0406976744186047,0.0348837209302326,0,0.0203488372093023,0.00581395348837209,0,0,0,0,0,0.00290697674418605,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,7960,0.0165016501650165,0.0231023102310231,0,0.0033003300330033,0.0033003300330033,0.0165016501650165,0,0,0.70957095709571,0,0.0033003300330033,0.033003300330033,0.0264026402640264,0,0.0099009900990099,0,0.0066006600660066,0,0,0.0594059405940594,0,0.0066006600660066,0.0165016501650165,0.0033003300330033,0.0033003300330033,0,0.0066006600660066,0,0,0,0,0.033003300330033,0,0.0165016501650165,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0
655,8082,0.012779552715655,0.00638977635782748,0,0.00319488817891374,0,0,0,0.0287539936102236,0.706070287539936,0,0.00638977635782748,0.0287539936102236,0.0415335463258786,0,0.0415335463258786,0,0.00319488817891374,0,0,0.0383386581469649,0.0255591054313099,0,0.0287539936102236,0,0,0,0,0,0,0.00958466453674121,0,0.0159744408945687,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,8204,0.0212121212121212,0,0,0.00606060606060606,0,0,0,0.0303030303030303,0.715151515151515,0,0.00909090909090909,0.0212121212121212,0.0515151515151515,0,0.0181818181818182,0,0.00606060606060606,0,0,0.0151515151515152,0.0242424242424242,0,0.0606060606060606,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0
665,8327,0.0124223602484472,0.0062111801242236,0,0,0.0031055900621118,0,0,0.0527950310559006,0.720496894409938,0,0.0062111801242236,0.015527950310559,0.0341614906832298,0,0.0403726708074534,0,0.0031055900621118,0,0,0.031055900621118,0.0093167701863354,0,0.0372670807453416,0,0,0,0,0,0,0.0062111801242236,0,0.015527950310559,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
