"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Elaeagnus","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Liquidambar","Liriodendron","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Fabaceae","Galium","Iva.annua.type","Iva.undiff.","Iva.xanthifolia","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.lapathifolium","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium","Zea"
80,2508,0.003738318,0,0.003738318,0.001869159,0.042990654,0,0,0.009345794,0,0.001869159,0,0.46728972,0,0,0.001869159,0,0,0,0,0.001869159,0,0,0.179439252,0,0.011214953,0,0.037383178,0,0,0,0,0,0,0,0,0,0,0.013084112,0.014953271,0,0.007476636,0.03364486,0,0,0,0.056074766,0,0,0,0,0,0,0.001869159,0.087850467,0.014953271,0,0,0,0.001869159,0.001869159,0,0,0,0.001869159,0,0,0,0,0,0,0,0,0,0.001869159,0,0,0,0,0
82,2576,0,0,0.003577818,0,0.035778175,0,0.007155635,0.005366726,0.001788909,0,0,0.459749553,0.01431127,0.001788909,0,0,0,0,0,0,0,0,0.198568873,0,0.005366726,0.01431127,0.025044723,0.001788909,0,0,0.001788909,0,0,0,0,0.001788909,0,0.010733453,0.008944544,0,0.010733453,0.046511628,0,0,0,0.019677996,0,0,0,0,0,0,0,0.114490161,0.007155635,0,0,0,0,0.001788909,0,0,0.001788909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2643,0.00166113,0,0,0,0.023255814,0,0.008305648,0.004983389,0,0,0,0.46345515,0.014950166,0.003322259,0.00166113,0,0,0,0.00166113,0.00166113,0,0,0.194352159,0,0.009966777,0.011627907,0.011627907,0.004983389,0.00166113,0,0,0,0,0,0,0,0,0.026578073,0.006644518,0,0.006644518,0.053156146,0.00166113,0,0,0.018272425,0,0,0,0,0,0,0,0.102990033,0.013289037,0,0.00166113,0.003322259,0,0,0,0,0,0,0,0.00166113,0,0,0,0,0,0,0,0.004983389,0,0,0,0,0
86,2711,0,0,0.005524862,0,0.033149171,0,0.005524862,0.009208103,0,0.001841621,0,0.486187845,0.005524862,0,0,0,0,0,0.001841621,0,0,0.003683241,0.193370166,0,0.001841621,0.016574586,0.031307551,0,0,0,0,0,0,0,0,0.001841621,0,0.009208103,0.011049724,0,0.003683241,0.027624309,0,0,0,0.022099448,0,0,0,0,0,0,0.001841621,0.103130755,0.022099448,0,0,0,0,0.001841621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2778,0,0,0.003649635,0,0.031021898,0,0,0.00729927,0,0,0,0.494525547,0.00729927,0.001824818,0,0,0,0,0,0,0,0.005474453,0.193430657,0,0.005474453,0.010948905,0.02189781,0,0,0,0,0.001824818,0,0,0,0,0,0.023722628,0.012773723,0,0.010948905,0.03649635,0,0,0,0.012773723,0,0,0,0,0,0,0.003649635,0.094890511,0.020072993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2846,0.003809524,0,0.011428571,0.007619048,0.022857143,0,0,0.00952381,0.001904762,0,0,0.39047619,0,0,0.003809524,0,0,0.001904762,0.001904762,0,0,0,0.243809524,0,0.007619048,0,0.041904762,0,0,0,0,0,0,0,0,0.005714286,0.001904762,0.001904762,0.007619048,0,0,0.038095238,0,0,0,0.034285714,0,0,0,0,0,0,0.003809524,0.133333333,0.022857143,0,0,0,0,0,0,0,0,0.001904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2913,0,0,0,0,0.021558872,0,0.00331675,0.009950249,0.001658375,0,0,0.484245439,0.011608624,0.004975124,0.00331675,0,0,0,0.00331675,0,0,0.001658375,0.194029851,0,0.00331675,0.019900498,0.023217247,0,0.001658375,0,0,0,0,0,0,0,0,0.011608624,0.006633499,0,0.013266998,0.031509121,0,0,0,0.021558872,0,0,0,0,0,0,0,0.102819237,0.018242123,0,0,0,0.001658375,0.001658375,0,0,0.001658375,0,0,0,0,0,0,0,0.001658375,0,0,0,0,0,0,0,0
94,2981,0.001858736,0,0.00929368,0,0.033457249,0,0.001858736,0.018587361,0,0,0,0.462825279,0.003717472,0.001858736,0.005576208,0,0,0,0,0,0,0,0.180297398,0,0.007434944,0.013011152,0.020446097,0,0.001858736,0,0,0.005576208,0,0,0,0,0,0.011152416,0.007434944,0,0.014869888,0.059479554,0,0,0,0.026022305,0,0,0,0,0,0,0.007434944,0.096654275,0.005576208,0,0,0,0,0,0,0,0.001858736,0.001858736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3048,0,0,0.001540832,0,0.036979969,0,0.00770416,0.023112481,0.001540832,0,0,0.431432974,0.018489985,0.001540832,0.003081664,0,0,0,0.001540832,0,0,0.001540832,0.184899846,0,0,0.01540832,0.024653313,0.001540832,0,0,0,0,0,0,0,0,0,0.009244992,0.003081664,0,0.009244992,0.06779661,0,0,0,0.027734977,0,0.001540832,0,0,0,0,0.001540832,0.107858243,0.012326656,0,0.001540832,0,0,0.001540832,0,0,0,0,0,0,0,0,0,0,0.001540832,0,0,0,0,0,0,0,0
100,3183,0.003766478,0,0.003766478,0,0.020715631,0,0,0.003766478,0,0,0,0.47834275,0,0.001883239,0.001883239,0,0,0,0.001883239,0,0,0,0.201506591,0,0.003766478,0,0.026365348,0,0,0,0,0,0,0,0,0,0,0.011299435,0.030131827,0,0.001883239,0.060263653,0,0,0,0.052730697,0,0,0,0,0,0,0.001883239,0.077212806,0.011299435,0,0,0,0,0,0,0,0,0.003766478,0,0.001883239,0,0,0,0,0,0,0,0,0,0,0,0,0
