"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Quercus","Ranunculaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Fraxinus.americana.type","Carya.ovata","Myrica.gale","Picea.cf..P..glauca","Alnus.viridis.type","Populus.tremuloides.type","Tilia","Rosaceae.undiff.","Salix.undiff.","Caryophyllaceae","Taxus","Thalictrum","Amaranthaceae","Acer.saccharinum","Juglans.cinerea","Corylus.cornuta","Viburnum.nudum","Acer.pensylvanicum","Acer.spicatum","Ambrosia.type","Sambucus","Prunus.virginiana","Viburnum.edule","Juglans.nigra","Pinus.resinosa.type","Urtica.type","Morus.rubra.type","Viburnum.lentago","Impatiens","Brassicaceae","Populus.balsamifera.type","Rubiaceae","Potentilla.palustris.type","Prunus.pensylvanica","Celtis.occidentalis","Liliaceae","Viburnum.undiff.","Rhus.typhina","Rhamnus.alnifolia.R..frangula","Prunus.undiff.","Salix.vestita.type","Apiaceae","Onagraceae","Salix.herbacea.type","Cornus","Shepherdia.canadensis","Fabaceae","cf..Oxyria.digyna","Polygonaceae.undiff."
412,7435,0,0.00984251968503937,0.00196850393700787,0.167322834645669,0.00196850393700787,0,0.00196850393700787,0.0078740157480315,0.015748031496063,0,0.00393700787401575,0.0078740157480315,0.0728346456692913,0.0826771653543307,0,0.00590551181102362,0.0137795275590551,0.00196850393700787,0,0.00196850393700787,0.00393700787401575,0.00196850393700787,0,0.0551181102362205,0.496062992125984,0,0.00590551181102362,0.0078740157480315,0,0,0.00393700787401575,0.00196850393700787,0,0.00393700787401575,0.00196850393700787,0.00393700787401575,0,0,0,0.00393700787401575,0,0,0.00590551181102362,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7759,0.00451807228915663,0.00602409638554217,0.00150602409638554,0.143072289156627,0.00301204819277108,0,0.0105421686746988,0.0225903614457831,0.00753012048192771,0.00301204819277108,0.00301204819277108,0.00301204819277108,0.0993975903614458,0.140060240963855,0.00150602409638554,0,0.0451807228915663,0,0.00150602409638554,0,0.00903614457831325,0.00150602409638554,0,0.0271084337349398,0.40210843373494,0,0.00150602409638554,0.00753012048192771,0.00150602409638554,0,0.00150602409638554,0.00602409638554217,0,0.00903614457831325,0.00602409638554217,0,0,0.00150602409638554,0,0.0135542168674699,0.00150602409638554,0,0,0.00301204819277108,0.00903614457831325,0,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,8058,0,0.00686813186813187,0.00137362637362637,0.269230769230769,0.00137362637362637,0,0.00686813186813187,0.00824175824175824,0.00412087912087912,0.00274725274725275,0.00412087912087912,0.0137362637362637,0.171703296703297,0.0343406593406593,0,0.00274725274725275,0.0151098901098901,0.00137362637362637,0.00274725274725275,0.00412087912087912,0.00412087912087912,0,0,0.0521978021978022,0.299450549450549,0,0,0,0.00549450549450549,0,0,0.00686813186813187,0,0.0453296703296703,0.010989010989011,0,0,0,0,0.0164835164835165,0.00137362637362637,0.00137362637362637,0,0,0.00274725274725275,0,0,0,0.00137362637362637,0,0,0,0,0,0,0,0,0,0,0.00137362637362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8382,0,0.00993377483443709,0.0033112582781457,0.236754966887417,0.00165562913907285,0,0.00662251655629139,0.021523178807947,0.0132450331125828,0,0.00993377483443709,0.0529801324503311,0.0397350993377483,0.0596026490066225,0,0.00165562913907285,0.0165562913907285,0.00827814569536424,0.0033112582781457,0,0.00165562913907285,0,0,0.0794701986754967,0.317880794701987,0,0.0132450331125828,0.0033112582781457,0.0248344370860927,0,0,0,0,0.0231788079470199,0.021523178807947,0.00165562913907285,0,0.00165562913907285,0,0.0115894039735099,0,0.00165562913907285,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496688741721854,0,0,0,0,0.00165562913907285,0,0,0,0,0,0,0,0,0,0,0,0,0
462,8680,0,0.0072289156626506,0.00481927710843374,0.334939759036145,0.00240963855421687,0,0.00481927710843374,0.0216867469879518,0.00481927710843374,0.00481927710843374,0.0120481927710843,0.0072289156626506,0.0771084337349398,0.0578313253012048,0,0.00240963855421687,0.0265060240963855,0,0,0.00481927710843374,0.00481927710843374,0,0,0.183132530120482,0.159036144578313,0,0.00240963855421687,0.00481927710843374,0,0,0.00240963855421687,0.00963855421686747,0,0.0216867469879518,0.0192771084337349,0,0,0.00481927710843374,0.00240963855421687,0.0072289156626506,0,0,0,0,0.00240963855421687,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,9004,0,0,0.0019723865877712,0.272189349112426,0,0,0.0019723865877712,0.0138067061143984,0.0019723865877712,0.00591715976331361,0.00788954635108481,0.00591715976331361,0.0512820512820513,0.0631163708086785,0,0,0.0177514792899408,0.00788954635108481,0.00788954635108481,0.00591715976331361,0.00986193293885602,0,0,0.303747534516765,0.0611439842209073,0,0.00394477317554241,0,0.0019723865877712,0,0,0.0157790927021696,0,0.0848126232741617,0.0236686390532544,0,0,0.00394477317554241,0,0.00394477317554241,0,0.0019723865877712,0,0.0019723865877712,0.0118343195266272,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0
487,9303,0.00183150183150183,0,0.00183150183150183,0.254578754578755,0.00915750915750916,0,0,0.00366300366300366,0,0.0128205128205128,0,0.0256410256410256,0.241758241758242,0.0238095238095238,0,0,0.00732600732600733,0.00183150183150183,0.0201465201465201,0.0128205128205128,0.00366300366300366,0,0,0.19047619047619,0.0531135531135531,0,0,0.00183150183150183,0.0128205128205128,0,0,0.0183150183150183,0,0.0531135531135531,0.0311355311355311,0.00183150183150183,0,0.00732600732600733,0,0.00183150183150183,0,0,0,0,0.00183150183150183,0,0,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,9627,0,0.00298507462686567,0.00149253731343284,0.440298507462687,0.00149253731343284,0,0,0.00447761194029851,0.00149253731343284,0.00298507462686567,0,0.0164179104477612,0.0940298507462687,0.0522388059701493,0,0.00447761194029851,0.00746268656716418,0.0119402985074627,0.00298507462686567,0,0.00149253731343284,0,0,0.0865671641791045,0.0865671641791045,0,0.00298507462686567,0.00149253731343284,0.0104477611940299,0,0.00149253731343284,0.00895522388059702,0,0.0582089552238806,0.0701492537313433,0,0,0.0164179104477612,0.00149253731343284,0.00149253731343284,0,0,0,0.00149253731343284,0.00149253731343284,0,0,0.00149253731343284,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,9925,0,0,0.00613496932515337,0.523517382413088,0.0102249488752556,0,0,0.00613496932515337,0,0.00204498977505112,0.00204498977505112,0.0511247443762781,0.0122699386503067,0.0184049079754601,0,0,0.016359918200409,0.0081799591002045,0.0122699386503067,0,0.00204498977505112,0,0,0.0797546012269939,0.0388548057259714,0,0.00613496932515337,0,0.0143149284253579,0,0,0.0368098159509202,0,0.0797546012269939,0.0388548057259714,0,0,0.0184049079754601,0,0,0,0,0.00204498977505112,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,10249,0,0.00529100529100529,0.00529100529100529,0.303350970017637,0.0194003527336861,0,0.0017636684303351,0.0264550264550265,0.00352733686067019,0.0017636684303351,0.0194003527336861,0.0599647266313933,0.0264550264550265,0.0881834215167548,0.0017636684303351,0.00352733686067019,0.0141093474426808,0.0299823633156966,0.00881834215167548,0,0.00352733686067019,0.0017636684303351,0,0.0511463844797178,0.0229276895943563,0.0017636684303351,0.0141093474426808,0.00352733686067019,0.0423280423280423,0,0.0017636684303351,0.0864197530864197,0,0.0141093474426808,0.0828924162257496,0,0.00529100529100529,0.0246913580246914,0,0.00352733686067019,0,0,0,0.0017636684303351,0.00705467372134039,0,0.0017636684303351,0,0.0017636684303351,0,0,0.0017636684303351,0,0,0,0,0,0,0,0.00352733686067019,0,0,0,0,0,0,0,0.0017636684303351,0.0017636684303351,0,0,0,0,0,0,0,0,0
535,10498,0.00210526315789474,0.00210526315789474,0.0105263157894737,0.183157894736842,0.0210526315789474,0,0,0.0189473684210526,0,0,0.0126315789473684,0.155789473684211,0.00842105263157895,0.0652631578947368,0,0.0168421052631579,0.0126315789473684,0.0168421052631579,0.0147368421052632,0,0.00631578947368421,0,0,0.04,0.0273684210526316,0,0.00631578947368421,0.00210526315789474,0.0252631578947368,0,0,0.109473684210526,0,0.0126315789473684,0.153684210526316,0,0,0.0105263157894737,0,0,0,0.00210526315789474,0,0,0,0,0,0,0,0,0,0,0.00210526315789474,0,0,0,0,0,0,0.0568421052631579,0,0,0,0,0,0.00210526315789474,0,0,0,0.00210526315789474,0,0,0,0,0,0,0,0
542,10672,0,0.0016750418760469,0.0134003350083752,0.278056951423786,0.0100502512562814,0.0016750418760469,0,0.0050251256281407,0,0,0.0067001675041876,0.0268006700167504,0.0067001675041876,0.0452261306532663,0,0.0117252931323283,0.0100502512562814,0.0134003350083752,0.0050251256281407,0.0033500837520938,0.0033500837520938,0,0,0.0435510887772194,0.0217755443886097,0,0.0016750418760469,0.0016750418760469,0.0033500837520938,0,0.0033500837520938,0.0887772194304858,0,0.0033500837520938,0.241206030150754,0,0.0016750418760469,0.0083752093802345,0,0,0,0,0.0016750418760469,0.0033500837520938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123953098827471,0,0,0,0,0,0.0016750418760469,0,0,0.0016750418760469,0.0016750418760469,0.0016750418760469,0.0016750418760469,0.0016750418760469,0,0,0,0,0
550,10872,0.00181818181818182,0.00181818181818182,0.00181818181818182,0.216363636363636,0.0163636363636364,0,0,0.00181818181818182,0.00181818181818182,0,0.00545454545454545,0.0127272727272727,0.00545454545454545,0.0272727272727273,0.00181818181818182,0.00363636363636364,0.0163636363636364,0.0545454545454545,0.00363636363636364,0.00363636363636364,0,0,0,0.0418181818181818,0.0109090909090909,0,0.0127272727272727,0,0.00727272727272727,0,0,0.0654545454545455,0,0.00909090909090909,0.376363636363636,0,0,0.00545454545454545,0,0,0,0.00181818181818182,0,0,0.00545454545454545,0,0,0,0,0,0,0.00363636363636364,0,0,0,0,0,0,0,0.0727272727272727,0,0.00181818181818182,0,0,0,0,0,0,0,0.00727272727272727,0,0,0,0.00181818181818182,0,0,0,0
560,11121,0,0,0.0141065830721003,0.14576802507837,0.136363636363636,0.0125391849529781,0,0.00940438871473354,0.00156739811912226,0,0,0.0438871473354232,0.0344827586206897,0.04858934169279,0.00313479623824451,0.0141065830721003,0.0329153605015674,0.00156739811912226,0.0391849529780564,0,0,0,0,0.119122257053292,0.0423197492163009,0,0.00783699059561128,0.00156739811912226,0.00783699059561128,0,0,0,0,0.04858934169279,0.054858934169279,0.00156739811912226,0,0.155172413793103,0,0,0,0,0,0,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0.0156739811912226,0,0,0,0,0,0,0,0,0,0.00156739811912226,0,0,0,0,0,0,0,0
570,11370,0,0.00700934579439252,0.0350467289719626,0.119158878504673,0.247663551401869,0.00467289719626168,0,0.00467289719626168,0.00233644859813084,0,0.00233644859813084,0.0233644859813084,0.0233644859813084,0.0233644859813084,0,0.00467289719626168,0.0163551401869159,0.014018691588785,0.126168224299065,0,0,0,0.00233644859813084,0.0841121495327103,0.00700934579439252,0,0,0,0.0116822429906542,0,0,0,0,0.0630841121495327,0.00467289719626168,0,0,0.102803738317757,0.00233644859813084,0,0.014018691588785,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0.00233644859813084,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0.0210280373831776,0,0,0,0,0.00233644859813084,0.0116822429906542,0.00700934579439252,0
580,11619,0,0.016304347826087,0.0615942028985507,0.0670289855072464,0.239130434782609,0.0036231884057971,0,0.00181159420289855,0.00181159420289855,0,0,0.0326086956521739,0.0199275362318841,0.0108695652173913,0,0.0199275362318841,0.0072463768115942,0.00181159420289855,0.15036231884058,0,0,0,0,0.125,0.0108695652173913,0,0,0.00181159420289855,0.016304347826087,0,0.0036231884057971,0.00181159420289855,0,0.0452898550724638,0.00181159420289855,0,0,0.0271739130434783,0.0072463768115942,0,0.0108695652173913,0,0,0,0.00181159420289855,0,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0.00543478260869565,0,0.00181159420289855,0,0,0,0,0,0,0,0,0,0.0307971014492754,0,0,0.0271739130434783,0,0.00181159420289855,0.016304347826087,0.0217391304347826,0
590,NA,0,0.00551470588235294,0.0275735294117647,0.0772058823529412,0.262867647058824,0,0,0.00919117647058824,0.00551470588235294,0,0.00735294117647059,0.03125,0.0294117647058824,0.0330882352941176,0,0.0202205882352941,0.0386029411764706,0,0.123161764705882,0,0.00551470588235294,0.00183823529411765,0,0.09375,0,0,0,0,0.0110294117647059,0,0,0,0,0.03125,0.00183823529411765,0,0.00183823529411765,0.0477941176470588,0.00183823529411765,0,0,0.00367647058823529,0.00183823529411765,0,0.00735294117647059,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0.00551470588235294,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0.0238970588235294,0,0,0.0110294117647059,0,0.00551470588235294,0.0533088235294118,0.0147058823529412,0.00183823529411765
600,NA,0.00242130750605327,0.099273607748184,0.0677966101694915,0.222760290556901,0.0242130750605327,0.00726392251815981,0.00484261501210654,0.00242130750605327,0.00726392251815981,0.00242130750605327,0.00484261501210654,0.00726392251815981,0.142857142857143,0.0508474576271186,0,0.0145278450363196,0.0242130750605327,0.0145278450363196,0.0411622276029056,0,0,0,0.00242130750605327,0.0290556900726392,0.00726392251815981,0,0.00484261501210654,0.00242130750605327,0.0653753026634383,0,0.00484261501210654,0.00726392251815981,0,0.089588377723971,0.0145278450363196,0.00242130750605327,0.00484261501210654,0.00484261501210654,0.00726392251815981,0,0,0,0,0,0.00242130750605327,0,0,0,0.00968523002421308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
