"sample.depths","sample.ages","Abies","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Iva.annua.type","Corylus","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Iva.xanthifolia.type","Larix","Morus","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Humulus.Cannabis.sativa","Juniperus.Thuja","Populus","Brassicaceae","Acer.saccharum","Pinus.strobus","Juglans.nigra.type","Chenopodium.type","Pinus.banksiana.P..resinosa","Cerealia.type","Acer.negundo","Acer.saccharinum.type","Plantago.undiff.","Sarcobatus.vermiculatus","Tilia","Trifolium.type","Plantago.major.type","Carya","Amorpha","Juglans.cinerea.type","Celtis","Fraxinus.undiff.","Polygonum.lapathifolium.type","Rosaceae.undiff.","Asteraceae.subf..Cichorioideae","Dalea","Xanthium","Acer.spicatum","Thalictrum","Rhus","Lysimachia","Apiaceae","Cornus","Viburnum","Euphorbia","Fabaceae.undiff.","Alnus.undiff.","Rhamnus","Trientalis","Potentilla.type","Castanea","Polygonum.undiff.","Myrica","Shepherdia.argentea","Ephedra.nevadensis.type","Shepherdia.canadensis","Ranunculus","Zanthoxylum","Lamiaceae","Epilobium","Ephedra.viridis.type"
590,8571,0,0,0.101092896174863,0.00546448087431694,0.0601092896174863,0.128415300546448,0.00819672131147541,0.0300546448087432,0.0109289617486339,0.00546448087431694,0.00819672131147541,0.0655737704918033,0.00273224043715847,0.00546448087431694,0,0.00546448087431694,0.00273224043715847,0.150273224043716,0.14207650273224,0.00273224043715847,0.0710382513661202,0,0.0191256830601093,0.0218579234972678,0.092896174863388,0,0.00273224043715847,0.00273224043715847,0,0,0.00273224043715847,0,0.0327868852459016,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8903,0,0,0.2,0,0.0548387096774194,0.0774193548387097,0,0.0064516129032258,0.0225806451612903,0.0129032258064516,0,0.064516129032258,0,0,0,0.00967741935483871,0,0.22258064516129,0.0451612903225806,0,0.0580645161290323,0,0.0064516129032258,0.00967741935483871,0.0258064516129032,0,0,0.032258064516129,0,0,0.0225806451612903,0,0.0193548387096774,0.103225806451613,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,9238,0.00307692307692308,0,0.0553846153846154,0,0.0523076923076923,0.175384615384615,0.00307692307692308,0.0246153846153846,0.0215384615384615,0.0123076923076923,0.00307692307692308,0.04,0.00307692307692308,0.00923076923076923,0,0.0123076923076923,0.00615384615384615,0.258461538461538,0.0461538461538462,0.00307692307692308,0.0892307692307692,0,0.00923076923076923,0.04,0.0492307692307692,0.00307692307692308,0,0.00615384615384615,0,0.00615384615384615,0.00307692307692308,0,0.0184615384615385,0.0184615384615385,0,0.0153846153846154,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615384615384615,0,0,0,0,0,0,0
650,9576,0,0,0.0434782608695652,0,0.0683229813664596,0.111801242236025,0.0031055900621118,0.0093167701863354,0.0093167701863354,0,0.0062111801242236,0.0403726708074534,0,0,0,0.015527950310559,0.0093167701863354,0.315217391304348,0.0372670807453416,0,0.0590062111801242,0,0.0093167701863354,0.0248447204968944,0.046583850931677,0,0,0.0124223602484472,0,0,0.0093167701863354,0,0.0124223602484472,0.138198757763975,0,0,0,0,0.0031055900621118,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0.0062111801242236,0,0.0031055900621118,0,0,0,0,0
670,9916,0.00786163522012579,0,0.0251572327044025,0,0.0534591194968553,0.144654088050314,0.00628930817610063,0.00628930817610063,0.0283018867924528,0.0125786163522013,0.00314465408805031,0.0440251572327044,0,0,0,0.0157232704402516,0.00786163522012579,0.352201257861635,0.0345911949685535,0,0.0471698113207547,0,0.0220125786163522,0.0345911949685535,0.0314465408805031,0.00314465408805031,0,0.00628930817610063,0,0,0.0157232704402516,0,0.0251572327044025,0.0628930817610063,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0
690,10257,0,0,0.0132890365448505,0,0.00996677740863787,0.0930232558139535,0,0.00332225913621262,0.00996677740863787,0.0199335548172757,0,0.176079734219269,0,0.00332225913621262,0,0.00332225913621262,0.0215946843853821,0.284053156146179,0.00664451827242525,0,0.026578073089701,0,0.102990033222591,0.0332225913621262,0.0199335548172757,0,0,0.0332225913621262,0,0.00664451827242525,0.00332225913621262,0,0.00996677740863787,0.119601328903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,10771,0,0,0.0124610591900312,0,0.0342679127725857,0.0809968847352025,0,0,0.0809968847352025,0.00934579439252336,0.00311526479750779,0.0218068535825545,0.00311526479750779,0.0124610591900312,0,0.00623052959501558,0.029595015576324,0.473520249221184,0.0155763239875389,0,0.0373831775700935,0,0.0529595015576324,0.0373831775700935,0.00623052959501558,0,0,0.0186915887850467,0,0,0.00311526479750779,0,0.0155763239875389,0.0327102803738318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0.00623052959501558,0,0,0,0
740,NA,0.00323624595469256,0,0.00970873786407767,0,0.0355987055016181,0.0679611650485437,0,0.00647249190938511,0.0711974110032362,0.0129449838187702,0,0.0258899676375405,0,0.0226537216828479,0,0.0129449838187702,0.171521035598705,0.317152103559871,0.00323624595469256,0,0.0517799352750809,0,0.0161812297734628,0.0388349514563107,0.0226537216828479,0,0.00323624595469256,0.029126213592233,0,0,0,0,0.0226537216828479,0.0388349514563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0.0129449838187702,0,0,0,0,0
760,NA,0,0,0.0333333333333333,0.00303030303030303,0.0848484848484849,0.124242424242424,0,0.00303030303030303,0.0787878787878788,0.00303030303030303,0,0.0272727272727273,0,0.0757575757575758,0,0.0242424242424242,0.345454545454545,0.0393939393939394,0.0121212121212121,0,0.0575757575757576,0,0.0151515151515152,0.0151515151515152,0.00606060606060606,0,0.00303030303030303,0.0181818181818182,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0.00606060606060606,0,0.00303030303030303,0,0,0
778,NA,0.00234192037470726,0,0.0187353629976581,0.00234192037470726,0.142857142857143,0.105386416861827,0,0.00234192037470726,0.0819672131147541,0.0444964871194379,0,0.0281030444964871,0,0.0140515222482436,0,0.0163934426229508,0.323185011709602,0.0187353629976581,0.0257611241217799,0,0.0327868852459016,0,0.0234192037470726,0.0140515222482436,0.0398126463700234,0.00702576112412178,0,0.00936768149882904,0,0,0,0,0.0281030444964871,0.00234192037470726,0,0.00234192037470726,0,0,0.00234192037470726,0,0,0,0,0,0.00234192037470726,0,0,0,0.00234192037470726,0,0,0.00234192037470726,0,0,0,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234192037470726,0,0
800,NA,0,0,0,0,0.0950226244343891,0.0497737556561086,0,0,0.153846153846154,0.0542986425339367,0,0.0316742081447964,0,0.00904977375565611,0,0.00452488687782805,0.30316742081448,0.0723981900452489,0.0180995475113122,0,0.0588235294117647,0,0.0226244343891403,0.0135746606334842,0.0497737556561086,0,0.00904977375565611,0.0180995475113122,0,0,0,0,0.00904977375565611,0,0,0,0,0.00452488687782805,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452488687782805,0,0.00452488687782805,0,0,0,0,0,0,0,0,0,0,0.00452488687782805,0,0,0,0,0,0,0.00452488687782805,0
870,NA,0,0,0,0,0.0512820512820513,0.0102564102564103,0,0,0.348717948717949,0.0102564102564103,0,0.0102564102564103,0,0.0102564102564103,0,0,0.292307692307692,0.0974358974358974,0,0,0.0923076923076923,0,0,0,0.0256410256410256,0,0,0.0307692307692308,0,0,0,0,0.0102564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,NA,0.00435729847494553,0,0.00435729847494553,0,0.0740740740740741,0.00871459694989107,0,0,0.305010893246187,0.00871459694989107,0,0.0174291938997821,0,0,0,0,0.289760348583878,0.0871459694989107,0.0261437908496732,0,0.0392156862745098,0,0.0217864923747277,0.00435729847494553,0.0522875816993464,0,0.00435729847494553,0.0217864923747277,0,0,0.00435729847494553,0,0.00435729847494553,0.00435729847494553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435729847494553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435729847494553,0,0,0,0,0,0.00871459694989107,0,0,0,0,0
1080,NA,0,0,0.00476190476190476,0,0.123809523809524,0.019047619047619,0,0.00476190476190476,0.238095238095238,0.0476190476190476,0.00952380952380952,0.0333333333333333,0,0.00952380952380952,0,0.0142857142857143,0.2,0.019047619047619,0.019047619047619,0.00476190476190476,0.0714285714285714,0,0.0285714285714286,0.0285714285714286,0.0428571428571429,0,0.00476190476190476,0.019047619047619,0,0,0,0,0.00952380952380952,0.00952380952380952,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0.00476190476190476,0,0.00476190476190476,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,0.00476190476190476,0,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0.00476190476190476,0,0.00476190476190476
