"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae.undiff.","Chenopodiaceae","Cyperaceae","Fabaceae","Galium","Humulus","Iva.annua.type","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.bistortoides","Ranunculaceae.undiff.","Rosaceae","Rumex","Stellaria","Thalictrum","Urtica","Zea"
36.5,330,0,0.00689655172413793,0.00689655172413793,0.00172413793103448,0.00172413793103448,0,0,0.274137931034483,0.00344827586206897,0.0931034482758621,0,0,0,0,0.00172413793103448,0.00689655172413793,0.137931034482759,0.00689655172413793,0,0.00517241379310345,0.0103448275862069,0.00172413793103448,0.00172413793103448,0,0,0,0.0137931034482759,0,0.00689655172413793,0.00344827586206897,0.0155172413793103,0.0327586206896552,0.0896551724137931,0.00172413793103448,0,0.113793103448276,0,0.00172413793103448,0,0,0.00344827586206897,0.096551724137931,0.00689655172413793,0,0.0172413793103448,0,0.00172413793103448,0.00172413793103448,0,0,0,0.00689655172413793,0,0.00172413793103448,0,0,0,0.0103448275862069,0,0,0,0.00172413793103448,0.0120689655172414,0,0,0,0
38.5,394,0,0.0149253731343284,0.0165837479270315,0.0033167495854063,0.00497512437810945,0,0.0033167495854063,0.247097844112769,0,0.106135986733002,0,0,0.00165837479270315,0.00165837479270315,0.00497512437810945,0,0.101160862354892,0.00497512437810945,0.00165837479270315,0.00165837479270315,0.0116086235489221,0.0099502487562189,0.00497512437810945,0,0,0,0.0199004975124378,0,0.0066334991708126,0,0.0132669983416252,0.0613598673300166,0.0812603648424544,0,0,0.122719734660033,0,0,0,0,0,0.102819237147595,0.00497512437810945,0,0.0066334991708126,0,0,0,0,0,0.00165837479270315,0,0,0.00165837479270315,0,0,0.00165837479270315,0.0165837479270315,0,0,0,0.00165837479270315,0.0165837479270315,0,0,0,0
40.5,457,0,0.0158450704225352,0.0176056338028169,0.00352112676056338,0.0123239436619718,0,0,0.25,0.00528169014084507,0.128521126760563,0,0,0,0,0.00176056338028169,0.00176056338028169,0.107394366197183,0.0211267605633803,0.00352112676056338,0.00352112676056338,0.00352112676056338,0.00176056338028169,0,0,0,0,0.0123239436619718,0,0.00352112676056338,0.00880281690140845,0.00704225352112676,0.0352112676056338,0.0633802816901408,0.00176056338028169,0,0.161971830985915,0,0,0,0,0.00176056338028169,0.110915492957746,0.00176056338028169,0.00176056338028169,0.00176056338028169,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0.00176056338028169,0,0,0,0.00176056338028169,0.00528169014084507,0,0,0,0
42.5,521,0,0.0129659643435981,0.0243111831442464,0.00324149108589951,0.00810372771474878,0,0.00162074554294976,0.294975688816856,0.00648298217179903,0.0713128038897893,0,0,0,0,0.00810372771474878,0.00162074554294976,0.121555915721232,0.0113452188006483,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00324149108589951,0,0,0,0,0.0129659643435981,0,0.00324149108589951,0.00648298217179903,0.00810372771474878,0.0356564019448947,0.0891410048622366,0.00162074554294976,0,0.108589951377634,0.00162074554294976,0,0,0,0.00162074554294976,0.111831442463533,0.00486223662884927,0.00324149108589951,0.00162074554294976,0,0.00162074554294976,0.00162074554294976,0,0,0,0.00162074554294976,0,0.00162074554294976,0,0,0.00162074554294976,0.0129659643435981,0,0,0,0.00162074554294976,0.0113452188006483,0,0.00162074554294976,0,0
44.5,584,0,0.0101867572156197,0.0288624787775891,0.0033955857385399,0.0033955857385399,0,0.00169779286926995,0.32937181663837,0,0.0594227504244482,0,0,0,0,0,0,0.105263157894737,0.0169779286926995,0.00169779286926995,0.00509337860780985,0.0101867572156197,0.00169779286926995,0,0,0,0,0.0152801358234295,0,0.00509337860780985,0.00848896434634975,0.00848896434634975,0.0288624787775891,0.100169779286927,0.00169779286926995,0,0.105263157894737,0.00169779286926995,0,0,0,0.00169779286926995,0.117147707979626,0.0033955857385399,0.0033955857385399,0.00509337860780985,0,0.00169779286926995,0.00169779286926995,0,0,0.00169779286926995,0.00169779286926995,0,0,0,0,0,0.00169779286926995,0,0,0,0,0.00848896434634975,0,0,0,0
46.5,641,0,0.00718132854578097,0.0233393177737881,0.00359066427289048,0.00538599640933573,0,0.00179533213644524,0.307001795332136,0.00718132854578097,0.0502692998204668,0,0,0,0,0.00359066427289048,0.00359066427289048,0.143626570915619,0.0197486535008977,0.00718132854578097,0.00179533213644524,0.00897666068222621,0.00179533213644524,0,0,0,0,0.0161579892280072,0,0.00718132854578097,0.0161579892280072,0.00897666068222621,0.0394973070017953,0.0879712746858169,0.00179533213644524,0,0.096947935368043,0,0,0,0,0,0.114901256732496,0.00359066427289048,0,0,0,0.00179533213644524,0,0,0,0,0.00179533213644524,0,0,0,0,0,0.00538599640933573,0,0,0,0,0.00179533213644524,0,0,0,0
48.5,679,0,0.0089605734767025,0.0089605734767025,0.003584229390681,0.0017921146953405,0,0,0.308243727598566,0.0089605734767025,0.0663082437275986,0,0,0,0,0.0017921146953405,0,0.111111111111111,0.010752688172043,0.0017921146953405,0.0017921146953405,0.010752688172043,0,0,0,0,0,0.003584229390681,0.0017921146953405,0.007168458781362,0.0125448028673835,0.010752688172043,0.039426523297491,0.0537634408602151,0.003584229390681,0,0.163082437275986,0.010752688172043,0.0017921146953405,0.0017921146953405,0,0.007168458781362,0.116487455197133,0.0089605734767025,0.00537634408602151,0.003584229390681,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0
50.5,717,0,0.0107913669064748,0.0161870503597122,0.00359712230215827,0.012589928057554,0,0,0.323741007194245,0.00719424460431655,0.0539568345323741,0,0,0,0,0.00539568345323741,0.00359712230215827,0.0953237410071942,0.0143884892086331,0.00539568345323741,0.00539568345323741,0.00359712230215827,0.00539568345323741,0.00179856115107914,0.00179856115107914,0,0,0.012589928057554,0,0.00179856115107914,0.012589928057554,0.0143884892086331,0.0413669064748201,0.0755395683453237,0.00179856115107914,0,0.109712230215827,0,0,0,0,0.00539568345323741,0.133093525179856,0.00899280575539568,0,0.00179856115107914,0,0.00179856115107914,0.00359712230215827,0,0,0,0,0,0,0,0,0,0.00179856115107914,0,0,0,0,0.00179856115107914,0,0.00179856115107914,0,0
52.5,755,0.00176991150442478,0.00707964601769911,0.0106194690265487,0.00353982300884956,0.00707964601769911,0,0.00176991150442478,0.270796460176991,0.00530973451327434,0.0513274336283186,0,0.00176991150442478,0,0.00176991150442478,0.00176991150442478,0.00353982300884956,0.138053097345133,0.0088495575221239,0.00353982300884956,0,0.00530973451327434,0.00176991150442478,0,0,0,0,0.00707964601769911,0,0.00707964601769911,0.0106194690265487,0.00707964601769911,0.0283185840707965,0.0973451327433628,0,0,0.138053097345133,0,0,0,0,0,0.155752212389381,0.0088495575221239,0,0.00353982300884956,0,0.00353982300884956,0,0,0,0.00176991150442478,0,0,0,0.00176991150442478,0,0,0.00176991150442478,0,0,0,0,0.00176991150442478,0,0,0,0
54.5,793,0.00161550888529887,0.0161550888529887,0.0193861066235864,0.00161550888529887,0.00969305331179321,0,0,0.268174474959612,0.00161550888529887,0.0339256865912763,0,0,0,0.0161550888529887,0.00161550888529887,0.00161550888529887,0.174474959612278,0.00807754442649435,0.00323101777059774,0,0.00646203554119548,0.00161550888529887,0,0,0,0,0,0,0.00323101777059774,0.0145395799676898,0.00646203554119548,0.0226171243941842,0.0807754442649435,0.00161550888529887,0,0.109854604200323,0,0,0,0,0.00161550888529887,0.164781906300485,0.00646203554119548,0.00161550888529887,0.00646203554119548,0,0,0.00161550888529887,0,0.00161550888529887,0,0.00161550888529887,0,0,0,0,0,0.00161550888529887,0,0,0,0.00161550888529887,0.00484652665589661,0,0.00161550888529887,0,0
56.5,830,0,0.0175438596491228,0.0157894736842105,0,0.00350877192982456,0,0.00175438596491228,0.307017543859649,0.0140350877192982,0.0298245614035088,0,0,0,0.00350877192982456,0.00175438596491228,0,0.171929824561404,0.0105263157894737,0.00350877192982456,0.00526315789473684,0.0087719298245614,0.00175438596491228,0,0,0,0,0.0105263157894737,0.00175438596491228,0.00175438596491228,0.0087719298245614,0.00701754385964912,0.0210526315789474,0.0701754385964912,0.00175438596491228,0,0.0842105263157895,0,0,0,0,0.00175438596491228,0.180701754385965,0.00350877192982456,0,0.00175438596491228,0,0,0,0,0,0,0.00175438596491228,0,0,0,0,0,0.00350877192982456,0,0,0,0.00175438596491228,0.00175438596491228,0,0,0,0
58.5,868,0.0018018018018018,0.0108108108108108,0.0198198198198198,0.0018018018018018,0,0,0,0.293693693693694,0.00540540540540541,0.0252252252252252,0,0.0018018018018018,0,0,0.00540540540540541,0.0018018018018018,0.169369369369369,0.009009009009009,0.0018018018018018,0.0018018018018018,0.00540540540540541,0.0018018018018018,0,0,0,0,0.0018018018018018,0,0.00540540540540541,0.00540540540540541,0.0126126126126126,0.027027027027027,0.0522522522522523,0,0,0.0810810810810811,0.018018018018018,0.0018018018018018,0,0,0,0.225225225225225,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018018018018018,0,0,0,0.0018018018018018,0,0,0,0.0036036036036036,0
60.5,906,0,0.00904159132007233,0.0162748643761302,0.00180831826401447,0.00361663652802893,0,0,0.292947558770344,0.0108499095840868,0.0216998191681736,0,0,0,0,0.00180831826401447,0.00180831826401447,0.157323688969259,0.0180831826401447,0.0054249547920434,0,0.00723327305605787,0,0,0,0,0,0.0162748643761302,0.00361663652802893,0.00361663652802893,0.0162748643761302,0.0162748643761302,0.0415913200723327,0.0632911392405063,0.00180831826401447,0,0.148282097649186,0,0,0,0,0,0.126582278481013,0.0054249547920434,0,0.00180831826401447,0,0,0.00180831826401447,0,0,0,0.00180831826401447,0,0,0,0,0,0.00180831826401447,0,0,0,0.00180831826401447,0,0,0,0,0
62.5,944,0,0.00693240901213172,0.0190641247833622,0,0.00346620450606586,0,0,0.289428076256499,0.00346620450606586,0.0225303292894281,0,0.00173310225303293,0,0.00173310225303293,0.00693240901213172,0,0.190641247833622,0.0103986135181976,0.00693240901213172,0.00173310225303293,0.0103986135181976,0,0,0,0.00173310225303293,0,0.0190641247833622,0,0.00346620450606586,0.00866551126516464,0.0103986135181976,0.0225303292894281,0.0537261698440208,0.00173310225303293,0,0.123050259965338,0,0,0,0,0.00346620450606586,0.157712305025997,0.00693240901213172,0,0.00173310225303293,0,0.00173310225303293,0,0,0,0,0,0,0,0.00173310225303293,0,0,0.00346620450606586,0,0,0,0,0.00346620450606586,0,0,0,0
64.5,982,0,0.0103448275862069,0.0172413793103448,0.00172413793103448,0.00344827586206897,0,0,0.279310344827586,0.0103448275862069,0.0155172413793103,0,0,0,0.00172413793103448,0.00344827586206897,0.00172413793103448,0.196551724137931,0.0189655172413793,0.00344827586206897,0.00344827586206897,0.00172413793103448,0,0,0,0,0,0.0327586206896552,0,0.00344827586206897,0.0172413793103448,0.0241379310344828,0.0258620689655172,0.0431034482758621,0.00172413793103448,0,0.0948275862068965,0,0,0,0,0,0.167241379310345,0.00689655172413793,0,0.00689655172413793,0,0.00172413793103448,0,0,0,0,0,0,0,0,0,0.00172413793103448,0.00172413793103448,0,0,0,0.00172413793103448,0,0,0,0,0
66.5,1020,0,0.0072072072072072,0.0216216216216216,0.0018018018018018,0.0036036036036036,0,0,0.273873873873874,0.00540540540540541,0.0162162162162162,0,0,0,0.0018018018018018,0.0036036036036036,0.0018018018018018,0.181981981981982,0.0072072072072072,0.0036036036036036,0.0036036036036036,0.00540540540540541,0,0,0,0.0018018018018018,0,0.0252252252252252,0.0018018018018018,0.0036036036036036,0.0072072072072072,0.0108108108108108,0.009009009009009,0.0756756756756757,0.0018018018018018,0,0.0954954954954955,0,0,0,0,0.0018018018018018,0.203603603603604,0.00540540540540541,0.0018018018018018,0.0072072072072072,0,0.0018018018018018,0,0,0,0,0.0018018018018018,0,0,0,0,0.0018018018018018,0.0018018018018018,0,0,0,0.0018018018018018,0,0,0,0,0
