"sample.depths","sample.ages","Abies","Acer.negundo","Acer.saccharinum.type","Acer.saccharum","Allium","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium.filix.femina","Avena.type","Betula","Botrychium","Brassicaceae","Callitriche","Campanula.rotundifolia.type","Carya","Caryophyllaceae","Celtis","Ceratophyllum","cf..Gymnocarpium","Cingutriletes","Comandra","Cornus.sericea.type","Corylus","Cyperaceae","Dalea.candida.type","Dalea.purpurea","Dalea.undiff.","Diphasiastrum.complanatum.type","Dryopteris.type","Elaeagnus","Engelhardtia.type","Ephedra.trifurca.type","Ephedra.viridis.type","Epilobium","Equisetum","Ericaceae","Eriogonum","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Galium","Gaura","Hedysarum","Heliotropium","Hippuris.vulgaris","Humulus.type","Indeterminable","Isoëtes","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Juniperus.type","Laportea.type","Larix","Lemna","Liliaceae","Lycopus.type","Maclura.pomifera.type","Melilotus.type","Morus","Myricaceae","Myriophyllum","Oenothera","Onosmodium","Opuntia","Osmunda","Ostrya.type","Parietaria","Parthenocissus","Pedicularis","Pediomelum.type","Phlox","Picea","Pilea.type","Pinaceae.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago","Platanus","Poaceae.undiff.","Polygonum.amphibium.type","Polygonum.lapathifolium.type","Polygonum.ramosissimum.type","Polygonum.tenue.type","Populus.balsamifera.type","Populus.tremuloides.type","Potamogeton","Pteridium.aquilinum","Quercus","Ranunculus.aquatilis.type","Ranunculus.pensylvanicus.type","Ranunculus.undiff.","Rhus","Rosaceae","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sisyrinchium","Solanum.rostratum","Sparganium.type","Sphaeralcea","Sphagnum","Stachys.type","Stuckenia","Symphoricarpos.type","Thalictrum","Tidestromia","Tilia","Trifolium.repens.type","Triticum.type","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Urtica.type","Verbena","Vitis","Xanthium","Zea.mays"
748,11045,0,1,0,0,0,0,0,0,25,216,0,0,1,0,66,6,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,3,67,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,2,0,0,0,1,0,0,3,27,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,16,1,0.5,9,6,13,0,2,121,1,0,0,0,3,18,0,0,8,0,1,1,0,0,0,99,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,1,3,1,2,0,0,0,0
756,11075,0,0,0,0,0,0,0,0,26,99,0,0,1,0,82,14,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,1,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,13,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0.5,5,2,9,0,0,98,0,0,0,0,3,8,0,0,12,0,0,0,0,1,2,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,1,0,3,0,2,0,0
764,11107,0,1,0,0,0,5,0,1,38,636,0,0,1,0,96,13,2,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,3,89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,1,0,0,0,0,10,0,1,1,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,3,0,11.5,0,0,8,6,12.5,0,0,156,0,0,0,0,3,15,1,0,16,0,0,0,1,1,0,24,0,2,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,16,1,2,3,0,0,0,0,3,0
772,11142,0,0,0,0,0,1,0,1,20,15,0,0,0,0,54,13,0,0,0,0,9,0,0,0,0,2,0,2,13,0,2,1,0,2,71,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,21,0,0,0,2,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,1.5,4,0,5.5,0,0,117,0,0,0,0,5,20,6,2,22,1,0,0,0,1,0,30,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,1,1,5,0,0,0,0
780,11182,0,2,0,0,0,4,0,0,23,35,0,0,0,0,125,17,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,4,123,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,2,0,1,0,0,0,0,2,13,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,19.5,0,0.5,9,0,18,0,0,331,0,0,0,0,5,32,2,3,24,1,0,0,0,1,2,92,0,4,0,2,0,1,0,0,0,0,1,0,2,0,11,0,1,0,0,0,0,4,43,3,2,0,0,1,0,0,0,0
796,11281,0,0,0,1,0,0,0,0,22,31,0,0,0,0,79,10,0,0,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,4,69,5,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,15,0,0,1,0,0,0,0,4,36,0,1,1,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,40.5,0,6.5,7,2,18.5,0,0,241,0,0,0,0,11,4,1,3,16,0,0,0,0,3,0,9,0,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,29,4,3,5,1,4,0,1,0,0
812,11352,0,1,0,0,0,1,0,1,19,20,1,0,0,1,109.5,7,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,5,126,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,3,27,0,1,1,0,0,23,1,2,0,0,0,0,0,1,0,1,0,0,0,1,16,0,0,0,0,0,23,0,1,9,2,5,1,1,171,0,0,0,0,4,15,2,1,13,0,0,0,0,2,0,3,0,13,0,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,3,21,4,2,0,0,3,0,1,1,0
828,11405,2,0,0,2,0,3,0,1,12,15,0,0,0,0,87,12,1,0,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0,7,115,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,17,2,0,2,0,0,0,0,1,17,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,27,0,0.5,7,0,8.5,0,0,216,0,0,0,0,9,6,1,1,18,0,0,0,0,0,0,8,0,10,0,1,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,5,17,2,1,0,0,4,0,2,0,0
844,11506,0,7,0,0,0,6,0,0,13,9,2,0,1,0,74,15,0,0,0,0,8,0,0,0,0,0,0,1,26,0,0,0,0,13,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,2,0,1,0,0,5,26,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,30,0,2.5,3,0,10,0,0,152,0,0,0,0,14,31,3,1,15,0,2,0,0,6,0,54.5,0,19,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,1,0,0,5,21,2,2,1,1,3,0,0,1,0
860,11654,0,0,0,0,0,14,0,0,13,6,1,0,1,0,74,21,1,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,13,91,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,1,0,0,3,46,0,0,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,71.5,0,0,10,2,22,0,0,206,0,0,0,0,7,32,6,0,16,0,0,3,1,1,0,11,0,15,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,8,8,1,0,3,0,1,0,0,0,0
868,11730,1,2,0,0,0,6,0,0,13,3,1,1,0,0,113,9,0,0,0,0,3,0,1,0,0,0,0,0,10,0,0,0,0,4,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,4,0,1,0,0,4,32,0,0,0,0,0,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,37.5,0,0,5,0,14.5,2,0,193,0,0,0,0,20,27,2,0,10,1,0,0,0,1,1,9,0,15,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,10,4,3,6,0,6,0,0,0,0
873,11779,0,0,0,0,0,9,0,0,16,8,0,0,0,0,110,12,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,5,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,2,29,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,41.5,0,0.5,5,3,10,0,0,175,0,0,0,0,8,27,12,0,5,0,2,0,0,1,1,17,0,16,0,0,0,3,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,4,5,2,2,5,1,3,0,0,0,0
887,11924,3,1,0,0,0,11,0,2,9,5,0,0,0,0,140.5,21,1,0,1,0,7,1,0,0,0,0,0,0,6,0,0,0,0,6,106,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,4,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,93,0,1,11,2,10.5,0,0,258,0,0,0,0,4,14,1,0,6,1,2,0,0,2,0,9,0,9,0,1,0,2,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,6,12,2,2,2,0,1,0,0,0,0
900,12072,0,0,0,1,0,5,0,0,22,4,0,0,0,0,160,13,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,12,0,0,6,0,0,0,0,2,29,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,70.5,0,0,6.5,1,14,0,0,234,0,0,0,0,22,6,1,0,14,0,0,0,0,3,0,3,1,11,0,3,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,10,1,0,0,1,0,0,0,0,0
916,12278,0,1,0,0,0,9,0,0,9,4,0,0,0,1,106.5,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,69,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,8,0,0,4,0,0,0,0,0,26,0,0,0,0,0,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,92,0,4,10,1,12.5,0,0,228,0,0,0,0,9,21,1,0,8,0,0,0,0,1,0,12,0,7,0,0,0,0,2,1,0,0,0,0,0,0,2,0,4,0,0,0,0,4,2,3,6,5,4,3,0,0,0,0
924,12393,0,1,0,0,0,11,0,1,15,7,1,0,0,0,149.5,11.5,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,5,87,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,19,0,0,3,0,0,0,0,0,29,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,113,0,0.5,9,3,22,0,0,265,0,0,0,0,21,37,0,0,7,0,2,0,0,4,0,17,0,12,0,4,0,0,1,4,0,0,0,0,0,0,6,0,5,0,0,0,0,5,4,3,2,3,0,4,0,0,0,0
936,12579,1,4,0,0,0,13,0,0,9,3,0,0,2,1,151,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,134,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,14,2,0,5,0,1,0,0,3,38,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,101,0,0,4,1,11,0,0,247,0,0,0,0,20,23,7,0,9,0,0,0,0,1,1,20,0,12,0,0,0,1,0,0,0,0,2,0,1,0,1,0,3,0,0,0,0,1,3,0,5,5,0,0,0,0,0,0
944,12711,1,2,0,0,0,1,0,0,17,7,0,0,1,0,198,17,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,2,0,0,0,1,2,22,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,60.5,0,0,6,1,0.5,0,0,139,0,0,0,0,11,27,1,1,6,0,0,0,0,4,0,27,0,7,0,1,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,2,3,3,2,1,1,0,0,0,0
952,12849,0,0,0,0,0,9,0,1,19,20,0,0,0,0,208,13,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,6,91,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,27,4,1,2,0,0,0,0,4,40,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,92.5,0,2,4,2,2,1,0,159,0,0,0,0,40,17,1,0,5,0,0,0,0,2,0,16,0,19,0,0,0,1,3,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,5,2,7,0,0,1,0,0,0,0
956,12920,1,5,0,0,0,4,0,1,31,16,0,0,0,1,283,24,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,105,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,1,27,1,0,2,0,0,0,0,6,33,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,71,0,0,4.5,1,8,0,0,179,0,0,0,0,31,95,7,0,8,0,0,1,0,3,0,27,0,12,0,3,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,6,5,3,7,5,1,8,0,0,0,0
960,12992,0,3,0,1,1,3,0,1,19,30,0,0,1,0,160,27,0,0,5,0,4,0,0,0,0,0,0,1,1,0,0,0,0,21,97,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,79,1,0,0,0,0,0,0,23,33,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,55.5,0,0,0,0,7.5,0,2,148,0,0,0,0,27,117,5,0,11,0,0,0,1,7,1,15,0,39,0,2,0,0,0,0,0,0,2,0,0,0,1,0,18,0,0,0,0,20,16,0,4,0,0,11,0,0,1,0
964,13066,0,1,0,0,0,1,0,0,12,27,0,0,0,0,133,13,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,56,0,0,1,0,0,0,0,8,31,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,143.5,0,0.5,4,1,6,0,1,82,0,0,0,0,34,114,7,0,7,0,0,0,0,5,0,9,0,11,0,2,0,0,3,0,0,0,1,0,0,0,2,0,9,0,0,0,0,10,7,0,4,4,0,1,0,1,0,0
968,13141,0,2,0,0,0,3,0,1,6,24,0,0,0,0,75,5,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,0,0,3,66,0,0,0,0,6,0,0,0,1,0,24,0,0,0,0,0,27,0,0,0,0,0,0,0,11,28,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,494,0,0,6,1,12.5,0,0,61,0,0,0,0,52,28,0,0,11,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,12,5,1,0,2,0,0,0,0,0,0
974,NA,0,0,0,0,0,4,0,0,5,12,1,0,0,1,62,10,0,0,2,0,3,0,0,0,0,4,0,1,1,0,0,0,0,4,46,1,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,14,1,0,0,0,0,0,0,2,35,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,132,0,4.5,0,1,3,0,0,24,0,0,0,0,31,65,7,1,5,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,6,4,5,5,12,0,0,1,0
977,NA,1,3,1,0,0,6,0,0,2,20,0,0,1,0,111,11,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,65,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,12,0,0,1,0,0,0,0,9,38.5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,544.5,0,0,4,0,4,3,0,51,0,0,0,0,12,20,2,0,10,0,0,0,0,4,0,0,1,9,0,1,0,2,0,0,0,0,0,0,5,0,1,0,4,0,1,0,0,1,1,7,5,13,2,6,0,1,1,0
985,NA,1,3,0,0,0,1,0,0,16,22,0,0,0,1,129,10,0,0,2,0,5,0,3,0,0,1,2,0,0,0,0,0,0,2,78,0,0,0,0,0,0,2,0,0,0,18,0,0,0,1,0,20,0,0,0,0,0,0,0,8,63,1,0,0,0,0,55,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,0,457,0,5.5,4.5,0,7.5,4,0,75,0,0,0,0,22,35,9,0,5,0,0,0,0,9,1,0,1,22,0,1,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,3,5,7,15,5,13,4,0,0,0,0
988,NA,0,2,0,0,0,1,2,0,7,6,1,0,0,0,53,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,46,0,0,0,0,0,30,0,0,1,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,429,0,6,4,2,4,2,0,33,0,0,0,0,27,17,0,0,6,0,0,0,0,4,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,10,4,4,21,0,0,0,0
992,NA,0,0,0,0,0,3,0,0,2,7,0,0,0,3,44,5,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,3,0,0,0,9,0,0,0,2,0,5,0,0,1,0,0,0,0,2,68,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,127,0,10,1,0,4,2,0,25,0,0,0,0,123,48,4,0,6,0,0,0,0,0,0,1,0,20,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,2,3,9,4,10,19,7,0,0,0,0
1004,NA,0,0,0,0,0,1,0,1,2,0,0,0,1,1,14,3,0,0,0,0,4,0,1,0,0,1,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,19,0,5,0,0.5,0,0,0,8,0,0,0,0,20,12,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,15,8,8,4,0,0,0,0
