"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Caprifoliaceae.undiff.","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Poaceae.undiff.","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Ribes","Ulmus","Juniperus.type","Amaranthaceae","Plantago","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Picea.undiff.","Pinaceae","Betula.undiff.","Acer.rubrum","Artemisia","Salix","Asteraceae.subf..Asteroideae.undiff.","Rosaceae.undiff.","Cerealia","Castanea.dentata","Myrica.gale","Tsuga.canadensis","Larix","Ostrya.Carpinus","Liliaceae","Carya.ovata","Betula","Fabaceae.undiff.","Populus.tremuloides.type","Sambucus","Tilia","Rhamnus.alnifolia.R..frangula","Fraxinus.pennsylvanica.type","Juglans.cinerea","Brassicaceae","Thalictrum","Ranunculaceae.undiff.","Rubus.chamaemorus","Juniperus.communis.Thuja.occidentalis.type","Taxus","Alnus.viridis.type","Saxifraga.cernua.type","Pinus.resinosa.type","Shepherdia.canadensis","Caryophyllaceae","Epilobium","Populus.balsamifera.type","Potentilla.palustris.type","Asteraceae.subf..Cichorioideae","Armeria.maritima","cf..Oxyria.digyna","Oxytropis.maydelliana.type","Polygonum.viviparum","Apiaceae","Koenigia.islandica","Viburnum.edule","Viburnum.alnifolium","Fraxinus.americana.type","Juglans.nigra","Campanula.type"
400,NA,0,0.0053475935828877,0.0053475935828877,0,0.262032085561497,0,0.00267379679144385,0,0.334224598930481,0.0106951871657754,0.0106951871657754,0.0294117647058824,0.0053475935828877,0,0,0.00267379679144385,0.00267379679144385,0,0.0160427807486631,0.0053475935828877,0.0053475935828877,0.018716577540107,0.0133689839572193,0,0.0106951871657754,0.0160427807486631,0.0641711229946524,0,0.018716577540107,0.072192513368984,0,0.0133689839572193,0,0,0,0.00267379679144385,0,0,0,0,0,0,0.00802139037433155,0,0,0,0,0,0.00267379679144385,0,0.0053475935828877,0.00267379679144385,0,0,0.0133689839572193,0,0,0,0.0294117647058824,0,0,0.0053475935828877,0,0,0.0053475935828877,0,0,0,0,0,0,0,0,0
405,NA,0,0.0079113924050633,0.00474683544303797,0,0.126582278481013,0.00158227848101266,0.00474683544303797,0.00316455696202532,0.314873417721519,0.0126582278481013,0.0174050632911392,0.0395569620253165,0.0142405063291139,0,0.00632911392405063,0.00158227848101266,0,0,0.0158227848101266,0.00158227848101266,0.0253164556962025,0.0300632911392405,0.0079113924050633,0,0.0174050632911392,0.0189873417721519,0.125,0,0.0237341772151899,0.069620253164557,0,0.00632911392405063,0,0,0.00316455696202532,0.00316455696202532,0,0.00158227848101266,0,0.00316455696202532,0,0,0.0221518987341772,0,0,0,0.00158227848101266,0,0,0,0.0110759493670886,0,0,0,0.0221518987341772,0,0,0.00158227848101266,0.0268987341772152,0.00158227848101266,0,0,0,0.00158227848101266,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0
410,NA,0,0.006006006006006,0.018018018018018,0,0.0540540540540541,0,0.003003003003003,0.003003003003003,0.252252252252252,0.03003003003003,0.009009009009009,0.045045045045045,0.015015015015015,0,0.009009009009009,0,0.003003003003003,0,0.021021021021021,0.006006006006006,0.021021021021021,0.039039039039039,0.009009009009009,0,0.036036036036036,0.033033033033033,0.114114114114114,0,0.048048048048048,0.096096096096096,0,0.009009009009009,0,0,0.003003003003003,0.006006006006006,0,0,0,0.003003003003003,0,0,0.018018018018018,0,0.003003003003003,0,0.003003003003003,0.003003003003003,0,0,0,0,0,0,0.03003003003003,0,0,0,0.03003003003003,0,0,0.003003003003003,0.003003003003003,0.003003003003003,0.003003003003003,0,0.006006006006006,0,0,0,0.003003003003003,0,0,0
415,NA,0,0.0225352112676056,0.0028169014084507,0,0.0450704225352113,0,0,0.00845070422535211,0.0394366197183099,0.0169014084507042,0.0112676056338028,0.0535211267605634,0.047887323943662,0,0.0140845070422535,0,0.0028169014084507,0,0.0394366197183099,0.0112676056338028,0.0028169014084507,0.0450704225352113,0.0140845070422535,0,0.0253521126760563,0.0450704225352113,0.484507042253521,0,0.00563380281690141,0.00563380281690141,0,0.0028169014084507,0,0,0,0.0028169014084507,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028169014084507,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0.00563380281690141,0,0.00845070422535211,0,0
420,NA,0,0.04,0,0,0.04,0,0.00363636363636364,0.0145454545454545,0.0763636363636364,0.0145454545454545,0.0327272727272727,0,0.0327272727272727,0,0.0109090909090909,0,0,0,0.0290909090909091,0.00363636363636364,0.0218181818181818,0.112727272727273,0.0581818181818182,0,0.0181818181818182,0.0436363636363636,0.352727272727273,0.00363636363636364,0.0109090909090909,0.0109090909090909,0,0,0,0,0,0.0181818181818182,0.00363636363636364,0.0145454545454545,0,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145454545454545,0,0,0,0.00363636363636364,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.00363636363636364,0.00363636363636364
425,NA,0,0.026615969581749,0,0,0.0874524714828897,0.00380228136882129,0,0.0114068441064639,0.209125475285171,0.0228136882129278,0,0.0798479087452472,0.026615969581749,0,0,0.00380228136882129,0,0,0.026615969581749,0.00380228136882129,0.0342205323193916,0.0418250950570342,0,0,0.0304182509505703,0.0304182509505703,0.228136882129278,0,0.026615969581749,0.0342205323193916,0,0.00380228136882129,0,0,0.00760456273764259,0.0152091254752852,0,0.0190114068441065,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0.00760456273764259,0,0,0,0,0.00760456273764259,0,0,0,0.00380228136882129,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,NA,0,0.028436018957346,0.004739336492891,0,0.0710900473933649,0,0.004739336492891,0.004739336492891,0.18957345971564,0.028436018957346,0.004739336492891,0,0.023696682464455,0,0.009478672985782,0,0.009478672985782,0,0.014218009478673,0.009478672985782,0.037914691943128,0.09478672985782,0.0521327014218009,0,0.014218009478673,0.075829383886256,0.227488151658768,0,0.014218009478673,0.033175355450237,0,0,0,0,0,0.009478672985782,0.009478672985782,0.004739336492891,0,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0.009478672985782,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0
435,NA,0,0.0170454545454545,0.0113636363636364,0,0.0511363636363636,0,0,0.00568181818181818,0.0738636363636364,0.0170454545454545,0.00568181818181818,0.0340909090909091,0.0113636363636364,0,0,0,0.00568181818181818,0,0.0511363636363636,0,0.0340909090909091,0.0284090909090909,0.0284090909090909,0,0.0454545454545455,0.102272727272727,0.426136363636364,0,0.0113636363636364,0.0170454545454545,0,0,0,0,0,0.00568181818181818,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,NA,0,0.00436681222707424,0.0174672489082969,0,0.0698689956331878,0,0.00436681222707424,0.00436681222707424,0.109170305676856,0.00873362445414847,0,0.0873362445414847,0.00873362445414847,0,0.0262008733624454,0,0,0,0.0524017467248908,0.0174672489082969,0.0218340611353712,0.0262008733624454,0.0131004366812227,0,0.0174672489082969,0.0524017467248908,0.353711790393013,0.00436681222707424,0.0131004366812227,0.0174672489082969,0,0,0,0,0.00873362445414847,0.0131004366812227,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0.00436681222707424,0,0.00436681222707424,0,0,0,0,0.0174672489082969,0,0,0,0.00436681222707424,0,0,0.00436681222707424,0.00436681222707424,0,0.00436681222707424,0,0,0,0,0,0,0,0,0
445,NA,0,0.0579710144927536,0,0,0.0289855072463768,0,0,0,0.0869565217391304,0.0144927536231884,0.0289855072463768,0,0,0,0,0,0,0,0.0579710144927536,0,0,0.0434782608695652,0,0,0.0579710144927536,0.115942028985507,0.434782608695652,0,0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0,0,0,0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,NA,0,0.0469798657718121,0,0,0.0536912751677852,0,0.0201342281879195,0,0.181208053691275,0.0134228187919463,0.0134228187919463,0.0268456375838926,0.0268456375838926,0,0,0.00671140939597315,0,0,0.0738255033557047,0,0.0268456375838926,0.0268456375838926,0.0134228187919463,0,0.0134228187919463,0.10738255033557,0.275167785234899,0,0.0134228187919463,0.0134228187919463,0,0,0,0,0,0.0134228187919463,0,0,0.0268456375838926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
