"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Corylus","Elaeagnus","Asteraceae.subf..Cichorioideae","Picea","Quercus","Salix","Ulmus","Alnus","Fraxinus","Pinus","Amaranthaceae","Poaceae","Plantago","Shepherdia","Acer.spicatum","Asteraceae.subf..Asteroideae.undiff.","Polygonaceae","Thalictrum","Cyperaceae","Populus","Rosaceae","Juglans","Ostrya.Carpinus","Ephedra","Myrica","Cupressaceae","Ericaceae","Abies","Larix","Carya"
920,12617,0,0.0493358633776091,0.25426944971537,0.0170777988614801,0,0,0,0.0303605313092979,0.0094876660341556,0.0246679316888046,0.00569259962049336,0.00569259962049336,0,0.0759013282732448,0.106261859582543,0.30550284629981,0,0.0132827324478178,0,0.0189753320683112,0,0.00189753320683112,0.0683111954459203,0.00189753320683112,0,0,0.00189753320683112,0,0,0.0094876660341556,0,0,0,0
925,12710,0,0.0352504638218924,0.163265306122449,0.0333951762523191,0,0,0,0.0371057513914657,0.0148423005565863,0.0538033395176252,0.00556586270871985,0.00556586270871985,0.00185528756957328,0.0816326530612245,0.0816326530612245,0.307977736549165,0,0.00742115027829314,0,0.0352504638218924,0,0.00556586270871985,0.0816326530612245,0.00371057513914657,0.00371057513914657,0,0.00927643784786642,0,0,0.0315398886827458,0,0,0,0
930,12802,0.00150602409638554,0.0421686746987952,0.140060240963855,0.0331325301204819,0.00451807228915663,0,0.00150602409638554,0.100903614457831,0.0120481927710843,0.0512048192771084,0.0451807228915663,0.016566265060241,0.00301204819277108,0.109939759036145,0.0466867469879518,0.189759036144578,0,0.00753012048192771,0,0.0150602409638554,0,0.00451807228915663,0.112951807228916,0.00753012048192771,0.00753012048192771,0.00150602409638554,0,0,0,0.0406626506024096,0,0,0.00451807228915663,0
935,12894,0,0.0298245614035088,0.131578947368421,0.0333333333333333,0.0087719298245614,0,0.00175438596491228,0.107017543859649,0.0228070175438597,0.0789473684210526,0.0298245614035088,0.0087719298245614,0.00526315789473684,0.0508771929824561,0.0543859649122807,0.159649122807018,0,0.00175438596491228,0,0.0140350877192982,0,0.00350877192982456,0.126315789473684,0.0596491228070175,0.00350877192982456,0.00175438596491228,0.0175438596491228,0,0,0.0473684210526316,0,0,0.00175438596491228,0
940,12987,0,0.026978417266187,0.0953237410071942,0.0485611510791367,0.00359712230215827,0,0,0.257194244604317,0.0179856115107914,0.039568345323741,0.0161870503597122,0.00179856115107914,0.00899280575539568,0.0503597122302158,0.0251798561151079,0.129496402877698,0,0.00179856115107914,0,0.00899280575539568,0,0.00179856115107914,0.109712230215827,0.0719424460431655,0.00179856115107914,0,0,0,0,0.0827338129496403,0,0,0,0
945,13079,0,0.0073394495412844,0.0972477064220184,0.0972477064220184,0.0036697247706422,0,0,0.451376146788991,0.0146788990825688,0.0275229357798165,0.0073394495412844,0.0091743119266055,0.0091743119266055,0.0275229357798165,0.0128440366972477,0.0495412844036697,0,0.0036697247706422,0,0.0128440366972477,0,0,0.0862385321100917,0.0477064220183486,0,0,0.0055045871559633,0,0,0.0275229357798165,0,0,0.0018348623853211,0
960,13356,0.0018796992481203,0.109022556390977,0.343984962406015,0.0075187969924812,0.0018796992481203,0,0.0018796992481203,0.0244360902255639,0.0093984962406015,0.0131578947368421,0.0056390977443609,0.0075187969924812,0.0018796992481203,0.0808270676691729,0.0921052631578947,0.174812030075188,0,0.0037593984962406,0.0018796992481203,0.0225563909774436,0.0018796992481203,0,0.0639097744360902,0.0056390977443609,0,0,0,0,0,0.0244360902255639,0,0,0,0
965,13449,0,0.0545722713864307,0.188790560471976,0.0250737463126844,0.00147492625368732,0,0,0.0471976401179941,0.0191740412979351,0.0471976401179941,0.0324483775811209,0.0103244837758112,0.00442477876106195,0.0929203539823009,0.0634218289085546,0.179941002949853,0,0.00442477876106195,0,0.0162241887905605,0,0.00737463126843658,0.128318584070796,0.0324483775811209,0,0,0.00294985250737463,0,0,0.0412979351032448,0,0,0,0
970,13541,0,0.00179856115107914,0.0971223021582734,0.0647482014388489,0,0,0,0.566546762589928,0.00719424460431655,0.0179856115107914,0,0.00539568345323741,0,0.012589928057554,0.00539568345323741,0.0719424460431655,0,0,0,0.00899280575539568,0,0,0.107913669064748,0.0143884892086331,0,0,0,0,0,0.012589928057554,0,0.00359712230215827,0.00179856115107914,0
975,13634,0,0.0036563071297989,0.122486288848263,0.0585009140767824,0,0,0,0.563071297989031,0.0036563071297989,0.0164533820840951,0,0.00548446069469835,0.00731261425959781,0.0255941499085923,0.0127970749542962,0.0511882998171846,0,0.00182815356489945,0,0.00548446069469835,0,0.00182815356489945,0.096892138939671,0.0127970749542962,0,0,0,0,0,0.0109689213893967,0,0,0,0
980,13726,0.00182149362477231,0,0.120218579234973,0.0765027322404372,0.00364298724954463,0,0,0.571948998178506,0.00546448087431694,0.0200364298724954,0.00364298724954463,0.00364298724954463,0.00728597449908925,0.0163934426229508,0.0109289617486339,0.034608378870674,0,0.00182149362477231,0,0,0,0.00182149362477231,0.0947176684881603,0.00910746812386157,0.00182149362477231,0,0,0,0,0.0127504553734062,0,0,0.00182149362477231,0
985,13819,0,0.00723327305605787,0.148282097649186,0.054249547920434,0,0.00361663652802893,0,0.471971066907776,0,0.0180831826401447,0.00361663652802893,0,0,0.0253164556962025,0.0307414104882459,0.0831826401446655,0,0.00180831826401447,0,0.0144665461121157,0,0,0.113924050632911,0.0054249547920434,0,0,0.00361663652802893,0,0,0.0144665461121157,0,0,0,0
990,NA,0,0.00559701492537313,0.141791044776119,0.0354477611940298,0.00373134328358209,0,0,0.669776119402985,0,0.0130597014925373,0.00186567164179104,0.00186567164179104,0.00373134328358209,0.00186567164179104,0.0149253731343284,0.0242537313432836,0,0.00186567164179104,0,0.00373134328358209,0,0,0.0764925373134328,0,0,0,0,0,0,0,0,0,0,0
995,NA,0,0.014367816091954,0.15948275862069,0.0229885057471264,0,0,0,0.237068965517241,0.00862068965517241,0.0373563218390805,0.0014367816091954,0.0014367816091954,0.0301724137931034,0.0301724137931034,0.0129310344827586,0.0660919540229885,0.00431034482758621,0.00862068965517241,0,0.0100574712643678,0,0.00431034482758621,0.300287356321839,0.0186781609195402,0.0014367816091954,0.0014367816091954,0.00574712643678161,0,0,0.021551724137931,0,0,0,0.0014367816091954
1000,NA,0,0.0201005025125628,0.14070351758794,0.0117252931323283,0,0.0016750418760469,0,0.403685092127303,0.0016750418760469,0.0318257956448911,0,0.0050251256281407,0.016750418760469,0.0368509212730318,0.0234505862646566,0.0837520938023451,0,0.0234505862646566,0,0.0117252931323283,0,0,0.177554438860972,0.0050251256281407,0,0,0.0033500837520938,0,0,0.0016750418760469,0,0,0,0
