"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Asteraceae.undiff.","Cyperaceae","Fraxinus.nigra.type","Herbs.undiff.","Picea","Pinus.undiff.","Quercus","Salix","Trees.undiff.","Tsuga","Ulmus","Acer","Juglans","Populus","Amaranthaceae","Poaceae","Rosaceae","Polygonaceae","Rhamnaceae.Vitaceae","Aquifoliaceae","Betula","Ostrya.Carpinus","Abies","Thalictrum","Tilia","Fagus","Larix","Cupressaceae","Fraxinus.pennsylvanica.type","Alnus","Pinus.subg..Strobus","Corylus","Celtis"
880,17552,0.0045766590389016,0.011441647597254,0,0.0022883295194508,0.0617848970251716,0.045766590389016,0,0.68649885583524,0.0045766590389016,0.091533180778032,0,0.0022883295194508,0,0.0022883295194508,0,0,0,0,0.0183066361556064,0,0,0,0,0.0045766590389016,0.011441647597254,0.0068649885583524,0,0,0.0022883295194508,0.0183066361556064,0,0,0.022883295194508,0,0,0.0022883295194508
890,17776,0.0147492625368732,0.0206489675516224,0.00294985250737463,0.0088495575221239,0.109144542772861,0.0147492625368732,0.0088495575221239,0.669616519174041,0.00589970501474926,0.0648967551622419,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0,0.0117994100294985,0.0088495575221239,0,0,0,0.0117994100294985,0.00294985250737463,0.00294985250737463,0,0,0,0.0294985250737463,0,0,0.00589970501474926,0,0,0
900,17999,0.00543478260869565,0.0271739130434783,0.00543478260869565,0.0108695652173913,0.222826086956522,0.016304347826087,0,0.576086956521739,0.00543478260869565,0.0543478260869565,0.0108695652173913,0,0,0.016304347826087,0.016304347826087,0,0,0,0.00543478260869565,0,0,0,0,0.016304347826087,0.00543478260869565,0,0,0,0,0,0,0,0,0.00543478260869565,0,0
920,NA,0,0,0,0,0.072538860103627,0,0.00518134715025907,0.873056994818653,0,0.00518134715025907,0,0.00259067357512953,0,0.00259067357512953,0,0.00259067357512953,0,0,0.00518134715025907,0,0,0,0,0,0,0.0077720207253886,0,0,0,0.0181347150259067,0,0,0.00518134715025907,0,0,0
930,NA,0.00316455696202532,0.0348101265822785,0,0.00632911392405063,0.0727848101265823,0.0126582278481013,0,0.708860759493671,0.00632911392405063,0.0284810126582278,0.0126582278481013,0,0,0.00316455696202532,0.00316455696202532,0,0,0,0.0379746835443038,0,0,0,0,0,0.00632911392405063,0.00316455696202532,0.00632911392405063,0,0,0.00949367088607595,0,0.00316455696202532,0.0348101265822785,0.00632911392405063,0,0
960,NA,0,0.00555555555555556,0,0.00277777777777778,0.0944444444444444,0,0,0.816666666666667,0.0472222222222222,0.00277777777777778,0,0,0,0,0,0,0,0.00277777777777778,0,0,0,0,0,0,0,0,0.00277777777777778,0,0,0.0222222222222222,0,0,0,0.00277777777777778,0,0
970,NA,0.0135869565217391,0.0516304347826087,0,0.00815217391304348,0.152173913043478,0.00815217391304348,0.00543478260869565,0.660326086956522,0.0380434782608696,0.0190217391304348,0.0108695652173913,0.00543478260869565,0,0,0.00271739130434783,0,0,0,0.0135869565217391,0,0,0,0,0,0,0,0,0,0,0.00815217391304348,0,0,0.00271739130434783,0,0,0
990,NA,0,0.0388349514563107,0.0194174757281553,0.00970873786407767,0.310679611650485,0,0,0.563106796116505,0.00970873786407767,0.029126213592233,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0
1000,NA,0,0.0294117647058824,0.00490196078431373,0.00980392156862745,0.279411764705882,0.00490196078431373,0,0.5,0.00980392156862745,0.0441176470588235,0.00980392156862745,0,0,0,0,0,0,0.00980392156862745,0.0294117647058824,0,0,0,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0.0441176470588235,0,0,0.00980392156862745,0.00490196078431373,0,0
1010,NA,0.0149812734082397,0.0187265917602996,0.00374531835205993,0,0.258426966292135,0.00374531835205993,0.0224719101123595,0.468164794007491,0.0674157303370786,0.052434456928839,0.00749063670411985,0,0,0,0,0,0,0.00374531835205993,0.0112359550561798,0,0,0,0,0,0.00374531835205993,0,0,0,0,0.0337078651685393,0,0,0.00749063670411985,0.0224719101123595,0,0
1020,NA,0.0126262626262626,0.0303030303030303,0.00505050505050505,0.00757575757575758,0.184343434343434,0.0101010101010101,0,0.5,0.0378787878787879,0.101010101010101,0.00757575757575758,0.00252525252525253,0,0,0.0126262626262626,0,0,0.0151515151515152,0.0151515151515152,0,0,0,0,0.0101010101010101,0.00505050505050505,0.00757575757575758,0,0,0,0.0176767676767677,0,0,0.00505050505050505,0.00252525252525253,0.0101010101010101,0
