"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis","Amaranthaceae","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Betula","Botrychium","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cornus.canadensis","Cornus.racemosa","Corylus","Cyperaceae","Dalea","Ephedra","Epilobium","Equisetum","Fabaceae.undiff.","Fagus","Filicopsida.undiff.","Filipendula","Fraxinus.nigra","Fraxinus.pennsylvanica","Galium","Huperzia.lucidula","Juglans","Juniperus.Thuja","Larix","Lycopodiaceae.undiff.","Menyanthes.trifoliata","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea.glauca","Picea.mariana","Pinus.strobus","Pinus.undiff.","Platanus","Poaceae","Polygonum","Polypodium","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae.undiff.","Rumex","Salix","Saxifraga.oppositifolia","Saxifraga.undiff.","Shepherdia","Sphagnum","Thalictrum","Tilia","Tsuga","Typha","Ulmus","Urtica","Viburnum","Vitis","Woodsia"
1063,4632,1,49,0,17,2,2,0,0,1,1,4,0,0,104,0,1,17,0,0,0,0,0,25,3,0,0,0,0,0,76,6,0,38,6,0,0,5,24,0,0,0,0,1,0,0,0,0,0,17,3,1,0,124,165,4,0,0,0,0,0,2,129,5,0,18,1,0,0,0,0,0,7,95,0,70,0,1,0,3
1065,4672,5,68,7,18,0,0,0,0,0,5,2,0,0,97,0,0,16,0,0,0,0,1,8,2,0,0,0,0,0,102,7,0,29,2,0,0,11,6,2,1,0,0,3,1,0,0,0,0,27,1,2,0,91,144,6,1,0,0,0,0,1,160,0,0,9,1,0,0,0,0,0,10,96,0,58,0,3,0,0
1067,4712,0,53,0,38,1,1,0,0,0,2,3,0,0,111,0,1,10,0,1,0,0,0,26,1,0,0,0,0,0,96,6,1,34,3,0,0,10,34,0,0,0,0,0,0,0,0,0,0,21,0,3,0,89,122,12,0,0,0,0,2,4,147,6,0,9,1,0,0,0,0,0,13,81,0,76,0,0,0,1
1069,4752,1,48,1,17,0,1,0,0,0,0,4,0,0,101,0,2,6,0,0,1,0,0,31,2,0,0,0,0,0,80,4,0,39,7,0,0,8,32,1,0,0,0,2,0,0,0,0,0,18,0,8,0,87,140,9,1,0,0,2,0,2,144,6,1,10,2,0,0,1,1,0,15,91,0,86,0,2,0,1
1071,4792,0,59,2,32,0,0,0,0,5,0,6,0,0,121,0,3,10,1,3,0,0,1,14,3,0,0,0,0,0,88,9,1,36,6,0,0,5,22,0,0,1,0,2,5,0,0,0,0,21,0,18,0,72,142,6,2,0,0,0,1,5,144,3,0,14,7,0,0,0,1,2,10,55,0,79,0,0,0,0
1073,4832,2,65,0,9,0,0,0,0,1,2,0,0,0,135,0,0,15,1,0,0,0,0,9,0,0,0,0,0,0,114,7,4,50,2,0,0,9,32,0,0,0,0,1,2,0,0,0,1,23,2,0,0,45,165,5,0,0,0,0,1,2,142,7,0,11,2,0,0,0,0,0,7,47,0,98,0,0,0,0
1075,4872,2,41,7,13,2,0,0,0,0,2,3,0,0,149,0,1,10,0,1,1,0,0,9,0,0,0,0,0,0,109,7,0,28,1,0,0,14,14,3,1,0,0,1,1,0,0,0,0,40,3,2,0,58,161,11,1,0,0,0,0,2,123,1,0,8,2,0,0,0,0,0,9,82,0,78,0,1,0,0
1077,4912,0,49,2,16,0,0,0,0,1,2,4,0,0,158,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,85,9,0,30,2,0,0,7,6,2,0,0,0,0,0,0,0,0,0,27,0,2,0,62,180,2,1,0,0,0,0,0,125,0,0,9,3,0,0,0,0,0,12,90,0,103,0,0,0,0
1079,4952,1,48,2,11,0,0,0,0,0,4,1,0,0,163,0,0,11,0,0,0,0,1,37,0,0,0,0,0,0,91,5,2,51,3,0,0,7,21,0,0,0,0,0,2,1,0,0,0,38,0,0,0,50,152,13,0,0,0,0,0,4,113,1,0,10,0,0,0,0,0,0,17,73,0,86,0,0,0,0
1081,4992,1,48,3,12,0,0,0,0,0,2,1,0,0,169,0,0,12,1,0,0,0,2,28,0,0,0,0,0,0,72,4,0,23,7,0,0,4,26,0,0,0,0,0,1,0,0,0,0,29,0,2,0,74,158,8,1,0,0,0,0,0,114,3,0,13,0,0,0,0,0,0,18,107,0,107,0,0,0,0
1082,5012,0,62,1,14,0,1,0,0,0,1,3,0,0,132,0,3,11,0,0,0,0,0,14,0,0,0,0,0,0,122,5,0,35,3,0,0,8,37,2,0,0,0,2,0,0,0,0,1,23,1,1,0,68,146,2,1,0,0,0,0,0,128,1,0,15,2,0,0,0,0,0,12,100,1,110,0,0,0,0
1083,5032,0,41,0,15,0,1,0,0,0,2,1,0,0,117,0,0,11,0,1,0,0,0,17,1,0,0,0,0,0,105,3,0,42,1,0,0,10,36,1,1,0,0,0,3,0,0,0,2,28,1,2,0,57,144,9,0,0,0,0,0,0,108,1,0,9,0,0,0,0,0,0,11,118,2,110,0,0,0,0
1084,5052,0,57,0,10,0,0,0,0,1,2,1,0,0,118,0,0,9,0,1,0,0,0,6,0,0,0,0,0,1,95,2,0,37,1,0,0,10,8,1,0,0,0,0,0,0,0,0,0,24,1,4,0,82,173,3,1,0,0,0,0,1,114,1,0,15,0,0,0,0,0,0,8,136,0,102,0,0,0,0
1085,5072,4,34,11,11,0,1,0,0,1,9,1,0,0,121,0,0,10,0,0,0,0,1,14,1,0,0,0,0,0,82,10,0,26,6,0,0,4,15,0,0,0,0,0,1,1,0,0,0,29,2,10,1,83,173,4,3,0,0,0,0,0,120,1,0,9,1,0,0,0,0,0,14,125,0,71,0,0,0,0
1086,5092,0,64,0,15,0,0,0,0,0,6,3,0,0,151,0,0,8,0,0,0,0,0,15,4,0,0,0,0,1,90,2,0,54,4,0,0,3,40,0,0,0,0,0,4,1,0,0,0,28,0,3,0,76,129,10,0,0,0,0,2,0,104,4,0,7,1,0,1,0,0,1,10,122,2,112,0,0,0,1
1087,5112,0,40,0,10,3,0,1,0,0,2,0,0,0,119,0,0,5,0,2,0,0,0,24,1,0,0,0,0,0,96,3,3,39,4,0,0,7,21,3,0,0,0,0,4,0,0,1,0,33,0,0,0,87,140,8,1,0,0,0,0,0,87,2,0,9,5,0,0,0,0,0,16,145,0,96,0,0,0,0
1088,5132,0,43,0,14,0,1,0,0,0,2,2,0,0,113,0,0,7,1,0,0,0,0,9,0,0,0,0,0,0,102,4,0,44,3,0,0,10,10,4,0,0,0,1,2,0,0,0,0,21,1,2,0,93,149,11,1,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,15,174,0,106,0,0,0,1
1089,5152,0,47,0,15,1,2,0,0,0,3,3,0,0,84,0,0,12,0,0,0,0,0,4,1,0,0,0,0,0,93,9,1,28,5,0,0,7,16,0,0,0,0,0,0,0,0,0,0,12,2,5,0,108,121,8,1,0,0,0,0,5,97,1,1,7,2,0,0,0,0,4,7,209,0,88,0,0,0,1
1090,5172,0,58,0,16,0,1,0,0,0,3,2,0,0,112,0,1,7,0,0,0,0,1,17,2,0,0,0,0,0,103,2,0,42,11,0,1,5,22,3,0,0,0,1,0,0,0,0,0,14,1,2,0,56,163,13,2,0,0,0,1,0,103,1,0,11,4,0,0,0,0,0,14,175,0,87,0,0,0,0
1091,5192,1,40,2,18,0,0,0,0,1,3,1,0,0,112,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,102,5,0,14,6,0,0,5,9,1,0,0,0,0,1,0,0,0,3,22,0,0,0,90,112,5,0,0,0,0,0,0,76,2,0,9,1,0,0,0,0,0,9,262,0,75,0,0,0,0
1092,5212,0,61,1,18,0,0,0,0,0,3,2,0,0,125,0,0,11,0,0,0,0,0,5,3,0,0,0,0,0,116,2,0,36,5,0,0,3,12,1,0,0,0,0,1,0,0,0,0,28,0,1,0,57,127,12,0,0,0,0,0,1,79,0,0,18,1,0,0,0,0,0,9,207,0,64,0,0,0,1
1093,5232,0,54,5,20,0,0,0,0,0,1,2,0,0,127,0,0,8,0,1,0,0,0,14,2,0,0,0,0,0,102,9,0,48,3,0,0,11,16,0,0,0,0,0,6,0,0,0,0,18,4,0,0,72,98,7,0,0,0,0,0,4,89,7,0,2,1,0,1,0,0,0,11,202,0,89,0,0,0,1
1094,5252,0,51,0,8,0,2,0,0,0,1,3,0,0,129,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,92,4,1,25,3,0,0,10,14,3,0,0,0,0,1,0,0,0,0,14,2,4,0,77,124,14,0,0,0,0,0,0,72,3,0,11,0,0,0,0,0,0,11,235,0,89,0,0,0,0
1095,5272,0,36,7,8,0,1,0,0,0,2,3,0,0,93,0,1,3,0,0,0,0,1,8,1,0,0,0,0,0,102,5,0,22,6,0,0,7,13,1,0,0,0,0,1,0,0,1,0,15,3,2,0,91,163,3,2,0,0,0,0,0,60,0,1,5,1,0,0,0,0,0,20,330,0,46,0,0,0,0
1096,5293,0,48,1,14,0,1,0,0,0,5,2,0,0,119,0,0,10,0,0,1,0,0,11,0,0,0,0,0,0,98,5,0,28,6,0,0,9,15,1,0,0,0,0,1,0,0,0,0,22,1,4,0,30,171,12,1,0,0,0,0,0,107,1,0,6,1,0,0,0,1,0,11,188,0,71,0,1,0,0
1097,5313,0,38,0,17,0,1,0,0,0,7,3,0,0,137,0,0,8,0,0,0,0,0,15,3,0,0,0,0,0,107,3,0,39,6,0,0,5,24,1,0,0,0,1,1,0,0,0,0,9,0,2,0,59,126,9,1,0,0,0,0,1,115,2,0,3,0,0,0,0,0,0,11,182,0,69,0,0,0,0
1098,5333,0,54,0,6,0,0,0,0,0,2,2,0,0,124,0,1,10,0,0,0,0,0,13,1,0,0,0,0,0,101,0,0,26,0,0,0,8,18,2,0,0,0,0,0,0,0,0,0,18,1,5,0,54,187,7,0,0,0,0,0,2,107,0,0,10,2,0,0,0,0,0,8,210,0,85,0,0,0,1
1101,5393,0,34,2,21,3,0,0,0,0,3,4,0,0,117,0,0,10,0,0,0,0,1,17,1,0,0,0,0,0,62,4,0,36,2,0,0,1,24,0,0,0,0,2,2,0,0,0,0,21,1,2,0,102,125,10,1,0,0,0,0,4,102,2,0,1,2,0,1,0,1,0,17,181,0,82,0,1,0,1
1103,5433,2,48,1,15,0,1,0,0,0,2,1,0,0,63,0,1,11,0,0,0,0,0,11,0,0,0,0,0,0,66,1,0,28,1,0,0,4,19,0,0,0,0,0,2,0,0,0,0,14,2,1,0,79,157,9,1,0,0,0,2,0,100,3,0,5,0,0,0,0,0,0,10,265,0,86,0,0,0,0
1105,5473,1,23,3,12,0,1,0,0,0,2,3,0,0,51,0,0,5,0,0,1,0,0,6,1,0,0,0,0,0,59,3,0,23,2,0,0,7,13,2,0,0,0,0,0,0,0,0,0,12,0,1,0,95,215,9,2,0,0,0,0,2,98,1,0,1,0,0,0,0,0,0,13,295,0,46,0,0,0,0
1107,5513,0,36,4,12,0,1,0,0,0,3,4,0,0,77,0,0,5,0,1,0,0,0,8,4,0,0,0,0,0,54,3,0,33,8,0,0,6,37,1,1,0,0,0,4,0,0,0,0,8,0,3,0,134,140,8,0,0,0,0,0,0,111,5,0,8,2,0,0,0,0,1,8,235,0,51,0,1,0,0
1109,5553,0,33,1,8,0,1,0,0,0,3,3,0,0,100,0,1,7,1,0,0,0,0,14,1,0,0,0,0,0,47,7,0,28,4,0,0,6,31,1,0,0,1,1,2,0,0,0,0,21,1,3,0,117,127,7,1,0,0,1,2,1,133,0,0,5,1,0,0,0,0,0,14,225,0,50,0,0,0,0
1111,5593,0,35,3,14,0,4,0,0,0,1,3,0,0,89,0,1,13,0,0,1,0,0,21,1,0,0,0,0,0,76,3,0,40,4,0,0,5,31,0,0,1,0,0,1,0,0,0,0,32,2,1,0,118,110,8,0,0,0,2,0,1,127,5,0,11,2,0,0,0,0,1,8,185,1,62,0,0,0,2
1113,5633,1,34,0,16,0,0,0,0,0,1,4,0,0,102,0,0,13,0,0,0,0,0,16,2,0,0,0,0,0,88,4,1,40,3,0,0,17,22,1,0,0,0,0,5,0,0,0,1,29,0,4,0,70,169,11,1,0,0,0,1,1,134,5,0,6,1,0,0,0,1,0,4,164,0,70,0,0,0,1
1115,5673,3,31,7,13,0,0,0,0,0,10,5,0,0,102,0,0,11,1,2,0,0,0,14,0,0,0,0,0,0,81,4,0,25,4,0,0,11,16,0,0,0,0,0,0,0,0,0,0,21,0,2,0,118,139,8,2,0,0,0,4,0,150,1,0,6,5,0,0,0,0,0,14,149,0,62,0,2,0,0
1117,5713,1,25,0,15,0,1,0,0,0,7,2,0,0,66,0,0,7,0,0,0,0,0,20,2,0,0,0,0,0,66,5,0,41,1,0,0,13,17,1,0,0,0,2,2,0,0,0,0,16,1,3,0,92,155,9,0,0,0,0,0,1,102,11,0,5,4,0,0,0,0,0,6,256,1,52,0,0,0,2
1119,5753,1,37,3,17,0,1,0,0,0,1,5,0,0,72,0,0,8,0,0,1,0,1,21,1,0,0,0,0,0,58,8,1,35,9,0,1,13,27,1,0,0,0,0,1,0,0,0,0,20,1,0,0,72,141,7,1,0,0,0,3,2,154,4,0,4,2,0,0,0,0,0,11,200,0,63,0,0,0,0
1121,5793,0,43,1,16,0,0,0,0,2,4,2,0,0,69,0,0,8,0,1,2,0,0,16,2,0,0,0,0,0,88,4,2,20,1,0,0,12,21,0,0,0,0,1,1,0,0,0,0,19,1,0,0,136,138,9,0,0,0,1,1,3,114,1,0,9,1,0,0,0,1,2,7,250,0,55,0,0,0,0
1123,5833,0,49,1,29,1,1,0,0,0,2,3,0,0,84,0,0,16,0,0,0,0,0,21,1,0,0,0,0,0,77,2,0,34,3,0,0,7,28,1,0,0,0,0,0,0,0,0,2,15,1,4,0,115,130,11,0,0,1,1,1,1,143,2,0,7,3,0,0,0,1,0,7,135,0,70,0,1,0,0
1125,5873,2,42,6,18,0,1,0,0,0,5,1,0,0,83,0,0,9,0,0,0,0,1,16,0,0,0,0,0,0,71,5,1,22,7,0,0,4,5,0,1,0,0,0,1,0,0,0,0,27,2,1,0,97,194,9,2,0,0,0,0,0,131,1,1,8,3,0,0,0,0,0,10,180,2,62,0,0,0,0
1127,5913,0,28,2,28,0,1,0,0,0,2,3,0,0,56,0,0,9,0,0,0,0,0,9,1,0,0,0,0,0,72,13,2,24,2,0,0,4,16,0,0,0,0,0,0,0,0,3,0,37,0,5,0,136,184,9,0,0,0,0,0,0,107,2,0,18,2,0,0,0,0,0,15,185,0,60,0,0,0,0
1129,5953,1,45,2,25,0,4,0,0,0,1,7,0,0,76,0,0,8,0,1,1,0,0,9,0,0,0,0,0,0,89,2,0,11,4,0,0,6,16,1,0,0,0,0,2,0,0,0,0,21,0,4,0,150,145,11,0,0,0,0,1,0,128,1,0,9,0,0,0,0,0,1,10,173,0,54,0,0,0,0
1131,6002,1,41,0,21,0,0,0,0,0,2,2,0,0,78,0,0,10,2,0,1,0,0,9,1,0,0,0,0,0,74,3,0,30,3,0,1,9,27,1,1,0,0,3,0,0,0,0,1,46,1,1,0,153,142,6,1,0,0,0,0,0,107,1,0,9,0,0,0,0,0,0,8,166,0,63,0,0,0,0
1133,6060,1,37,0,11,0,1,0,0,0,1,6,0,0,48,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,68,5,2,18,0,0,0,6,19,3,0,0,0,0,0,0,0,0,0,29,1,2,0,150,208,5,1,0,1,0,1,2,119,0,0,15,0,0,0,0,0,0,10,183,0,58,1,0,1,1
1135,6118,4,30,3,10,0,0,0,0,0,2,4,0,0,64,0,0,9,0,0,0,0,1,2,1,0,0,0,0,0,65,3,0,15,0,0,1,2,6,1,0,0,0,0,1,0,0,0,0,35,2,1,0,67,263,9,3,0,1,0,0,1,115,1,0,9,3,0,0,0,0,0,8,218,0,55,0,3,0,0
1137,6175,1,43,1,18,1,0,0,0,0,5,7,0,0,60,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,106,1,1,18,3,0,0,3,20,2,0,0,0,0,1,0,0,0,0,43,0,0,0,76,166,11,1,0,0,0,0,2,170,1,0,21,0,0,0,0,0,0,12,124,0,70,0,0,0,1
1139,6233,0,61,2,15,0,2,0,0,0,1,1,0,0,60,0,0,6,1,1,0,0,0,19,3,0,0,0,0,0,79,4,0,32,3,0,0,4,23,1,0,0,0,1,2,0,0,0,1,32,0,1,0,124,148,5,1,0,0,0,1,0,165,3,0,6,3,0,0,0,0,0,8,130,0,54,0,2,0,0
1141,6291,0,47,4,27,0,0,0,0,0,3,1,0,0,68,0,0,4,0,0,0,1,0,12,0,0,0,0,0,0,71,3,0,27,1,0,0,3,25,0,0,0,0,0,1,0,0,0,0,26,0,2,0,152,180,10,3,0,0,0,0,2,140,4,0,10,1,0,0,0,0,0,6,105,0,80,0,0,0,0
1143,6348,0,39,0,12,0,1,0,0,0,1,3,0,0,75,0,0,2,0,0,0,0,1,7,2,0,0,0,0,0,66,2,2,36,4,0,0,3,15,0,0,0,0,0,0,0,0,0,0,47,1,0,0,130,254,10,0,0,0,0,1,0,112,1,0,20,0,0,0,0,0,0,9,137,1,44,0,0,0,2
1145,6406,2,43,6,13,1,0,0,0,0,5,4,0,0,78,0,0,1,1,0,0,0,0,15,0,0,0,0,0,0,64,9,4,26,3,0,0,1,5,0,0,0,0,0,1,0,0,0,0,45,2,3,0,105,251,9,0,0,0,1,3,0,138,0,0,10,2,0,0,0,0,0,10,142,1,72,0,0,0,0
1147,6464,0,54,0,28,0,0,1,0,2,3,3,0,0,66,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,58,11,1,33,4,0,0,3,9,2,0,0,0,0,1,0,0,0,0,25,0,2,0,122,258,14,1,0,0,0,0,1,134,1,0,12,0,0,0,0,0,0,9,137,0,68,0,0,0,0
1149,6521,0,57,1,11,0,1,0,0,0,1,2,0,0,58,0,0,8,0,0,0,0,3,27,1,0,0,0,0,0,44,8,0,42,2,0,0,0,12,2,0,0,0,1,3,0,0,0,2,24,1,2,0,149,229,6,1,0,0,0,0,5,127,1,0,5,2,0,0,1,0,0,6,118,0,55,0,0,0,1
1151,6579,0,30,0,13,0,0,0,0,0,5,1,0,1,52,0,0,5,0,0,0,0,0,16,2,0,0,0,0,0,66,9,1,38,7,0,0,1,22,1,0,1,1,2,1,0,0,0,0,18,1,2,0,119,226,11,3,0,0,0,0,1,133,3,0,9,3,0,1,0,0,0,14,128,1,59,0,0,0,3
1153,6637,0,41,0,9,0,0,0,0,0,4,1,0,0,89,0,0,4,1,0,0,0,0,7,1,0,0,0,0,0,81,1,2,27,3,0,0,2,4,2,0,0,0,0,1,0,0,0,0,33,0,3,0,113,186,9,1,0,0,1,1,2,108,0,0,5,0,0,0,0,0,0,8,187,1,66,0,0,0,1
1155,6695,0,40,3,6,0,0,0,0,0,0,3,0,0,44,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,68,5,1,19,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,29,0,2,2,189,203,3,0,0,0,0,0,0,118,1,0,7,1,0,0,0,0,0,8,198,1,53,0,0,0,0
1157,6752,0,37,0,3,0,0,0,0,0,3,2,0,0,30,0,0,7,0,0,0,0,0,11,1,0,0,0,0,0,82,3,0,46,5,0,0,1,7,1,0,0,0,2,0,0,0,0,0,13,1,2,0,149,180,7,1,0,0,0,0,0,155,1,0,9,3,0,0,0,0,0,12,166,0,60,0,0,0,0
1159,6810,0,55,4,6,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,72,1,1,38,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,25,1,0,0,145,183,4,1,0,0,3,0,0,145,1,0,31,0,0,0,0,0,0,8,142,1,62,0,0,0,1
1161,6868,0,44,1,9,1,0,0,0,0,1,3,0,0,71,0,2,1,0,0,0,0,0,33,1,0,0,0,0,0,69,1,0,38,1,0,0,8,9,0,0,0,1,0,0,0,0,0,0,23,2,1,0,152,143,13,1,0,0,0,0,0,213,6,0,11,1,0,0,0,0,0,12,94,0,53,0,0,0,1
1163,6925,0,60,4,9,0,2,0,0,0,3,2,0,0,46,0,0,5,0,0,1,0,0,30,1,0,0,0,0,0,71,7,0,29,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,67,2,1,0,148,138,17,1,0,0,1,0,1,197,0,0,9,2,0,1,0,0,0,11,72,0,69,0,0,0,1
1165,6983,0,39,9,5,0,3,0,0,1,3,1,0,0,58,0,0,8,1,0,0,0,0,32,2,0,0,0,0,0,66,4,0,20,2,0,0,6,5,0,1,0,0,1,0,0,0,0,0,59,2,1,0,172,218,7,0,1,0,0,1,0,166,0,2,6,2,0,0,0,0,0,16,68,0,48,0,0,0,0
1167,7041,0,52,0,1,0,3,0,0,0,1,1,0,0,46,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,49,4,1,16,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,28,1,1,0,206,299,4,1,0,0,0,0,1,133,0,0,17,1,0,0,0,0,0,12,82,1,34,0,0,0,0
1169,7098,0,53,0,2,0,1,0,0,0,0,3,0,0,64,0,0,4,0,0,0,0,0,10,1,0,0,0,0,0,40,3,2,21,2,0,0,5,5,0,1,0,0,1,1,0,0,0,0,33,0,2,0,197,239,8,2,0,0,0,0,0,198,0,0,16,0,0,0,0,0,0,11,42,0,39,0,0,0,0
1171,7156,0,48,2,8,3,1,0,0,0,1,1,0,0,72,0,0,4,1,0,0,0,0,38,2,0,0,0,0,0,46,3,1,43,2,0,0,1,7,0,0,0,0,2,0,0,0,0,0,66,0,1,0,167,166,9,2,0,0,0,0,0,201,2,0,16,6,0,0,0,0,1,5,31,0,44,0,0,0,2
1173,7214,0,48,0,3,1,2,0,0,0,0,5,0,0,100,0,0,5,0,0,0,0,0,32,1,0,0,0,0,0,58,4,0,18,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,65,0,1,0,169,183,10,1,0,0,0,0,1,250,1,0,17,2,0,0,0,0,0,16,25,0,47,0,0,0,3
1175,7271,1,44,0,6,0,0,0,0,0,3,1,0,0,69,0,1,5,0,0,0,0,0,17,1,0,0,0,0,0,46,3,0,20,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,76,0,3,0,168,181,10,2,0,0,0,0,0,242,1,0,8,2,0,0,0,0,0,7,41,2,51,0,0,0,0
1177,7329,0,52,1,9,0,1,0,0,0,0,3,0,0,57,0,0,6,0,0,0,0,0,22,4,0,0,0,0,0,40,9,1,38,2,0,0,0,5,1,0,1,0,0,0,0,1,0,0,65,1,2,0,168,234,9,0,0,0,0,0,0,214,0,0,16,1,0,0,0,1,0,8,18,1,26,0,0,0,1
1179,7387,0,69,0,1,0,4,0,0,0,0,2,0,0,82,0,0,4,0,0,0,0,1,44,0,0,0,0,0,0,56,3,0,28,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,43,1,2,0,120,194,10,0,0,1,0,0,0,251,1,0,22,0,0,0,0,0,0,13,17,0,44,0,0,0,1
1181,7444,2,49,1,4,0,0,0,0,0,2,4,0,0,42,0,0,5,0,0,0,0,0,40,0,0,0,0,0,0,37,5,1,27,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,31,1,1,0,260,264,7,0,0,0,0,0,2,127,3,0,12,1,0,0,0,0,0,5,33,0,32,0,0,0,0
1183,7502,0,60,0,3,0,0,0,0,0,1,2,0,0,62,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,33,6,1,23,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,83,3,4,0,246,248,7,1,0,0,0,0,0,115,0,0,17,1,0,0,0,0,0,8,46,0,36,0,0,0,0
1185,7560,1,38,1,3,0,1,0,0,0,1,3,0,0,81,0,0,5,0,0,0,0,0,29,4,0,0,0,0,0,39,5,1,30,2,0,0,2,2,1,0,0,0,2,1,0,0,0,0,73,0,2,0,210,249,7,0,0,0,1,1,1,135,1,0,17,1,0,0,0,1,0,8,13,0,50,0,1,0,0
1187,7617,0,28,3,4,0,3,0,0,0,3,1,0,1,83,0,1,2,0,0,1,0,1,28,2,0,0,0,0,0,34,3,0,24,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,80,0,3,0,209,243,10,2,0,0,0,0,1,138,2,0,15,2,0,0,0,0,0,7,22,0,50,0,0,0,0
1189,7675,0,24,0,4,0,1,0,0,0,2,3,0,0,70,0,1,1,0,0,0,0,0,36,5,0,0,0,0,0,22,2,0,20,0,0,0,2,4,0,0,0,0,4,0,0,0,0,1,37,0,1,0,316,190,7,2,0,0,0,1,1,161,1,0,14,1,0,0,0,1,0,14,17,0,36,0,0,0,0
1191,7729,6,24,0,5,0,2,0,0,0,1,0,0,0,66,0,2,6,0,0,0,0,0,53,0,0,0,0,0,0,48,8,0,18,2,0,0,0,6,1,0,0,0,1,0,0,0,0,0,65,1,0,0,160,265,3,1,0,1,0,0,0,135,1,0,13,1,0,0,0,0,0,5,48,2,52,0,0,0,1
1193,7779,1,37,0,6,0,5,0,0,0,0,8,0,0,45,0,2,3,1,0,2,0,0,30,3,0,0,0,0,0,33,4,0,14,1,0,0,1,2,0,0,0,0,7,1,0,0,0,0,36,0,1,0,260,260,4,1,0,0,0,0,0,162,0,0,15,0,0,0,0,2,0,4,35,0,21,0,0,0,0
1195,7829,4,16,12,3,0,1,0,0,0,5,5,0,0,61,0,0,4,0,0,0,0,3,9,1,0,0,0,0,0,23,7,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,69,0,2,1,258,314,7,2,0,0,0,0,0,133,0,0,15,1,0,0,0,0,0,5,55,0,21,0,1,0,0
1197,7879,0,31,0,6,0,2,0,0,0,1,5,0,0,89,0,0,3,0,0,0,0,0,38,2,0,0,0,0,0,25,5,0,26,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,66,1,1,0,132,308,12,1,0,0,1,0,0,161,0,0,14,4,0,0,0,0,0,8,25,1,30,0,0,0,1
1203,8029,0,36,0,6,0,1,0,0,0,0,2,0,1,109,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,29,3,1,28,0,0,0,1,0,1,0,0,0,7,1,0,0,0,0,66,0,0,0,285,229,6,3,0,0,0,0,0,199,0,0,20,0,0,0,0,0,0,2,26,0,26,0,0,0,0
1205,8079,2,32,0,3,2,1,0,0,0,4,2,0,0,201,0,1,3,0,0,0,0,1,34,2,0,0,0,0,0,26,3,0,36,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,37,0,1,0,114,285,2,0,0,0,0,0,0,122,0,0,6,1,0,0,1,0,0,1,20,0,67,0,0,0,0
1207,8129,2,18,0,3,0,0,0,0,0,0,2,0,0,91,0,0,3,0,0,0,0,0,15,1,0,0,0,0,0,10,2,0,26,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,44,0,1,0,273,341,2,1,0,1,0,0,2,134,0,0,21,1,0,0,0,0,0,0,12,0,25,0,0,0,0
1209,8179,0,27,0,2,2,3,0,0,0,1,0,0,0,114,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,15,12,0,24,5,0,0,4,2,0,2,0,0,0,4,0,0,0,0,54,1,4,0,268,355,3,1,0,1,1,1,2,151,1,0,9,3,0,0,0,1,0,3,19,0,30,0,0,0,3
1211,8229,4,28,0,4,1,0,0,0,0,1,2,0,0,112,1,1,2,0,0,0,0,1,16,0,0,0,0,0,0,8,5,0,18,3,0,0,1,7,0,0,0,0,2,1,0,0,0,0,72,0,3,0,208,308,1,1,0,0,1,0,2,139,1,0,6,0,0,0,0,0,0,3,9,0,34,0,0,1,0
