"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cyperaceae","Poaceae.undiff.","Ostrya.Carpinus","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Juglans","Pinus","Lamiaceae","Rhamnaceae.Vitaceae","Artemisia","Apiaceae","Larix","Polygonum","Rubiaceae","Thalictrum","Caryophyllaceae","Fagus","Platanus","Ranunculaceae.undiff.","Prunus.Sorbus","Rumex","Plantago","Ranunculus","Elaeagnus","Scrophulariaceae","Humulus","Malvaceae","Shepherdia.canadensis","Ephedra","Cornus","Saxifragaceae","Epilobium","Elymus"
915,8775,0.00424628450106157,0.0828025477707006,0.0424628450106157,0.0106157112526539,0.0360934182590234,0.00849256900212314,0.0233545647558386,0.0360934182590234,0.146496815286624,0.0509554140127389,0.0233545647558386,0.18895966029724,0.0106157112526539,0,0.00424628450106157,0,0.176220806794055,0.00849256900212314,0.00212314225053079,0,0.0106157112526539,0.00424628450106157,0.0743099787685775,0.00636942675159236,0.00424628450106157,0.0424628450106157,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,8865,0.00490196078431373,0.0588235294117647,0.0196078431372549,0.0196078431372549,0.0220588235294118,0.00980392156862745,0.00245098039215686,0.0147058823529412,0.122549019607843,0.0269607843137255,0.00735294117647059,0.205882352941176,0.00980392156862745,0.00490196078431373,0.00490196078431373,0,0.29656862745098,0.0122549019607843,0.00735294117647059,0,0.0147058823529412,0.0122549019607843,0.088235294117647,0,0,0.0294117647058824,0,0.00245098039215686,0,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,8960,0.00225733634311512,0.054176072234763,0.0474040632054176,0.00677200902934537,0.0338600451467269,0.0090293453724605,0.00677200902934537,0.00451467268623025,0.17607223476298,0.0270880361173815,0.0158013544018059,0.196388261851016,0.00677200902934537,0,0.00677200902934537,0,0.225733634311512,0.0090293453724605,0.0090293453724605,0,0.00677200902934537,0.0090293453724605,0.101580135440181,0,0,0.0383747178329571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225733634311512,0,0.00451467268623025,0,0,0,0,0
930,9059,0,0.0849256900212314,0.0212314225053079,0.0106157112526539,0.0382165605095541,0.0127388535031847,0.00636942675159236,0.0127388535031847,0.167728237791932,0.0191082802547771,0.00424628450106157,0.184713375796178,0.0127388535031847,0.00212314225053079,0.00424628450106157,0,0.237791932059448,0.00849256900212314,0.0148619957537155,0,0.00849256900212314,0.00636942675159236,0.0976645435244161,0,0,0.0424628450106157,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,9164,0.0025706940874036,0.0616966580976864,0.06426735218509,0.012853470437018,0.0308483290488432,0,0.0154241645244216,0.0231362467866324,0.0616966580976864,0.051413881748072,0.0102827763496144,0.174807197943445,0.0102827763496144,0,0.0051413881748072,0,0.223650385604113,0.012853470437018,0,0,0.0359897172236504,0.0025706940874036,0.149100257069409,0.0025706940874036,0,0.0437017994858612,0,0,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0.0025706940874036,0,0,0,0,0
940,9272,0.0124069478908189,0.0148883374689826,0.0744416873449131,0.0124069478908189,0.0099255583126551,0.00248138957816377,0.032258064516129,0.0297766749379653,0.0223325062034739,0.0297766749379653,0.00496277915632754,0.161290322580645,0.0099255583126551,0,0.0099255583126551,0,0.265508684863524,0.0223325062034739,0.00496277915632754,0,0.0248138957816377,0.00496277915632754,0.213399503722084,0.00496277915632754,0,0.0297766749379653,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,9612,0.00578034682080925,0.0115606936416185,0.0549132947976879,0.0144508670520231,0.00289017341040462,0.0144508670520231,0.00867052023121387,0.0260115606936416,0.0433526011560694,0.0491329479768786,0.0144508670520231,0.132947976878613,0.00578034682080925,0,0.00867052023121387,0,0.265895953757225,0.0260115606936416,0.00867052023121387,0,0.0173410404624277,0.00578034682080925,0.245664739884393,0.0144508670520231,0,0.0173410404624277,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0
960,9729,0.00609756097560976,0.00304878048780488,0.0853658536585366,0.0121951219512195,0.00609756097560976,0,0.024390243902439,0.0152439024390244,0.0396341463414634,0.0365853658536585,0.00609756097560976,0.189024390243902,0.00609756097560976,0,0.00609756097560976,0,0.24390243902439,0.0365853658536585,0,0,0.0274390243902439,0.00914634146341463,0.222560975609756,0,0,0.0213414634146341,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,9847,0.00313479623824451,0.00940438871473354,0.22884012539185,0.00313479623824451,0.00626959247648903,0,0.0282131661442006,0.0125391849529781,0.00313479623824451,0,0.00626959247648903,0.156739811912226,0.00626959247648903,0,0.00313479623824451,0,0.172413793103448,0.0125391849529781,0.00626959247648903,0.00313479623824451,0.0752351097178683,0.00940438871473354,0.22257053291536,0,0.00313479623824451,0.0219435736677116,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,9964,0.0184615384615385,0.0123076923076923,0.249230769230769,0.00307692307692308,0.00307692307692308,0.00615384615384615,0.0276923076923077,0.0123076923076923,0.0184615384615385,0.00923076923076923,0.00615384615384615,0.104615384615385,0,0,0,0,0.184615384615385,0.04,0,0,0.0769230769230769,0.00615384615384615,0.218461538461538,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,10082,0.0184615384615385,0.00615384615384615,0.230769230769231,0.00307692307692308,0.00923076923076923,0.0123076923076923,0.0153846153846154,0.0184615384615385,0.00615384615384615,0.0153846153846154,0.00923076923076923,0.0584615384615385,0.00615384615384615,0,0,0,0.138461538461538,0.0276923076923077,0,0,0.0984615384615385,0.00615384615384615,0.286153846153846,0,0,0.0123076923076923,0,0.00923076923076923,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0.00923076923076923,0,0,0,0,0,0,0
980,10198,0.0364741641337386,0.00911854103343465,0.285714285714286,0.00303951367781155,0.00303951367781155,0,0.00911854103343465,0.00911854103343465,0.0151975683890578,0,0.0212765957446809,0.0395136778115502,0.00303951367781155,0,0,0,0.0668693009118541,0.0395136778115502,0.00303951367781155,0,0.0668693009118541,0.0121580547112462,0.364741641337386,0,0,0.00911854103343465,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,10312,0.0119047619047619,0.0148809523809524,0.380952380952381,0,0.00595238095238095,0.00595238095238095,0.0446428571428571,0.0297619047619048,0.0178571428571429,0.0148809523809524,0.0773809523809524,0.0714285714285714,0,0,0,0,0.0803571428571429,0.0476190476190476,0.00297619047619048,0,0.0922619047619048,0,0.0595238095238095,0.00297619047619048,0,0.0267857142857143,0,0.00892857142857143,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,10425,0.0388059701492537,0.00298507462686567,0.271641791044776,0,0.00298507462686567,0,0.0328358208955224,0.0417910447761194,0.0119402985074627,0.0119402985074627,0.205970149253731,0.0358208955223881,0.0119402985074627,0,0,0,0.0716417910447761,0.164179104477612,0.00597014925373134,0,0.0238805970149254,0,0.00895522388059702,0,0,0.0447761194029851,0,0.0119402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,10535,0.0203488372093023,0.00872093023255814,0.223837209302326,0,0.00290697674418605,0.00872093023255814,0.0203488372093023,0.0436046511627907,0.0203488372093023,0.0203488372093023,0.244186046511628,0.0348837209302326,0.0203488372093023,0,0.00290697674418605,0,0.0436046511627907,0.142441860465116,0,0,0.063953488372093,0,0.0145348837209302,0.00581395348837209,0,0.0261627906976744,0,0.0203488372093023,0,0,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0,0,0,0,0
1000,10642,0.0114285714285714,0.0114285714285714,0.22,0,0.00285714285714286,0.00285714285714286,0.0257142857142857,0.0342857142857143,0.04,0.02,0.277142857142857,0.0514285714285714,0.0142857142857143,0.00285714285714286,0,0,0.0371428571428571,0.128571428571429,0,0,0.0314285714285714,0,0.0142857142857143,0.00285714285714286,0,0.0371428571428571,0,0.0257142857142857,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0
1010,10850,0.010752688172043,0.00806451612903226,0.198924731182796,0,0.00537634408602151,0.00806451612903226,0.021505376344086,0.0591397849462366,0.032258064516129,0.0134408602150538,0.346774193548387,0.032258064516129,0.0376344086021505,0,0,0,0.010752688172043,0.0537634408602151,0,0,0.0537634408602151,0,0.0161290322580645,0,0,0.0510752688172043,0,0.0295698924731183,0,0,0.00537634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0.00537634408602151,0,0,0,0,0
1015,10951,0.0134408602150538,0.0188172043010753,0.123655913978495,0,0.00537634408602151,0.00537634408602151,0.010752688172043,0.0564516129032258,0.032258064516129,0.0134408602150538,0.5,0.0295698924731183,0.021505376344086,0,0,0,0.00806451612903226,0.0376344086021505,0,0,0.0188172043010753,0,0,0,0.00268817204301075,0.0698924731182796,0,0.0295698924731183,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,11049,0.00831024930747922,0.00831024930747922,0.149584487534626,0,0.00831024930747922,0.00831024930747922,0.0110803324099723,0.0415512465373961,0.0415512465373961,0,0.465373961218837,0.038781163434903,0.0249307479224377,0,0,0,0.0193905817174515,0.0277008310249307,0,0,0.0332409972299169,0,0.0110803324099723,0,0,0.0554016620498615,0.00277008310249307,0.0415512465373961,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,11146,0,0.00554016620498615,0.132963988919668,0,0.00554016620498615,0.00554016620498615,0.0221606648199446,0.0415512465373961,0.0193905817174515,0.0166204986149584,0.490304709141274,0.0249307479224377,0.0332409972299169,0,0,0,0.0249307479224377,0.0249307479224377,0,0,0.03601108033241,0,0,0,0,0.0803324099722992,0,0.0332409972299169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0
1030,11241,0.00712589073634204,0.0570071258907363,0.104513064133017,0,0.0332541567695962,0.0142517814726841,0.0356294536817102,0.0451306413301663,0.0308788598574822,0.0285035629453682,0.339667458432304,0.0380047505938242,0.00712589073634204,0.00475059382422803,0,0,0.0285035629453682,0,0.00237529691211401,0,0.0855106888361045,0,0.00950118764845606,0.00237529691211401,0.00237529691211401,0.0926365795724466,0,0.0261282660332542,0,0,0.00475059382422803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,11333,0.0102827763496144,0.0437017994858612,0.0874035989717224,0,0.0102827763496144,0.0179948586118252,0.0411311053984576,0.0359897172236504,0.0411311053984576,0.0359897172236504,0.354755784061697,0.0437017994858612,0.0051413881748072,0.0077120822622108,0,0,0.0359897172236504,0.0077120822622108,0.0051413881748072,0,0.138817480719794,0,0,0.0025706940874036,0.0051413881748072,0.06426735218509,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,11424,0.0050251256281407,0.042713567839196,0.0477386934673367,0.00251256281407035,0.00753768844221105,0.00753768844221105,0.0100502512562814,0.0402010050251256,0.0577889447236181,0.0175879396984925,0.479899497487437,0.0477386934673367,0.0125628140703518,0,0,0,0.0125628140703518,0,0.00251256281407035,0,0.092964824120603,0,0.0050251256281407,0,0,0.0829145728643216,0,0.0175879396984925,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0
1045,11513,0.0051413881748072,0.0282776349614396,0.0796915167095116,0.0025706940874036,0.012853470437018,0.012853470437018,0.0179948586118252,0.0359897172236504,0.0282776349614396,0.0282776349614396,0.434447300771208,0.0539845758354756,0.0077120822622108,0.0025706940874036,0,0,0.0179948586118252,0.0102827763496144,0,0,0.0925449871465296,0,0.0051413881748072,0,0,0.105398457583548,0,0.0154241645244216,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,11600,0.00255754475703325,0.0434782608695652,0.040920716112532,0,0.00255754475703325,0.0051150895140665,0.0127877237851662,0.0434782608695652,0.0562659846547315,0.0153452685421995,0.49616368286445,0.051150895140665,0.00255754475703325,0,0,0,0.0230179028132992,0.00255754475703325,0,0.00255754475703325,0.10230179028133,0,0.0051150895140665,0,0,0.071611253196931,0.00255754475703325,0.0127877237851662,0,0,0.0051150895140665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,11686,0.00529100529100529,0.0502645502645503,0.0343915343915344,0,0.00264550264550265,0.0132275132275132,0.00793650793650794,0.0185185185185185,0.0317460317460317,0.0158730158730159,0.568783068783069,0.0502645502645503,0.00793650793650794,0,0,0,0.0105820105820106,0.00529100529100529,0,0,0.0687830687830688,0,0.00529100529100529,0,0,0.0767195767195767,0,0.0132275132275132,0,0,0.00529100529100529,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0.00264550264550265,0,0,0,0
1060,11770,0,0.0192307692307692,0.0412087912087912,0,0.010989010989011,0,0.00549450549450549,0.00824175824175824,0.0549450549450549,0.0137362637362637,0.527472527472527,0.0412087912087912,0.0192307692307692,0.00274725274725275,0,0,0.010989010989011,0,0,0,0.126373626373626,0,0.00549450549450549,0,0,0.0659340659340659,0,0.0357142857142857,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,11852,0.0051413881748072,0.0565552699228792,0.0179948586118252,0.0025706940874036,0.0102827763496144,0.0025706940874036,0.0025706940874036,0.025706940874036,0.0437017994858612,0.0154241645244216,0.519280205655527,0.038560411311054,0.0077120822622108,0,0,0,0.0179948586118252,0,0,0,0.0976863753213368,0,0,0,0,0.077120822622108,0,0.0462724935732648,0,0,0.0051413881748072,0.0025706940874036,0,0,0,0,0,0,0,0,0,0.0051413881748072,0,0,0,0,0,0,0
1070,11933,0,0.0595854922279793,0.0284974093264249,0.00259067357512953,0.0077720207253886,0,0.0181347150259067,0.0129533678756477,0.0544041450777202,0.0155440414507772,0.435233160621762,0.0699481865284974,0.0129533678756477,0,0,0,0.0129533678756477,0,0,0,0.155440414507772,0,0.00259067357512953,0,0,0.0673575129533679,0,0.0259067357512953,0,0,0.0155440414507772,0,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0
1075,12012,0.00492610837438424,0.0738916256157636,0.0443349753694581,0,0.00738916256157635,0.0123152709359606,0.00985221674876847,0.041871921182266,0.0517241379310345,0.0123152709359606,0.37192118226601,0.0541871921182266,0.0197044334975369,0,0,0,0.00985221674876847,0.00738916256157635,0,0,0.17487684729064,0,0,0,0,0.0689655172413793,0,0.0295566502463054,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0
1080,12090,0.00523560209424084,0.049738219895288,0.031413612565445,0,0.0130890052356021,0,0.0209424083769634,0.0392670157068063,0.0471204188481675,0.0235602094240838,0.397905759162304,0.0575916230366492,0.031413612565445,0,0,0,0.00523560209424084,0,0,0,0.175392670157068,0,0.0157068062827225,0,0,0.0602094240837696,0,0.0209424083769634,0,0,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0,0
1085,12167,0.00475059382422803,0.0783847980997625,0.0498812351543943,0.00237529691211401,0.00475059382422803,0.0166270783847981,0.00475059382422803,0.0475059382422803,0.0641330166270784,0.0213776722090261,0.356294536817102,0.0641330166270784,0.0190023752969121,0,0,0,0.0118764845605701,0.00237529691211401,0,0,0.147268408551069,0,0,0.00237529691211401,0,0.0665083135391924,0,0.0285035629453682,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0,0.00237529691211401,0,0.00237529691211401,0,0,0,0,0
1090,12242,0.00253807106598985,0.0456852791878173,0.0456852791878173,0,0.0152284263959391,0,0.00761421319796954,0.0380710659898477,0.0558375634517767,0.0152284263959391,0.406091370558376,0.0532994923857868,0.0177664974619289,0,0,0,0.0152284263959391,0.00761421319796954,0.00253807106598985,0,0.137055837563452,0,0.0177664974619289,0,0,0.0736040609137056,0,0.032994923857868,0,0,0.00253807106598985,0,0,0,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0.00253807106598985,0,0,0
1095,12316,0.00537634408602151,0.0349462365591398,0.0295698924731183,0,0.00537634408602151,0.010752688172043,0.010752688172043,0.0376344086021505,0.0349462365591398,0.00806451612903226,0.521505376344086,0.0510752688172043,0.00268817204301075,0,0,0,0.00537634408602151,0.00268817204301075,0,0,0.145161290322581,0,0.00268817204301075,0,0,0.0698924731182796,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,12389,0.00258397932816537,0.0697674418604651,0.0387596899224806,0,0.00516795865633075,0,0.0155038759689922,0.041343669250646,0.0335917312661499,0.00516795865633075,0.462532299741602,0.0645994832041344,0.0155038759689922,0,0,0,0.00516795865633075,0,0,0,0.152454780361757,0,0.00775193798449612,0,0,0.0697674418604651,0,0.00516795865633075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258397932816537,0,0,0,0,0.00258397932816537,0,0
1105,12460,0.00257731958762887,0.0515463917525773,0.0463917525773196,0.00257731958762887,0.00257731958762887,0.0154639175257732,0.0103092783505155,0.0463917525773196,0.0463917525773196,0.0180412371134021,0.463917525773196,0.0515463917525773,0.0103092783505155,0,0,0,0.0154639175257732,0.00257731958762887,0,0,0.123711340206186,0,0,0,0,0.056701030927835,0,0.0257731958762887,0,0,0.00257731958762887,0,0,0,0.00257731958762887,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0
1110,12531,0.0029585798816568,0.0384615384615385,0.0473372781065089,0,0.00591715976331361,0,0.00591715976331361,0.0118343195266272,0.0443786982248521,0.0029585798816568,0.517751479289941,0.0443786982248521,0.0029585798816568,0,0,0,0.0177514792899408,0,0,0,0.192307692307692,0,0.0236686390532544,0,0,0.00887573964497041,0,0.029585798816568,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,12601,0.00847457627118644,0.0423728813559322,0.0338983050847458,0,0.00282485875706215,0.00847457627118644,0.00282485875706215,0.0225988700564972,0.0395480225988701,0.0141242937853107,0.536723163841808,0.0536723163841808,0.0141242937853107,0,0,0,0.0169491525423729,0.00282485875706215,0,0,0.132768361581921,0.00282485875706215,0.00564971751412429,0,0,0.0338983050847458,0,0.0225988700564972,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,12670,0,0.0655737704918033,0.0382513661202186,0,0.00546448087431694,0,0.0218579234972678,0.0109289617486339,0.0655737704918033,0.0136612021857923,0.5,0.0327868852459016,0.0109289617486339,0,0,0,0.0163934426229508,0.00546448087431694,0,0,0.14207650273224,0,0.00819672131147541,0,0,0.0327868852459016,0,0.0300546448087432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,12737,0,0.0529100529100529,0.0238095238095238,0,0.00264550264550265,0.00529100529100529,0.00264550264550265,0.0238095238095238,0.0555555555555556,0.00264550264550265,0.555555555555556,0.044973544973545,0.00529100529100529,0.00264550264550265,0,0,0.0105820105820106,0.00264550264550265,0,0,0.116402116402116,0,0,0,0.00264550264550265,0.0529100529100529,0,0.0291005291005291,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0.00264550264550265,0
1130,12804,0.00581395348837209,0.0377906976744186,0.0203488372093023,0,0.0203488372093023,0,0.00290697674418605,0.00872093023255814,0.0290697674418605,0.0174418604651163,0.575581395348837,0.0465116279069767,0.00581395348837209,0,0,0,0.0203488372093023,0,0,0,0.122093023255814,0.00290697674418605,0.0174418604651163,0,0,0.0319767441860465,0,0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,12962,0,0.0195121951219512,0.0146341463414634,0.0048780487804878,0,0.0146341463414634,0.0048780487804878,0.126829268292683,0.136585365853659,0.0097560975609756,0.570731707317073,0.0097560975609756,0,0,0,0,0.0048780487804878,0,0,0,0.0439024390243902,0,0.0048780487804878,0,0,0.0146341463414634,0,0.0097560975609756,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0
1150,13066,0.00490196078431373,0.0196078431372549,0.0196078431372549,0,0,0.00980392156862745,0,0.0833333333333333,0.151960784313725,0,0.637254901960784,0.00490196078431373,0.00490196078431373,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0.0196078431372549,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0.00490196078431373,0,0,0,0,0
1159,13180,0,0.00934579439252336,0,0,0.0186915887850467,0.0467289719626168,0.0186915887850467,0.308411214953271,0.0934579439252336,0,0.457943925233645,0.00934579439252336,0,0,0,0,0.00934579439252336,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0.00934579439252336
1174,13368,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,13517,0,0,0,0,0,0,0,0.214285714285714,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286
1197,NA,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
