"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Allium","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium","Avena.type","Avena.Triticum","Betula","Brassica","Brassicaceae.undiff.","Campanula.rotundifolia.type","Cannabaceae.undiff.","Carya","Caryophyllaceae","Celtis","Corylus","Cupressaceae","Cyperaceae","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Dryopteris.type","Elaeagnus","Ephedra.trifurca.type","Ephedra.viridis.type","Epilobium","Equisetum","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica","Fraxinus.undiff.","Galium","Gaura","Gentiana.andrewsii.type","Humulus","Indeterminable","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Lemna","Liliaceae","Lycopus.type","Melilotus.type","Morus","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Picea","Pinaceae..vesiculate..undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.aviculare.type","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Prunus.type","Pteridium.type","Quercus","Ranunculaceae.undiff.","Ranunculus.aquatilis.type","Ranunculus.pensylvanicus.type","Rhus","Rosaceae.undiff.","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sparganium.type","Sphaeralcea","Sphagnum","Stuckenia","Thalictrum","Trifolium.repens.type","Triticum.type","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Utricularia","Vitis","Xanthium"
1520,2923,1,1,0,0,0,0,3,0,2,13,22.5,0,0,0,0,154.5,17,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,50,0,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,3,0,0,0,1
1536,3105,0,2,0,0,0,0,1,2,3,25,20,0,1,1,0,270,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,50.5,0,0,128,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,10,0,2,0,9,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,0,0,0,1
1552,3296,0,0,0,0,0,0,4,0,3,34,23,0,0,2,0,179.5,14,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,14,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34,0,0,77,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,1,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1568,3496,1,1,0,0,0,0,5,2,6,10,13,0,0,0,0,226,21,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,1,33,0,0,66,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,6,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1584,3703,0,0,0,0,0,1,2,0,1,31,41,0,0,2,0,187,20.5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37,0,0,53,0,0,0,1,0,0,0,0,3,0,1,0,0,0,2,1.5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3
1603,3958,0,0,0,0,0,0,6,3,4,35,50,0,0,0,0,142,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,6.5,3,38.5,0,0,83,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,35,0,4,0,3,0,0,0,0,2,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0
1616,4138,1,1,0,0,0,0,1,0,1,27,12,0,0,0,0,168.5,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,30,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1632,4365,0.5,0,0,0,0,0,1,1,3,25,9,0,0,1,0,113,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7.5,0,29,0,0,118,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,83,0,24,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1648,4596,0,0,0,0,0,0,5,3,3,15,19,0,0,1,0,230,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,8,1,30,1,0,74,0,1,0,2,1,0,0,0,4,0,0,0,0,5,0,73,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
1664,4826,0,0,0,0,0,0,3,1,3,20,20,0,0,1,0,144,20,0,0,0,0,0,9,0,0,0,0,0,0,0,1,2,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,18.5,3,47.5,0,0,62,0,0,0,0,3,1,0,0,5,0,1,0,0,0,1,16,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1
1680,5055,0.5,0,0,0,0,0,6,0,4,44,36,0,0,0,0,196.5,18,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,27,1,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,67.5,0,0,121,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,4
1691,5209,0.5,0,0,0,0,0,5,1,0,32,23,0,0,0,0,155,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,27,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,9.5,1,35,0,0,80,0,0,0,3,1,0,0,0,3,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1712,5493,0,0,0,0,0,0,2,0,0,35,29,0,0,0,0,184.5,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,36,0,0,57,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
1728,5698,0,0,0,0,0,0,4,3,4,26,73,0,0,3,0,203,31,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,36,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,21.5,0,29,0,0,66,0,0,1,3,5,0,0,0,8,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0
1744,5888,0,0,0,0,1,0,2,0,0,48,45,0,0,0,0,190.5,15,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,16,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,45,0,0,77,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
1760,6063,0.5,0,0,0,0,0,0,4,2,37,48,0,0,3,0,210,24,0,0,0,0,0,6,0,2,0,0,0,1,0,0,1,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,36,1,0,59,0,0,0,1,2,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1776,6226,0,1,0,0,0,0,3,0,2,51,23.5,0,0,4,0,127.5,19,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55.5,0,0,82,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1789,6354,1,0,1,0,0,0,5,3,5,59,19,0,0,3,0,244,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,30,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,35,1,36.5,0,0,90,0,0,0,2,3,1,0,0,11,0,0,0,0,0,1,0,0,2,0,4,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1808,6545,0,1,0,0,0,0,3,0,0,65,27,0,0,2,0,131,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,2,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,74,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1824,6718,0,0,0,0,0,0,2,4,5,99,42,0,0,5,0,264,21,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,43,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14.5,1,52.5,0,0,147,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,4
1840,6910,1,0,1,0,0,0,4,0,1,64,83,0,0,2,0,151,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,3,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,47.5,0,0,67,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1856,7130,1,1,0,0,0,0,3,2,0,79,39,0,0,3,0,120,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,1,7,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,17,5,25,0,0,68,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
1872,7385,0,0,0,0,0,0,1,0,5,93,52,0,0,0,0,160,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.5,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1888,7681,0,0,0,0,0,0,1,0,2,49,36,0,0,4,0,146,27,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,1,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,22.5,0,0,52,0,0,0,0,8,0,0,0,5,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3
1904,8024,0,1,0,0,0,0,6,0,0,43,32,0,0,1,0,157.5,10,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,1,0,34.5,0,0,77,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2
1920,8416,0,0,0,0,0,0,1,0,1,65,54,0,0,1,0,219,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,44,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,3,19,0,0,53,0,0,2,3,5,0,0,0,2,0,0,0,0,0,0,6,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,5
1936,8849,0,3,0,0,0,0,3,0,0,53,80,1,0,0,0,135,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,40,0,0,75,0,0,2,4,0,0,0,0,5,0,1,0,0,2,1,14,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1952,9286,0,0,0,0,0,0,0,0,1,61,117,0,0,0,0,178,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7.5,0,28,0,0,62,0,0,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1
1960,9493,0,4,0,0,0,0,3,0,1,45,56,0,0,1,0,138,10,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,32.5,0,0,90,0,0,0,1,0,0,0,0,5,0,2,0,0,1,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2
1968,9687,0,0,0,0,1,0,0,1,1,68,62,0,0,1,0,218,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,34,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5,9,1,29,0,0,106,0,0,0,2,6,0,0,0,3,0,0,0,1,0,0,1,0,8,0,2,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,1,0,0,3
1976,9862,1,1,0,0,0,0,1,0,1,49,21,0,0,2,0,211,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2,0,26.5,0,0,59,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,8,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1984,10014,0,0,0,0,0,1,0,1,0,37,66,0,0,2,0,215,13,2,0,0,0,0,3,0,0,0,1,0,0,0,1,9,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,8,1,12.5,0,0,95,0,0,0,1,2,1,0,1,5,0,0,0,0,1,1,0,0,11,0,3,0,0,1,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,1
2004,10315,0,2,0,0,1,0,1,1,0,34,50,0,0,1,0,218,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,54,0,2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0.5,14,0,28,0,0,104,0,0,0,5,0,0,0,0,9,0,0,0,1,2,1,0,0,12,0,2,0,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,5
2008,10367,0,0,0,0,0,0,0,2,1,25,17,0,1,0,0,182,8,1,0,0,0,0,5,0,0,0,0,0,0,1,4,8,61,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,3,0,0,0,3,3.5,0.5,12.5,1,21,0,0,139,0,0,0,1,2,2,0,1,11,0,0,0,0,2,0,0,0,16,0,2,0,0,3,0,1,0,0,0,2,0,0,7,14,0,0,0,0,0,0,0
2012,10417,0.5,1,0,0,2,0,1,0,0,36,91,0,0,0,0,315,9,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,61,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,1.5,12.5,2,23,0,1,160,0,1,1,4,4,2,0,0,12,0,0,0,0,5,0,0,0,16,0,1,0,0,6,0,0,0,0,0,0,0,0,4,19,1,0,0,0,0,0,0
2016,10467,0,1,0,0,0,0,5,1,0,51,35,0,0,1,0,246,11,0,0,0,0,0,3,0,1,0,0,0,0,0,4,9,84,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,9,15.5,1,12,2,27.5,0,0,166,0,0,1,7,0,1,0,0,19,0,0,0,0,5,0,0,0,22,0,7,0,0,4,1,0,0,0,0,3,0,0,13,23,0,0,0,0,0,1,8
2020,10515,2,1,0,0,1,0,4,2,0,39,30,0,0,0,0,117,5,1,0,0,0,0,12,0,0,0,0,0,0,0,8,9,53,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,20,1,1,0,0,0,0,1,0,0,0,0,0,0,5,2.5,1,7,2,28,0,0,127,1,0,1,6,4,0,0,1,15,0,0,0,1,1,0,0,0,18,0,3,0,0,6,1,0,0,0,0,1,0,0,14,15,0,0,0,0,0,0,3
2028,10610,1,0,0,0,0,0,1,0,0,12,16,0,0,2,0,92,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,10,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,1.5,3,0,23,0,0,143,0,0,1,2,9,0,0,0,2,0,0,0,0,2,1,0,0,10,0,1,0,0,3,0,4,0,0,0,0,0,0,44,5,0,0,0,0,0,0,0
2032,NA,0,0,0,0,0,0,1,0,0,9,13,0,0,0,0,47,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,22,0,0,116,0,0,0,1,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0
