"sample.depths","sample.ages","upland.sum","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
1665.8,2290,398.5,0,9,1,38,67,3,11,0,0,1,40,2,143,2,1,0,0,3.5,32.5,0,1,8,2,0,1,23.5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674.2,2480,465,2,11,1,28,89,4,15,0,0,4,63,1,153,1,0,0,0,2,35,0,0,16.5,3,0,3,16,5,0,1,0,0,1,1,0,1,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682.5,2674,481,0,5,2,41,107,6,15,0,0,2,50,1,162,3,0,0,0,1,28,0,0,11,1,0,2,23,6,0,2,0,0,0,0,0,1,2,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690.8,2869,383.5,1,6,0,49,37,4,26,2,0,1,38,0,133,0,0,0,0,1,44.5,0,0,13,0,0,0,16,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699.2,3065,452.5,1,10,2,60,93.5,16,21,5,0,0,25,0,87,3,1,0,0,4,36.5,0,1,17,0,0,4,38,4,4,2,0,0,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707.5,3260,458,0,9,0,63,81,7,20,0,0,2,38,5,137,3,1,0,0,1,46,0,1,15,0,0,0,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715.8,3454,790.5,2,9,2,123,154.5,10,19,2,0,4,91,5,220,5,0,0,0,1.5,37.5,0,2,26,5,0,3,47,4,4,1,0,0,0,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,3552,597.5,1,8,4,90,128,7,30,7,2,1,55,6,144,0,0,0,0,1.5,35,0,0,16,0,0,2,28,5,1,1,0,2,0,1,0,0,3,0,0,0,0,3,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728.2,3744,383,0,6,0,47,58,6,8,0,0,5,51,6,103,0,0,0,0,7,23,1,0,14,3,0,0,21,4,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736.3,3934,411,1,11,1,35,83,6,9,0,0,3,41,1,131,0,3,0,0,0,30,0,1,13,0,0,0,19,2,0,4,0,0,0,1,0,3,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1744.5,4126,464,0,13,0,66,147,4,22,0,0,2,55,5,19,0,0,0,0,4,31,0,0,21,2,0,0,48,6,0,1,0,0,0,0,1,0,5,0,0,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752.7,4318,512,0,5,0,32,136,2,18,0,0,2,42,3,169,2,1,0,0,0,29.5,1,3,17,0,0,0,30,0,4,0,0,0,1,3,0,1,0,1.5,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760.8,4508,497.5,0,34,0,18,138,10,24,3,2,7,57,3,124,0,1,0,0,2,28.5,2,0,6,0,0,0,15,3,0,0,0,0,0,1,0,2,7,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,4700,401.5,0,4,0,7,117,2,11,0,0,1,55,1,120,1,0,1,0,1,45.5,0,0,2,0,0,1,17,1,0,0,0,0,0,0,0,1,1,0,0,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777.1,4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785.3,5082,585,0.5,15,0,44,117.5,9,38,0,0,2,83.5,1,108,5,0,0,0,2,71.5,1,3,12,4,0,2,30,2,2,1,0,0,0,0,0,3,0,1,0,2,0,3,4,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1793.5,5274,626.5,0,17,0,52,114,2,29,0,0,0,117,2,170,0,0,0,0,6.5,24,0,1,12,4,0,0,40,3,0,1,0,2,1,1,0,2,3,0,0,9,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1801.6,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809.8,5438,722.5,0,7,0,124,200,6,26,2,0,1,77,4,94,0,0,0,0,0,38.5,0,1,22,3,0,4,72,11,3,0,0,0,0,0,0,10,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,5520,423,2,5,0,49,114.5,1,16,1,0,6,30,0,105,2,2,0,0,0,44.5,2,0,10,3,0,1,15,5,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,5580,443.5,0,7,0,61,125,3,22,1,0,3,39,1,42,0,0,0,0,4,33.5,0,2,30,5,0,1,24,8,7,0,0,0,0,1,0,10,5,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,5661,468.5,0,6,0,48,95.5,4,17,0,1,3,51.5,4,142,0,0,0,0,2.5,37,0,1,13,1,0,3,12,8,0,0,0,0,1,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1840,5741,601,0,10,0,75,124,9,62,2,0,6,63,5,114,0,0,0,0,8,43,0,1,22,0,0,3,18,4,1,0,0,0,0,0,0,5,4,1,0,2,0,1,9,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,5821,551.5,1,24,0,155,41,7,12,0,1,1,40,2,161,2,0,0,0,0,35,0,1,11,4,0,3,18,1,3,1,0,0,0.5,0,0,11,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,5902,630,0,11,0,144,141,2,21,2,0,4,74,2,80,0,0,0,1,0,28,0,4,18,6,0,7,38,3,5,0,0,0,0,1,0,19,9,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,5982,529.5,0,1,0,122,140,9,37,2,1,0,19.5,3,82,0,0,0,0,1,29,0,1,7,1,0,1,48.5,1,4,0,0,0,0,1,0,6,4,1,0,0,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1872,6063,514,0,6,0,52,110,2,39,0,0,3,66,1,148,0,0,1,0,0.5,23.5,0,0,20,3,0,0,23,3,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,6143,411.5,3,6,0,36,90.5,0,20,0,0,3,62,0,75,0,1,0,0,2,36,0,0,12,0,0,4,36,4,0,1,0,0,0,1,0,2,3,1,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,6185,1788,0,10,0,348,598,4,56,2,0,4,142,7,297,0,0,0,0,4,79,0,0,20,5,0,5,133,7,0,1,0,0,4,2,1,34,4,0,0,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,6270,482.5,1,4,0,79,212,3,30,0,0,1,22,1,61,1,0,0,0,3,15,0,0,7,2,0,0,27,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,6355,437.5,1,4,0,93,106,4,27,1,0,0,49,2,66,0,0,0,0,1,28.5,0,0,9,2,0,0,9,9,0,1,0,0,0,0,0,6,2,0,0,2,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,6440,357.5,0,6,1,25,70,3,19,0,0,4,49,3,110,0,0,0,0,3,19,0,0,6,3,0,3,14,4,0,1,0,1,1,0,0,0,1,1,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1920,6525,779.5,0,11,0,169,237,3,67,4,1,6,53,12,106,0,0,0,0,1.5,29,0,3,14,1,0,2,17,8,0,0,0,0,1,1,0,11,3,0,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928.3,6614,414,0,4,0,58,122,0,19,0.5,1,1,45,0,77,0,2,0,0,0,28.5,0,2,8,0,0,1,15,1,2,1,0,0,4,3,0,0,1,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936.7,6703,1095,0,15,0,199,280,3,87,1,0,4,67,8,238,0,0,0,0,7,53,0,1,37,1,0,5,37,9,0,1,0,0,1,2,0,12,8,1,0,2,1,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,6791,576.5,0,10,0,64,210,2,26,0,0,6,47,2,99,0,0,0,0,1.5,40,0,1,14,1,0,1,18,9,0,0,0,0,2,0,0,6,1,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953.3,6879,501.5,0,8,0,81,149,0,30,0,0,2,27,4,102,0,1,0,0,5,20.5,0,6,15,2,0,4,12,6,0,2,0,0,0,0,0,3,3,0,0,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961.7,6969,556.5,1,6,1,72,151,3,49.5,3,0,5,53,4,103.5,0,0,0,0,1.5,38,4,2,24,1,0,2,10,4,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,7057,321.5,2,0,0,119,62,2,34,0,0,3,51,0,3,0,0,1,0,4,13.5,0,1,12,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978.3,7145,489,1,8,0,64,149,2,49,1,0,3,32,3,103,5,0,0,0,0,15,0,2,6,2,0,3,18,4,0,1,0,0,0,1,0,6,3,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986.7,7234,444.5,1,0,2,104,82,3,48,1,0,2,18,2,95,1,0,0,0,1,21,0,1,12,1,0,2,31,2,2,1,0,1,1,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7247,575,0,5,0,122,183,2,28,0,0,3,60,2,41,3,1,0,0,0,17.5,0,2,16,0,0,1,47,5,1,1,0,0,0,0,0,24,4,1,0,0,0,1,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003.3,7260,406.5,1,3,1,104,45,2,42,0,0,3,57,4,60,4,0,0,0,1,15,0,1,12,3,0,3,13,4,5,1,0,0,1,0,0,9,2,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.7,7274,516.5,0,9,0,88,89,2,61,0,0,4,36,5,110,1,0,0,0,0,48.5,0,1,23,0,0,5,17,3,0,1,0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,7287,415.5,0,1,2,83,99,0,40,0,0,0,29,0,76,8,0,1,0,6.5,14,0,1,7,0,0,0,16,3,6,0,0,0,0,2,0,6,0,1,0,1,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024.3,7294,532.5,0,11,0,108,101.5,4,58,0,0,5,36.5,6,79,4,0,0,0,2,32.5,0,1,11,2,0,5,26,8,3,2,0,0,0,0,0,9,5,1,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2032.8,7307,424,0,1,1,51,65,3,53,1,0,4,51,2,99,5,0,0,0,12,16,0,0,12,3,0,5,16,6,0,0,0,1,0,1,0,7,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041.3,7320,536,1,2,0,140,79.5,2,38,2,0,3,58,1,91,0,1,0,0,2,44.5,0,0,6,3,0,4,20,6,1,0,0,0,0,0,0,14,5,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049.8,7334,421.5,1,2,0,81,108.5,1,42,2,1,1,44,2,42,2,0,1,0,6,11,0,1,9,1,0,3,27,3,8,0,0,0,2,1,0,11,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058.3,7347,433,0,1,0,134,90,2,40,2,0,1,25,2,20,5,0,0,0,1,12,0,1,8,1,0,0,28,6,15,1,0,0,0,1,0,34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066.8,7360,422,2,1,0,102,48,0,54,0,0,3,34,0,78,3,0,0,0,12,4,0,2,3,0,0,2,18,0,8,0,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075.3,7374,480.5,1,4,0,156,54,0,34,0.5,0,4,43,3,54,3,0,0,0,0,15,0,4,10,6,0,3,25,5,3,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083.8,7387,537.5,0,1,1,264,24,1,37,0,0,2,33,2,32,12,0,0,0,4.5,3,0,4,10,1,0,0,41,1,9,0,0,0,0,1,0,43,1,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092.3,7401,667,2,3,1,241,66.5,2,92,0.5,0,3,31,6,59,16,0,1,0,3.5,23.5,0,3,10,4,0,3,29,13,4,4,0,0,1,2,0,17,9,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100.8,7414,461.5,0,2,1,91,41,3,54,1,1,5,27,0,49,5,0,0,0,12.5,5,0,10,2,1,0,1,108,1,1,0,0,1,0,1,0,27,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109.4,7427,437.5,2,1,0,136,21,2,46,2,0,5,37,5,37,4,1,0,0,2.5,43,0,5,5,4,0,1,33,3,2,4,0,0,0,0,0,2,8,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
