"sample.depths","sample.ages","Abies","Acer.saccharum","Alnus","Betula","Carya","Cephalanthus","Corylus","Eucalyptus","Fraxinus","Juglans","Juniperus","Larix","Ostrya.Carpinus","Other.shrubs","Other.trees","Picea","Pinus","Platanus","Populus","Quercus","Salix","Tilia","Ulmus","Ambrosia.Iva","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae","Cyperaceae","Other.herbs","Poaceae","Lycopodium","Polypodiaceae","Pteridium","Nuphar","Other.aquatics","Typha.angustifolia","Typha.latifolia","Indeterminable"
3026.5,7946,0,3,4,9,13,0,1,344,4,0,1,0,67,2,0,18,34,0,0,81,2,23,79,38,18,13,17,21,2,79,0,5,1,0,3,2,2,11
3028.5,7961,0,1,3,24,12,0,7,604,4,1,1,0,13,0,1,7,24,1,1,69,5,8,32,77,31,4,13,12,1,52,0,1,0,0,0,0,1,20
3030.5,7975,0,3,0,9,19,0,3,286,5,1,3,0,52,2,3,28,14,1,0,64,1,23,81,117,14,3,16,16,1,75,0,6,2,0,0,1,0,3
3032.5,7990,0,4,1,10,9,1,3,358,3,2,0,0,25,0,0,20,24,0,0,60,3,15,67,125,18,5,17,11,0,82,1,3,0,0,1,0,3,3
3034.5,8004,0,2,0,9,7,1,2,284,2,1,0,0,31,1,1,16,32,1,1,51,0,37,52,91,5,8,12,10,1,56,1,6,0,0,0,0,1,0
3036.5,8019,0,1,1,12,16,0,2,377,11,2,0,0,66,1,0,2,25,0,0,77,4,15,177,157,11,6,15,4,2,71,0,2,0,0,1,0,3,4
3038.5,8034,0,2,2,20,5,0,1,524,10,0,1,0,21,1,0,8,16,0,0,53,1,11,93,94,13,5,16,5,0,52,0,1,0,0,0,1,1,1
3040.5,8048,0,2,5,11,12,1,7,481,6,0,0,0,40,2,1,5,16,3,0,81,1,32,100,117,17,5,21,10,2,68,0,5,0,0,0,1,0,2
3042.5,8063,0,5,4,8,4,0,6,505,6,1,1,0,70,3,0,6,30,0,2,85,0,55,79,244,20,11,19,7,4,61,0,10,1,1,0,0,4,2
3044.5,8077,0,2,2,5,6,0,5,577,1,0,0,0,56,2,0,6,19,0,0,82,1,17,77,135,14,8,22,11,1,62,0,3,1,0,0,1,3,4
3046.5,8092,0,1,3,7,10,0,4,370,1,0,2,0,34,5,0,9,36,0,0,98,2,34,151,284,17,15,27,10,0,69,0,5,0,1,0,2,3,0
3048.5,8106,0,1,1,11,2,0,0,174,2,1,3,0,9,1,0,4,12,0,0,23,2,15,52,122,9,3,14,1,0,22,0,3,1,0,0,2,1,6
3052.5,8136,0,6,1,3,3,0,5,456,1,1,3,0,83,0,4,0,10,1,0,140,0,11,118,95,20,8,11,6,2,31,0,3,1,0,0,0,0,1
3054.5,8150,0,0,1,5,1,0,3,269,5,0,2,0,61,2,2,0,16,0,0,104,5,19,153,71,18,7,12,3,3,31,0,2,0,0,0,0,0,2
3056.5,8165,0,1,1,8,16,1,7,106,6,0,3,0,35,2,1,2,14,0,1,225,1,16,196,102,17,5,22,4,2,41,0,3,0,0,1,0,2,3
3058.5,8179,0,4,0,4,21,0,4,179,2,0,2,0,19,4,1,0,16,2,4,99,0,6,130,154,11,5,17,5,2,37,0,0,0,0,0,0,3,0
3060.5,8194,0,1,2,4,6,1,2,624,8,0,0,0,47,1,1,0,16,1,2,151,5,10,321,146,25,11,47,10,5,83,0,1,0,0,2,0,3,7
3062.5,8208,0,1,2,1,11,0,0,104,6,1,0,0,28,1,3,2,2,0,0,66,0,10,203,115,24,8,30,10,0,50,0,4,0,1,1,0,4,0
3064.5,8223,0,3,3,8,5,0,1,239,8,0,0,0,40,1,2,5,21,0,0,100,2,12,112,131,26,6,25,7,0,47,0,5,1,0,0,0,4,0
3066.5,8238,0,0,2,8,17,0,1,51,3,2,1,0,45,1,3,3,14,0,1,79,2,12,125,122,26,7,33,7,0,32,0,16,1,2,0,0,7,0
3068.5,8252,0,0,1,13,18,0,4,168,3,1,2,0,55,1,0,4,15,0,0,82,3,18,123,156,22,10,32,13,2,32,0,7,0,2,0,2,8,5
3070.5,8267,0,4,3,9,22,0,4,383,9,4,1,0,67,1,0,4,25,0,0,152,3,9,156,170,20,3,47,14,1,38,0,12,1,4,0,1,7,2
3072.5,8281,0,5,1,10,16,1,7,98,8,5,0,0,99,3,4,2,26,1,0,139,1,16,171,177,15,14,30,10,2,41,0,11,0,3,0,1,5,1
3074.5,8296,2,6,4,2,18,0,7,143,5,2,0,1,66,1,4,6,22,0,0,189,7,8,211,245,41,12,38,14,1,75,0,10,0,0,1,1,12,1
3076.5,8310,0,4,1,11,10,0,3,113,4,1,5,0,64,2,2,6,21,1,0,86,6,9,92,134,22,13,29,5,0,47,0,10,1,0,1,2,3,3
3080.5,8340,1,5,5,13,11,0,4,43,0,1,1,0,37,1,2,6,22,0,0,100,2,11,106,83,19,6,17,7,0,30,0,14,0,0,0,2,6,2
3082.5,8354,0,4,1,6,17,0,0,41,5,1,0,0,33,1,0,5,28,0,0,86,3,8,114,137,13,5,29,20,1,42,0,16,1,0,1,0,9,3
3084.5,8369,0,5,0,6,7,2,3,170,0,1,1,0,82,2,6,4,16,1,0,107,7,8,53,176,28,10,35,9,2,42,0,9,1,1,1,1,7,4
3086.5,8383,0,2,2,3,4,0,3,46,5,2,0,0,71,1,0,2,7,0,0,94,2,2,115,111,26,7,23,7,1,31,0,2,0,0,0,0,6,6
3088.5,8398,0,10,2,8,19,1,5,153,10,0,1,0,54,0,3,0,9,1,1,185,8,0,88,40,16,4,11,20,1,39,0,1,1,0,0,0,1,8
3090.5,8412,0,1,8,14,3,0,39,134,3,1,0,0,78,1,0,4,23,0,0,109,6,9,77,93,12,8,42,8,0,23,0,10,0,0,1,2,7,2
3112.5,8573,2,0,1,8,10,0,2,103,9,1,0,0,55,1,2,6,30,0,0,148,1,12,88,102,16,11,25,21,4,46,0,16,2,2,3,0,5,2
3114.5,8587,0,1,3,11,5,0,24,212,10,3,0,0,16,0,0,2,16,0,4,132,8,11,51,94,33,2,19,13,0,37,3,11,0,0,0,2,4,6
3116.5,8602,0,5,1,15,15,1,12,151,14,1,1,0,136,2,1,6,37,2,0,239,9,19,167,160,37,12,48,30,1,43,0,13,0,2,2,0,5,1
3118.5,8617,0,3,1,8,5,1,5,107,5,0,0,0,63,0,1,6,24,1,0,104,0,18,101,97,23,7,24,11,0,29,0,7,1,0,0,0,2,1
3120.5,8631,1,3,0,13,9,0,9,97,4,2,0,0,71,0,0,7,32,0,0,116,1,16,114,123,22,5,57,19,0,35,0,17,0,1,0,0,6,1
3122.5,8646,0,2,1,0,10,1,6,81,7,1,1,0,118,3,2,30,6,3,0,119,2,18,119,82,15,2,22,18,0,27,0,16,2,4,0,0,3,2
3124.5,8660,0,3,1,22,19,0,8,173,5,3,2,0,53,0,2,2,23,1,0,137,2,17,107,48,13,4,20,15,1,22,0,7,1,0,0,0,4,6
3126.5,8675,0,5,5,12,17,0,9,254,6,7,0,0,77,5,0,10,37,1,0,174,0,15,123,72,19,5,25,31,4,23,0,15,1,3,0,0,9,4
3128.5,8689,0,3,1,3,14,0,4,331,6,2,1,0,94,1,0,4,20,0,0,161,2,18,85,58,18,11,29,21,1,33,0,13,1,0,1,1,6,4
3130.5,8704,0,2,1,7,24,0,6,145,7,5,0,0,45,1,1,8,47,0,0,106,3,21,75,55,22,4,27,38,2,39,0,38,2,2,3,2,4,2
3132.5,8719,2,3,2,6,22,0,5,115,3,5,2,0,39,0,0,9,37,0,0,117,3,20,60,50,16,7,27,27,0,45,0,20,2,4,4,2,8,2
3134.5,8733,0,2,0,31,26,0,19,412,11,5,1,0,15,1,0,2,25,0,0,139,5,24,61,39,33,5,20,14,1,31,0,24,2,0,0,0,4,4
3136.5,8748,0,3,1,10,20,0,10,69,6,2,1,0,62,2,1,4,38,0,0,163,1,14,82,52,16,3,16,31,1,41,0,18,0,0,1,2,8,3
3138.5,8762,1,3,4,10,23,0,7,138,4,6,0,0,36,3,2,7,26,1,0,121,0,16,85,51,21,10,19,17,1,53,0,22,2,2,2,0,7,1
3142.5,8789,0,0,1,6,18,0,4,106,5,3,1,0,32,0,0,4,14,1,0,110,2,10,39,32,11,8,12,13,1,31,0,15,0,0,0,1,3,3
3144.5,8803,0,8,1,32,18,0,13,649,15,3,2,0,12,1,0,3,39,2,0,121,3,9,64,55,30,3,23,23,1,43,0,39,2,3,1,1,15,11
3146.5,8816,0,2,2,6,14,1,6,305,10,4,2,0,21,0,2,6,50,0,0,90,0,5,68,62,15,11,29,32,0,50,0,37,1,2,3,1,13,1
3148.5,8830,2,3,5,22,15,0,13,323,8,3,0,0,34,0,1,11,68,3,0,102,0,12,91,102,27,8,38,15,1,53,0,35,2,4,6,1,11,3
3150.5,8843,0,4,4,1,8,0,7,165,3,4,1,0,37,1,0,4,36,0,0,78,1,16,57,87,13,19,44,37,1,61,0,43,0,1,5,1,10,2
3152.5,8857,1,1,1,9,8,0,8,52,3,4,2,0,28,1,2,4,26,0,0,61,2,9,48,65,12,10,18,31,1,38,0,20,1,2,0,0,12,2
3154.5,8870,0,8,1,18,8,0,8,348,6,5,2,0,32,1,0,2,30,0,0,76,2,12,100,75,16,2,27,25,3,42,1,12,0,3,2,0,3,4
3156.5,8884,0,2,4,3,24,0,5,425,8,3,3,0,121,0,0,2,12,0,0,81,0,5,136,44,19,3,13,12,1,42,0,16,0,0,0,2,4,2
3158.5,8897,0,2,0,1,55,0,4,153,19,11,3,0,79,1,1,3,16,0,0,80,0,24,261,29,21,4,18,17,1,24,0,20,0,2,0,0,4,2
3160.5,8911,0,1,3,5,18,0,5,133,8,4,1,0,81,3,1,2,31,0,0,89,0,23,120,48,25,15,18,20,1,38,0,17,1,1,1,1,5,2
3162.5,8924,1,3,4,11,7,0,13,74,4,2,1,0,40,0,0,2,33,1,0,108,1,27,85,15,24,13,30,14,0,34,0,19,0,2,0,1,7,2
3164.5,8938,0,0,2,8,10,0,1,352,1,3,1,0,17,1,0,1,24,1,0,35,3,2,59,33,23,3,18,11,0,49,0,7,1,0,0,0,4,2
3188.5,9099,0,10,1,3,7,0,4,130,7,6,1,0,64,1,1,4,19,1,1,170,0,12,132,31,12,1,7,12,0,35,1,6,0,4,2,0,6,2
3198.5,9167,0,3,2,0,27,0,4,137,4,8,0,0,53,1,0,3,29,0,1,126,0,14,147,24,19,2,6,11,0,19,0,9,0,1,5,0,6,3
3208.5,9234,0,3,2,11,20,0,19,156,2,3,3,0,19,0,0,1,26,4,0,125,2,16,122,44,27,1,14,9,0,37,0,12,2,1,3,0,3,9
3218.5,9301,1,1,0,4,32,0,3,154,4,8,0,0,40,0,1,2,24,1,3,135,0,12,191,27,13,2,19,7,2,23,0,20,1,2,2,0,10,5
3228.5,9369,0,1,1,10,54,0,1,281,9,2,3,0,46,0,0,0,15,0,0,172,2,17,111,21,23,4,19,23,0,24,0,11,0,1,1,0,4,2
3238.5,9436,0,3,1,14,11,0,6,237,2,7,1,0,119,1,0,2,37,0,0,78,1,10,75,36,13,7,10,10,1,32,0,34,1,4,2,0,9,0
3248.5,9504,0,3,1,9,54,0,1,134,0,3,0,0,61,1,0,4,19,0,0,156,0,29,169,24,16,5,8,8,0,34,0,9,0,4,1,0,4,1
3263.5,9605,0,2,1,4,41,1,2,109,2,3,1,0,47,1,0,2,17,0,0,160,0,23,201,43,7,4,11,10,0,29,0,12,1,0,0,3,0,2
3273.5,9672,0,5,2,4,14,0,0,80,1,5,0,0,68,1,0,2,12,0,0,63,0,14,321,13,7,3,8,7,0,23,0,2,1,1,2,1,5,1
3283.5,9739,0,4,1,4,17,0,2,69,0,7,0,0,68,0,0,1,10,0,0,81,0,14,305,15,9,2,6,5,0,15,0,3,1,0,0,0,2,1
3293.5,9807,1,1,1,3,22,0,1,50,4,2,0,0,78,0,0,0,20,0,0,81,1,16,323,24,7,0,4,3,0,15,0,7,0,2,0,1,1,0
3303.5,9874,0,4,2,30,15,0,4,106,9,1,1,0,59,0,0,0,10,0,1,86,0,22,255,27,13,0,10,2,0,12,0,3,0,2,0,0,2,4
3313.5,9941,0,12,1,5,22,0,14,112,24,0,0,0,15,0,0,0,16,5,2,177,1,22,272,21,9,1,4,1,0,18,0,2,4,1,0,1,0,2
3327.5,10036,0,15,4,6,42,0,7,94,11,5,0,0,36,0,0,0,18,1,0,198,3,33,659,13,9,2,4,5,1,25,0,13,0,1,0,1,5,2
3342.5,10137,0,13,4,30,11,0,9,106,10,53,1,0,67,0,6,0,20,2,0,161,0,51,342,16,6,2,3,11,0,14,0,5,0,0,1,1,1,7
3347.5,10171,0,2,7,88,4,0,6,87,45,1,0,0,2,1,0,0,14,0,0,152,5,7,177,5,6,0,1,3,1,11,0,2,0,0,0,1,0,10
3357.5,10238,0,1,17,341,4,0,7,106,41,1,0,0,2,1,0,6,26,0,0,33,7,1,76,2,8,2,1,5,0,6,0,2,0,0,0,1,1,4
3368.5,10766,4,1,75,239,2,0,16,281,23,0,2,0,2,0,0,22,20,2,1,29,7,0,27,2,10,2,2,14,0,5,0,0,0,1,0,0,1,5
3388.5,11725,2,0,54,129,2,0,10,551,12,0,7,2,8,0,0,68,77,0,3,22,1,0,16,14,29,1,9,22,1,33,0,2,2,6,2,10,2,6
