"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Clethra","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Liquidambar","Liriodendron","Magnolia","Moraceae","Myrica","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Picea.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus","Rhus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Vitis","Allium","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Boraginaceae","Brassicaceae","Cannabis.sativa","Caryophyllaceae","Cerealia.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae.undiff.","Fabaceae.undiff.","Hypericum","Impatiens","Iva.annua.type","Lamiaceae","Plantago.undiff.","Plantago.rigida.type","Poaceae.undiff.","Polygonaceae.undiff.","Ranunculus","Rosaceae","Rumex","Saxifragaceae","Secale","Thalictrum","Trifolium","Urticaceae","Xyris","Zea"
144,1405,0,0,0,0.0032,0,0.0096,0,0.072,0.0016,0.0224,0.0032,0.0032,0,0,0,0.0064,0.0144,0.0048,0.0272,0.0016,0.0064,0,0.0016,0.0032,0.0016,0,0,0,0.048,0,0.0064,0.0016,0,0.0032,0.0032,0.0016,0.336,0.0032,0,0.3136,0,0,0,0,0.024,0.008,0,0,0,0.0032,0,0,0.0048,0,0,0,0,0,0,0,0.0064,0.0016,0,0,0,0.0016,0,0.0304,0.0208,0,0,0,0,0,0,0,0,0,0,0
152,1501,0,0,0.003189793,0.007974482,0,0.011164274,0,0.071770335,0,0.03030303,0.001594896,0,0,0,0,0.012759171,0.033492823,0,0.027113238,0.003189793,0.006379585,0,0,0,0.001594896,0,0,0,0.031897927,0,0.009569378,0.001594896,0,0,0.022328549,0.006379585,0.330143541,0,0,0.275917065,0,0,0,0.001594896,0.03030303,0.003189793,0,0,0,0.001594896,0,0,0.006379585,0,0,0,0,0,0,0,0.001594896,0,0,0,0,0,0,0.04784689,0.015948963,0,0,0.001594896,0.001594896,0,0,0,0,0,0,0
160,1598,0.000926784,0,0.002780352,0.012974977,0,0.018535681,0,0.084337349,0.001853568,0.015755329,0.00463392,0,0,0,0.000926784,0.005560704,0.016682113,0.00463392,0.039851715,0,0.00463392,0,0,0,0.000926784,0,0,0,0.03429101,0,0.009267841,0.000926784,0,0.001853568,0.024096386,0.005560704,0.279888786,0.000926784,0.000926784,0.235403151,0,0,0,0,0.02502317,0.009267841,0,0,0,0.000926784,0.002780352,0,0.002780352,0,0,0,0,0,0,0.000926784,0.007414272,0,0,0,0,0,0,0.084337349,0.058387396,0,0,0,0,0,0,0,0,0,0,0
168,1711,0,0,0,0.00487013,0,0.012987013,0,0.064935065,0,0.021103896,0.006493506,0,0,0.003246753,0,0.003246753,0.011363636,0.006493506,0.055194805,0.003246753,0.006493506,0,0,0,0,0,0,0,0.055194805,0,0.008116883,0,0,0.003246753,0.027597403,0.003246753,0.256493506,0.003246753,0,0.266233766,0,0,0.001623377,0,0.053571429,0.008116883,0,0,0,0.003246753,0,0,0.006493506,0,0,0,0,0,0,0,0.006493506,0,0,0,0,0,0,0.076298701,0.017857143,0,0,0,0,0,0,0.001623377,0,0,0.001623377,0
176,1824,0,0,0.003546099,0.008865248,0,0.014184397,0,0.062056738,0.00177305,0.021276596,0.005319149,0,0,0.007092199,0,0.014184397,0.019503546,0.003546099,0.026595745,0.005319149,0.003546099,0,0.003546099,0,0,0,0,0,0.044326241,0,0,0.003546099,0,0.00177305,0.024822695,0.007092199,0.25,0.00177305,0,0.304964539,0,0,0,0,0.04787234,0.007092199,0,0.00177305,0.00177305,0.005319149,0,0,0.005319149,0,0,0,0,0,0,0,0.003546099,0,0,0,0,0,0,0.078014184,0.010638298,0,0,0,0,0,0,0,0,0,0,0
184,1936,0.003194888,0,0.001597444,0.004792332,0,0.011182109,0,0.054313099,0,0.02715655,0.001597444,0.001597444,0,0.003194888,0.001597444,0.00798722,0.022364217,0.004792332,0.038338658,0,0.011182109,0,0,0.001597444,0,0,0,0,0.041533546,0.003194888,0.003194888,0.001597444,0,0.001597444,0.054313099,0.006389776,0.265175719,0.003194888,0,0.28913738,0,0,0,0,0.041533546,0.00798722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001597444,0,0,0,0,0,0,0.068690096,0.012779553,0.001597444,0,0,0,0,0,0,0,0,0,0
192,2049,0,0,0.001146789,0.006880734,0,0.016055046,0,0.080275229,0.003440367,0.026376147,0.005733945,0,0,0,0,0.010321101,0.014908257,0.006880734,0.035550459,0.006880734,0.006880734,0,0.006880734,0.002293578,0.002293578,0,0,0,0.033256881,0.002293578,0.004587156,0,0,0.004587156,0.032110092,0.012614679,0.287844037,0.002293578,0,0.252293578,0.001146789,0,0,0.002293578,0.036697248,0.006880734,0,0,0,0.001146789,0,0.001146789,0.006880734,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0.06766055,0.008027523,0,0.001146789,0,0,0,0,0,0,0,0,0
200,NA,0,0,0.001689189,0.013513514,0,0.028716216,0,0.089527027,0.003378378,0.013513514,0.008445946,0,0,0,0,0.02027027,0.011824324,0.003378378,0.037162162,0,0.008445946,0,0.001689189,0.001689189,0,0,0.001689189,0,0.037162162,0.001689189,0.008445946,0,0,0.003378378,0.015202703,0.010135135,0.241554054,0.006756757,0,0.282094595,0,0,0,0,0.047297297,0.011824324,0,0,0,0.001689189,0,0,0.001689189,0,0,0,0,0,0,0,0.005067568,0,0,0,0,0,0,0.074324324,0.006756757,0,0,0,0,0,0,0,0,0,0,0
208,NA,0.001779359,0,0,0.003558719,0.001779359,0.008896797,0,0.081850534,0.007117438,0.019572954,0.008896797,0,0,0.003558719,0,0.012455516,0.019572954,0,0.035587189,0.001779359,0.003558719,0,0,0.003558719,0.001779359,0,0.001779359,0,0.049822064,0.001779359,0.005338078,0,0,0.003558719,0.069395018,0.016014235,0.270462633,0,0,0.233096085,0,0,0,0,0.051601423,0.003558719,0,0,0,0.003558719,0,0.001779359,0,0,0,0,0,0,0,0,0.005338078,0,0,0,0,0,0,0.06227758,0.005338078,0,0,0,0,0,0,0,0,0,0,0
216,NA,0,0,0,0.002967359,0.004451039,0.019287834,0,0.077151335,0.004451039,0.017804154,0,0,0,0,0,0.007418398,0.005934718,0,0.038575668,0.00148368,0.005934718,0,0.011869436,0.00148368,0,0,0,0.00148368,0.034124629,0.002967359,0.019287834,0.00148368,0,0.00148368,0.014836795,0.007418398,0.326409496,0,0,0.255192878,0,0,0,0.00148368,0.03264095,0.004451039,0,0,0,0,0,0.00148368,0.004451039,0,0,0,0,0,0,0,0.002967359,0,0,0,0.00148368,0,0,0.075667656,0.011869436,0,0,0,0,0,0,0,0,0,0,0
