"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Liquidambar","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia.type","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Rosaceae","Rumex","Thalictrum","Xanthium"
85,783,0,0.0110497237569061,0.00552486187845304,0.00552486187845304,0.197053406998158,0.00368324125230203,0.00552486187845304,0.00552486187845304,0,0,0,0.00552486187845304,0.219152854511971,0.0110497237569061,0,0.00184162062615101,0.00552486187845304,0,0.00368324125230203,0,0,0.00552486187845304,0,0.0110497237569061,0.0368324125230203,0.0386740331491713,0.0110497237569061,0.0589318600368324,0.00920810313075507,0,0.119705340699816,0,0,0,0.209944751381215,0.00368324125230203,0,0.00368324125230203,0,0,0,0,0.00552486187845304,0,0,0,0.00368324125230203,0,0,0,0.00184162062615101,0
87,812,0,0.00375234521575985,0.0150093808630394,0.0112570356472795,0.24015009380863,0.0112570356472795,0.00938086303939963,0,0,0,0,0.00562851782363977,0.195121951219512,0.00938086303939963,0,0,0.00562851782363977,0.00562851782363977,0,0,0,0.00562851782363977,0,0.00938086303939963,0.0375234521575985,0.0393996247654784,0.00562851782363977,0.0393996247654784,0,0,0.131332082551595,0,0,0,0.206378986866792,0.0112570356472795,0,0,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0,0
89,841,0,0.00912408759124088,0.0218978102189781,0.00364963503649635,0.16970802919708,0.00547445255474453,0.0109489051094891,0.00364963503649635,0,0,0,0.00912408759124088,0.178832116788321,0.0145985401459854,0.00364963503649635,0,0.00364963503649635,0.00364963503649635,0,0,0,0.0145985401459854,0,0.00364963503649635,0.0656934306569343,0.0529197080291971,0.0109489051094891,0.0437956204379562,0.00364963503649635,0,0.142335766423358,0,0,0,0.211678832116788,0.00364963503649635,0,0,0.00182481751824818,0.00364963503649635,0,0,0.00364963503649635,0,0,0,0,0,0,0,0,0
91,869,0,0.00364298724954463,0.0200364298724954,0.00364298724954463,0.209471766848816,0.0200364298724954,0.00546448087431694,0,0,0,0,0,0.211293260473588,0.0109289617486339,0.00546448087431694,0,0,0.0109289617486339,0.00364298724954463,0,0,0.00910746812386157,0,0.00546448087431694,0.0437158469945355,0.0163934426229508,0.0145719489981785,0.0564663023679417,0.00546448087431694,0,0.116575591985428,0,0,0,0.216757741347905,0,0,0,0,0.00364298724954463,0,0,0.00364298724954463,0,0,0,0.00364298724954463,0,0,0,0,0
93,896,0.00180505415162455,0.00541516245487365,0.00902527075812274,0,0.15884476534296,0.0108303249097473,0.0108303249097473,0,0,0,0.0036101083032491,0.0162454873646209,0.155234657039711,0.0036101083032491,0.00541516245487365,0,0,0.0036101083032491,0,0,0,0.00902527075812274,0,0.0036101083032491,0.0433212996389892,0.0288808664259928,0.0036101083032491,0.0379061371841155,0.0036101083032491,0,0.164259927797834,0,0,0,0.299638989169675,0.0036101083032491,0,0,0,0.0036101083032491,0,0,0.00902527075812274,0,0,0,0.0036101083032491,0,0,0.00180505415162455,0,0
102,1018,0,0.0144927536231884,0.0235507246376812,0.00543478260869565,0.159420289855072,0.00905797101449275,0.0036231884057971,0,0,0.0036231884057971,0.00543478260869565,0.00543478260869565,0.199275362318841,0.00905797101449275,0,0,0.0036231884057971,0,0,0,0,0.0144927536231884,0,0.0036231884057971,0.0217391304347826,0.0380434782608696,0.00543478260869565,0.0398550724637681,0,0,0.141304347826087,0,0,0,0.266304347826087,0.0108695652173913,0,0,0,0.0036231884057971,0.00181159420289855,0,0.00543478260869565,0.00181159420289855,0,0,0.0036231884057971,0,0,0,0,0
104,1045,0,0.0111731843575419,0.0204841713221601,0,0.160148975791434,0.00931098696461825,0.0037243947858473,0,0,0,0.0037243947858473,0.0037243947858473,0.221601489757914,0.0037243947858473,0,0,0.00931098696461825,0.00931098696461825,0.0037243947858473,0,0,0.00931098696461825,0,0.0037243947858473,0.0335195530726257,0.0465549348230912,0.0037243947858473,0.031657355679702,0,0,0.130353817504655,0,0,0,0.262569832402235,0.0111731843575419,0,0,0,0,0,0,0,0.00186219739292365,0,0,0.00558659217877095,0,0,0,0,0
106,1072,0,0.0089126559714795,0.0320855614973262,0.0160427807486631,0.149732620320856,0.0106951871657754,0.0053475935828877,0,0,0,0,0.0142602495543672,0.181818181818182,0.0106951871657754,0,0,0,0,0.0035650623885918,0,0,0.0106951871657754,0,0.0035650623885918,0.0695187165775401,0.0320855614973262,0.0106951871657754,0.0463458110516934,0,0,0.135472370766488,0,0.0017825311942959,0.0035650623885918,0.212121212121212,0.0106951871657754,0,0,0,0,0,0,0.0053475935828877,0,0,0,0.0196078431372549,0,0,0.0053475935828877,0,0
108,1099,0,0.0109090909090909,0.0145454545454545,0.02,0.149090909090909,0.00909090909090909,0,0,0,0,0.00363636363636364,0.00545454545454545,0.203636363636364,0,0,0,0.00545454545454545,0,0,0,0,0.00909090909090909,0,0.00545454545454545,0.0327272727272727,0.0381818181818182,0.00909090909090909,0.0381818181818182,0.00545454545454545,0,0.141818181818182,0,0,0,0.270909090909091,0.0109090909090909,0,0.00363636363636364,0,0,0,0,0,0,0,0,0.00545454545454545,0,0,0.00727272727272727,0,0
110,1126,0.00182815356489945,0.00914076782449726,0.0109689213893967,0.00914076782449726,0.151736745886654,0.0109689213893967,0.00548446069469835,0,0,0,0,0,0.20109689213894,0.0109689213893967,0.00914076782449726,0,0.00548446069469835,0.0036563071297989,0,0,0,0.0109689213893967,0,0.0036563071297989,0.0475319926873857,0.0383912248628885,0.0036563071297989,0.0420475319926874,0.0036563071297989,0,0.164533820840951,0,0,0,0.235831809872029,0.00914076782449726,0,0,0,0.00548446069469835,0,0,0.0036563071297989,0,0,0,0.00182815356489945,0,0,0,0,0
112,1186,0.00185528756957328,0.00927643784786642,0.0185528756957328,0.00927643784786642,0.181818181818182,0.0185528756957328,0.00927643784786642,0.00185528756957328,0,0,0.00371057513914657,0.00371057513914657,0.244897959183673,0,0.00927643784786642,0,0,0,0,0,0,0.0148423005565863,0,0.00556586270871985,0.0371057513914657,0.0185528756957328,0.00556586270871985,0.0241187384044527,0.00371057513914657,0,0.144712430426716,0,0,0.00371057513914657,0.211502782931354,0.00927643784786642,0,0,0.00371057513914657,0,0,0,0,0,0,0,0.00371057513914657,0,0.00185528756957328,0,0,0
114,1247,0,0.0092250922509225,0.0092250922509225,0.011070110701107,0.202952029520295,0.011070110701107,0.011070110701107,0.0018450184501845,0,0,0,0.0055350553505535,0.182656826568266,0.0055350553505535,0,0.0018450184501845,0.003690036900369,0.0055350553505535,0.003690036900369,0,0,0.011070110701107,0,0.0092250922509225,0.033210332103321,0.0387453874538745,0.0092250922509225,0.0313653136531365,0,0,0.171586715867159,0,0,0.0055350553505535,0.214022140221402,0.0055350553505535,0,0,0,0,0,0,0,0,0,0,0.003690036900369,0,0,0,0.0018450184501845,0
116,1307,0,0.0128913443830571,0.0165745856353591,0,0.191528545119705,0.00552486187845304,0.0128913443830571,0,0,0,0,0.00184162062615101,0.202578268876611,0.00736648250460405,0.00736648250460405,0,0.00368324125230203,0.00184162062615101,0,0,0,0.0128913443830571,0,0.0128913443830571,0.0607734806629834,0.0220994475138122,0.0128913443830571,0.0423572744014733,0,0.00184162062615101,0.138121546961326,0,0.00552486187845304,0,0.208103130755064,0.0128913443830571,0,0,0,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0,0
118,1368,0,0.00912408759124088,0.0164233576642336,0.0109489051094891,0.167883211678832,0.00364963503649635,0.00912408759124088,0,0,0,0,0.00912408759124088,0.206204379562044,0.00912408759124088,0.00364963503649635,0,0,0,0.00364963503649635,0,0,0.00547445255474453,0,0.0109489051094891,0.0510948905109489,0.041970802919708,0.00364963503649635,0.0328467153284672,0,0,0.114963503649635,0,0,0,0.273722627737226,0.00912408759124088,0,0,0,0,0,0,0.00364963503649635,0,0,0,0.00182481751824818,0,0,0.00182481751824818,0,0
