"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Ulmus","Rosaceae.undiff.","Juniperus.type","Amaranthaceae","Poaceae","Plantago","Abies.balsamea","Acer.saccharum","Carya.ovata","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Alnus.viridis.type","Ostrya.Carpinus","Asteraceae.subf..Asteroideae.undiff.","Taxus","Tilia","Fraxinus.americana.type","Juniperus.communis.Thuja.occidentalis.type","Juglans.cinerea","Polygonaceae","Potentilla.palustris.type","Viburnum.nudum","Nemopanthus.mucronatus","Caryophyllaceae","Caprifoliaceae.undiff.","Thalictrum","Populus.balsamifera.type","Acer.saccharinum","Rhamnus.alnifolia.R..frangula","Viburnum.edule","Acer.negundo","Prunus.virginiana","Viburnum.alnifolium","Ranunculaceae.undiff.","Shepherdia.canadensis","Sambucus","Fabaceae","Apiaceae","Urtica.type","Prunus.pensylvanica","Onagraceae.undiff.","Cornus","Elaeagnus.commutata","Plantaginaceae.undiff.","Saxifraga.stellaris.type","Asteraceae.subf..Cichorioideae"
785,10084,0.00115874855156431,0,0.00231749710312862,0,0,0.0104287369640788,0.214368482039397,0.0104287369640788,0.00115874855156431,0.00115874855156431,0.00695249130938586,0.00231749710312862,0.00115874855156431,0.00115874855156431,0.151796060254925,0.0139049826187717,0.0648899188876014,0.0579374275782155,0.00695249130938586,0.0139049826187717,0.00347624565469293,0.0973348783314021,0.00115874855156431,0.0104287369640788,0,0.00347624565469293,0.00347624565469293,0,0,0.00463499420625724,0.171494785631518,0.0301274623406721,0,0.0463499420625724,0.00463499420625724,0.0162224797219003,0.0196987253765933,0,0.00926998841251448,0.00115874855156431,0,0,0.00463499420625724,0,0,0,0,0,0,0,0,0.00231749710312862,0,0.00231749710312862,0.00231749710312862,0,0,0,0,0,0,0,0.00115874855156431,0.00115874855156431,0.00115874855156431,0,0,0,0,0,0
790,10251,0,0.0011001100110011,0,0,0.0022002200220022,0.0088008800880088,0.173817381738174,0,0,0,0.011001100110011,0.0044004400440044,0,0.0011001100110011,0.0528052805280528,0.0088008800880088,0.221122112211221,0.044004400440044,0.0242024202420242,0.0132013201320132,0,0.184818481848185,0.0011001100110011,0.0077007700770077,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0.0033003300330033,0.122112211221122,0.0407040704070407,0,0.0187018701870187,0.0011001100110011,0.0044004400440044,0.011001100110011,0.0077007700770077,0.0099009900990099,0.0011001100110011,0,0.0011001100110011,0.0022002200220022,0,0,0.0011001100110011,0,0,0,0,0,0.0033003300330033,0,0,0.0011001100110011,0,0,0,0,0.0011001100110011,0,0,0,0,0,0,0,0,0,0,0
795,10418,0,0,0.00128205128205128,0.00128205128205128,0.00256410256410256,0.0128205128205128,0.178205128205128,0.0230769230769231,0.00128205128205128,0,0.00512820512820513,0.00256410256410256,0.00128205128205128,0,0.0256410256410256,0.00897435897435897,0.232051282051282,0.0423076923076923,0.0153846153846154,0.0128205128205128,0.00256410256410256,0.141025641025641,0,0.00512820512820513,0,0.00256410256410256,0.00641025641025641,0,0,0.00384615384615385,0.146153846153846,0.0358974358974359,0.00128205128205128,0.0358974358974359,0.00128205128205128,0.00512820512820513,0.0115384615384615,0.00128205128205128,0.0153846153846154,0,0,0,0.00128205128205128,0,0,0,0,0,0.00256410256410256,0.00128205128205128,0,0.00641025641025641,0,0,0,0,0,0,0,0.00384615384615385,0,0.00128205128205128,0,0,0,0.00128205128205128,0,0,0,0,0
800,10579,0,0,0,0.00929614873837981,0,0.0132802124833997,0.200531208499336,0.00398406374501992,0,0,0.0106241699867198,0.00132802124833997,0,0,0.00664010624169987,0.00664010624169987,0.229747675962815,0.0557768924302789,0.00929614873837981,0.00929614873837981,0,0.207171314741036,0,0.00265604249667995,0,0.00132802124833997,0.00265604249667995,0,0,0.00265604249667995,0.132802124833997,0.0385126162018592,0,0.0199203187250996,0.00132802124833997,0.00132802124833997,0.00664010624169987,0.0106241699867198,0.0106241699867198,0.00132802124833997,0,0,0,0,0,0.00132802124833997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132802124833997,0.00132802124833997,0,0,0,0
805,10739,0,0,0,0.00245098039215686,0.00122549019607843,0.00735294117647059,0.162990196078431,0.0134803921568627,0.00122549019607843,0.00122549019607843,0.00857843137254902,0,0,0,0.00980392156862745,0.00612745098039216,0.263480392156863,0.0465686274509804,0.0110294117647059,0.0159313725490196,0,0.17156862745098,0,0.00980392156862745,0,0.00490196078431373,0.00245098039215686,0.00122549019607843,0.00122549019607843,0,0.121323529411765,0.0330882352941176,0,0.0490196078431373,0.00735294117647059,0.00122549019607843,0.017156862745098,0.00245098039215686,0.0159313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0,0.00245098039215686,0,0,0,0.00490196078431373,0,0,0,0,0
810,10900,0,0,0,0,0.00747663551401869,0.00934579439252336,0.173831775700935,0.0149532710280374,0,0,0.00560747663551402,0.00373831775700935,0.00186915887850467,0,0.080373831775701,0.011214953271028,0.132710280373832,0.0822429906542056,0.011214953271028,0.0168224299065421,0,0.0990654205607477,0,0.0149532710280374,0,0.00373831775700935,0.00186915887850467,0.00747663551401869,0,0.00186915887850467,0.175700934579439,0.0355140186915888,0,0.0467289719626168,0.00560747663551402,0.0149532710280374,0.0130841121495327,0,0.011214953271028,0,0,0,0,0,0,0.00373831775700935,0,0,0,0,0,0.00560747663551402,0,0,0.00560747663551402,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0,0
815,NA,0,0,0,0.00342465753424658,0.00171232876712329,0.00856164383561644,0.285958904109589,0.00171232876712329,0,0,0.00856164383561644,0.00342465753424658,0.00684931506849315,0.00342465753424658,0.0308219178082192,0.035958904109589,0.035958904109589,0.0393835616438356,0.00171232876712329,0.00684931506849315,0.00171232876712329,0.00856164383561644,0.00171232876712329,0.00342465753424658,0,0.0205479452054795,0.00513698630136986,0,0,0.00171232876712329,0.047945205479452,0.183219178082192,0,0.10958904109589,0.00171232876712329,0.0102739726027397,0.116438356164384,0.00513698630136986,0.00513698630136986,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,NA,0,0.00100300902708124,0,0.0120361083249749,0.00200601805416249,0.0270812437311936,0.303911735205617,0.0832497492477432,0.00802407221664995,0.00300902708124373,0.0090270812437312,0.00601805416248746,0.00100300902708124,0.00401203610832497,0.0230692076228686,0.0210631895687061,0.0682046138415246,0.070210631895687,0.033099297893681,0.0120361083249749,0.00100300902708124,0.0090270812437312,0.00300902708124373,0.0160481444332999,0,0.00300902708124373,0.0130391173520562,0.00100300902708124,0.00100300902708124,0.00200601805416249,0.00100300902708124,0.120361083249749,0.00300902708124373,0.0531594784353059,0.00802407221664995,0.00501504513540622,0.037111334002006,0,0.00501504513540622,0.00300902708124373,0.00100300902708124,0,0,0.00300902708124373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200601805416249,0,0,0,0,0,0.00200601805416249,0,0.00100300902708124,0,0,0
830,NA,0,0,0,0.0159271899886234,0.0068259385665529,0.0409556313993174,0.147895335608646,0.080773606370876,0.00227531285551763,0.00113765642775882,0.0068259385665529,0.00113765642775882,0,0.00113765642775882,0.0307167235494881,0.0409556313993174,0.0318543799772469,0.0614334470989761,0.0455062571103527,0.0227531285551763,0.00113765642775882,0.00455062571103527,0.00113765642775882,0.00568828213879408,0,0.00227531285551763,0,0,0,0.00113765642775882,0.00227531285551763,0.103526734926052,0.00227531285551763,0.228668941979522,0.012514220705347,0.0068259385665529,0.0523321956769056,0.00113765642775882,0.00455062571103527,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0.00227531285551763,0,0.00227531285551763,0.0227531285551763,0,0,0,0,0,0,0,0,0.00113765642775882,0,0
840,NA,0,0,0.00338409475465313,0.0050761421319797,0.0050761421319797,0.0253807106598985,0.194585448392555,0.0913705583756345,0,0,0.0050761421319797,0.00169204737732657,0.00169204737732657,0,0.0812182741116751,0.0541455160744501,0.0101522842639594,0.0693739424703892,0.0812182741116751,0.0203045685279188,0,0.00676818950930626,0.0050761421319797,0.0152284263959391,0,0.00338409475465313,0.00169204737732657,0.00169204737732657,0.00169204737732657,0,0,0.109983079526227,0,0.0879864636209814,0.0050761421319797,0.0236886632825719,0.0372250423011844,0,0.00846023688663283,0.00169204737732657,0,0,0,0.00676818950930626,0,0,0,0,0.00676818950930626,0,0,0,0,0,0,0,0,0,0.00169204737732657,0.0186125211505922,0,0.00169204737732657,0,0,0,0.00338409475465313,0,0,0,0.00169204737732657,0
850,NA,0,0,0.00160513643659711,0.0128410914927769,0.00642054574638844,0.0176565008025682,0.255216693418941,0.0882825040128411,0.00481540930979133,0.00321027287319422,0.00802568218298555,0.00642054574638844,0.00160513643659711,0,0.0128410914927769,0.0240770465489567,0.0674157303370786,0.0786516853932584,0.0481540930979133,0.0128410914927769,0,0.0256821829855538,0.00321027287319422,0.0176565008025682,0,0.00160513643659711,0,0.00160513643659711,0,0.00160513643659711,0.00321027287319422,0.123595505617978,0,0.043338683788122,0.00160513643659711,0.00160513643659711,0.0947030497592295,0.00160513643659711,0.00642054574638844,0.00160513643659711,0.00160513643659711,0,0.00160513643659711,0,0,0,0,0,0.00642054574638844,0,0,0,0,0,0,0,0,0,0,0.00160513643659711,0.00160513643659711,0,0,0.00321027287319422,0,0.00321027287319422,0,0,0,0,0.00160513643659711
855,NA,0,0,0,0.0220913107511046,0,0.0191458026509573,0.248895434462445,0.0441826215022091,0,0,0.00589101620029455,0.0117820324005891,0,0.00147275405007364,0.0279823269513991,0.0191458026509573,0.0824742268041237,0.0957290132547865,0.0309278350515464,0.0235640648011782,0,0.0235640648011782,0.00294550810014728,0.0220913107511046,0,0,0,0.00147275405007364,0,0.00147275405007364,0,0.179675994108984,0,0.0456553755522828,0.00441826215022091,0.00147275405007364,0.0500736377025037,0.00294550810014728,0,0.00294550810014728,0.00147275405007364,0,0.00441826215022091,0,0,0.00147275405007364,0,0,0.00883652430044183,0,0,0.00883652430044183,0,0,0,0,0.00147275405007364,0,0.00147275405007364,0,0,0,0,0,0,0,0,0,0,0,0
859,NA,0,0,0,0,0,0.0192307692307692,0.326923076923077,0.0961538461538462,0,0,0,0,0,0,0.173076923076923,0.0769230769230769,0,0.0769230769230769,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0.0961538461538462,0,0.0384615384615385,0,0.0384615384615385,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
