"sample.depths","sample.ages","Pinus.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinaceae..vesiculate..undiff.","Quercus","Carya","Taxodium","Cupressaceae.undiff.","Nyssa","Fagus","Ostrya.Carpinus","Liquidambar","Ulmus","Celtis","Fraxinus.undiff.","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Alnus.incana.type","Acer.saccharum.type","Tilia","Ericaceae","Myrica","Betula","Vitis","Ilex","Arecaceae.undiff.","Abies","Acer.negundo.type","Acer.rubrum","Acer.undiff.","Anacardiaceae.undiff.","Bursera","Byrsonima","Ceanothus","Cedrus","Cephalanthus","Ceratiola.ericoides.type","cf..Weinmannia","Chamaecyparis.type","Clethra","Corylus","Cyrilla.racemiflora","Dodonaea","Gordonia","Hedyosmum","Juglans.nigra.type","Larix.Pseudotsuga","Ledum.type","Magnolia","Mimosaceae","Morus","Moraceae.undiff.","Myrtaceae.undiff.","Osmanthus","Parthenocissus","Phoradendron","Picea","Platanus","Podocarpus","Populus","Rhamnaceae.undiff.","Rhus","Rutaceae.undiff.","Sabal","Salix","Sambucus","Sapindus","Serenoa","Shepherdia.canadensis","Symplocos","Taxus","Trema","Tsuga","Viburnum","Ximenia","Zanthoxylum.type","Poaceae","Ambrosia.type","Iva.frutescens.type","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae.undiff.","Cyperaceae","Xyris","Acalypha.type","Apiaceae","Apocynum","cf..Araliaceae","Arceuthobium.Loranthaceae","Asteraceae.subf..Cichorioideae","Avena.type","Berberidaceae","Beta.vulgaris.type","Brassica","Brassicaceae.undiff.","Bromeliaceae","Campanulaceae","Cistaceae","Caryophyllaceae","cf..Oxalis","Chamaecrista.fasciculata.type","Chamaecrista.type","Dalea","Dalea.candida.type","Dalea.purpurea","Dalea.undiff.","Dianthus.type","Eryngium.type","Euphorbia","Fabaceae.undiff.","Froelichia.type","Galium","Gentianaceae.undiff.","Gentiana.andrewsii.type","Gomphrena.type","Hedysarum","cf..Hypericum","Impatiens","Iva.xanthifolia.type","Lamiaceae","Lechea","Ludwigia.type","Lupinus.type","Malvaceae","Combretaceae.Melastomataceae.undiff.","Onagraceae","Opuntia","Orchidaceae","cf..Physalis","Paronychia.americana","Paronychia.chartacea","Piperaceae.type","Plantago","Polygalaceae","Polygonella.ciliata.type","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polygonum.tenue.type","Ranunculaceae.undiff.","Rhexia.type","Rosaceae.undiff.","Rubiaceae.undiff.","Rumex","Sanguisorba","Saxifraga.type","Scrophulariaceae.type","Sisyrinchium","Solanaceae.undiff.","Solanum.rostratum","Thalictrum","Tillandsia","Trifolium.repens.type","Urtica.type","Urticaceae.undiff.","Urticales.undiff.","cf..Verbenaceae","Xanthium"
261,5383,0.719917012448133,0.0435684647302905,0,0,0.0995850622406639,0.00829875518672199,0,0.0020746887966805,0,0,0,0,0,0.0020746887966805,0,0,0,0.0020746887966805,0,0,0,0.0103734439834025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726141078838174,0.004149377593361,0.00622406639004149,0,0.004149377593361,0.0186721991701245,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,5554,0.528942115768463,0.095808383233533,0,0,0.153692614770459,0.00399201596806387,0,0,0,0,0,0.00199600798403194,0.00399201596806387,0,0,0,0,0,0.00199600798403194,0,0,0.00798403193612774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399201596806387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131736526946108,0.00399201596806387,0.00598802395209581,0,0.00199600798403194,0.029940119760479,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,5698,0.528942115768463,0.0339321357285429,0,0,0.18562874251497,0.00598802395209581,0,0,0.00199600798403194,0,0.00199600798403194,0,0,0,0.00399201596806387,0,0,0,0,0,0.00199600798403194,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0.141716566866267,0.00399201596806387,0.00798403193612774,0,0.00399201596806387,0.0479041916167665,0.00998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0
285,5817,0.417085427135678,0.0326633165829146,0,0,0.261306532663317,0.0100502512562814,0,0.0050251256281407,0,0,0,0.00251256281407035,0.00251256281407035,0,0.0050251256281407,0,0,0.00251256281407035,0,0,0.00251256281407035,0.0125628140703518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0.170854271356784,0.00251256281407035,0.00753768844221105,0,0.0201005025125628,0.0301507537688442,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,5920,0.535135135135135,0.0234234234234234,0,0,0.171171171171171,0.0072072072072072,0,0.0036036036036036,0.0018018018018018,0,0.0018018018018018,0.0036036036036036,0.0018018018018018,0.0018018018018018,0.0036036036036036,0,0,0.0018018018018018,0,0,0.009009009009009,0.0252252252252252,0,0,0,0,0,0,0,0,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124324324324324,0.0108108108108108,0.00540540540540541,0,0.00540540540540541,0.036036036036036,0.0162162162162162,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036036036036036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036036036036036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,5970,0.663793103448276,0.00862068965517241,0,0,0.0711206896551724,0.0021551724137931,0.0021551724137931,0,0,0,0,0,0.0021551724137931,0,0.0021551724137931,0,0,0,0,0,0.0021551724137931,0.0107758620689655,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144396551724138,0.00431034482758621,0.00646551724137931,0,0.0107758620689655,0.0280172413793103,0.0237068965517241,0.0021551724137931,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,6021,0.255,0.0275,0,0,0.3275,0,0.005,0,0,0,0.0025,0,0.005,0.0025,0.005,0,0,0.0025,0,0,0.0075,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.01,0.0125,0,0.0125,0.04,0.0175,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,6128,0.379385964912281,0.0241228070175439,0.00219298245614035,0,0.245614035087719,0.0043859649122807,0,0.0131578947368421,0,0,0,0,0,0,0.0109649122807018,0,0,0,0,0,0.00219298245614035,0.0153508771929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219298245614035,0.0131578947368421,0.00657894736842105,0,0.0197368421052632,0.0241228070175439,0.0109649122807018,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,6247,0.263814616755793,0.0445632798573975,0,0,0.290552584670232,0.0035650623885918,0,0.0035650623885918,0,0,0,0,0.0017825311942959,0,0.0017825311942959,0,0,0,0,0,0.0017825311942959,0.0124777183600713,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0.285204991087344,0.0071301247771836,0.0124777183600713,0,0.0106951871657754,0.0320855614973262,0.0196078431372549,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6379,0.392434988179669,0.00472813238770686,0,0,0.25531914893617,0,0,0.00236406619385343,0.00236406619385343,0,0,0.00236406619385343,0,0,0.00236406619385343,0,0,0.00236406619385343,0,0,0.00472813238770686,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215130023640662,0.00945626477541371,0.0141843971631206,0,0.0236406619385343,0.0354609929078014,0.0212765957446809,0,0,0.00236406619385343,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,6527,0.312883435582822,0.0388548057259714,0,0,0.347648261758691,0.00408997955010225,0,0,0,0,0,0,0.00204498977505112,0,0,0,0,0.00204498977505112,0,0,0.00613496932515337,0.0102249488752556,0,0.00204498977505112,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151329243353783,0.0245398773006135,0.016359918200409,0.00408997955010225,0.0184049079754601,0.0286298568507157,0.0184049079754601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408997955010225,0,0,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0
341,6692,0.3727959697733,0.00251889168765743,0,0,0.307304785894207,0.0151133501259446,0.00503778337531486,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0.00251889168765743,0.0075566750629723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156171284634761,0.0327455919395466,0.0226700251889169,0.00251889168765743,0.017632241813602,0.0251889168765743,0.017632241813602,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,6878,0.260683760683761,0.0170940170940171,0,0,0.363247863247863,0.0106837606837607,0,0.00213675213675214,0,0,0,0.00213675213675214,0.00427350427350427,0,0.00213675213675214,0,0,0.00427350427350427,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0.177350427350427,0.0256410256410256,0.0427350427350427,0.00213675213675214,0.032051282051282,0.0277777777777778,0.0128205128205128,0.00213675213675214,0,0.00213675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0
365,7317,0.270334928229665,0.0334928229665072,0,0,0.334928229665072,0.00717703349282297,0,0.00239234449760766,0,0,0,0,0.00239234449760766,0,0.00239234449760766,0,0,0.00478468899521531,0,0,0.00239234449760766,0.00717703349282297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0.198564593301435,0.0287081339712919,0.0311004784688995,0,0.0167464114832536,0.0287081339712919,0.0143540669856459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0
373,7575,0.3734335839599,0.0150375939849624,0,0,0.245614035087719,0.0025062656641604,0.0050125313283208,0,0,0,0.0025062656641604,0,0,0,0.0025062656641604,0,0,0.0025062656641604,0,0,0.0050125313283208,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175438596491228,0.0225563909774436,0.0150375939849624,0,0.0200501253132832,0.050125313283208,0.0401002506265664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0.0025062656641604,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0
381,7871,0.246666666666667,0.0355555555555556,0,0,0.388888888888889,0.00222222222222222,0,0.00222222222222222,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0.00444444444444444,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188888888888889,0.0177777777777778,0.0333333333333333,0.00222222222222222,0.0155555555555556,0.0155555555555556,0.0266666666666667,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0
389,8236,0.327272727272727,0.0227272727272727,0,0,0.254545454545455,0.00454545454545455,0,0.00227272727272727,0,0,0,0,0.00227272727272727,0,0.00227272727272727,0,0,0.00227272727272727,0,0,0,0.0113636363636364,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215909090909091,0.025,0.0363636363636364,0,0.0318181818181818,0.025,0.0227272727272727,0.00454545454545455,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,8661,0.263757115749526,0.047438330170778,0,0,0.362428842504744,0.00189753320683112,0,0,0,0,0,0,0.00379506641366224,0,0.00189753320683112,0,0,0.00189753320683112,0,0,0,0.0094876660341556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174573055028463,0.0094876660341556,0.0455407969639469,0.00189753320683112,0.0189753320683112,0.0132827324478178,0.015180265654649,0.00759013282732448,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0.00569259962049336,0,0,0,0.00759013282732448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,9123,0.352490421455939,0.00957854406130268,0,0,0.314176245210728,0.00191570881226054,0,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0.00574712643678161,0.00766283524904215,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168582375478927,0.0210727969348659,0.028735632183908,0,0.0268199233716475,0.024904214559387,0.024904214559387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383141762452107,0,0,0,0,0,0,0,0,0,0
413,9602,0.318181818181818,0.038961038961039,0,0,0.359307359307359,0.00216450216450216,0,0,0,0,0.00216450216450216,0,0.00432900432900433,0,0,0,0,0,0,0,0.00216450216450216,0.00216450216450216,0,0,0,0.00432900432900433,0,0,0,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147186147186147,0.0194805194805195,0.0281385281385281,0.00216450216450216,0.0194805194805195,0.0367965367965368,0.00432900432900433,0,0,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,10075,0.396021699819168,0.0235081374321881,0,0,0.283905967450271,0.00180831826401447,0,0,0,0.00180831826401447,0,0,0.00361663652802893,0,0.00361663652802893,0,0,0,0,0,0,0.0054249547920434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160940325497288,0.0198915009041591,0.0198915009041591,0,0.0235081374321881,0.0198915009041591,0.0235081374321881,0.00180831826401447,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0.00180831826401447,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180831826401447,0
429,10520,0.287469287469287,0.00737100737100737,0,0,0.405405405405405,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0.00245700245700246,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167076167076167,0.0491400491400491,0.0122850122850123,0,0.027027027027027,0.00982800982800983,0.00491400491400491,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737100737100737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0
437,10915,0.361809045226131,0.0175879396984925,0,0,0.334170854271357,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0.00251256281407035,0.00753768844221105,0,0.00251256281407035,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155778894472362,0.042713567839196,0.0125628140703518,0,0.0050251256281407,0.0100502512562814,0.0226130653266332,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0,0,0,0
445,11239,0.302955665024631,0.0443349753694581,0,0,0.379310344827586,0,0,0.00246305418719212,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0.00246305418719212,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147783251231527,0.0369458128078818,0.00985221674876847,0.00246305418719212,0.0172413793103448,0.0147783251231527,0.0147783251231527,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,11476,0.203349282296651,0.00717703349282297,0,0.00239234449760766,0.497607655502392,0.00478468899521531,0,0.00239234449760766,0,0,0.00239234449760766,0.00239234449760766,0.00239234449760766,0,0,0,0,0.00239234449760766,0,0,0.00239234449760766,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150717703349282,0.0574162679425837,0,0.00478468899521531,0.0143540669856459,0.0167464114832536,0.0167464114832536,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,11566,0.190201729106628,0.0403458213256484,0,0,0.469740634005764,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132564841498559,0.0518731988472622,0,0.00576368876080692,0.0259365994236311,0.0230547550432277,0.031700288184438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864553314121038,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,11752,0.216335540838852,0.0309050772626932,0,0,0.441501103752759,0.00883002207505519,0,0.00883002207505519,0,0,0,0,0.00662251655629139,0.0022075055187638,0.0022075055187638,0,0,0,0.0022075055187638,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105960264900662,0.0750551876379691,0.00662251655629139,0,0.0353200883002208,0.033112582781457,0.011037527593819,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
