"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Sambucus","Tilia","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Acer.rubrum","Artemisia","Ericaceae","Fraxinus.pennsylvanica.type","Juglans.cinerea","Taxus","Rosaceae.undiff.","Nemopanthus.mucronatus","Pinus.resinosa.type","Juniperus.communis.Thuja.occidentalis.type","Urticaceae","Salix.undiff.","Acer.pensylvanicum","Caryophyllaceae","Castanea.dentata","Impatiens","Asteraceae.subf..Asteroideae.undiff.","Acer.saccharinum","Potentilla.palustris.type","Fraxinus.americana.type","Ranunculaceae.undiff.","Thalictrum","Populus.balsamifera.type","Rhamnus.alnifolia.R..frangula","Prunus.pensylvanica","cf..Sarcobatus.vermiculatus","Liliaceae","Amaranthaceae","Prunus.virginiana","Prunus.undiff.","Viburnum.nudum","Comptonia.peregrina","Cornus.canadensis","Viburnum.undiff.","Polygonaceae.undiff.","Fabaceae","Saxifraga.oppositifolia.type","Saxifraga.stellaris.type","Saxifragaceae.undiff.","Shepherdia.canadensis","Campanula.type","Viburnum.edule","Cornus.undiff.","Onagraceae.undiff.","Lamiaceae","Salix.herbacea.type","Koenigia.islandica","Viburnum.alnifolium","Asteraceae.undiff.","Saxifraga.cernua.type","Brassicaceae","Apiaceae","Dryas","Rosaceae.cf..Prunus.serotina"
300,7609,0.0074294205052006,0.0222882615156018,0.00594353640416048,0.00148588410104012,0.12927191679049,0.0104011887072808,0.0074294205052006,0.011887072808321,0.00445765230312036,0,0,0.00445765230312036,0.132243684992571,0.00594353640416048,0.0713224368499257,0.00148588410104012,0.00148588410104012,0.0148588410104012,0,0.00297176820208024,0.0074294205052006,0.0074294205052006,0.00297176820208024,0.00891530460624071,0.011887072808321,0,0.426448736998514,0.0237741456166419,0.0148588410104012,0,0.00148588410104012,0.00148588410104012,0.00297176820208024,0,0.0193164933135215,0,0,0.0222882615156018,0,0,0.00148588410104012,0,0,0,0,0.00445765230312036,0,0,0.00297176820208024,0,0.00148588410104012,0,0,0,0,0,0.00297176820208024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,7968,0.00345423143350604,0.0189982728842832,0.0276338514680484,0.00172711571675302,0.219343696027634,0.00863557858376511,0.00172711571675302,0.00690846286701209,0,0.00345423143350604,0,0.0276338514680484,0.0708117443868739,0.0138169257340242,0.0466321243523316,0,0,0.0172711571675302,0,0.0103626943005181,0.00690846286701209,0.00345423143350604,0,0.00345423143350604,0.0120898100172712,0.113989637305699,0.322970639032815,0.0103626943005181,0.00172711571675302,0.00345423143350604,0.00172711571675302,0.00172711571675302,0.00172711571675302,0,0.0172711571675302,0.00345423143350604,0,0.00172711571675302,0,0,0,0.00345423143350604,0.00172711571675302,0,0,0.00518134715025907,0,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0.00172711571675302,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8507,0.0018348623853211,0.018348623853211,0.0513761467889908,0.0036697247706422,0.387155963302752,0.0128440366972477,0,0.0073394495412844,0.0036697247706422,0.0036697247706422,0,0.0256880733944954,0.0477064220183486,0.0403669724770642,0.0330275229357798,0,0,0.0165137614678899,0.0055045871559633,0.0055045871559633,0.0091743119266055,0.0036697247706422,0,0.0018348623853211,0.0091743119266055,0.155963302752294,0.108256880733945,0.0055045871559633,0.0036697247706422,0,0.0018348623853211,0.0018348623853211,0.0055045871559633,0,0.0201834862385321,0,0,0.0018348623853211,0,0,0.0036697247706422,0,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,9047,0.00186567164179104,0.00186567164179104,0.082089552238806,0.00186567164179104,0.324626865671642,0.00186567164179104,0.00186567164179104,0.00746268656716418,0,0.00746268656716418,0,0.00186567164179104,0.104477611940299,0.0242537313432836,0.0391791044776119,0,0,0.00932835820895522,0.00373134328358209,0.00186567164179104,0.0130597014925373,0.00559701492537313,0,0.00746268656716418,0.0447761194029851,0.23134328358209,0.0503731343283582,0.00186567164179104,0.00559701492537313,0,0,0,0,0.00186567164179104,0.00186567164179104,0,0,0.00559701492537313,0.00373134328358209,0,0.00373134328358209,0,0,0,0,0.00559701492537313,0,0,0,0,0,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,9406,0,0.00465116279069767,0.130232558139535,0,0.269767441860465,0.0116279069767442,0,0.00232558139534884,0.00232558139534884,0.00232558139534884,0,0.00930232558139535,0.0790697674418605,0.0162790697674419,0.0372093023255814,0,0.00232558139534884,0.0232558139534884,0.00232558139534884,0.00465116279069767,0.0232558139534884,0.00465116279069767,0.00232558139534884,0.00232558139534884,0.0186046511627907,0.253488372093023,0.0651162790697674,0.00465116279069767,0.00930232558139535,0,0.00232558139534884,0,0,0,0.00697674418604651,0,0,0.00465116279069767,0,0,0,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,9696,0.00416088765603329,0.0013869625520111,0.120665742024965,0.0013869625520111,0.39251040221914,0.013869625520111,0.0013869625520111,0.013869625520111,0,0.00554785020804438,0.0013869625520111,0.0388349514563107,0.013869625520111,0.0665742024965326,0.0374479889042996,0,0,0.0124826629680999,0.0319001386962552,0.00970873786407767,0.00970873786407767,0.00277392510402219,0.0013869625520111,0.0013869625520111,0.0235783633841886,0.112343966712899,0.0263522884882108,0.0013869625520111,0.0221914008321775,0,0.00693481276005548,0.0013869625520111,0,0.0013869625520111,0.00554785020804438,0,0,0,0.0013869625520111,0,0.00416088765603329,0,0,0,0,0.00832177531206657,0,0,0.0013869625520111,0,0,0.0013869625520111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,9806,0.00190114068441065,0.00190114068441065,0.144486692015209,0,0.41254752851711,0.0285171102661597,0,0.00570342205323194,0.00380228136882129,0.00380228136882129,0.00380228136882129,0.0665399239543726,0.026615969581749,0.0570342205323194,0.0152091254752852,0.00190114068441065,0,0.00760456273764259,0.0190114068441065,0.0114068441064639,0.00570342205323194,0.00380228136882129,0,0,0.0494296577946768,0.0608365019011407,0.0209125475285171,0.00190114068441065,0.0171102661596958,0,0.00380228136882129,0,0,0.00190114068441065,0.00380228136882129,0,0,0,0,0,0.00950570342205323,0,0,0,0,0.00570342205323194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190114068441065,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,10026,0.0013869625520111,0.00277392510402219,0.285714285714286,0,0.269070735090153,0.0194174757281553,0,0.00832177531206657,0,0.013869625520111,0.00832177531206657,0.0471567267683773,0.013869625520111,0.0485436893203883,0.0443828016643551,0.00277392510402219,0,0.0110957004160888,0.0346740638002774,0.00970873786407767,0.0013869625520111,0,0,0.00416088765603329,0.042995839112344,0.0471567267683773,0.029126213592233,0.00277392510402219,0.0180305131761442,0,0,0,0.0013869625520111,0,0.0013869625520111,0,0,0,0,0,0.0124826629680999,0.0013869625520111,0,0,0,0.00832177531206657,0,0,0.0013869625520111,0,0,0.00693481276005548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,10136,0.00143884892086331,0,0.115107913669065,0,0.279136690647482,0.0201438848920863,0,0.0100719424460432,0,0.00719424460431655,0,0.0920863309352518,0.0129496402877698,0.110791366906475,0.0546762589928058,0,0,0.00863309352517986,0.0820143884892086,0.0100719424460432,0.00431654676258993,0.00143884892086331,0.00143884892086331,0.00143884892086331,0.0575539568345324,0.0345323741007194,0.018705035971223,0.00143884892086331,0.0258992805755396,0,0.00287769784172662,0,0.00287769784172662,0,0,0.00431654676258993,0,0,0.00143884892086331,0,0.0115107913669065,0,0.00143884892086331,0,0,0.00287769784172662,0,0,0,0.00143884892086331,0,0.00863309352517986,0,0,0,0,0.00143884892086331,0,0,0,0.00575539568345324,0,0,0,0,0.00143884892086331,0.00143884892086331,0.00143884892086331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,10246,0,0.00514579759862779,0.0137221269296741,0.00343053173241852,0.192109777015437,0.0668953687821612,0,0.00343053173241852,0.00343053173241852,0.00686106346483705,0,0.0583190394511149,0.0102915951972556,0.126929674099485,0.0668953687821612,0,0,0.0171526586620926,0.156089193825043,0.0171526586620926,0.00171526586620926,0.00171526586620926,0.00171526586620926,0.00514579759862779,0.097770154373928,0.0497427101200686,0.0205831903945112,0.00343053173241852,0.0120068610634648,0,0.00343053173241852,0.00171526586620926,0,0,0.00171526586620926,0.00171526586620926,0,0.00171526586620926,0.00857632933104631,0.00171526586620926,0.0102915951972556,0,0,0,0,0.0205831903945112,0,0.00343053173241852,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,10356,0,0.00635930047694754,0.00476947535771065,0.00158982511923688,0.187599364069952,0.0222575516693164,0,0.0095389507154213,0.00158982511923688,0.0111287758346582,0.00317965023847377,0.0254372019077901,0.00794912559618442,0.233704292527822,0.0492845786963434,0,0,0.00635930047694754,0.182829888712242,0.0254372019077901,0.00158982511923688,0.00317965023847377,0.00158982511923688,0.0095389507154213,0.09697933227345,0.0445151033386327,0.014308426073132,0.00317965023847377,0.00476947535771065,0,0.00635930047694754,0,0.00158982511923688,0,0.00317965023847377,0,0,0,0,0,0.014308426073132,0,0.00158982511923688,0.00158982511923688,0,0.00794912559618442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317965023847377,0.00158982511923688,0,0,0,0,0,0,0,0,0,0,0,0,0
395,10466,0,0.00479616306954436,0.0143884892086331,0,0.154676258992806,0.00959232613908873,0,0.013189448441247,0.00119904076738609,0.00959232613908873,0,0.00959232613908873,0.00599520383693046,0.327338129496403,0.0455635491606715,0.00119904076738609,0,0.00719424460431655,0.209832134292566,0.00479616306954436,0,0,0.00119904076738609,0.00119904076738609,0.0719424460431655,0.0455635491606715,0.0155875299760192,0.00479616306954436,0.00119904076738609,0,0.00239808153477218,0.00119904076738609,0,0,0.00239808153477218,0,0,0,0,0,0.0107913669064748,0,0,0,0,0.0107913669064748,0,0,0.00239808153477218,0,0,0.00719424460431655,0,0,0,0,0.00119904076738609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119904076738609,0,0,0,0,0,0,0,0,0,0,0,0
400,10546,0,0.00515463917525773,0.0120274914089347,0.00171821305841924,0.20446735395189,0.0171821305841924,0,0.00859106529209622,0.00171821305841924,0,0,0.00515463917525773,0.00515463917525773,0.262886597938144,0.0343642611683849,0.00171821305841924,0,0.0120274914089347,0.168384879725086,0.00343642611683849,0,0,0,0.0103092783505155,0.104810996563574,0.0223367697594502,0.0171821305841924,0.00515463917525773,0.00171821305841924,0,0.00687285223367698,0.00171821305841924,0,0.00171821305841924,0.00171821305841924,0,0,0,0.00687285223367698,0,0.0206185567010309,0,0,0,0,0.0171821305841924,0,0,0,0,0.00171821305841924,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171821305841924,0.00343642611683849,0,0.00171821305841924,0,0.00171821305841924,0.00171821305841924,0.00171821305841924,0.00171821305841924,0.00171821305841924,0,0,0,0,0,0,0,0
405,10626,0,0,0.00825082508250825,0.00495049504950495,0.186468646864686,0.0181518151815182,0,0.0099009900990099,0,0.00825082508250825,0,0.00825082508250825,0.0115511551155116,0.282178217821782,0.0429042904290429,0,0,0.0165016501650165,0.16996699669967,0.0066006600660066,0,0,0.00165016501650165,0.0115511551155116,0.103960396039604,0.0198019801980198,0.0115511551155116,0.0033003300330033,0.00165016501650165,0,0.00825082508250825,0.00165016501650165,0.0033003300330033,0,0,0,0,0,0.00825082508250825,0,0.0099009900990099,0,0,0,0,0.0148514851485149,0,0,0,0.0033003300330033,0,0.0115511551155116,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0.00165016501650165,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0
410,10706,0,0,0.0120481927710843,0.00200803212851406,0.192771084337349,0.0160642570281124,0.00200803212851406,0.00602409638554217,0,0.00803212851405622,0.00200803212851406,0.0100401606425703,0.00200803212851406,0.323293172690763,0.0461847389558233,0,0,0.0220883534136546,0.13855421686747,0.0100401606425703,0,0.00602409638554217,0,0,0.100401606425703,0.0220883534136546,0.0100401606425703,0.00401606425702811,0,0,0.0200803212851406,0.00401606425702811,0,0.00200803212851406,0,0.00200803212851406,0,0,0,0,0.0160642570281124,0,0,0,0,0.0100401606425703,0,0,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0
415,NA,0,0.00252525252525253,0.0126262626262626,0.00505050505050505,0.20959595959596,0.131313131313131,0,0.0101010101010101,0,0,0,0.0429292929292929,0.0176767676767677,0.0833333333333333,0.0757575757575758,0,0,0.0328282828282828,0.0429292929292929,0.0101010101010101,0.00505050505050505,0.00757575757575758,0,0.00757575757575758,0.00757575757575758,0.0707070707070707,0.0606060606060606,0.00757575757575758,0.00505050505050505,0,0.0277777777777778,0.0176767676767677,0,0.00505050505050505,0,0,0,0,0,0,0.047979797979798,0,0,0,0,0.0151515151515152,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0.00252525252525253,0,0.0277777777777778,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0
420,NA,0,0.0056710775047259,0.0189035916824197,0.0056710775047259,0.153119092627599,0.149338374291115,0,0.0113421550094518,0.00378071833648393,0.00189035916824197,0,0.058601134215501,0.0283553875236295,0.0453686200378072,0.054820415879017,0,0,0.0340264650283554,0.0189035916824197,0.0207939508506616,0.00189035916824197,0.00378071833648393,0,0.00756143667296786,0.00378071833648393,0.113421550094518,0.10586011342155,0.0170132325141777,0.0151228733459357,0,0.0245746691871456,0.00378071833648393,0.00189035916824197,0.00189035916824197,0,0,0,0,0.0056710775047259,0,0.0453686200378072,0,0.00189035916824197,0,0,0.00945179584120983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056710775047259,0,0.00945179584120983,0,0.00378071833648393,0,0,0,0,0,0,0,0,0.00378071833648393,0.00378071833648393,0,0,0,0
425,NA,0.00191204588910134,0.00764818355640535,0.0382409177820268,0.00191204588910134,0.120458891013384,0.149139579349904,0,0.0382409177820268,0.00382409177820268,0.00382409177820268,0.00191204588910134,0.0344168260038241,0.0535372848948375,0.0420650095602294,0.0573613766730402,0.00382409177820268,0,0.0458891013384321,0.0325047801147228,0.0133843212237094,0.00382409177820268,0.00382409177820268,0,0,0.00191204588910134,0.0994263862332696,0.0822179732313576,0.0095602294455067,0.00764818355640535,0.00191204588910134,0.0325047801147228,0.00382409177820268,0,0,0,0,0,0.00191204588910134,0,0,0.0382409177820268,0,0.00382409177820268,0,0,0.0133843212237094,0,0,0.00382409177820268,0,0.00191204588910134,0.0229445506692161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133843212237094,0,0,0,0.00382409177820268,0,0,0,0,0,0,0,0,0,0
430,NA,0,0.0104166666666667,0.0381944444444444,0,0.105902777777778,0.164930555555556,0,0.0121527777777778,0,0,0,0.03125,0.0538194444444444,0.0364583333333333,0.0798611111111111,0,0,0.0208333333333333,0.0138888888888889,0.0104166666666667,0.00173611111111111,0.00520833333333333,0.00694444444444444,0.00173611111111111,0.00173611111111111,0.168402777777778,0.0625,0.00868055555555556,0.0277777777777778,0,0.0260416666666667,0.00173611111111111,0.00347222222222222,0,0,0.00173611111111111,0,0,0.00347222222222222,0,0.0503472222222222,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0.00347222222222222,0.00694444444444444,0,0.0225694444444444,0,0,0,0,0,0.00868055555555556,0,0,0.00173611111111111,0,0,0,0,0
435,NA,0,0.00959692898272553,0.0383877159309021,0.00383877159309021,0.213051823416507,0.072936660268714,0,0.0287907869481766,0.00191938579654511,0.00575815738963532,0,0.0153550863723608,0.0287907869481766,0.0998080614203455,0.0671785028790787,0,0,0.0422264875239923,0.0518234165067179,0.0268714011516315,0.00191938579654511,0.00191938579654511,0,0.00383877159309021,0.0230326295585413,0.120921305182342,0.036468330134357,0.00383877159309021,0.00959692898272553,0,0.0230326295585413,0,0.00383877159309021,0.00191938579654511,0,0.00575815738963532,0,0,0,0,0.036468330134357,0.00191938579654511,0,0,0,0.00383877159309021,0,0,0,0,0,0.00383877159309021,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0,0.00191938579654511,0,0,0,0.00383877159309021,0,0,0,0.00191938579654511,0,0,0,0,0,0,0.00191938579654511,0,0,0
440,NA,0,0.0221238938053097,0.0132743362831858,0,0.278761061946903,0.0265486725663717,0.0110619469026549,0.0088495575221239,0.00442477876106195,0.00442477876106195,0.00442477876106195,0.0376106194690266,0.0553097345132743,0.0221238938053097,0.0663716814159292,0,0.00221238938053097,0.0110619469026549,0.0199115044247788,0.0154867256637168,0,0.00663716814159292,0,0,0.0376106194690266,0.0752212389380531,0.201327433628319,0.0199115044247788,0.00442477876106195,0,0.00442477876106195,0,0.00221238938053097,0,0.00221238938053097,0.00221238938053097,0,0.00221238938053097,0,0,0.0110619469026549,0,0,0,0,0.0132743362831858,0,0,0,0,0,0.00221238938053097,0,0,0,0,0,0.00221238938053097,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221238938053097,0.00221238938053097,0.00221238938053097
