"sample.depths","sample.ages","Acer.saccharum.type","Acer.saccharinum.type","Acer.undiff.","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Pinaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juglans","Populus","Poaceae","Abies","Cephalanthus","Tsuga","Myricaceae","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Vitis","Galium","Pinus.subg..Pinus","Rumex","Tilia","Urtica.type","Fabaceae","Iva","Larix","Thalictrum","Cornus","Liquidambar","Sarcobatus.vermiculatus","Rosaceae","Shepherdia","Acer.spicatum"
634,12166,0.00309597523219814,0,0,0,0.0123839009287926,0.0247678018575851,0.145510835913313,0.00928792569659443,0,0,0.00928792569659443,0.0123839009287926,0.00619195046439629,0.0123839009287926,0.00309597523219814,0.0619195046439628,0,0.0928792569659443,0.0278637770897833,0.0681114551083591,0.00928792569659443,0.13312693498452,0,0.102167182662539,0.00928792569659443,0.00309597523219814,0.0712074303405573,0.0154798761609907,0.00619195046439629,0.0154798761609907,0.043343653250774,0,0,0.00309597523219814,0,0,0,0,0,0.0835913312693498,0,0,0,0,0,0.0154798761609907,0,0,0,0,0,0,0
641,12444,0.00289017341040462,0,0,0.00289017341040462,0.00578034682080925,0.0115606936416185,0.115606936416185,0.00289017341040462,0,0,0,0.00289017341040462,0.00867052023121387,0.0317919075144509,0,0.0664739884393064,0,0.11271676300578,0.0115606936416185,0.236994219653179,0.00578034682080925,0.127167630057803,0,0.101156069364162,0.00289017341040462,0,0.0549132947976879,0.00867052023121387,0.0202312138728324,0.0144508670520231,0.0115606936416185,0,0,0,0,0.00289017341040462,0,0,0,0.023121387283237,0,0,0,0,0,0.0115606936416185,0,0.00289017341040462,0,0,0,0,0
648,12722,0,0,0,0.0151057401812689,0.00906344410876133,0.00906344410876133,0.054380664652568,0.0181268882175227,0.00604229607250755,0,0,0.00906344410876133,0.0120845921450151,0.0362537764350453,0,0.054380664652568,0,0.0725075528700906,0.0332326283987915,0.290030211480363,0.00604229607250755,0.11178247734139,0,0.0845921450151057,0.0120845921450151,0.00604229607250755,0.0513595166163142,0.00302114803625378,0.0151057401812689,0.00604229607250755,0.00906344410876133,0,0,0,0,0.00906344410876133,0.00604229607250755,0,0,0.0362537764350453,0,0,0,0,0,0.0241691842900302,0,0,0,0,0,0,0
654,12960,0,0,0.003125,0.009375,0.00625,0.028125,0.046875,0,0,0,0,0.015625,0.015625,0.0125,0,0.0375,0.003125,0.059375,0.025,0.403125,0,0.1375,0,0.09375,0.00625,0.003125,0.021875,0.003125,0.01875,0.028125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021875,0,0,0,0,0,0,0
674,13753,0,0,0,0.0496894409937888,0.0124223602484472,0.0559006211180124,0.0745341614906832,0,0,0,0,0.0186335403726708,0.0062111801242236,0.0186335403726708,0,0.031055900621118,0,0.0434782608695652,0.0248447204968944,0.440993788819876,0,0.0124223602484472,0,0.0496894409937888,0.0186335403726708,0,0.0186335403726708,0.0062111801242236,0.0062111801242236,0.0496894409937888,0,0,0,0,0,0.0496894409937888,0,0,0,0,0,0,0,0,0,0.0062111801242236,0.0062111801242236,0,0,0,0,0,0
694,NA,0,0,0,0.0231481481481481,0.037037037037037,0.0740740740740741,0.0324074074074074,0,0,0.00462962962962963,0,0.00462962962962963,0.0277777777777778,0.0648148148148148,0,0.0648148148148148,0,0.0648148148148148,0.0231481481481481,0.273148148148148,0,0.00462962962962963,0,0.0833333333333333,0.0185185185185185,0.0138888888888889,0.037037037037037,0,0.0509259259259259,0.0138888888888889,0.00925925925925926,0,0,0,0,0.0185185185185185,0.00462962962962963,0,0,0,0,0,0,0,0,0.00462962962962963,0.00462962962962963,0,0,0,0.0416666666666667,0,0
714,NA,0,0,0,0.00294985250737463,0.0324483775811209,0.0855457227138643,0,0.00589970501474926,0,0.0147492625368732,0,0.0117994100294985,0.0442477876106195,0.0353982300884956,0,0.109144542772861,0.0088495575221239,0.171091445427729,0.0619469026548673,0.224188790560472,0,0,0.00589970501474926,0.079646017699115,0.0176991150442478,0.00294985250737463,0.0176991150442478,0,0.0206489675516224,0.0176991150442478,0,0,0,0,0,0.00294985250737463,0,0.00294985250737463,0,0.00294985250737463,0,0,0,0,0,0.0088495575221239,0.00589970501474926,0,0.00294985250737463,0,0,0.00294985250737463,0
734,NA,0,0,0,0.0140056022408964,0.0644257703081232,0.0812324929971989,0.0140056022408964,0.00280112044817927,0,0.00840336134453781,0.00280112044817927,0.00560224089635854,0.0364145658263305,0.0644257703081232,0,0.0784313725490196,0.00840336134453781,0.148459383753501,0.0224089635854342,0.162464985994398,0,0.00280112044817927,0.00280112044817927,0.123249299719888,0.0168067226890756,0.00280112044817927,0.0280112044817927,0.00560224089635854,0.0252100840336134,0.0196078431372549,0.00280112044817927,0,0,0,0,0,0.0140056022408964,0.00280112044817927,0,0,0,0,0.0280112044817927,0,0,0,0.0112044817927171,0,0,0,0,0,0
754,NA,0,0,0,0,0,0.0816326530612245,0,0,0,0,0,0,0.0408163265306122,0.0816326530612245,0,0.0612244897959184,0.0408163265306122,0.224489795918367,0.0408163265306122,0.26530612244898,0,0,0,0.0204081632653061,0,0,0,0,0.0204081632653061,0.0204081632653061,0,0,0,0.0204081632653061,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0.0612244897959184,0,0,0,0,0,0,0
774,NA,0,0,0,0.00377358490566038,0.030188679245283,0.079245283018868,0.0150943396226415,0.00754716981132075,0.0188679245283019,0.0113207547169811,0,0,0.079245283018868,0.0943396226415094,0,0.0716981132075472,0.0150943396226415,0.177358490566038,0.0264150943396226,0.158490566037736,0,0,0.00377358490566038,0.0566037735849057,0.0150943396226415,0.0226415094339623,0.00377358490566038,0,0.0264150943396226,0.0490566037735849,0,0,0,0,0,0.00377358490566038,0,0,0,0,0,0,0.00377358490566038,0,0,0.00377358490566038,0.00754716981132075,0,0,0,0.00377358490566038,0.00754716981132075,0.00377358490566038
794,NA,0,0,0,0.00384615384615385,0.0192307692307692,0.05,0.0115384615384615,0,0.00384615384615385,0.00384615384615385,0,0,0.0384615384615385,0.1,0,0.0461538461538462,0.00384615384615385,0.0961538461538462,0,0.415384615384615,0,0.00384615384615385,0,0.0730769230769231,0.0115384615384615,0.0115384615384615,0.00384615384615385,0,0.0423076923076923,0.0269230769230769,0,0,0,0.00384615384615385,0,0.00384615384615385,0,0,0,0.00384615384615385,0,0,0,0,0,0.0230769230769231,0,0,0,0,0,0,0
