"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.undiff.","Adiantum","Alnus","Amaranthaceae.undiff.","Ambrosia.type","Anacardiaceae.undiff.","Apiaceae.undiff.","Araliaceae","Arecaceae.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Azolla","Betula","Betulaceae.undiff.","Botrychium","Brasenia.schreberi","Brassicaceae","Cabomba","Callitriche","Campanulaceae","Carya","Caryophyllaceae","Castanea","Ceanothus","Celtis","Cephalanthus","Ceratiola.ericoides.type","Chamaecrista.type","Clethra","Combretaceae.Melastomataceae","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae.undiff.","Cyrilla.racemiflora","Dalea","Dodonaea","Drosera","Dryopteris.type","Equisetum","Ericaceae","Eriocaulon","Eriogonum","Eugenia","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.undiff.","Galium","Gomphrena.type","Gordonia","Hydrocotyle","Hypericum","Ilex","Indeterminable","Isoëtes","Itea","Iva.frutescens.type","Iva.xanthifolia.type","Juglans.nigra","Lamiaceae","Lechea","Lemna","Liliaceae","Liquidambar","Liriodendron","Lycopodiaceae.undiff.","Magnolia","Malvaceae","Mimosaceae","Moraceae","Myrica","Myriophyllum","Myrsine","Myrtaceae.undiff.","Nuphar","Nymphaea","Nyssa","Onagraceae","Osmanthus","Osmunda.cinnamomea","Ostrya.Carpinus","Parthenocissus","Phoradendron","Picea","Pinaceae.undiff.","Pinus.clausa.type","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus","Pinus.undiff.","Pistacia","Planera.aquatica","Plantago","Platanus","Poaceae","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polypodium.type","Populus","Potamogetonaceae","Primula","Pseudolycopodiella.carolinianum","Pteridium.type","Quercus","Ranunculaceae.undiff.","Rhamnaceae.undiff.","Rhus","Rhynchospora","Rosaceae","Rubiaceae.undiff.","Rumex","Rutaceae","Sagittaria","Salix","Sambucus","Sapindus","Selaginella","Serenoa","Sisyrinchium","Solanaceae","Sparganium.type","Sphagnum","Styloceras","Symplocos","Taxodium","Thalictrum","Tilia","Tsuga","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Urtica.type","Urticaceae","Urticales.undiff.","Utricularia","Viburnum","Viscaceae.undiff.","Vitis","Xanthium"
512,12992,0,0,0,0,1,0,1,0,2,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,9,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,0,0,0,15,0,0,0,0,0,107,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,4,0,0,0,0,0,0,0,0,3,0
514,13027,0,0,0,0,0,0,1,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,0,0,0,0,24,0,0,0,0,0,84,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
515,13045,0,0,0,0,0,0,1,0,3,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,11,0,1,0,0,0,13,0,0,0,0,0,23,0,64,0,0,0,0,9,0,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
516,13062,0,0,0,0,0,0,1,1,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,24,0,0,0,0,0,101,0,0,0,2,0,2,56,0,0,0,0,0,1,0,0,0,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
518,13097,0,0,0,0,0,0,1,1,5,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,38,1,0,0,1,0,0,1,0,0,0,1,8,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,18,0,0,0,0,0,94,0,0,0,0,0,1,48,0,0,0,0,0,1,0,0,0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
520,13133,0,0,0,0,0,0,2,1,7,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,8,15,0,0,0,0,29,0,0,0,0,0,60,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0
522,13168,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,20,0,0,0,0,0,65,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0
524,13203,0,0,0,0,1,0,0,1,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,19,0,0,0,0,0,75,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,13238,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,0,0,1,0,0,9,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,17,0,0,0,0,14,0,0,0,0,0,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
528,13273,0,0,0,0,0,0,0,0,7,0,0,0,0,0,39,0,0,0,0,0,28,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,1,0,1,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,17,0,0,0,0,0,82,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,148,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
530,13308,0,1,0,0,0,0,2,0,4,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,1,0,0,0,12,0,0,0,0,0,63,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0
532,13343,0,0,0,0,0,0,2,0,8,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,25,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,11,0,0,0,0,19,0,0,0,0,0,71,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
534,13378,0,1,0,0,0,0,0,1,9,1,1,0,0,0,5,0,0,1,0,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,3,12,0,0,0,0,20,0,0,0,0,0,46,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0
535,13395,0,0,0,0,0,0,1,0,6,0,0,0,0,0,20,0,0,5,0,0,1,0,0,0,0,47,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12,0,5,0,0,0,2,0,0,0,0,0,27,0,38,0,1,0,0,16,0,0,1,0,1,0,0,0,0,121,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
536,13413,0,1,0,1,0,0,1,0,11,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,1,8,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,22,1,0,0,0,22,0,0,0,0,0,49,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,153,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0
538,13448,0,0,0,0,2,0,0,4,21,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,7,12,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,21,0,0,0,0,33,0,0,0,0,0,71,0,0,0,1,0,1,14,0,0,0,0,1,1,0,0,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0
555,13746,0,0,0,0,0,0,0,1,10,0,0,0,0,1,1,0,0,9,0,0,1,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,11,2,0,0,0,13,0,0,0,0,0,28,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,176,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0
575,14096,0,0,0,0,0,0,0,2,8,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,6,14,2,0,0,0,13,0,0,0,0,0,22,0,29,0,0,0,2,1,0,0,1,0,0,0,0,0,0,171,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11,0,0,0,0,1,0,0,0,0,1,0
595,14447,0,0,0,0,0,0,2,0,3,0,0,0,0,1,6,0,0,4,1,0,1,0,0,0,0,56,0,0,0,2,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0,1,3,0,0,7,1,8,0,0,0,16,0,0,0,0,0,4,0,57,0,0,1,3,10,0,0,0,0,1,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,11,5,0,0,0,0,0,0,0,0,2,0
605,14622,0,2,0,0,0,0,1,1,4,0,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,99,0,0,0,2,1,0,0,0,0,0,2,21,7,0,0,0,0,1,0,0,0,0,0,0,0,36,0,3,0,0,0,0,0,0,17,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,1,5,0,0,1,1,7,0,0,0,8,0,0,1,4,0,5,0,73,0,0,0,5,8,0,0,0,0,2,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,8,6,0,0,0,0,0,0,0,0,1,0
615,14797,0,0,0,0,0,0,5,5,21,0,0,0,0,8,8,0,0,3,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0,24,6,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,16,2,0,0,0,8,0,0,2,4,0,103,1,155,0,0,0,0,23,0,0,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,8,4,0,0,0,0,0,0,1,0,1,0
620,15469,0,0,1,0,0,0,4,4,26,0,0,0,0,7,19,0,0,1,0,0,0,0,0,0,0,159,1,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,1826,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,10,0,0,0,0,4,0,0,0,9,0,0,47,4,5,0,0,106,0,2,0,1,24,0,2,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,3,0,0,0,0,0,0,0,0,1,0
625,16141,0,0,0,3,0,0,2,2,12,0,0,0,0,4,17,0,0,2,0,0,0,0,0,0,0,179,0,1,0,0,2,0,0,0,1,0,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,18,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,10,0,0,15,6,4,16,0,114,0,0,0,11,18,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
630,16813,0,0,0,0,0,0,6,0,21,0,0,0,0,6,11,0,0,1,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,22,0,0,0,0,0,0,0,3,1,1,28,0,302,0,0,0,0,33,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0
635,17484,0,0,0,0,0,0,0,1,28,0,0,0,0,8,7,1,0,1,0,0,1,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,53,0,0,1,19,0,0,0,0,3,0,0,1,1,0,61,0,248,0,0,0,0,40,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,1,3,3,0,0,0,0,0,0,0,0,1,1
645,18382,0,0,0,0,0,0,2,1,25,0,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,14,0,0,0,0,0,0,0,1,0,0,24,0,409,0,0,0,0,32,0,1,1,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0
665,20176,0,0,0,0,0,0,2,1,12,0,1,0,0,2,4,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,12,0,0,2,3,0,0,0,0,5,0,0,1,0,5,24,0,467,0,0,0,0,10,0,7,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0
685,21971,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,1,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,4,9,0,0,0,0,0,0,0,0,1,17,76,0,293,0,0,0,0,7,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0
705,23765,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,2,0,0,0,1,0,0,0,0,0,3,10,1,341,0,0,0,0,17,0,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
725,25560,0,0,0,1,0,0,3,1,9,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,127,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,0,365,0,0,0,0,8,0,0,0,0,1,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
745,27354,0,0,0,0,0,0,6,0,3,0,1,0,0,2,8,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,1,0,0,2,94,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,252,0,0,0,0,26,0,2,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0
755,28251,0,0,0,0,0,0,5,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,39,0,333,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
775,30046,0,0,1,0,0,0,1,1,12,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,1,0,0,0,14,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,29,0,282,0,0,0,0,14,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
795,31840,0,0,0,0,0,0,7,2,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,2,1,0,0,0,0,0,13,0,4,0,0,0,0,0,1,2,117,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,34,0,262,0,1,0,0,24,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
815,33635,0,0,1,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,9,1,3,0,0,0,1,0,4,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,1,11,0,0,0,0,0,53,0,196,0,0,0,1,8,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
835,34095,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,0,0,4,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,4,0,0,3,0,4,0,0,0,2,0,0,0,0,0,29,1,78,0,2,0,1,11,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0
855,34364,0,0,1,0,0,0,2,2,4,0,0,0,0,0,8,0,0,6,0,0,0,0,1,0,0,9,0,0,0,0,1,0,1,2,0,0,0,12,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,10,0,0,0,0,0,38,1,89,0,6,0,1,25,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,31,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0
875,34634,0,0,0,0,0,0,1,2,10,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,176,0,1,3,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,13,0,0,0,0,0,13,0,110,0,4,0,1,28,0,0,0,0,0,0,0,0,0,139,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
895,34903,0,0,0,1,0,0,3,5,12,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,0,0,0,0,4,9,6,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,8,11,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,31,0,13,0,0,32,0,0,0,0,1,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0
905,35038,0,0,1,0,0,0,4,2,7,0,0,0,0,1,17,0,0,3,1,0,0,0,0,0,0,14,0,0,0,0,8,0,0,1,2,0,2,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,2,13,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,241,0,0,0,5,28,2,0,0,0,0,0,0,0,0,185,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,4,4,0,0,0,2,0,0,0,0,4,0
915,35172,0,0,1,1,0,0,3,2,3,0,0,0,1,1,17,0,1,8,0,0,0,0,0,0,1,23,0,0,0,1,4,0,0,0,0,0,0,11,2,11,1,0,0,0,0,3,0,0,0,0,0,3,0,6,1,0,0,0,1,3,22,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,24,4,0,0,2,0,5,0,0,0,13,0,0,0,0,0,0,0,227,0,2,0,1,31,0,0,0,2,0,0,0,0,0,181,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,85,0,0,0,9,4,1,0,0,0,0,0,0,0,2,0
925,35307,0,0,0,0,0,0,1,1,2,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,2,10,0,0,0,1,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,29,0,1,0,0,0,5,0,0,0,18,4,0,0,0,0,19,0,213,0,3,0,0,18,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0
